id,pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,weighing_approach,item_nsu_hetero_type,unit,weight,raw_canonical,published,corrected_unit,magnitude_corrected,decades_moved,snap_rule,snap_referee,snap_block,disputed,step1_flagged,unusable,any_uncertainty,cleaning_notes
2281,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,"Price-quantity based (lower, median, higher price)",province_median,3,0.1,100.0,100.0,mL,False,0.0,cell decimals,,1,True,False,False,True,
2279,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,"Size-based (small, medium, large)",small_size,3,0.115,115.0,115.0,mL,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2278,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,"Size-based (small, medium, large)",small_size,2,80.0,80.0,80.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2286,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.85,850.0,85.0,mL,True,-1.0,log10 median,prov_hetero,0,False,False,False,False,
2290,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.065,65.0,65.0,mL,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2289,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.45,450.0,45.0,mL,True,-1.0,log10 median,prov_hetero,0,False,False,False,False,
2288,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.88,880.0,88.0,mL,True,-1.0,log10 median,prov_hetero,0,False,False,False,False,
2287,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.5,500.0,50.0,mL,True,-1.0,log10 median,prov_hetero,0,False,False,False,False,
2285,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,"Size-based (small, medium, large)",small_size,3,0.1,100.0,100.0,mL,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2284,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,"Size-based (small, medium, large)",small_size,3,0.1,100.0,100.0,mL,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2283,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,"Size-based (small, medium, large)",small_size,3,0.1,100.0,100.0,mL,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2298,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.375,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2294,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.375,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2295,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.375,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2292,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.375,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2297,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.375,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2291,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.375,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2296,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.375,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2293,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,3,0.375,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2302,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",medium_size,3,0.75,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2309,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",medium_size,3,0.75,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2301,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",medium_size,3,0.75,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2303,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",large_size,3,1.0,1000.0,1000.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2305,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",small_size,3,0.35,350.0,350.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2306,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",medium_size,3,0.75,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2300,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",medium_size,3,0.75,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2308,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",medium_size,3,0.75,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2307,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",large_size,3,1.0,1000.0,1000.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2299,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",medium_size,3,0.75,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2304,ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",medium_size,3,0.75,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2313,ANTIQUE,HAMTIC,loaf bread,large packs,"Size-based (small, medium, large)",large_size,2,640.0,640.0,640.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2315,ANTIQUE,HAMTIC,loaf bread,large packs,"Size-based (small, medium, large)",large_size,2,640.0,640.0,640.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2317,ANTIQUE,HAMTIC,loaf bread,large packs,"Size-based (small, medium, large)",large_size,2,680.0,680.0,680.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2316,ANTIQUE,HAMTIC,loaf bread,large packs,"Size-based (small, medium, large)",large_size,2,640.0,640.0,640.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2312,ANTIQUE,HAMTIC,loaf bread,large packs,"Size-based (small, medium, large)",large_size,2,720.0,720.0,720.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2314,ANTIQUE,HAMTIC,loaf bread,large packs,"Size-based (small, medium, large)",large_size,2,640.0,640.0,640.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2322,ANTIQUE,HAMTIC,loaf bread,medium packs,"Size-based (small, medium, large)",medium_size,2,450.0,450.0,450.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2318,ANTIQUE,HAMTIC,loaf bread,medium packs,"Size-based (small, medium, large)",medium_size,2,480.0,480.0,480.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2321,ANTIQUE,HAMTIC,loaf bread,medium packs,"Size-based (small, medium, large)",medium_size,2,450.0,450.0,450.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2320,ANTIQUE,HAMTIC,loaf bread,medium packs,"Size-based (small, medium, large)",medium_size,2,450.0,450.0,450.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2323,ANTIQUE,HAMTIC,loaf bread,medium packs,"Size-based (small, medium, large)",medium_size,2,500.0,500.0,500.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2319,ANTIQUE,HAMTIC,loaf bread,medium packs,"Size-based (small, medium, large)",medium_size,2,620.0,620.0,620.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2311,ANTIQUE,HAMTIC,loaf bread,small packs,"Size-based (small, medium, large)",small_size,2,290.0,290.0,290.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2310,ANTIQUE,HAMTIC,loaf bread,small packs,"Size-based (small, medium, large)",small_size,2,360.0,360.0,360.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2325,ANTIQUE,HAMTIC,"prawns, lobster, shrimp",tumpok,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,845.0,845.0,85.0,g,True,-1.0,log10 median,prov,0,False,True,False,True,
2324,ANTIQUE,HAMTIC,"prawns, lobster, shrimp",tumpok,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,420.0,420.0,420.0,g,False,0.0,log10 median,prov,0,False,False,False,False,
2326,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,"Size-based (small, medium, large)",small_size,2,250.0,250.0,250.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2327,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,"Size-based (small, medium, large)",small_size,2,250.0,250.0,250.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2329,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,"Size-based (small, medium, large)",small_size,2,250.0,250.0,250.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2328,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,"Size-based (small, medium, large)",small_size,2,250.0,250.0,250.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2333,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,"Price-quantity based (lower, median, higher price)",province_median,2,250.0,250.0,250.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2331,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,"Price-quantity based (lower, median, higher price)",province_median,2,250.0,250.0,250.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2335,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,"Price-quantity based (lower, median, higher price)",province_median,2,250.0,250.0,250.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2332,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,"Price-quantity based (lower, median, higher price)",province_median,2,250.0,250.0,250.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2334,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,"Price-quantity based (lower, median, higher price)",province_median,2,250.0,250.0,250.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2330,ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,"Price-quantity based (lower, median, higher price)",province_median,2,250.0,250.0,250.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2337,ANTIQUE,HAMTIC,rice,gantang,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,2275.0,2275.0,2275.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2338,ANTIQUE,HAMTIC,rice,gantang,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,2280.0,2280.0,2280.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2336,ANTIQUE,HAMTIC,rice,gantang,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,2255.0,2255.0,2255.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2340,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",small_size,2,400.0,400.0,400.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2343,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",small_size,2,0.56,0.56,560.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2344,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",medium_size,2,0.95,0.95,950.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2341,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",medium_size,2,720.0,720.0,720.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2349,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",medium_size,2,0.72,0.72,720.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2342,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",large_size,1,1.03,1030.0,1030.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2347,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",small_size,2,0.38,0.38,380.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2348,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",medium_size,2,0.945,0.945,945.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2346,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",medium_size,2,0.875,0.875,875.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2345,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",medium_size,2,0.755,0.755,755.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2339,ANTIQUE,LAUA-AN,cabbage,pieces or units,"Size-based (small, medium, large)",small_size,1,0.485,485.0,485.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2353,ANTIQUE,LAUA-AN,camote tops,bugkos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,0.325,0.325,325.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2350,ANTIQUE,LAUA-AN,camote tops,bugkos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,0.315,0.315,315.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2352,ANTIQUE,LAUA-AN,camote tops,bugkos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,0.315,0.315,315.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2354,ANTIQUE,LAUA-AN,camote tops,bugkos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,0.18,0.18,180.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2356,ANTIQUE,LAUA-AN,camote tops,bugkos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,0.17,0.17,170.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2355,ANTIQUE,LAUA-AN,camote tops,bugkos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,0.26,0.26,260.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2351,ANTIQUE,LAUA-AN,camote tops,bugkos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,0.415,0.415,415.0,g,True,3.0,log10 median,cell,0,False,True,False,True,
2357,ANTIQUE,LAUA-AN,camote tops,bugkos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,0.25,0.25,250.0,g,True,3.0,log10 median,cell,0,False,False,False,False,
2358,ANTIQUE,LAUA-AN,camote tops,bundle,"Size-based (small, medium, large)",medium_size,2,0.63,0.63,630.0,g,True,3.0,log10 median,prov,0,False,True,False,True,
2359,ANTIQUE,LAUA-AN,carrot,pieces or units,"Size-based (small, medium, large)",small_size,2,0.18,0.18,180.0,g,True,3.0,log10 median,prov_hetero,0,False,False,False,False,
2360,ANTIQUE,LAUA-AN,carrot,pieces or units,"Size-based (small, medium, large)",small_size,2,0.11,0.11,110.0,g,True,3.0,log10 median,prov_hetero,0,False,False,False,False,
2362,ANTIQUE,LAUA-AN,carrot,pieces or units,"Size-based (small, medium, large)",small_size,2,0.11,0.11,110.0,g,True,3.0,log10 median,prov_hetero,0,False,False,False,False,
2361,ANTIQUE,LAUA-AN,carrot,pieces or units,"Size-based (small, medium, large)",medium_size,2,0.25,0.25,250.0,g,True,3.0,log10 median,prov_hetero,0,False,True,False,True,
2363,ANTIQUE,LAUA-AN,carrot,pieces or units,"Size-based (small, medium, large)",medium_size,2,0.185,0.185,185.0,g,True,3.0,log10 median,prov_hetero,0,False,False,False,False,
2366,ANTIQUE,LAUA-AN,chicken,whole (chicken),"Size-based (small, medium, large)",large_size,1,1.055,1055.0,1055.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2365,ANTIQUE,LAUA-AN,chicken,whole (chicken),"Size-based (small, medium, large)",large_size,1,1.06,1060.0,1060.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2367,ANTIQUE,LAUA-AN,chicken,whole (chicken),"Size-based (small, medium, large)",large_size,1,1.09,1090.0,1090.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2364,ANTIQUE,LAUA-AN,chicken,whole (chicken),"Size-based (small, medium, large)",large_size,1,1.005,1005.0,1005.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2368,ANTIQUE,LAUA-AN,chicken,whole (chicken),"Size-based (small, medium, large)",medium_size,2,0.98,0.98,980.0,g,True,3.0,log10 median,prov_hetero,0,False,False,False,False,
2382,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,"Size-based (small, medium, large)",small_size,2,352.0,352.0,352.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2380,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,"Size-based (small, medium, large)",small_size,2,300.0,300.0,300.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2377,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,"Size-based (small, medium, large)",small_size,2,300.0,300.0,300.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2378,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,"Size-based (small, medium, large)",small_size,2,300.0,300.0,300.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2379,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,"Size-based (small, medium, large)",small_size,2,280.0,280.0,280.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2376,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,"Size-based (small, medium, large)",small_size,2,320.0,320.0,320.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2381,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,"Size-based (small, medium, large)",medium_size,2,450.0,450.0,450.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2371,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,"Size-based (small, medium, large)",small_size,2,32.0,32.0,32.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2369,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,"Size-based (small, medium, large)",small_size,2,22.0,22.0,22.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2370,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,"Size-based (small, medium, large)",small_size,2,26.0,26.0,26.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2374,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,"Size-based (small, medium, large)",small_size,2,22.0,22.0,22.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2372,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,"Size-based (small, medium, large)",small_size,2,40.0,40.0,40.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2375,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,"Size-based (small, medium, large)",small_size,2,24.0,24.0,24.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2373,ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,"Size-based (small, medium, large)",small_size,2,38.0,38.0,38.0,g,False,0.0,log10 median,cell,0,False,False,False,False,
2387,ANTIQUE,LAUA-AN,fresh fish,pieces or units,"Size-based (small, medium, large)",medium_size,2,0.855,0.855,855.0,g,True,3.0,log10 median,prov_hetero,0,False,True,False,True,
2386,ANTIQUE,LAUA-AN,fresh fish,pieces or units,"Size-based (small, medium, large)",large_size,1,1.56,1560.0,1560.0,g,False,0.0,log10 median,prov_hetero,1,True,False,False,True,
2383,ANTIQUE,LAUA-AN,fresh fish,pieces or units,"Size-based (small, medium, large)",small_size,2,0.425,0.425,425.0,g,True,3.0,log10 median,prov_hetero,0,False,False,False,False,
2385,ANTIQUE,LAUA-AN,fresh fish,pieces or units,"Size-based (small, medium, large)",medium_size,2,0.59,0.59,590.0,g,True,3.0,log10 median,prov_hetero,0,False,False,False,False,
2388,ANTIQUE,LAUA-AN,fresh fish,pieces or units,"Size-based (small, medium, large)",medium_size,1,1.24,1240.0,1240.0,g,False,0.0,log10 median,prov_hetero,1,True,True,False,True,
2384,ANTIQUE,LAUA-AN,fresh fish,pieces or units,"Size-based (small, medium, large)",large_size,1,2.885,2885.0,288.0,g,True,-1.0,log10 median,prov_hetero,0,False,False,False,False,
2389,ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,55.0,55.0,55.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2390,ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,"Conventional NSU (eg. ganta, salmon, salop)",conventional_nsu,2,48.0,48.0,48.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2392,ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,"Price-quantity based (lower, median, higher price)",municipality_median,2,0.465,0.465,47.0,g,True,2.0,log10 median,prov,0,False,False,False,False,
2393,ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,"Price-quantity based (lower, median, higher price)",municipality_median,2,100.0,100.0,100.0,g,False,0.0,log10 median,prov,0,False,False,False,False,
2391,ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,"Price-quantity based (lower, median, higher price)",municipality_median,2,100.0,100.0,100.0,g,False,0.0,log10 median,prov,0,False,False,False,False,
2398,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Size-based (small, medium, large)",medium_size,2,375.0,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2397,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Size-based (small, medium, large)",medium_size,2,375.0,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2399,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Size-based (small, medium, large)",medium_size,2,375.0,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2400,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Size-based (small, medium, large)",medium_size,2,375.0,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2395,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Size-based (small, medium, large)",medium_size,2,375.0,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2394,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Size-based (small, medium, large)",medium_size,2,375.0,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2396,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,"Size-based (small, medium, large)",medium_size,2,375.0,375.0,375.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2403,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",large_size,2,750.0,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2407,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",large_size,2,750.0,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2402,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",large_size,2,750.0,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2405,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",large_size,2,750.0,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2404,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",large_size,2,750.0,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2406,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",large_size,2,750.0,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2401,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,"Size-based (small, medium, large)",large_size,2,750.0,750.0,750.0,mL,False,0.0,log10 median,cell,0,False,False,False,False,
2409,ANTIQUE,LAUA-AN,loaf bread,large packs,"Size-based (small, medium, large)",large_size,2,640.0,640.0,640.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2410,ANTIQUE,LAUA-AN,loaf bread,large packs,"Size-based (small, medium, large)",large_size,2,640.0,640.0,640.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2408,ANTIQUE,LAUA-AN,loaf bread,large packs,"Size-based (small, medium, large)",large_size,2,640.0,640.0,640.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2413,ANTIQUE,LAUA-AN,loaf bread,medium packs,"Size-based (small, medium, large)",medium_size,2,450.0,450.0,450.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
2414,ANTIQUE,LAUA-AN,loaf bread,medium packs,"Size-based (small, medium, large)",medium_size,2,450.0,450.0,450.0,g,False,0.0,log10 median,prov_hetero,0,False,False,False,False,
