pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,pull_price,item_nsu_hetero_type,corrected_weight,p_real,gpp,n_pairs,n_price,n_mun,gpp_loo,w_pred,ratio
cabbage,ILOILO,TIGBAUAN,pieces or units,30,province_median,300,26.64009996981612,11.26121900217744,21,4,2,11.21094570306058,298.6607142857143,.9955357142857143
fresh fish,ILOILO,TIGBAUAN,pieces or units,21.875,mp25_price,105,21.93869555357799,4.786063954603515,29,8,3,3.863749546685129,84.76562499999999,.8072916666666665
fresh fish,ILOILO,TIGBAUAN,pieces or units,68.75,mp50_price,295,68.95018602553081,4.278451110933445,29,8,3,3.863749546685129,266.4062499999999,.9030720338983049
fresh fish,ILOILO,TIGBAUAN,pieces or units,107.5,mp75_price,425,107.8130181490118,3.942010040128864,29,8,3,3.863749546685129,416.5625,.9801470588235294
fresh fish,ILOILO,TIGBAUAN,pieces or units,21.875,mp25_price,85,21.93869555357799,3.874432725155226,29,8,3,3.863749546685129,84.76562499999999,.9972426470588234
fresh fish,ILOILO,TIGBAUAN,pieces or units,68.75,mp50_price,280,68.95018602553081,4.060902749360558,29,8,3,3.863749546685129,266.4062499999999,.9514508928571427
fresh fish,ILOILO,TIGBAUAN,pieces or units,107.5,mp75_price,410,107.8130181490118,3.802880274006669,29,8,3,3.863749546685129,416.5625,1.016006097560976
fresh fish,ILOILO,TIGBAUAN,pieces or units,21.875,mp25_price,130,21.93869555357799,5.925602991413875,29,8,3,3.863749546685129,84.76562499999999,.6520432692307692
fresh fish,ILOILO,TIGBAUAN,pieces or units,68.75,mp50_price,355,68.95018602553081,5.148644557224993,29,8,3,3.863749546685129,266.4062499999999,.7504401408450703
fresh fish,ILOILO,TIGBAUAN,pieces or units,107.5,mp75_price,540,107.8130181490118,5.008671580399026,29,8,3,3.863749546685129,416.5625,.7714120370370371
mango,ILOILO,TIGBAUAN,pieces or units,13.14285755157471,municipality_median,130,12.6737696941786,10.25740589713512,11,3,4,10.37012496574841,131.4285755157471,1.010989042428824
mango,ILOILO,TIGBAUAN,pieces or units,13.14285755157471,municipality_median,210,12.6737696941786,16.56965567998751,11,3,4,10.37012496574841,131.4285755157471,.6258503595987955
mango,ILOILO,TIGBAUAN,pieces or units,13.14285755157471,municipality_median,135,12.6737696941786,10.6519215085634,11,3,4,10.37012496574841,131.4285755157471,.9735450038203487
mango,ILOILO,ZARRAGA,pieces or units,20,municipality_median,180,19.28617067398725,9.333112469173566,11,3,4,12.7034030830418,245,1.361111111111111
mango,ILOILO,ZARRAGA,pieces or units,20,municipality_median,180,19.28617067398725,9.333112469173566,11,3,4,12.7034030830418,245,1.361111111111111
mango,ILOILO,ZARRAGA,pieces or units,20,municipality_median,220,19.28617067398725,11.40713746232325,11,3,4,12.7034030830418,245,1.113636363636364
mango,ILOILO,ZARRAGA,pieces or units,20,municipality_median,180,19.28617067398725,9.333112469173566,11,3,4,12.7034030830418,245,1.361111111111111
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,BINALBAGAN,lipid/lapad,80,province_median,375,80,4.6875,57,8,17,4.6875,375,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,BINALBAGAN,lipid/lapad,80,province_median,375,80,4.6875,57,8,17,4.6875,375,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,BINALBAGAN,lipid/lapad,80,province_median,375,80,4.6875,57,8,17,4.6875,375,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,BINALBAGAN,lipid/lapad,80,province_median,375,80,4.6875,57,8,17,4.6875,375,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,BINALBAGAN,lipid/lapad,80,province_median,375,80,4.6875,57,8,17,4.6875,375,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,BINALBAGAN,lipid/lapad,80,province_median,375,80,4.6875,57,8,17,4.6875,375,1
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,BINALBAGAN,putos,50,province_median,250,50,5,53,15,17,4.775757364380412,238.7878682190206,.9551514728760824
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,BINALBAGAN,putos,50,province_median,250,50,5,53,15,17,4.775757364380412,238.7878682190206,.9551514728760824
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,BINALBAGAN,putos,50,province_median,180,50,3.6,53,15,17,4.775757364380412,238.7878682190206,1.326599267883448
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,BINALBAGAN,putos,50,province_median,240,50,4.8,53,15,17,4.775757364380412,238.7878682190206,.9949494509125858
cabbage,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,35,municipality_median,430,35.22141628752451,12.20848124021369,31,8,8,11.75894414028334,414.1666666666667,.9631782945736435
cabbage,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,35,municipality_median,430,35.22141628752451,12.20848124021369,31,8,8,11.75894414028334,414.1666666666667,.9631782945736435
cabbage,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,35,municipality_median,625,35.22141628752451,17.74488552356641,31,8,8,11.75894414028334,414.1666666666667,.6626666666666667
cabbage,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,35,municipality_median,605,35.22141628752451,17.17704918681229,31,8,8,11.75894414028334,414.1666666666667,.6845730027548209
cabbage,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,35,municipality_median,525,35.22141628752451,14.90570383979579,31,8,8,11.75894414028334,414.1666666666667,.788888888888889
cabbage,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,35,municipality_median,465,35.22141628752451,13.20219482953341,31,8,8,11.75894414028334,414.1666666666667,.8906810035842294
carrot,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,10,municipality_median,90,10.45537987243164,8.608008613566367,61,10,16,8.400000320434582,87.82519427869107,.9758354919854564
carrot,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,10,municipality_median,90,10.45537987243164,8.608008613566367,61,10,16,8.400000320434582,87.82519427869107,.9758354919854564
carrot,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,10,municipality_median,80,10.45537987243164,7.651563212058993,61,10,16,8.400000320434582,87.82519427869107,1.097814928483638
carrot,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,10,municipality_median,80,10.45537987243164,7.651563212058993,61,10,16,8.400000320434582,87.82519427869107,1.097814928483638
carrot,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,10,municipality_median,80,10.45537987243164,7.651563212058993,61,10,16,8.400000320434582,87.82519427869107,1.097814928483638
carrot,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,10,municipality_median,90,10.45537987243164,8.608008613566367,61,10,16,8.400000320434582,87.82519427869107,.9758354919854564
chicken,NEGROS OCCIDENTAL,CALATRAVA,whole (chicken),250,province_median,1145,250.8478511385336,4.564519866537188,34,13,9,4.797289771654805,1203.389830508474,1.05099548516024
chicken,NEGROS OCCIDENTAL,CALATRAVA,whole (chicken),250,province_median,1150,250.8478511385336,4.584452267701106,34,13,9,4.797289771654805,1203.389830508474,1.046425939572587
chicken,NEGROS OCCIDENTAL,CALATRAVA,whole (chicken),250,province_median,1175,250.8478511385336,4.684114273520695,34,13,9,4.797289771654805,1203.389830508474,1.024161557879553
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,4.6875,370.7349991269109,.9886266643384291
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,4.6875,370.7349991269109,.9886266643384291
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,4.6875,370.7349991269109,.9886266643384291
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,4.6875,370.7349991269109,.9886266643384291
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,4.6875,370.7349991269109,.9886266643384291
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,long-neck,157.5,province_median,750,155.7086996333026,4.816686554869873,50,8,13,4.761904761904762,741.4699982538217,.9886266643384289
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,long-neck,157.5,province_median,750,155.7086996333026,4.816686554869873,50,8,13,4.761904761904762,741.4699982538217,.9886266643384289
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,long-neck,157.5,province_median,750,155.7086996333026,4.816686554869873,50,8,13,4.761904761904762,741.4699982538217,.9886266643384289
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,long-neck,157.5,province_median,750,155.7086996333026,4.816686554869873,50,8,13,4.761904761904762,741.4699982538217,.9886266643384289
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,long-neck,157.5,province_median,750,155.7086996333026,4.816686554869873,50,8,13,4.761904761904762,741.4699982538217,.9886266643384289
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,bilog,13,province_median,65,12.96229208930785,5.014545232599432,37,8,15,4.821428571428571,62.49676543059141,.9614886989321755
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,putos,50,municipality_median,250,49.85496957426095,5.014545232599432,53,15,17,4.762878682190205,237.4531717864888,.9498126871459551
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,putos,50,municipality_median,250,49.85496957426095,5.014545232599432,53,15,17,4.762878682190205,237.4531717864888,.9498126871459551
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,putos,50,municipality_median,250,49.85496957426095,5.014545232599432,53,15,17,4.762878682190205,237.4531717864888,.9498126871459551
cabbage,NEGROS OCCIDENTAL,CANDONI,pieces or units,50,municipality_median,625,50.31630898217787,12.42141986649649,31,8,8,12.29174062010685,618.4750189700827,.9895600303521324
cabbage,NEGROS OCCIDENTAL,CANDONI,pieces or units,50,municipality_median,600,50.31630898217787,11.92456307183663,31,8,8,12.29174062010685,618.4750189700827,1.030791698283471
cabbage,NEGROS OCCIDENTAL,CANDONI,pieces or units,50,municipality_median,555,50.31630898217787,11.03022084144888,31,8,8,12.29174062010685,618.4750189700827,1.114369403549698
carrot,NEGROS OCCIDENTAL,CANDONI,pieces or units,15,municipality_median,100,15.68306980864746,6.376302676715827,61,10,16,8.589718592497469,134.7131563227748,1.347131563227748
carrot,NEGROS OCCIDENTAL,CANDONI,pieces or units,15,municipality_median,100,15.68306980864746,6.376302676715827,61,10,16,8.589718592497469,134.7131563227748,1.347131563227748
carrot,NEGROS OCCIDENTAL,CANDONI,pieces or units,15,municipality_median,95,15.68306980864746,6.057487542880036,61,10,16,8.589718592497469,134.7131563227748,1.418033224450261
chicken,NEGROS OCCIDENTAL,CANDONI,bilog,250,mp50_price,1080,250.8478511385336,4.305398651406256,45,16,11,4.907407407407407,1231.012602809471,1.139826484082843
chicken,NEGROS OCCIDENTAL,CANDONI,bilog,275,mp75_price,1390,275.932636252387,5.037461385062875,45,16,11,4.907407407407407,1354.113863090418,.9741826353168472
chicken,NEGROS OCCIDENTAL,CANDONI,whole (chicken),250,mp50_price,1125,250.8478511385336,4.484790261881517,34,13,9,4.719411233915134,1183.854166666667,1.052314814814815
chicken,NEGROS OCCIDENTAL,CANDONI,whole (chicken),295,mp75_price,1420,296.0004643434697,4.797289771654805,34,13,9,4.719411233915134,1396.947916666667,.9837661384976526
fresh fish,NEGROS OCCIDENTAL,CANDONI,pieces or units,100,province_median,460,101.193906153749,4.545728270446432,12,5,4,4.8,485.7307495379952,1.05593641203912
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,4.6875,370.7349991269109,.9886266643384291
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,4.6875,370.7349991269109,.9886266643384291
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,4.6875,370.7349991269109,.9886266643384291
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,4.6875,370.7349991269109,.9886266643384291
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CANDONI,tumpok,80,province_median,210,78.97759124886933,2.658982081870045,24,7,8,2.55,201.3928576846168,.9590136080219847
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,bilog,10,municipality_median,65,9.97099391485219,6.518908802379261,37,8,15,4.642857142857143,46.2939003189566,.7122138510608708
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,bilog,10,municipality_median,60,9.97099391485219,6.017454279119319,37,8,15,4.642857142857143,46.2939003189566,.7715650053159434
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,putos,52.5,mp50_price,180,52.347718052974,3.438545302353896,53,15,17,4.975609756097561,260.4618166538219,1.447010092521233
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,putos,83.5,mp75_price,300,83.25779918901578,3.60326603540079,53,15,17,4.975609756097561,414.2583179160785,1.380861059720262
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,putos,52.5,mp50_price,250,52.347718052974,4.775757364380412,53,15,17,4.975609756097561,260.4618166538219,1.041847266615287
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,putos,83.5,mp75_price,228,83.25779918901578,2.7384821869046,53,15,17,4.975609756097561,414.2583179160785,1.816922447000344
cabbage,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,60,municipality_median,705,60.37957077861345,11.6761346745067,31,8,8,12.39820993324824,748.5985941926707,1.061841977578256
cabbage,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,60,municipality_median,710,60.37957077861345,11.75894414028334,31,8,8,12.39820993324824,748.5985941926707,1.054364217172776
cabbage,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,60,municipality_median,690,60.37957077861345,11.42770627717677,31,8,8,12.39820993324824,748.5985941926707,1.084925498829957
camote,NEGROS OCCIDENTAL,CAUAYAN,bilog,6.666666507720947,province_median,145,6.610218523904042,21.93573472278523,29,4,9,15.00000035762788,99.15328022255905,.683815725672821
camote,NEGROS OCCIDENTAL,CAUAYAN,bilog,6.666666507720947,province_median,155,6.610218523904042,23.44854401401179,29,4,9,15.00000035762788,99.15328022255905,.6396985820810261
carrot,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,20,municipality_median,135,20.91075974486328,6.456006460174775,61,10,16,8.485714445931578,177.4427360423909,1.314390637351044
carrot,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,20,municipality_median,140,20.91075974486328,6.695117810551618,61,10,16,8.485714445931578,177.4427360423909,1.267448114588506
carrot,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,20,municipality_median,210,20.91075974486328,10.04267671582743,61,10,16,8.485714445931578,177.4427360423909,.8449654097256709
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),200,mp25_price,975,200.6782809108269,4.858522783704976,34,13,9,4.74070202258775,951.3559322033898,.9757496740547588
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),240,mp50_price,1145,240.8139370929923,4.754708194309571,34,13,9,4.74070202258775,1141.627118644068,.9970542520908889
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),300,mp75_price,1275,301.0174213662403,4.235635247332544,34,13,9,4.74070202258775,1427.033898305085,1.119242273180459
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),200,mp25_price,750,200.6782809108269,3.737325218234597,34,13,9,4.74070202258775,951.3559322033898,1.268474576271186
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),240,mp50_price,1060,240.8139370929923,4.401738590365192,34,13,9,4.74070202258775,1141.627118644068,1.077006715701951
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),300,mp75_price,1445,301.0174213662403,4.80038661364355,34,13,9,4.74070202258775,1427.033898305085,.9875667116298164
fresh fish,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,200,unique_mun_price6,1060,202.387812307498,5.237469528992627,12,5,4,4.8,971.4614990759904,.9164731123358401
fresh fish,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,200,unique_mun_price6,840,202.387812307498,4.150447551277177,12,5,4,4.8,971.4614990759904,1.156501784614274
fresh fish,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,200,unique_mun_price6,765,202.387812307498,3.779871877056,12,5,4,4.8,971.4614990759904,1.269884312517635
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,lipid/lapad,90,municipality_median,375,88.97639979045861,4.214600735511139,57,8,17,4.6875,417.0768740177747,1.112204997380733
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,lipid/lapad,90,municipality_median,375,88.97639979045861,4.214600735511139,57,8,17,4.6875,417.0768740177747,1.112204997380733
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,lipid/lapad,90,municipality_median,375,88.97639979045861,4.214600735511139,57,8,17,4.6875,417.0768740177747,1.112204997380733
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,lipid/lapad,90,municipality_median,375,88.97639979045861,4.214600735511139,57,8,17,4.6875,417.0768740177747,1.112204997380733
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,lipid/lapad,90,municipality_median,375,88.97639979045861,4.214600735511139,57,8,17,4.6875,417.0768740177747,1.112204997380733
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,long-neck,195,municipality_median,750,192.7821995459936,3.890400678933359,50,8,13,4.761904761904762,918.0104740285411,1.224013965371388
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,long-neck,195,municipality_median,750,192.7821995459936,3.890400678933359,50,8,13,4.761904761904762,918.0104740285411,1.224013965371388
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,long-neck,195,municipality_median,750,192.7821995459936,3.890400678933359,50,8,13,4.761904761904762,918.0104740285411,1.224013965371388
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,long-neck,195,municipality_median,750,192.7821995459936,3.890400678933359,50,8,13,4.761904761904762,918.0104740285411,1.224013965371388
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,long-neck,195,municipality_median,750,192.7821995459936,3.890400678933359,50,8,13,4.761904761904762,918.0104740285411,1.224013965371388
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CAUAYAN,tumpok,80,province_median,230,78.97759124886933,2.912218470619573,24,7,8,2.5,197.4439781221733,.8584520787920579
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CAUAYAN,tumpok,80,province_median,260,78.97759124886933,3.292073053743865,24,7,8,2.5,197.4439781221733,.7593999158545127
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CAUAYAN,tumpok,80,province_median,285,78.97759124886933,3.608618539680775,24,7,8,2.5,197.4439781221733,.6927858881479766
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CAUAYAN,putos,55,municipality_median,250,54.84046653168705,4.558677484181302,53,15,17,4.878048780487805,267.5144708862783,1.070057883545113
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CAUAYAN,putos,55,municipality_median,250,54.84046653168705,4.558677484181302,53,15,17,4.878048780487805,267.5144708862783,1.070057883545113
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CAUAYAN,putos,55,municipality_median,250,54.84046653168705,4.558677484181302,53,15,17,4.878048780487805,267.5144708862783,1.070057883545113
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CAUAYAN,putos,55,municipality_median,285,54.84046653168705,5.196892331966684,53,15,17,4.878048780487805,267.5144708862783,.9386472662676431
cabbage,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,40,municipality_median,465,40,11.625,31,8,8,,,
cabbage,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,40,municipality_median,435,40,10.875,31,8,8,,,
cabbage,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,40,municipality_median,460,40,11.5,31,8,8,,,
camote,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,6.666666507720947,province_median,65,6.666666507720947,9.75000023245812,29,4,9,,,
camote,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,6.666666507720947,province_median,65,6.666666507720947,9.75000023245812,29,4,9,,,
carrot,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,17.5,municipality_median,140,17.5,8,61,10,16,,,
carrot,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,17.5,municipality_median,125,17.5,7.142857142857143,61,10,16,,,
carrot,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,17.5,municipality_median,175,17.5,10,61,10,16,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,13,province_median,60,13,4.615384615384615,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,13,province_median,65,13,5,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,55.55555725097656,municipality_median,205,55.55555725097656,3.68999988739014,53,15,17,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,55.55555725097656,municipality_median,225,55.55555725097656,4.049999876403812,53,15,17,,,
camote,NEGROS OCCIDENTAL,HINIGARAN,bilog,5,municipality_median,125,5,25,29,4,9,15.00000035762788,75.00000178813939,.6000000143051151
camote,NEGROS OCCIDENTAL,HINIGARAN,bilog,5,municipality_median,100,5,20,29,4,9,15.00000035762788,75.00000178813939,.7500000178813938
carrot,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,15.83333301544189,municipality_median,140,15.83333301544189,8.842105440683977,61,10,16,8.324671052557658,131.8072890191546,.9414806358511043
carrot,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,15.83333301544189,municipality_median,105,15.83333301544189,6.631579080512982,61,10,16,8.324671052557658,131.8072890191546,1.255307514468139
carrot,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,15.83333301544189,municipality_median,190,15.83333301544189,12.00000024092825,61,10,16,8.324671052557658,131.8072890191546,.6937225737850242
carrot,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,15.83333301544189,municipality_median,100,15.83333301544189,6.315789600488555,61,10,16,8.324671052557658,131.8072890191546,1.318072890191546
carrot,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,15.83333301544189,municipality_median,235,15.83333301544189,14.8421055611481,61,10,16,8.324671052557658,131.8072890191546,.5608820809325729
chicken,NEGROS OCCIDENTAL,HINIGARAN,bilog,150,mp25_price,760,150,5.066666666666666,45,16,11,4.907407407407407,736.1111111111111,.9685672514619883
chicken,NEGROS OCCIDENTAL,HINIGARAN,bilog,235,mp50_price,1090,235,4.638297872340425,45,16,11,4.907407407407407,1153.240740740741,1.058019028202514
chicken,NEGROS OCCIDENTAL,HINIGARAN,bilog,150,mp25_price,855,150,5.7,45,16,11,4.907407407407407,736.1111111111111,.8609486679662118
chicken,NEGROS OCCIDENTAL,HINIGARAN,bilog,235,mp50_price,1000,235,4.25531914893617,45,16,11,4.907407407407407,1153.240740740741,1.153240740740741
chicken,NEGROS OCCIDENTAL,HINIGARAN,bilog,150,mp25_price,900,150,6,45,16,11,4.907407407407407,736.1111111111111,.8179012345679012
chicken,NEGROS OCCIDENTAL,HINIGARAN,bilog,235,mp50_price,1095,235,4.659574468085107,45,16,11,4.907407407407407,1153.240740740741,1.053187891087434
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINIGARAN,lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,4.6875,375,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINIGARAN,lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,4.6875,375,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINIGARAN,long-neck,130,unique_mun_price6,750,130,5.769230769230769,50,8,13,4.761904761904762,619.047619047619,.8253968253968254
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINIGARAN,long-neck,130,unique_mun_price6,750,130,5.769230769230769,50,8,13,4.761904761904762,619.047619047619,.8253968253968254
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINIGARAN,long-neck,130,unique_mun_price6,750,130,5.769230769230769,50,8,13,4.761904761904762,619.047619047619,.8253968253968254
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,HINIGARAN,tumpok,80,province_median,270,80,3.375,24,7,8,2.580555555555556,206.4444444444445,.7646090534979424
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,HINIGARAN,tumpok,80,province_median,200,80,2.5,24,7,8,2.580555555555556,206.4444444444445,1.032222222222222
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,bilog,11,municipality_median,75,11,6.818181818181818,37,8,15,4.642857142857143,51.07142857142858,.680952380952381
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,bilog,11,municipality_median,250,11,22.72727272727273,37,8,15,4.642857142857143,51.07142857142858,.2042857142857143
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,bilog,11,municipality_median,250,11,22.72727272727273,37,8,15,4.642857142857143,51.07142857142858,.2042857142857143
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,bilog,11,municipality_median,250,11,22.72727272727273,37,8,15,4.642857142857143,51.07142857142858,.2042857142857143
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,putos,51.25,municipality_median,250,51.25,4.878048780487805,53,15,17,4.8,246,.984
