pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,pull_price,item_nsu_hetero_type,corrected_weight,p_real,gpp,n_pairs,n_price,n_mun,gpp_loo,w_pred,ratio
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,BARBAZA,putos,87.5,mp75_price,1000,87.5,11.42857142857143,20,6,2,4.732142857142858,414.0625000000001,.4140625000000001
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,BARBAZA,putos,45,mp50_price,270,45,6,20,6,2,4.732142857142858,212.9464285714286,.7886904761904763
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,BARBAZA,putos,87.5,mp75_price,540,87.5,6.171428571428572,20,6,2,4.732142857142858,414.0625000000001,.7667824074074076
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,BARBAZA,putos,45,mp50_price,165,45.06060513583097,3.661735112136709,20,6,2,4.732142857142858,213.2332207320573,1.292322549891256
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,BARBAZA,putos,87.5,mp75_price,370,87.61784331967132,4.222884129321296,20,6,2,4.732142857142858,414.6201514234447,1.120595003847148
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,BARBAZA,putos,45,mp50_price,360,45,8,20,6,2,4.732142857142858,212.9464285714286,.5915178571428572
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,BARBAZA,putos,87.5,mp75_price,250,87.5,2.857142857142857,20,6,2,4.732142857142858,414.0625000000001,1.65625
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,BARBAZA,putos,45,mp50_price,250,45,5.555555555555555,20,6,2,4.732142857142858,212.9464285714286,.8517857142857144
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,BARBAZA,putos,87.5,mp75_price,535,87.5,6.114285714285714,20,6,2,4.732142857142858,414.0625000000001,.7739485981308413
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,SAN REMIGIO,pieces or units,10,municipality_median,90,9.73816543751499,9.241987166626574,16,4,4,,,
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,SAN REMIGIO,pieces or units,10,municipality_median,70,9.73816543751499,7.188212240709558,16,4,4,,,
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,SAN REMIGIO,pieces or units,10,municipality_median,105,10,10.5,16,4,4,,,
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,SAN REMIGIO,pieces or units,10,municipality_median,100,10,10,16,4,4,,,
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,SEBASTE,pieces or units,15,municipality_median,100,15,6.666666666666667,16,4,4,11,165,1.65
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,SEBASTE,pieces or units,15,municipality_median,100,15,6.666666666666667,16,4,4,11,165,1.65
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,SEBASTE,pieces or units,15,municipality_median,110,15,7.333333333333333,16,4,4,11,165,1.5
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,SEBASTE,putos,56,mp50_price,250,56,4.464285714285714,20,6,2,5.631077865157032,315.3403604487938,1.261361441795175
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,SEBASTE,putos,100,mp75_price,500,100,5,20,6,2,5.631077865157032,563.1077865157032,1.126215573031406
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,SEBASTE,putos,56,mp50_price,250,56,4.464285714285714,20,6,2,5.631077865157032,315.3403604487938,1.261361441795175
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,SEBASTE,putos,100,mp75_price,500,100,5,20,6,2,5.631077865157032,563.1077865157032,1.126215573031406
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,SEBASTE,putos,56,mp50_price,250,56,4.464285714285714,20,6,2,5.631077865157032,315.3403604487938,1.261361441795175
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,SEBASTE,putos,100,mp75_price,1000,100,10,20,6,2,5.631077865157032,563.1077865157032,.5631077865157031
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,SEBASTE,putos,56,mp50_price,250,56,4.464285714285714,20,6,2,5.631077865157032,315.3403604487938,1.261361441795175
"preserved or processed meat (tocino, tapa, longaniza, etc)",ANTIQUE,SEBASTE,putos,100,mp75_price,1000,100,10,20,6,2,5.631077865157032,563.1077865157032,.5631077865157031
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,VALDERRAMA,pieces or units,7.5,municipality_median,100,7.5,13.33333333333333,16,4,4,9.620993583313286,72.15745187484964,.7215745187484964
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,VALDERRAMA,pieces or units,7.5,municipality_median,140,7.5,18.66666666666667,16,4,4,9.620993583313286,72.15745187484964,.5154103705346403
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,VALDERRAMA,pieces or units,7.5,municipality_median,115,7.5,15.33333333333333,16,4,4,9.620993583313286,72.15745187484964,.6274561032595621
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ANTIQUE,VALDERRAMA,pieces or units,7.5,municipality_median,110,7.5,14.66666666666667,16,4,4,9.620993583313286,72.15745187484964,.6559768352259059
"crackers, cookies, buiscuits, chips/curls",CAPIZ,CUARTERO,putos,60,municipality_median,300,60,5,19,6,6,5,300,1
"crackers, cookies, buiscuits, chips/curls",CAPIZ,CUARTERO,putos,60,municipality_median,300,60,5,19,6,6,5,300,1
"crackers, cookies, buiscuits, chips/curls",CAPIZ,CUARTERO,putos,60,municipality_median,250,60,4.166666666666667,19,6,6,5,300,1.2
"crackers, cookies, buiscuits, chips/curls",CAPIZ,CUARTERO,putos,60,municipality_median,280,60,4.666666666666667,19,6,6,5,300,1.071428571428571
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,CUARTERO,pieces or units,10,municipality_median,395,10,39.5,10,3,5,4.5,45,.1139240506329114
cabbage,CAPIZ,DAO,putos (mix vegetable),8.333333015441895,province_median,110,8.333333015441895,13.20000050354006,8,3,3,8.375,69.79166400432587,.6344696727665988
cabbage,CAPIZ,DAO,putos (mix vegetable),8.333333015441895,province_median,210,8.333333015441895,25.20000096130375,8,3,3,8.375,69.79166400432587,.3323412571634565
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DAO,pieces or units,5,municipality_median,85,5,17,10,3,5,4.05,20.25,.238235294117647
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DAO,pieces or units,5,municipality_median,65,5,13,10,3,5,4.05,20.25,.3115384615384615
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,DUMALAG,pieces or units,10,province_median,45,10,4.5,10,3,5,5,50,1.111111111111111
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMALAG,putos,45,municipality_median,1000,45,22.22222222222222,15,3,6,5.35,240.75,.24075
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMALAG,putos,45,municipality_median,1000,45,22.22222222222222,15,3,6,5.35,240.75,.24075
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMALAG,putos,45,municipality_median,225,45,5,15,3,6,5.35,240.75,1.07
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMARAO,putos,45,municipality_median,250,45,5.555555555555555,15,3,6,5.3,238.5,.954
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,DUMARAO,putos,45,municipality_median,250,45,5.555555555555555,15,3,6,5.3,238.5,.954
"crackers, cookies, buiscuits, chips/curls",CAPIZ,IVISAN,putos,60,municipality_median,300,60,5,19,6,6,5,300,1
"crackers, cookies, buiscuits, chips/curls",CAPIZ,IVISAN,putos,60,municipality_median,250,60,4.166666666666667,19,6,6,5,300,1.2
"crackers, cookies, buiscuits, chips/curls",CAPIZ,IVISAN,putos,60,municipality_median,250,60,4.166666666666667,19,6,6,5,300,1.2
carrot,CAPIZ,JAMINDAN,pieces or units,25,municipality_median,170,25,6.8,9,3,3,5.158333333333333,128.9583333333333,.7585784313725491
carrot,CAPIZ,JAMINDAN,pieces or units,25,municipality_median,145,25,5.8,9,3,3,5.158333333333333,128.9583333333333,.889367816091954
carrot,CAPIZ,JAMINDAN,pieces or units,25,municipality_median,145,25,5.8,9,3,3,5.158333333333333,128.9583333333333,.889367816091954
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,putos,8,mp25_price,240,8,30,19,6,6,4.666666666666667,37.33333333333334,.1555555555555556
"crackers, cookies, buiscuits, chips/curls",CAPIZ,JAMINDAN,putos,52,mp50_price,330,52,6.346153846153846,19,6,6,4.666666666666667,242.6666666666667,.7353535353535354
mango,CAPIZ,JAMINDAN,pieces or units,23.33333396911621,province_median,185,23.33333396911621,7.928571212535008,6,3,3,9,210.0000057220459,1.135135166065113
mango,CAPIZ,JAMINDAN,pieces or units,23.33333396911621,province_median,180,23.33333396911621,7.714285504088116,6,3,3,9,210.0000057220459,1.166666698455811
mango,CAPIZ,JAMINDAN,pieces or units,23.33333396911621,province_median,185,23.33333396911621,7.928571212535008,6,3,3,9,210.0000057220459,1.135135166065113
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,JAMINDAN,putos,40,municipality_median,250,40,6.25,15,3,6,5.35,214,.856
carrot,CAPIZ,MA-AYON,pieces or units,18.75,municipality_median,100,18.75,5.333333333333333,9,3,3,5.8,108.75,1.0875
carrot,CAPIZ,MA-AYON,pieces or units,18.75,municipality_median,85,18.75,4.533333333333333,9,3,3,5.8,108.75,1.279411764705882
carrot,CAPIZ,MA-AYON,pieces or units,18.75,municipality_median,95,18.75,5.066666666666666,9,3,3,5.8,108.75,1.144736842105263
chicken,CAPIZ,MA-AYON,whole (chicken),200,mp25_price,960,200,4.8,14,4,3,4.78,956,.9958333333333333
chicken,CAPIZ,MA-AYON,whole (chicken),250,mp50_price,1080,250,4.32,14,4,3,4.78,1195,1.106481481481481
chicken,CAPIZ,MA-AYON,whole (chicken),300,mp75_price,1165,300,3.883333333333333,14,4,3,4.78,1434,1.230901287553648
cabbage,CAPIZ,PANAY,putos (mix vegetable),50,province_median,345,50,6.9,8,3,3,8.5,425,1.231884057971014
cabbage,CAPIZ,PANAY,putos (mix vegetable),50,province_median,475,50,9.5,8,3,3,8.5,425,.8947368421052632
cabbage,CAPIZ,PANAY,putos (mix vegetable),50,province_median,600,50,12,8,3,3,8.5,425,.7083333333333334
"crackers, cookies, buiscuits, chips/curls",CAPIZ,PILAR,putos,9.25,mp25_price,55,9.25,5.945945945945946,19,6,6,5,46.25,.8409090909090909
"crackers, cookies, buiscuits, chips/curls",CAPIZ,PILAR,putos,9.25,mp25_price,28,9.25,3.027027027027027,19,6,6,5,46.25,1.651785714285714
"crackers, cookies, buiscuits, chips/curls",CAPIZ,PILAR,putos,51,mp50_price,280,51,5.490196078431373,19,6,6,5,255,.9107142857142857
"crackers, cookies, buiscuits, chips/curls",CAPIZ,PILAR,putos,9.25,mp25_price,42,9.25,4.54054054054054,19,6,6,5,46.25,1.101190476190476
"crackers, cookies, buiscuits, chips/curls",CAPIZ,PILAR,putos,51,mp50_price,210,51,4.117647058823529,19,6,6,5,255,1.214285714285714
"crackers, cookies, buiscuits, chips/curls",CAPIZ,PILAR,putos,9.25,mp25_price,32,9.25,3.45945945945946,19,6,6,5,46.25,1.4453125
"crackers, cookies, buiscuits, chips/curls",CAPIZ,PILAR,putos,9.25,mp25_price,28,9.25,3.027027027027027,19,6,6,5,46.25,1.651785714285714
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,SAPI-AN,putos,50,municipality_median,250,50,5,15,3,6,5.555555555555555,277.7777777777778,1.111111111111111
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,SAPI-AN,putos,50,municipality_median,250,50,5,15,3,6,5.555555555555555,277.7777777777778,1.111111111111111
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,SAPI-AN,putos,50,municipality_median,250,50,5,15,3,6,5.555555555555555,277.7777777777778,1.111111111111111
cabbage,CAPIZ,SIGMA,putos (mix vegetable),20,province_median,170,20,8.5,8,3,3,12,240,1.411764705882353
cabbage,CAPIZ,SIGMA,putos (mix vegetable),20,province_median,145,20,7.25,8,3,3,12,240,1.655172413793103
cabbage,CAPIZ,SIGMA,putos (mix vegetable),20,province_median,165,20,8.25,8,3,3,12,240,1.454545454545455
carrot,CAPIZ,SIGMA,pieces or units,20,municipality_median,105,20,5.25,9,3,3,5.566666666666666,111.3333333333333,1.06031746031746
carrot,CAPIZ,SIGMA,pieces or units,20,municipality_median,100,20,5,9,3,3,5.566666666666666,111.3333333333333,1.113333333333333
carrot,CAPIZ,SIGMA,pieces or units,20,municipality_median,155,20,7.75,9,3,3,5.566666666666666,111.3333333333333,.7182795698924731
chicken,CAPIZ,SIGMA,whole (chicken),205,mp25_price,995,205,4.853658536585366,14,4,3,4.8375,991.6875000000001,.9966708542713569
chicken,CAPIZ,SIGMA,whole (chicken),250,mp50_price,1070,250,4.28,14,4,3,4.8375,1209.375,1.130257009345794
chicken,CAPIZ,SIGMA,whole (chicken),300,mp75_price,1145,300,3.816666666666667,14,4,3,4.8375,1451.25,1.267467248908297
chicken,CAPIZ,SIGMA,whole (chicken),205,mp25_price,875,205,4.26829268292683,14,4,3,4.8375,991.6875000000001,1.133357142857143
chicken,CAPIZ,SIGMA,whole (chicken),250,mp50_price,1165,250,4.66,14,4,3,4.8375,1209.375,1.038090128755365
chicken,CAPIZ,SIGMA,whole (chicken),300,mp75_price,1285,300,4.283333333333333,14,4,3,4.8375,1451.25,1.129377431906615
"crackers, cookies, buiscuits, chips/curls",CAPIZ,SIGMA,putos,60,municipality_median,300,59.9710020321581,5.002417665776733,19,6,6,4.833333333333334,289.8598431554308,.9661994771847695
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,SIGMA,pieces or units,12.5,municipality_median,45,12.5,3.6,10,3,5,6,75,1.666666666666667
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,SIGMA,pieces or units,12.5,municipality_median,35,12.5,2.8,10,3,5,6,75,2.142857142857143
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,SIGMA,pieces or units,12.5,municipality_median,35,12.5,2.8,10,3,5,6,75,2.142857142857143
mango,CAPIZ,SIGMA,pieces or units,25,municipality_median,225,25,9,6,3,3,7.928571212535008,198.2142803133752,.8809523569483343
mango,CAPIZ,SIGMA,pieces or units,25,municipality_median,245,25,9.800000000000001,6,3,3,7.928571212535008,198.2142803133752,.8090378788301029
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,SIGMA,putos,50,municipality_median,270,50,5.4,15,3,6,5.555555555555555,277.7777777777778,1.02880658436214
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,SIGMA,putos,50,municipality_median,250,50,5,15,3,6,5.555555555555555,277.7777777777778,1.111111111111111
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,SIGMA,putos,50,municipality_median,250,50,5,15,3,6,5.555555555555555,277.7777777777778,1.111111111111111
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,SIGMA,putos,50,municipality_median,265,50,5.3,15,3,6,5.555555555555555,277.7777777777778,1.048218029350105
chicken,CAPIZ,TAPAZ,whole (chicken),200,mp25_price,1050,200,5.25,14,4,3,4.283333333333333,856.6666666666666,.8158730158730159
chicken,CAPIZ,TAPAZ,whole (chicken),250,mp50_price,1195,250,4.78,14,4,3,4.283333333333333,1070.833333333333,.8960948396094839
chicken,CAPIZ,TAPAZ,whole (chicken),200,mp25_price,1140,200,5.7,14,4,3,4.283333333333333,856.6666666666666,.7514619883040935
chicken,CAPIZ,TAPAZ,whole (chicken),300,mp75_price,1670,300,5.566666666666666,14,4,3,4.283333333333333,1285,.7694610778443114
chicken,CAPIZ,TAPAZ,whole (chicken),200,mp25_price,975,200,4.875,14,4,3,4.283333333333333,856.6666666666666,.8786324786324786
"crackers, cookies, buiscuits, chips/curls",CAPIZ,TAPAZ,putos,60,municipality_median,320,60,5.333333333333333,19,6,6,4.666666666666667,280,.875
"crackers, cookies, buiscuits, chips/curls",CAPIZ,TAPAZ,putos,60,municipality_median,300,60,5,19,6,6,4.666666666666667,280,.9333333333333333
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,TAPAZ,pieces or units,10,municipality_median,35,10,3.5,10,3,5,4.5,45,1.285714285714286
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,TAPAZ,pieces or units,10,municipality_median,60,10,6,10,3,5,4.5,45,.75
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CAPIZ,TAPAZ,pieces or units,10,municipality_median,50,10,5,10,3,5,4.5,45,.9
mango,CAPIZ,TAPAZ,pieces or units,16.66666603088379,municipality_median,135,16.66666603088379,8.10000030899049,6,3,3,7.928571212535008,132.1428485014003,.9788359148251876
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,TAPAZ,putos,45,municipality_median,250,45,5.555555555555555,15,3,6,5.3,238.5,.954
"preserved or processed meat (tocino, tapa, longaniza, etc)",CAPIZ,TAPAZ,putos,45,municipality_median,255,45,5.666666666666667,15,3,6,5.3,238.5,.9352941176470588
cabbage,ILOILO,AJUY,pack,50,unique_mun_price6,785,56.32891555935821,13.9360041322433,11,4,4,10.1350971019597,570.8990288421838,.7272599093531005
cabbage,ILOILO,AJUY,pack,20,province_median,135,17.76006664654408,7.601322826469772,11,4,4,10.1350971019597,180,1.333333333333333
mango,ILOILO,AJUY,pieces or units,28.33333396911621,municipality_median,250,27.3220757345728,9.150110058572713,11,3,4,11.02952948544332,301.3496399179862,1.205398559671945
cabbage,ILOILO,BAROTAC NUEVO,pack,20,province_median,130,17.76006664654408,7.319792351415336,11,4,4,,,
cabbage,ILOILO,BAROTAC NUEVO,pack,20,province_median,175,22.53156622374328,7.76688128389356,11,4,4,,,
cabbage,ILOILO,BAROTAC NUEVO,pack,20,province_median,180,17.76006664654408,10.1350971019597,11,4,4,,,
fresh fish,ILOILO,BAROTAC NUEVO,pieces or units,33.33333206176758,mp25_price,345,33.43039194923149,10.31995079578871,29,8,3,,,
fresh fish,ILOILO,BAROTAC NUEVO,pieces or units,80,mp50_price,655,80.23294373879949,8.163728880899225,29,8,3,,,
fresh fish,ILOILO,BAROTAC NUEVO,pieces or units,120,mp75_price,985,120.3494156081993,8.184501727924411,29,8,3,,,
fresh fish,ILOILO,BAROTAC NUEVO,pieces or units,33.33333206176758,mp25_price,265,33.43039194923149,7.926918727200023,29,8,3,,,
fresh fish,ILOILO,BAROTAC NUEVO,pieces or units,80,mp50_price,535,80.23294373879949,6.668083895085626,29,8,3,,,
fresh fish,ILOILO,BAROTAC NUEVO,pieces or units,120,mp75_price,800,120.3494156081993,6.647311048060437,29,8,3,,,
mango,ILOILO,BAROTAC NUEVO,pieces or units,20,province_median,280,19.28617067398725,14.51817495204777,11,3,4,,,
mango,ILOILO,BAROTAC NUEVO,pieces or units,20,province_median,245,19.28617067398725,12.7034030830418,11,3,4,,,
mango,ILOILO,BAROTAC NUEVO,pieces or units,20,province_median,380,19.28617067398725,19.70323743492197,11,3,4,,,
pork,ILOILO,CABATUAN,pieces or units,90,province_median,595,90.68654335657759,6.561061630284798,15,4,3,4.492049271862392,407.3684210526316,.6846528084918178
pork,ILOILO,CABATUAN,pieces or units,90,province_median,270,91.93857954734008,2.936743218454602,15,4,3,4.492049271862392,412.9926293116916,1.529602330784043
pork,ILOILO,CABATUAN,pieces or units,90,province_median,275,91.93857954734008,2.991127352129688,15,4,3,4.492049271862392,412.9926293116916,1.501791379315242
pork,ILOILO,CABATUAN,pieces or units,90,province_median,260,91.93857954734008,2.827974951104432,15,4,3,4.492049271862392,412.9926293116916,1.588433189660353
pork,ILOILO,MAASIN,pieces or units,47.5,province_median,250,47.5,5.263157894736842,15,4,3,4,190,.76
pork,ILOILO,MAASIN,pieces or units,47.5,province_median,260,47.5,5.473684210526316,15,4,3,4,190,.7307692307692307
pork,ILOILO,MAASIN,pieces or units,47.5,province_median,100,47.86234232708262,2.089325242726694,15,4,3,4,191.4493693083305,1.914493693083305
pork,ILOILO,MAASIN,pieces or units,47.5,province_median,265,47.5,5.578947368421052,15,4,3,4,190,.7169811320754716
pork,ILOILO,POTOTAN,pieces or units,47.5,province_median,205,47.5,4.315789473684211,15,4,3,4.127142623433265,196.0392746130801,.9562891444540492
pork,ILOILO,POTOTAN,pieces or units,47.5,province_median,84,47.5,1.768421052631579,15,4,3,4.127142623433265,196.0392746130801,2.333800888250953
pork,ILOILO,POTOTAN,pieces or units,47.5,province_median,135,47.5,2.842105263157895,15,4,3,4.127142623433265,196.0392746130801,1.452142774911704
pork,ILOILO,POTOTAN,pieces or units,47.5,province_median,215,47.86234232708262,4.492049271862392,15,4,3,4.127142623433265,197.5347130754568,.9187661073277058
pork,ILOILO,POTOTAN,pieces or units,47.5,province_median,300,47.5,6.315789473684211,15,4,3,4.127142623433265,196.0392746130801,.653464248710267
pork,ILOILO,POTOTAN,pieces or units,47.5,province_median,190,47.5,4,15,4,3,4.127142623433265,196.0392746130801,1.031785655858316
pork,ILOILO,POTOTAN,pieces or units,47.5,province_median,400,47.5,8.421052631578947,15,4,3,4.127142623433265,196.0392746130801,.4900981865327003
cabbage,ILOILO,SAN JOAQUIN,pack,10,province_median,115,8.880033323272041,12.95040185250406,11,4,4,,,
cabbage,ILOILO,SAN JOAQUIN,pack,10,province_median,70,8.880033323272041,7.882853301524209,11,4,4,,,
cabbage,ILOILO,SAN JOAQUIN,pack,10,province_median,130,8.880033323272041,14.63958470283067,11,4,4,,,
cabbage,ILOILO,SAN RAFAEL,pack,10,province_median,600,8.880033323272041,67.56731401306465,11,4,4,,,
cabbage,ILOILO,SAN RAFAEL,pack,10,province_median,90,8.880033323272041,10.1350971019597,11,4,4,,,
cabbage,ILOILO,SAN RAFAEL,pack,10,province_median,95,8.880033323272041,10.69815805206857,11,4,4,,,
cabbage,ILOILO,SARA,pieces or units,25,mp25_price,160,22.2000833081801,7.207180161393562,21,4,2,13.88883676935218,308.3333333333334,1.927083333333333
cabbage,ILOILO,SARA,pieces or units,56,mp50_price,475,49.72818661032343,9.551926832204078,21,4,2,13.88883676935218,690.6666666666667,1.454035087719298
cabbage,ILOILO,SARA,pieces or units,80,mp75_price,670,71.04026658617633,9.431270914323607,21,4,2,13.88883676935218,986.6666666666667,1.472636815920398
cabbage,ILOILO,SARA,pieces or units,25,mp25_price,250,22.2000833081801,11.26121900217744,21,4,2,13.88883676935218,308.3333333333334,1.233333333333333
cabbage,ILOILO,SARA,pieces or units,56,mp50_price,555,49.72818661032343,11.16067240394371,21,4,2,13.88883676935218,690.6666666666667,1.244444444444445
cabbage,ILOILO,SARA,pieces or units,80,mp75_price,805,71.04026658617633,11.33160162094105,21,4,2,13.88883676935218,986.6666666666667,1.225672877846791
cabbage,ILOILO,SARA,pieces or units,25,mp25_price,315,22.2000833081801,14.18913594274357,21,4,2,13.88883676935218,308.3333333333334,.9788359788359789
cabbage,ILOILO,SARA,pieces or units,56,mp50_price,790,49.72818661032343,15.88636252092889,21,4,2,13.88883676935218,690.6666666666667,.8742616033755275
cabbage,ILOILO,SARA,pieces or units,80,mp75_price,925,71.04026658617633,13.02078447126767,21,4,2,13.88883676935218,986.6666666666667,1.066666666666667
cabbage,ILOILO,SARA,pieces or units,25,mp25_price,220,22.2000833081801,9.909872721916146,21,4,2,13.88883676935218,308.3333333333334,1.401515151515152
cabbage,ILOILO,SARA,pieces or units,56,mp50_price,455,49.72818661032343,9.14974043926917,21,4,2,13.88883676935218,690.6666666666667,1.517948717948718
cabbage,ILOILO,SARA,pieces or units,80,mp75_price,685,71.04026658617633,9.642418770614434,21,4,2,13.88883676935218,986.6666666666667,1.440389294403893
cabbage,ILOILO,SARA,pieces or units,25,mp25_price,535,22.2000833081801,24.09900866465972,21,4,2,13.88883676935218,308.3333333333334,.5763239875389409
cabbage,ILOILO,SARA,pieces or units,56,mp50_price,710,49.72818661032343,14.27761694918926,21,4,2,13.88883676935218,690.6666666666667,.9727699530516433
fresh fish,ILOILO,SARA,pieces or units,50,mp50_price,185,50.14558983674969,3.689257631673542,29,8,3,5.148644557224993,258.1818181818182,1.395577395577396
fresh fish,ILOILO,SARA,pieces or units,100,mp75_price,460,100.2911796734994,4.586644623161702,29,8,3,5.148644557224993,516.3636363636364,1.122529644268775
fresh fish,ILOILO,SARA,pieces or units,50,mp50_price,165,50.14558983674969,3.290418968789916,29,8,3,5.148644557224993,258.1818181818182,1.564738292011019
fresh fish,ILOILO,SARA,pieces or units,100,mp75_price,250,100.2911796734994,2.492741643022664,29,8,3,5.148644557224993,516.3636363636364,2.065454545454545
fresh fish,ILOILO,SARA,pieces or units,50,mp50_price,170,50.14558983674969,3.390128634510823,29,8,3,5.148644557224993,258.1818181818182,1.518716577540107
fresh fish,ILOILO,SARA,pieces or units,100,mp75_price,365,100.2911796734994,3.639402798813089,29,8,3,5.148644557224993,516.3636363636364,1.414694894146949
fresh fish,ILOILO,SARA,pieces or units,50,mp50_price,145,50.14558983674969,2.89158030590629,29,8,3,5.148644557224993,258.1818181818182,1.780564263322884
fresh fish,ILOILO,SARA,pieces or units,100,mp75_price,485,100.2911796734994,4.835918787463967,29,8,3,5.148644557224993,516.3636363636364,1.064667291471415
fresh fish,ILOILO,SARA,pieces or units,50,mp50_price,175,50.14558983674969,3.489838300231729,29,8,3,5.148644557224993,258.1818181818182,1.475324675324675
fresh fish,ILOILO,SARA,pieces or units,100,mp75_price,300,100.2911796734994,2.991289971627197,29,8,3,5.148644557224993,516.3636363636364,1.721212121212121
fresh fish,ILOILO,SARA,pieces or units,50,mp50_price,160,50.14558983674969,3.190709303069009,29,8,3,5.148644557224993,258.1818181818182,1.613636363636364
fresh fish,ILOILO,SARA,pieces or units,100,mp75_price,460,100.2911796734994,4.586644623161702,29,8,3,5.148644557224993,516.3636363636364,1.122529644268775
fresh fish,ILOILO,SARA,pieces or units,50,mp50_price,135,50.14558983674969,2.692160974464477,29,8,3,5.148644557224993,258.1818181818182,1.912457912457912
fresh fish,ILOILO,SARA,pieces or units,100,mp75_price,405,100.2911796734994,4.038241461696715,29,8,3,5.148644557224993,516.3636363636364,1.274971941638608
cabbage,ILOILO,TIGBAUAN,pieces or units,30,province_median,420,26.64009996981612,15.76570660304842,21,4,2,11.21094570306058,298.6607142857143,.7110969387755102
cabbage,ILOILO,TIGBAUAN,pieces or units,30,province_median,275,26.64009996981612,10.32278408532932,21,4,2,11.21094570306058,298.6607142857143,1.086038961038961
cabbage,ILOILO,TIGBAUAN,pieces or units,30,province_median,485,26.64009996981612,18.20563738685353,21,4,2,11.21094570306058,298.6607142857143,.6157952871870398
cabbage,ILOILO,TIGBAUAN,pieces or units,30,province_median,300,26.64009996981612,11.26121900217744,21,4,2,11.21094570306058,298.6607142857143,.9955357142857143
cabbage,ILOILO,TIGBAUAN,pieces or units,30,province_median,370,26.64009996981612,13.88883676935218,21,4,2,11.21094570306058,298.6607142857143,.8071911196911197
cabbage,ILOILO,TIGBAUAN,pieces or units,30,province_median,395,26.64009996981612,14.8272716862003,21,4,2,11.21094570306058,298.6607142857143,.7561030741410488
