pull_province,pull_item,pull_municipal_city,harmonized_nsu_unit,point_id,p_g,n_merged,has_mp25,has_mp50,has_mp75,has_mun_med,has_prov_med,has_unique,d_uniq_weighed,branch,d_point_unconvertible,n_points,n_points_conv
ANTIQUE,loaf bread,SIBALOM,large packs,1,80,2,1,1,0,0,0,0,0,2,0,2,2
ANTIQUE,loaf bread,SIBALOM,large packs,2,116.5,1,0,0,1,0,0,0,0,2,0,2,2
ANTIQUE,loaf bread,SIBALOM,medium packs,1,61.25,1,1,0,0,0,0,0,0,3,0,3,3
ANTIQUE,loaf bread,SIBALOM,medium packs,2,85,1,0,1,0,0,0,0,0,3,0,3,3
ANTIQUE,loaf bread,SIBALOM,medium packs,3,120,1,0,0,1,0,0,0,0,3,0,3,3
ANTIQUE,loaf bread,SIBALOM,small packs,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,mango,SIBALOM,pieces or units,1,80,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,"prawns, lobster, shrimp",SIBALOM,tumpok,1,100,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",SIBALOM,bilog,1,55,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",SIBALOM,putos,1,45,1,1,0,0,0,0,0,0,3,0,3,3
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",SIBALOM,putos,2,70,1,0,1,0,0,0,0,0,3,0,3,3
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",SIBALOM,putos,3,120,1,0,0,1,0,0,0,0,3,0,3,3
ANTIQUE,cabbage,TIBIAO,pieces or units,1,50,1,0,0,0,0,1,0,0,3,0,2,1
ANTIQUE,cabbage,TIBIAO,pieces or units,2,80,1,0,0,0,0,0,1,0,3,1,2,1
ANTIQUE,camote,TIBIAO,bilog,1,25,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,camote tops,TIBIAO,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,carrot,TIBIAO,pieces or units,1,32.5,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,chicken,TIBIAO,pieces or units,1,252.5,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,chicken,TIBIAO,whole (chicken),1,180,1,0,0,0,0,0,1,0,3,1,2,1
ANTIQUE,chicken,TIBIAO,whole (chicken),2,250,1,0,0,0,0,1,0,0,3,0,2,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",TIBIAO,pieces or units,1,56,1,1,0,0,0,0,0,0,3,0,3,3
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",TIBIAO,pieces or units,2,90,1,0,1,0,0,0,0,0,3,0,3,3
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",TIBIAO,pieces or units,3,112,1,0,0,1,0,0,0,0,3,0,3,3
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",TIBIAO,putos,1,109,1,1,0,0,0,0,0,0,3,0,2,2
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",TIBIAO,putos,2,146.5,2,0,1,1,0,0,0,0,3,0,2,2
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",TIBIAO,pieces or units,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",TIBIAO,small cup,1,10,1,0,0,0,0,0,1,0,3,1,2,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",TIBIAO,small cup,2,35,1,0,0,0,0,1,0,0,3,0,2,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TIBIAO,lipid/lapad,1,78.75,1,1,0,0,0,0,0,0,3,0,3,3
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TIBIAO,lipid/lapad,2,115,1,0,1,0,0,0,0,0,3,0,3,3
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TIBIAO,lipid/lapad,3,225,1,0,0,1,0,0,0,0,3,0,3,3
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TIBIAO,long-neck,1,157.5,1,0,0,0,0,1,0,0,3,0,3,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TIBIAO,long-neck,2,240,1,0,0,0,0,0,1,0,3,1,3,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TIBIAO,long-neck,3,300,1,0,0,0,0,0,1,0,3,1,3,1
ANTIQUE,loaf bread,TIBIAO,large packs,1,82.5,2,0,0,0,0,1,1,0,3,0,2,1
ANTIQUE,loaf bread,TIBIAO,large packs,2,290,1,0,0,0,0,0,1,0,3,1,2,1
ANTIQUE,loaf bread,TIBIAO,medium packs,1,62.5,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,loaf bread,TIBIAO,small packs,1,55,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",TIBIAO,putos,1,52.5,2,1,1,0,0,0,0,0,3,0,2,2
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",TIBIAO,putos,2,98,1,0,0,1,0,0,0,0,3,0,2,2
ANTIQUE,cabbage,TOBIAS FORNIER,pieces or units,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,camote,TOBIAS FORNIER,bilog,1,25,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,camote tops,TOBIAS FORNIER,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,camote tops,TOBIAS FORNIER,bundle,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,carrot,TOBIAS FORNIER,pieces or units,1,40,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,chicken,TOBIAS FORNIER,pieces or units,1,200,1,1,0,0,0,0,0,0,3,0,3,3
ANTIQUE,chicken,TOBIAS FORNIER,pieces or units,2,250,1,0,1,0,0,0,0,0,3,0,3,3
ANTIQUE,chicken,TOBIAS FORNIER,pieces or units,3,352.5,1,0,0,1,0,0,0,0,3,0,3,3
ANTIQUE,chicken,TOBIAS FORNIER,whole (chicken),1,200,1,1,0,0,0,0,0,0,3,0,2,2
ANTIQUE,chicken,TOBIAS FORNIER,whole (chicken),2,250,1,0,1,1,0,0,0,0,3,0,2,2
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",TOBIAS FORNIER,putos,1,61.5,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,fresh fish,TOBIAS FORNIER,pieces or units,1,180,1,0,0,0,0,1,0,0,3,0,2,1
ANTIQUE,fresh fish,TOBIAS FORNIER,pieces or units,2,210,1,0,0,0,0,0,1,0,3,1,2,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",TOBIAS FORNIER,putos,1,15,1,0,0,0,0,0,1,0,3,1,2,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",TOBIAS FORNIER,putos,2,45,1,0,0,0,0,1,0,0,3,0,2,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",TOBIAS FORNIER,small cup,1,17.5,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TOBIAS FORNIER,lipid/lapad,1,80,2,1,1,0,0,0,0,0,3,0,2,2
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TOBIAS FORNIER,lipid/lapad,2,160,1,0,0,1,0,0,0,0,3,0,2,2
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TOBIAS FORNIER,long-neck,1,155,2,1,1,0,0,0,0,0,3,0,2,2
ANTIQUE,"liquor (e.g, whisky, coconut wine)",TOBIAS FORNIER,long-neck,2,285,1,0,0,1,0,0,0,0,3,0,2,2
ANTIQUE,loaf bread,TOBIAS FORNIER,large packs,1,130,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,loaf bread,TOBIAS FORNIER,medium packs,1,93.25,2,1,1,0,0,0,0,0,2,0,2,2
ANTIQUE,loaf bread,TOBIAS FORNIER,medium packs,2,135,1,0,0,1,0,0,0,0,2,0,2,2
ANTIQUE,loaf bread,TOBIAS FORNIER,small packs,1,55,1,0,0,0,1,0,0,0,2,0,1,1
ANTIQUE,mango,TOBIAS FORNIER,pieces or units,1,60,1,0,0,0,0,0,1,0,3,1,2,1
ANTIQUE,mango,TOBIAS FORNIER,pieces or units,2,100,1,0,0,0,0,1,0,0,3,0,2,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",TOBIAS FORNIER,cans,1,54,1,0,0,0,0,0,1,0,3,1,2,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",TOBIAS FORNIER,cans,2,93,1,0,0,0,0,1,0,0,3,0,2,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",TOBIAS FORNIER,pack,1,80,1,0,0,0,0,1,0,0,2,0,1,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",TOBIAS FORNIER,putos,1,50,1,1,0,0,0,0,0,0,3,0,3,3
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",TOBIAS FORNIER,putos,2,80,1,0,1,0,0,0,0,0,3,0,3,3
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",TOBIAS FORNIER,putos,3,132.5,1,0,0,1,0,0,0,0,3,0,3,3
ANTIQUE,rice,TOBIAS FORNIER,gantang,1,200,1,0,0,0,0,0,1,0,1,1,2,1
ANTIQUE,rice,TOBIAS FORNIER,gantang,2,475,1,0,0,0,0,1,0,0,1,0,2,1
ANTIQUE,cabbage,VALDERRAMA,pieces or units,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,camote tops,VALDERRAMA,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,camote tops,VALDERRAMA,bundle,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,carrot,VALDERRAMA,pieces or units,1,40,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,chicken,VALDERRAMA,pieces or units,1,260,2,1,1,0,0,0,0,0,3,0,2,2
ANTIQUE,chicken,VALDERRAMA,pieces or units,2,400,1,0,0,1,0,0,0,0,3,0,2,2
ANTIQUE,chicken,VALDERRAMA,whole (chicken),1,250,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",VALDERRAMA,pieces or units,1,70,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",VALDERRAMA,putos,1,96,1,1,0,0,0,0,0,0,3,0,2,2
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",VALDERRAMA,putos,2,135,2,0,1,1,0,0,0,0,3,0,2,2
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",VALDERRAMA,pieces or units,1,27.5,1,0,0,0,1,0,0,0,2,0,1,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",VALDERRAMA,small cup,1,30,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",VALDERRAMA,lipid/lapad,1,82.5,1,1,0,0,0,0,0,0,3,0,2,2
ANTIQUE,"liquor (e.g, whisky, coconut wine)",VALDERRAMA,lipid/lapad,2,160,2,0,1,1,0,0,0,0,3,0,2,2
ANTIQUE,"liquor (e.g, whisky, coconut wine)",VALDERRAMA,long-neck,1,157.5,1,0,0,0,0,1,0,0,3,0,3,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",VALDERRAMA,long-neck,2,260,1,0,0,0,0,0,1,0,3,1,3,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",VALDERRAMA,long-neck,3,400,1,0,0,0,0,0,1,0,3,1,3,1
ANTIQUE,loaf bread,VALDERRAMA,medium packs,1,55,1,0,0,0,1,0,0,0,3,0,1,1
ANTIQUE,loaf bread,VALDERRAMA,small packs,1,50,1,0,0,0,0,1,0,0,3,0,2,1
ANTIQUE,loaf bread,VALDERRAMA,small packs,2,105,2,0,0,0,0,0,1,0,3,1,2,1
ANTIQUE,loaf bread,VALDERRAMA,tama-tama nga putos,1,70,1,0,0,0,0,1,0,0,2,0,1,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",VALDERRAMA,cans,1,93,1,0,0,0,0,1,0,0,3,0,1,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",VALDERRAMA,putos,1,47.5,2,1,1,0,0,0,0,0,3,0,2,2
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",VALDERRAMA,putos,2,100,1,0,0,1,0,0,0,0,3,0,2,2
CAPIZ,cabbage,CUARTERO,pieces or units,1,42.5,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,camote tops,CUARTERO,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,carrot,CUARTERO,pieces or units,1,25,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,chicken,CUARTERO,bilog,1,250,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,CUARTERO,bilog,2,300,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,CUARTERO,bilog,3,400,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,chicken,CUARTERO,pieces or units,1,300,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,chicken,CUARTERO,whole (chicken),1,240,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,CUARTERO,whole (chicken),2,300,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,CUARTERO,whole (chicken),3,400,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,"crackers, cookies, buiscuits, chips/curls",CUARTERO,pieces or units,1,40,1,0,0,0,1,0,0,0,2,0,1,1
CAPIZ,"crackers, cookies, buiscuits, chips/curls",CUARTERO,putos,1,67.5,1,0,0,0,1,0,0,0,2,0,1,1
CAPIZ,fresh fish,CUARTERO,pieces or units,1,110,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CUARTERO,cone,1,30,1,0,0,0,0,1,0,0,2,0,1,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CUARTERO,pieces or units,1,27.5,1,1,0,0,0,0,0,0,2,0,2,2
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CUARTERO,pieces or units,2,61,2,0,1,1,0,0,0,0,2,0,2,2
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CUARTERO,putos,1,20,1,0,0,0,0,0,1,0,2,1,3,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CUARTERO,putos,2,50,1,0,0,0,0,1,0,0,2,0,3,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CUARTERO,putos,3,250,1,0,0,0,0,0,1,0,2,1,3,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CUARTERO,tupperware,1,235,1,0,0,0,0,1,0,0,2,0,1,1
CAPIZ,"liquor (e.g, whisky, coconut wine)",CUARTERO,lipid/lapad,1,65,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,"liquor (e.g, whisky, coconut wine)",CUARTERO,lipid/lapad,2,130,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,"liquor (e.g, whisky, coconut wine)",CUARTERO,lipid/lapad,3,229.5,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,loaf bread,CUARTERO,large packs,1,84,3,1,1,0,0,0,0,0,3,0,3,3
CAPIZ,loaf bread,CUARTERO,large packs,2,147.5,2,0,1,1,0,0,0,0,3,0,3,3
CAPIZ,loaf bread,CUARTERO,large packs,3,209,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,loaf bread,CUARTERO,medium packs,1,62.5,2,1,1,0,0,0,0,0,3,0,2,2
CAPIZ,loaf bread,CUARTERO,medium packs,2,120,1,0,0,1,0,0,0,0,3,0,2,2
CAPIZ,loaf bread,CUARTERO,small packs,1,60,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,mango,CUARTERO,pieces or units,1,75,1,0,0,0,0,1,0,0,3,0,2,1
CAPIZ,mango,CUARTERO,pieces or units,2,120,1,0,0,0,0,0,1,0,3,1,2,1
CAPIZ,"prawns, lobster, shrimp",CUARTERO,tumpok,1,50,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",CUARTERO,bilog,1,55,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",CUARTERO,putos,1,55,2,1,1,0,0,0,0,0,3,0,2,2
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",CUARTERO,putos,2,120,1,0,0,1,0,0,0,0,3,0,2,2
CAPIZ,cabbage,DAO,pieces or units,1,65,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,cabbage,DAO,putos (mix vegetable),1,25,1,0,0,0,0,1,0,0,2,0,1,1
CAPIZ,camote,DAO,bilog,1,25,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,camote tops,DAO,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,carrot,DAO,pieces or units,1,35,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,chicken,DAO,bilog,1,220,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,DAO,bilog,2,250,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,DAO,bilog,3,300,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,chicken,DAO,whole (chicken),1,220,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,DAO,whole (chicken),2,245,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,DAO,whole (chicken),3,280,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,fresh fish,DAO,pieces or units,1,95,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,fresh fish,DAO,pieces or units,2,125,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,fresh fish,DAO,pieces or units,3,150,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DAO,pieces or units,1,28.5,2,1,1,0,0,0,0,0,2,0,2,2
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DAO,pieces or units,2,101.5,1,0,0,1,0,0,0,0,2,0,2,2
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DAO,putos,1,50,1,0,0,0,0,1,0,0,2,0,1,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DAO,small cup,1,40,1,0,0,0,1,0,0,0,2,0,1,1
CAPIZ,"liquor (e.g, whisky, coconut wine)",DAO,lipid/lapad,1,68.75,2,1,1,0,0,0,0,0,3,0,2,2
CAPIZ,"liquor (e.g, whisky, coconut wine)",DAO,lipid/lapad,2,130,1,0,0,1,0,0,0,0,3,0,2,2
CAPIZ,"liquor (e.g, whisky, coconut wine)",DAO,long-neck,1,192.5,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,"liquor (e.g, whisky, coconut wine)",DAO,long-neck,2,270,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,"liquor (e.g, whisky, coconut wine)",DAO,long-neck,3,315,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,loaf bread,DAO,large packs,1,84.5,2,1,1,0,0,0,0,0,3,0,2,2
CAPIZ,loaf bread,DAO,large packs,2,145,1,0,0,1,0,0,0,0,3,0,2,2
CAPIZ,loaf bread,DAO,medium packs,1,65,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,loaf bread,DAO,small packs,1,40,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,mango,DAO,pieces or units,1,90,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,"prawns, lobster, shrimp",DAO,tumpok,1,37.5,2,1,1,0,0,0,0,0,3,0,2,2
CAPIZ,"prawns, lobster, shrimp",DAO,tumpok,2,80,1,0,0,1,0,0,0,0,3,0,2,2
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DAO,bilog,1,45,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DAO,putos,1,45,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DAO,putos,2,75,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DAO,putos,3,135,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,cabbage,DUMALAG,pack,1,20,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,cabbage,DUMALAG,pieces or units,1,60,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,camote,DUMALAG,bilog,1,25,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,camote tops,DUMALAG,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,carrot,DUMALAG,pieces or units,1,30,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,chicken,DUMALAG,whole (chicken),1,212.5,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,DUMALAG,whole (chicken),2,245,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,DUMALAG,whole (chicken),3,300,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,"crackers, cookies, buiscuits, chips/curls",DUMALAG,pieces or units,1,50,1,0,0,0,0,1,0,0,2,0,1,1
CAPIZ,"crackers, cookies, buiscuits, chips/curls",DUMALAG,putos,1,53.5,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,"crackers, cookies, buiscuits, chips/curls",DUMALAG,putos,2,118,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,"crackers, cookies, buiscuits, chips/curls",DUMALAG,putos,3,160,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,fresh fish,DUMALAG,pieces or units,1,115,2,0,0,0,0,1,1,0,3,0,2,1
CAPIZ,fresh fish,DUMALAG,pieces or units,2,150,1,0,0,0,0,0,1,0,3,1,2,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMALAG,pieces or units,1,25,1,0,0,0,1,0,0,0,2,0,1,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMALAG,putos,1,50,1,0,0,0,0,1,0,0,2,0,3,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMALAG,putos,2,160,1,0,0,0,0,0,1,0,2,1,3,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMALAG,putos,3,200,1,0,0,0,0,0,1,0,2,1,3,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMALAG,small cup,1,20,1,1,0,0,0,0,0,0,2,0,2,2
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMALAG,small cup,2,60,2,0,1,1,0,0,0,0,2,0,2,2
CAPIZ,"liquor (e.g, whisky, coconut wine)",DUMALAG,lipid/lapad,1,70,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,"liquor (e.g, whisky, coconut wine)",DUMALAG,lipid/lapad,2,130,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,"liquor (e.g, whisky, coconut wine)",DUMALAG,lipid/lapad,3,180,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,"liquor (e.g, whisky, coconut wine)",DUMALAG,long-neck,1,285,1,1,0,0,0,0,0,0,2,0,3,3
CAPIZ,"liquor (e.g, whisky, coconut wine)",DUMALAG,long-neck,2,420,1,0,1,0,0,0,0,0,2,0,3,3
CAPIZ,"liquor (e.g, whisky, coconut wine)",DUMALAG,long-neck,3,486.5,1,0,0,1,0,0,0,0,2,0,3,3
CAPIZ,loaf bread,DUMALAG,large packs,1,85,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,loaf bread,DUMALAG,medium packs,1,68.75,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,loaf bread,DUMALAG,medium packs,2,100,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,loaf bread,DUMALAG,medium packs,3,127.5,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,loaf bread,DUMALAG,small packs,1,50,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,mango,DUMALAG,pieces or units,1,70,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,"mineral or spring water, all drinking water sold in containers",DUMALAG,container,1,80,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,"prawns, lobster, shrimp",DUMALAG,tumpok,1,100,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMALAG,bilog,1,24,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMALAG,bilog,2,49.5,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMALAG,bilog,3,78.75,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMALAG,putos,1,50,2,1,1,0,0,0,0,0,2,0,2,2
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMALAG,putos,2,108.75,1,0,0,1,0,0,0,0,2,0,2,2
CAPIZ,cabbage,DUMARAO,pack,1,20,2,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,cabbage,DUMARAO,pieces or units,1,60,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,camote tops,DUMARAO,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,carrot,DUMARAO,pieces or units,1,38,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,chicken,DUMARAO,bilog,1,200,1,1,0,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,DUMARAO,bilog,2,250,1,0,1,0,0,0,0,0,3,0,3,3
CAPIZ,chicken,DUMARAO,bilog,3,400,1,0,0,1,0,0,0,0,3,0,3,3
CAPIZ,fresh fish,DUMARAO,pack,1,200,1,0,0,0,0,1,0,0,2,0,1,1
CAPIZ,fresh fish,DUMARAO,pieces or units,1,110,1,0,0,0,0,1,0,0,3,0,1,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMARAO,pieces or units,1,22.5,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMARAO,putos,1,30,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMARAO,small cup,1,45,1,0,0,0,1,0,0,0,3,0,1,1
CAPIZ,"liquor (e.g, whisky, coconut wine)",DUMARAO,lipid/lapad,1,77.5,2,1,1,0,0,0,0,0,3,0,2,2
CAPIZ,"liquor (e.g, whisky, coconut wine)",DUMARAO,lipid/lapad,2,150,1,0,0,1,0,0,0,0,3,0,2,2
