pull_province,pull_item,pull_municipal_city,harmonized_nsu_unit,point_id,p_g,n_merged,has_mp25,has_mp50,has_mp75,has_mun_med,has_prov_med,has_unique,d_uniq_weighed,branch,d_point_unconvertible,n_points,n_points_conv
ILOILO,fresh fish,BAROTAC VIEJO,pieces or units,2,100,1,0,0,0,0,1,1,0,3,0,2,1
ILOILO,fresh fish,BAROTAC VIEJO,tumpok,1,300,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BAROTAC VIEJO,pieces or units,1,35,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BAROTAC VIEJO,putos,1,15,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BAROTAC VIEJO,putos,2,73.5,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BAROTAC VIEJO,small cup,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",BAROTAC VIEJO,lipid/lapad,1,80,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",BAROTAC VIEJO,lipid/lapad,2,150,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",BAROTAC VIEJO,lipid/lapad,3,240,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",BAROTAC VIEJO,long-neck,1,180,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"liquor (e.g, whisky, coconut wine)",BAROTAC VIEJO,long-neck,2,350,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,loaf bread,BAROTAC VIEJO,large packs,1,85,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,BAROTAC VIEJO,medium packs,1,67.5,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,BAROTAC VIEJO,small packs,1,50,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,mango,BAROTAC VIEJO,pieces or units,1,30,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,mango,BAROTAC VIEJO,pieces or units,2,80,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"prawns, lobster, shrimp",BAROTAC VIEJO,tumpok,1,50,1,1,0,0,0,0,0,0,2,0,2,2
ILOILO,"prawns, lobster, shrimp",BAROTAC VIEJO,tumpok,2,100,1,0,1,1,0,0,0,0,2,0,2,2
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BAROTAC VIEJO,bilog,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BAROTAC VIEJO,cans,1,105,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,cabbage,BATAD,pieces or units,1,75,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote,BATAD,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,BATAD,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,BATAD,pieces or units,1,25,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,carrot,BATAD,pieces or units,2,80,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,chicken,BATAD,whole (chicken),1,240,1,1,0,0,0,0,0,0,3,0,2,2
ILOILO,chicken,BATAD,whole (chicken),2,282.5,2,0,1,1,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",BATAD,pack,1,120,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",BATAD,pieces or units,1,40,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,fresh fish,BATAD,pieces or units,1,50,1,1,1,0,0,0,0,0,3,0,2,2
ILOILO,fresh fish,BATAD,pieces or units,2,187.5,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BATAD,pieces or units,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BATAD,small cup,1,50,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",BATAD,lipid/lapad,1,80,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",BATAD,lipid/lapad,2,150,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",BATAD,lipid/lapad,3,232.5,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,loaf bread,BATAD,large packs,1,52.5,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,loaf bread,BATAD,large packs,2,75,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,loaf bread,BATAD,large packs,3,101.25,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,loaf bread,BATAD,medium packs,1,45,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,loaf bread,BATAD,medium packs,2,68,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,loaf bread,BATAD,small packs,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,mango,BATAD,pieces or units,1,80,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"prawns, lobster, shrimp",BATAD,tumpok,1,60,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAD,bilog,1,30,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAD,bilog,2,52.5,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAD,bilog,3,107.25,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAD,pack,1,90,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BATAD,pack,2,500,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,rice,BATAD,letse,1,530,1,1,0,0,0,0,0,0,1,0,3,3
ILOILO,rice,BATAD,letse,2,620,1,0,1,0,0,0,0,0,1,0,3,3
ILOILO,rice,BATAD,letse,3,980,1,0,0,1,0,0,0,0,1,0,3,3
ILOILO,cabbage,BINGAWAN,pieces or units,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote,BINGAWAN,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,BINGAWAN,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,BINGAWAN,pieces or units,1,35,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,chicken,BINGAWAN,whole (chicken),1,250,1,1,0,0,0,0,0,0,3,0,2,2
ILOILO,chicken,BINGAWAN,whole (chicken),2,300,1,0,1,1,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",BINGAWAN,pieces or units,1,35,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",BINGAWAN,putos,1,62.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",BINGAWAN,putos,2,125,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,fresh fish,BINGAWAN,pieces or units,1,100,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BINGAWAN,pieces or units,1,42,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BINGAWAN,putos,1,48,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",BINGAWAN,small cup,1,40,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",BINGAWAN,lipid/lapad,1,77.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"liquor (e.g, whisky, coconut wine)",BINGAWAN,lipid/lapad,2,217.5,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"liquor (e.g, whisky, coconut wine)",BINGAWAN,long-neck,1,150,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"liquor (e.g, whisky, coconut wine)",BINGAWAN,long-neck,2,180,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,loaf bread,BINGAWAN,large packs,1,75,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,BINGAWAN,medium packs,1,68,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,loaf bread,BINGAWAN,small packs,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BINGAWAN,bilog,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BINGAWAN,putos,1,60,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BINGAWAN,putos,2,90,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",BINGAWAN,putos,3,125,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,cabbage,CABATUAN,pieces or units,1,30,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,cabbage,CABATUAN,pieces or units,2,60,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,cabbage,CABATUAN,pieces or units,3,90,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,cabbage,CABATUAN,putos (mix vegetable),1,25,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote,CABATUAN,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,CABATUAN,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote tops,CABATUAN,bundle,1,20,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,carrot,CABATUAN,pieces or units,1,30,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,CABATUAN,putos (mix vegetable),1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,chicken,CABATUAN,whole (chicken),1,200,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,CABATUAN,whole (chicken),2,250,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,CABATUAN,whole (chicken),3,300,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",CABATUAN,pack,1,60,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",CABATUAN,pack,2,120,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",CABATUAN,pieces or units,1,35.125,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",CABATUAN,pieces or units,2,100,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",CABATUAN,putos,1,61.125,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",CABATUAN,putos,2,120,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,fresh fish,CABATUAN,pieces or units,1,77.5,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CABATUAN,pieces or units,2,140,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CABATUAN,pieces or units,3,190,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CABATUAN,pieces or units,1,50,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CABATUAN,putos,1,40,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CABATUAN,small cup,1,25,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",CABATUAN,lipid/lapad,1,80,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CABATUAN,lipid/lapad,2,148,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CABATUAN,lipid/lapad,3,228.75,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CABATUAN,long-neck,1,180,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,loaf bread,CABATUAN,large packs,1,82.5,2,1,0,0,1,0,0,0,3,0,2,2
ILOILO,loaf bread,CABATUAN,large packs,2,150,2,0,1,1,0,0,0,0,3,0,2,2
ILOILO,loaf bread,CABATUAN,medium packs,1,66,2,0,0,0,1,1,0,0,3,0,1,1
ILOILO,loaf bread,CABATUAN,small packs,1,41,2,1,1,0,1,0,0,0,3,0,2,2
ILOILO,loaf bread,CABATUAN,small packs,2,92,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,mango,CABATUAN,pieces or units,1,20,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,mango,CABATUAN,pieces or units,2,70,2,0,0,0,0,1,1,0,3,0,2,1
ILOILO,pork,CABATUAN,pieces or units,1,90,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",CABATUAN,bilog,1,200,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",CABATUAN,pack,1,90,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,cabbage,CALINOG,pieces or units,1,60,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote,CALINOG,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,CALINOG,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote tops,CALINOG,bundle,1,20,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,carrot,CALINOG,pieces or units,1,32.5,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,chicken,CALINOG,whole (chicken),1,250,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,CALINOG,whole (chicken),2,300,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,CALINOG,whole (chicken),3,500,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CALINOG,pieces or units,1,50,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CALINOG,pieces or units,2,100,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CALINOG,pieces or units,3,200,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CALINOG,pack,1,25,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CALINOG,putos,1,35,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CALINOG,small cup,1,30,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",CALINOG,lipid/lapad,1,75,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CALINOG,lipid/lapad,2,150,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CALINOG,lipid/lapad,3,255,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CALINOG,long-neck,1,150,1,0,0,0,0,0,1,0,3,1,3,1
ILOILO,"liquor (e.g, whisky, coconut wine)",CALINOG,long-neck,2,180,1,0,0,0,0,1,0,0,3,0,3,1
ILOILO,"liquor (e.g, whisky, coconut wine)",CALINOG,long-neck,3,840,1,0,0,0,0,0,1,0,3,1,3,1
ILOILO,loaf bread,CALINOG,large packs,1,81,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,CALINOG,medium packs,1,66.5,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,mango,CALINOG,pieces or units,1,48,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",CALINOG,bilog,1,25,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",CALINOG,pack,1,80,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,cabbage,CARLES,pieces or units,1,45.625,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,cabbage,CARLES,pieces or units,2,125,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,camote,CARLES,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,CARLES,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote tops,CARLES,bundle,1,30,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,CARLES,pieces or units,1,26.5,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,chicken,CARLES,whole (chicken),1,200,1,1,0,0,0,0,0,0,3,0,4,3
ILOILO,chicken,CARLES,whole (chicken),2,240,1,0,1,0,0,0,0,0,3,0,4,3
ILOILO,chicken,CARLES,whole (chicken),3,336.25,2,0,0,1,0,1,0,0,3,0,4,3
ILOILO,chicken,CARLES,whole (chicken),4,380,1,0,0,0,0,0,1,0,3,1,4,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",CARLES,pack,1,55,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",CARLES,pack,2,120,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",CARLES,pieces or units,1,50,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",CARLES,pieces or units,2,224,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",CARLES,putos,1,65,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",CARLES,putos,2,98,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",CARLES,putos,3,143,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CARLES,pack,1,150,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,fresh fish,CARLES,pieces or units,1,125,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CARLES,pieces or units,2,210,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CARLES,pieces or units,3,275,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CARLES,pieces or units,1,23.75,1,1,0,0,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CARLES,pieces or units,2,73,2,0,1,1,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CARLES,small cup,1,25,2,1,1,0,1,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CARLES,small cup,2,67.5,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"liquor (e.g, whisky, coconut wine)",CARLES,lipid/lapad,1,130,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CARLES,lipid/lapad,2,156,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CARLES,lipid/lapad,3,225,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CARLES,long-neck,1,180,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"liquor (e.g, whisky, coconut wine)",CARLES,long-neck,2,260,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,loaf bread,CARLES,large packs,1,76.33333333333333,3,1,1,0,0,1,0,0,3,0,3,2
ILOILO,loaf bread,CARLES,large packs,2,120,1,0,0,0,0,0,1,0,3,1,3,2
ILOILO,loaf bread,CARLES,large packs,3,180,1,0,0,1,0,0,0,0,3,0,3,2
ILOILO,loaf bread,CARLES,medium packs,1,63.75,2,1,1,0,0,0,0,0,2,0,2,2
ILOILO,loaf bread,CARLES,medium packs,2,182.5,1,0,0,1,0,0,0,0,2,0,2,2
ILOILO,loaf bread,CARLES,small packs,1,35,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"prawns, lobster, shrimp",CARLES,tumpok,1,52.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"prawns, lobster, shrimp",CARLES,tumpok,2,100,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",CARLES,bilog,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,cabbage,CONCEPCION,pieces or units,1,50,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote,CONCEPCION,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,CONCEPCION,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,CONCEPCION,pieces or units,1,36,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,chicken,CONCEPCION,bilog,1,235,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,CONCEPCION,bilog,2,420,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,CONCEPCION,bilog,3,712.5,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",CONCEPCION,pieces or units,1,48,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",CONCEPCION,pieces or units,2,80,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",CONCEPCION,putos,1,47.5,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",CONCEPCION,putos,2,83,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",CONCEPCION,putos,3,103.5,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CONCEPCION,pieces or units,1,100,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CONCEPCION,pieces or units,2,200,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CONCEPCION,pieces or units,3,350,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,fresh fish,CONCEPCION,tumpok,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CONCEPCION,pieces or units,1,40,2,0,0,0,1,1,0,0,3,0,2,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CONCEPCION,pieces or units,2,100,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CONCEPCION,putos,1,48,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CONCEPCION,small cup,1,40,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",CONCEPCION,lipid/lapad,1,80,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CONCEPCION,lipid/lapad,2,160,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",CONCEPCION,lipid/lapad,3,240,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,loaf bread,CONCEPCION,large packs,1,100,1,1,0,0,0,0,0,0,3,0,2,2
ILOILO,loaf bread,CONCEPCION,large packs,2,165,2,0,1,1,0,0,0,0,3,0,2,2
ILOILO,loaf bread,CONCEPCION,medium packs,1,75,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,CONCEPCION,small packs,1,42.25,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,loaf bread,CONCEPCION,small packs,2,78,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,loaf bread,CONCEPCION,tama-tama nga putos,1,70,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"prawns, lobster, shrimp",CONCEPCION,tumpok,1,60,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",CONCEPCION,bilog,1,48,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,cabbage,DINGLE,pack,1,27.5,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,cabbage,DINGLE,pieces or units,1,50,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote,DINGLE,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,DINGLE,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,DINGLE,pieces or units,1,30,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,chicken,DINGLE,bilog,1,250,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,DINGLE,bilog,2,300,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,DINGLE,bilog,3,350,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",DINGLE,pieces or units,1,40,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",DINGLE,pieces or units,2,135,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",DINGLE,putos,1,54,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",DINGLE,putos,2,100,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,fresh fish,DINGLE,pieces or units,1,105,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,fresh fish,DINGLE,pieces or units,2,150,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DINGLE,cone,1,5,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DINGLE,putos,1,32.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DINGLE,putos,2,100,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DINGLE,small cup,1,35,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",DINGLE,lipid/lapad,1,80,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",DINGLE,lipid/lapad,2,150,1,0,1,0,0,0,0,0,3,0,3,3
