hhid,pull_item,q_h,pull_nsu_unit,e_h,pull_province,pull_municipal_city,p_h,p_g,n_points,cf_h,grams_h,r_h_raw,r_h,d_cap,cf_h_uncapped
H004017,loaf bread,1,large,90,ILOILO,SANTA BARBARA,90,90,1,665,665,1,1,0,665
H004017,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,45,ILOILO,SANTA BARBARA,45,45,3,202.5,202.5,1,1,0,202.5
H004018,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,80,ILOILO,SARA,80,77.5,2,387.0967741935484,387.0967741935484,1.032258064516129,1.032258064516129,0,387.0967741935484
H004019,fresh fish,2,bilog,180,ILOILO,DUEAS,90,125,3,72,144,.72,.72,0,72
H004019,loaf bread,1,medium,90,ILOILO,DUEAS,90,70,1,642.8571428571428,642.8571428571428,1.285714285714286,1.285714285714286,0,642.8571428571428
H004021,loaf bread,4,gagmay nga putos,32,ILOILO,DINGLE,8,55,1,80,320,.1454545454545454,.2,1,58.18181818181818
H004022,"liquor (e.g, whisky, coconut wine)",1,lapad,75,AKLAN,BURUANGA,75,75,1,375,375,1,1,0,375
H004026,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,120,NEGROS OCCIDENTAL,CANDONI,60,52.5,2,234.0055095728652,468.0110191457304,1.142857142857143,1.142857142857143,0,234.0055095728652
H004027,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,75,CAPIZ,DUMARAO,75,77.5,2,362.9032258064516,362.9032258064516,.967741935483871,.967741935483871,0,362.9032258064516
H004028,fresh fish,5,bilog,120,ILOILO,SAN JOAQUIN,24,100,1,75,375,.24,.24,0,75
H004028,loaf bread,1,medium,50,ILOILO,SAN JOAQUIN,50,65,1,346.1538461538462,346.1538461538462,.7692307692307693,.7692307692307693,0,346.1538461538462
H004029,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",6,gamay nga cup,180,ILOILO,IGBARAS,30,46.875,2,64,384,.64,.64,0,64
H004032,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,90,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),45,48,1,223.2065634552221,446.4131269104442,.9375,.9375,0,223.2065634552221
H004033,"preserved or processed meat (tocino, tapa, longaniza, etc)",3,putos,135,NEGROS OCCIDENTAL,ISABELA,45,50,1,217.4103958996214,652.2311876988642,.9,.9,0,217.4103958996214
H004035,"liquor (e.g, whisky, coconut wine)",2,lipid / lapad,140,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),70,80,1,352.5520824587094,705.1041649174189,.875,.875,0,352.5520824587094
H004035,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,65,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),65,55.55555725097656,1,239.5299543381513,239.5299543381513,1.169999964294435,1.169999964294435,0,239.5299543381513
H004035,camote tops,2,bugkos,20,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),10,20,1,320,640,.5,.5,0,320
H004037,carrot,3,binilog,50,ANTIQUE,SEBASTE,16.66666666666667,35,1,54.76190476190476,164.2857142857143,.4761904761904762,.4761904761904762,0,54.76190476190476
H004039,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,75,ILOILO,BAROTAC VIEJO,75,80,3,351.5625,351.5625,.9375,.9375,0,351.5625
H004040,"liquor (e.g, whisky, coconut wine)",3,lipid / lapad,240,ANTIQUE,SAN REMIGIO,80,83.75,3,358.2089552238806,1074.626865671642,.9552238805970149,.9552238805970149,0,358.2089552238806
H004041,loaf bread,10,maisot nga putos,50,AKLAN,ALTAVAS,5,52.5,1,72,720,.0952380952380952,.2,1,34.28571428571428
H004042,loaf bread,6,gagmay nga putos,30,ILOILO,POTOTAN,5,40,1,80,480,.125,.2,1,50
H004042,camote tops,4,bugkos,20,ILOILO,POTOTAN,5,20,1,31.25,125,.25,.25,0,31.25
H004044,camote tops,2,bugkos,20,CAPIZ,PANITAN,10,20,1,111.25,222.5,.5,.5,0,111.25
H004046,loaf bread,60,gagmay nga putos,300,CAPIZ,IVISAN,5,50,1,72,4320,.1,.2,1,36
H004046,"crackers, cookies, buiscuits, chips/curls",5,putos,300,CAPIZ,IVISAN,60,60,1,285.535429375025,1427.677146875125,1,1,0,285.535429375025
H004046,chicken,3,whole (chicken),600,CAPIZ,IVISAN,200,222.5,3,808.9887640449438,2426.966292134831,.898876404494382,.898876404494382,0,808.9887640449438
H004047,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,85,CAPIZ,SAPI-AN,85,50,1,409.0006851310887,409.0006851310887,1.7,1.7,0,409.0006851310887
H004049,loaf bread,1,mabahoe nga putos,50,AKLAN,IBAJAY,50,60,1,516.6666666666666,516.6666666666666,.8333333333333334,.8333333333333334,0,516.6666666666666
H004049,"preserved or processed meat (tocino, tapa, longaniza, etc)",6,binilog,56,AKLAN,IBAJAY,9.333333333333334,45,2,9.333333333333334,56,.2074074074074074,.2074074074074074,0,9.333333333333334
H004050,loaf bread,1,medium,75,ILOILO,LAMBUNAO,75,65,1,519.2307692307693,519.2307692307693,1.153846153846154,1.153846153846154,0,519.2307692307693
H004051,"liquor (e.g, whisky, coconut wine)",2,lipid / lapad,170,ANTIQUE,PATNONGON,85,85,3,375,750,1,1,0,375
H004053,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,45,ANTIQUE,VALDERRAMA,45,47.5,2,236.8421052631579,236.8421052631579,.9473684210526315,.9473684210526315,0,236.8421052631579
H004053,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",3,binilog,15,ANTIQUE,VALDERRAMA,5,7.5,1,71.85499954212784,215.5649986263835,.6666666666666666,.6666666666666666,0,71.85499954212784
H004054,"prawns, lobster, shrimp",1,tumpok,60,ILOILO,CARLES,60,52.5,2,257.1428571428571,257.1428571428571,1.142857142857143,1.142857142857143,0,257.1428571428571
H004056,"crackers, cookies, buiscuits, chips/curls",3,putos,174,CAPIZ,SIGMA,58,60,1,331.2238477465571,993.6715432396711,.9666666666666667,.9666666666666667,0,331.2238477465571
H004056,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,56,CAPIZ,SIGMA,28,50,1,138.9617664721197,277.9235329442395,.5600000000000001,.5600000000000001,0,138.9617664721197
H004057,"preserved or processed meat (tocino, tapa, longaniza, etc)",4,putos,120,ILOILO,BAROTAC NUEVO,30,45,3,166.6666666666667,666.6666666666667,.6666666666666666,.6666666666666666,0,166.6666666666667
H004060,"liquor (e.g, whisky, coconut wine)",2,lipid / lapad,140,ILOILO,SAN DIONISIO,70,75,3,350,700,.9333333333333333,.9333333333333333,0,350
H004061,"crackers, cookies, buiscuits, chips/curls",4,putos,288,ILOILO,BADIANGAN,72,60,3,216,864,1.2,1.2,0,216
H004062,fresh fish,1,binilog,45,AKLAN,ALTAVAS,45,56.375,2,75.83148558758315,75.83148558758315,.7982261640798226,.7982261640798226,0,75.83148558758315
H004062,"crackers, cookies, buiscuits, chips/curls",2,binilog,18,AKLAN,ALTAVAS,9,40,1,5.7375,11.475,.225,.225,0,5.7375
H004062,chicken,2,binilog,40,AKLAN,ALTAVAS,20,185,3,78,156,.1081081081081081,.2,1,42.16216216216216
H004063,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,70,NEGROS OCCIDENTAL,PONTEVEDRA,35,65.625,2,93.33333333333333,186.6666666666667,.5333333333333333,.5333333333333333,0,93.33333333333333
H004064,loaf bread,1,medium,50,CAPIZ,PANAY,50,60,1,372.9166666666667,372.9166666666667,.8333333333333334,.8333333333333334,0,372.9166666666667
H004068,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,62,CAPIZ,PANITAN,62,65.5,3,354.9618320610687,354.9618320610687,.9465648854961832,.9465648854961832,0,354.9618320610687
H004069,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,75,ILOILO,SAN DIONISIO,75,75,3,375,375,1,1,0,375
H004069,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,50,ILOILO,SAN DIONISIO,50,50,3,250,250,1,1,0,250
H004069,camote tops,3,bugkos,30,ILOILO,SAN DIONISIO,10,20,1,152.5,457.5,.5,.5,0,152.5
H004071,"liquor (e.g, whisky, coconut wine)",1,lapad,65,AKLAN,LIBACAO,65,75,1,325,325,.8666666666666667,.8666666666666667,0,325
H004072,"preserved or processed meat (tocino, tapa, longaniza, etc)",3,putos,75,NEGROS OCCIDENTAL,CAUAYAN,25,55,1,108.2213640995016,324.6640922985048,.4545454545454545,.4545454545454545,0,108.2213640995016
H004072,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",3,gamay nga cup,30,NEGROS OCCIDENTAL,CAUAYAN,10,20,1,46.59913729715984,139.7974118914795,.5,.5,0,46.59913729715984
H004073,carrot,1,binilog,25,ANTIQUE,SEBASTE,25,35,1,82.14285714285714,82.14285714285714,.7142857142857143,.7142857142857143,0,82.14285714285714
H004074,loaf bread,1,large,70,ILOILO,LEON,70,72.5,1,617.9310344827586,617.9310344827586,.9655172413793104,.9655172413793104,0,617.9310344827586
H004074,camote tops,1,bugkos,20,ILOILO,LEON,20,20,1,150,150,1,1,0,150
H004075,loaf bread,1,small,35,CAPIZ,IVISAN,35,50,1,252,252,.7,.7,0,252
H004075,"preserved or processed meat (tocino, tapa, longaniza, etc)",4,bilog,60,CAPIZ,IVISAN,15,48,1,21.875,87.5,.3125,.3125,0,21.875
H004076,"liquor (e.g, whisky, coconut wine)",1,long-neck,120,AKLAN,IBAJAY,120,130,2,692.3076923076923,692.3076923076923,.9230769230769231,.9230769230769231,0,692.3076923076923
H004076,"preserved or processed meat (tocino, tapa, longaniza, etc)",15,binilog,180,AKLAN,IBAJAY,12,45,2,12,180,.2666666666666667,.2666666666666667,0,12
H004079,carrot,2,bilog,80,ANTIQUE,LIBERTAD,40,53.125,2,143.0588235294118,286.1176470588235,.7529411764705882,.7529411764705882,0,143.0588235294118
H004080,chicken,2,binilog,400,ILOILO,ALIMODIAN,200,300,2,106.6666666666667,213.3333333333333,.6666666666666666,.6666666666666666,0,106.6666666666667
H004080,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,80,ILOILO,ALIMODIAN,80,80,3,250,250,1,1,0,250
H004081,"liquor (e.g, whisky, coconut wine)",.5,lipid / lapad,33,NEGROS OCCIDENTAL,SAN ENRIQUE,66,79,3,313.2911392405063,156.6455696202532,.8354430379746836,.8354430379746836,0,313.2911392405063
H004083,loaf bread,4,maisot nga putos,20,AKLAN,MADALAG,5,50,1,44,176,.1,.2,1,22
H004083,"crackers, cookies, buiscuits, chips/curls",10,putos,150,AKLAN,MADALAG,15,60,1,84.08827621053035,840.8827621053035,.25,.25,0,84.08827621053035
H004083,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,100,AKLAN,MADALAG,100,107.5,1,306.3798941649638,306.3798941649638,.9302325581395349,.9302325581395349,0,306.3798941649638
H004085,"liquor (e.g, whisky, coconut wine)",7,lipid / lapad,385,CAPIZ,CUARTERO,55,65,3,317.3076923076923,2221.153846153846,.8461538461538461,.8461538461538461,0,317.3076923076923
H004086,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",1,gamay nga cup,10,ILOILO,CARLES,10,25,2,20.8,20.8,.4,.4,0,20.8
H004091,"liquor (e.g, whisky, coconut wine)",3,lipid / lapad,225,ILOILO,DINGLE,75,80,3,351.5625,1054.6875,.9375,.9375,0,351.5625
H004091,loaf bread,1,dalagku nga putos,100,ILOILO,DINGLE,100,90,1,711.1111111111111,711.1111111111111,1.111111111111111,1.111111111111111,0,711.1111111111111
H004091,"crackers, cookies, buiscuits, chips/curls",1,putos,100,ILOILO,DINGLE,100,100,2,100,100,1,1,0,100
H004091,cabbage,1,bilog,30,ILOILO,DINGLE,30,50,1,394.5,394.5,.6,.6,0,394.5
H004091,carrot,1,bilog,30,ILOILO,DINGLE,30,30,1,175,175,1,1,0,175
H004093,"liquor (e.g, whisky, coconut wine)",2,lipid / lapad,150,ANTIQUE,HAMTIC,75,160,3,175.78125,351.5625,.46875,.46875,0,175.78125
H004094,"crackers, cookies, buiscuits, chips/curls",21,bilog,168,ANTIQUE,PANDAN,8,42.5,1,6,126,.1882352941176471,.2,1,5.647058823529411
H004094,cabbage,1,bilog,50,ANTIQUE,PANDAN,50,50,1,795,795,1,1,0,795
H004094,carrot,1,bilog,20,ANTIQUE,PANDAN,20,27.5,1,112.7272727272727,112.7272727272727,.7272727272727273,.7272727272727273,0,112.7272727272727
H004095,"preserved or processed meat (tocino, tapa, longaniza, etc)",5,bilog,65,NEGROS OCCIDENTAL,MANAPLA,13,13,1,61.89404693747426,309.4702346873713,1,1,0,61.89404693747426
H004096,loaf bread,1,mabahoe nga putos,80,AKLAN,TANGALAN,80,80,1,682.5,682.5,1,1,0,682.5
H004096,"crackers, cookies, buiscuits, chips/curls",1,putos,75,AKLAN,TANGALAN,75,66.75,2,43.82022471910113,43.82022471910113,1.123595505617978,1.123595505617978,0,43.82022471910113
H004097,"liquor (e.g, whisky, coconut wine)",3,lipid / lapad,204,ILOILO,BAROTAC VIEJO,68,80,3,318.75,956.25,.85,.85,0,318.75
H004098,carrot,1,bilog,25,AKLAN,ALTAVAS,25,25,1,152.5,152.5,1,1,0,152.5
H004099,"crackers, cookies, buiscuits, chips/curls",3,bilog,24,CAPIZ,SIGMA,8,8,1,35.40668717290783,106.2200615187235,1,1,0,35.40668717290783
H004099,chicken,1,whole (chicken),200,CAPIZ,SIGMA,200,205,3,874.4529191244329,874.4529191244329,.975609756097561,.975609756097561,0,874.4529191244329
H004100,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",5,bilog,25,CAPIZ,PANITAN,5,25,1,12,60,.2,.2,0,12
H004101,"crackers, cookies, buiscuits, chips/curls",1,putos,68,CAPIZ,IVISAN,68,60,1,323.4531061180421,323.4531061180421,1.133333333333333,1.133333333333333,0,323.4531061180421
H004103,"liquor (e.g, whisky, coconut wine)",2,lipid / lapad,140,CAPIZ,PANAY,70,75,3,350,700,.9333333333333333,.9333333333333333,0,350
H004103,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,60,CAPIZ,PANAY,60,55,3,272.7272727272727,272.7272727272727,1.090909090909091,1.090909090909091,0,272.7272727272727
H004103,cabbage,1,bilog,30,CAPIZ,PANAY,30,50,1,405,405,.6,.6,0,405
H004103,carrot,1,bilog,25,CAPIZ,PANAY,25,30,1,129.1666666666667,129.1666666666667,.8333333333333334,.8333333333333334,0,129.1666666666667
H004104,fresh fish,1,bilog,90,CAPIZ,SIGMA,90,95,3,108.9473684210526,108.9473684210526,.9473684210526315,.9473684210526315,0,108.9473684210526
H004105,"liquor (e.g, whisky, coconut wine)",3,lipid / lapad,195,ANTIQUE,BARBAZA,65,63.75,3,382.3529411764706,1147.058823529412,1.019607843137255,1.019607843137255,0,382.3529411764706
H004105,loaf bread,7,gagmay nga putos,175,ANTIQUE,BARBAZA,25,40,3,225,1575,.625,.625,0,225
H004105,"crackers, cookies, buiscuits, chips/curls",14,bilog,112,ANTIQUE,BARBAZA,8,41.25,2,5.600000000000001,78.40000000000001,.1939393939393939,.2,1,5.43030303030303
H004108,camote tops,1,bugkos,10,ANTIQUE,HAMTIC,10,20,1,107.5,107.5,.5,.5,0,107.5
H004109,"prawns, lobster, shrimp",2,tumpok,40,CAPIZ,PANAY,20,50,1,160,320,.4,.4,0,160
H004109,"crackers, cookies, buiscuits, chips/curls",10,bilog,80,CAPIZ,PANAY,8,41.5,3,6,60,.1927710843373494,.2,1,5.783132530120482
H004109,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,145,CAPIZ,PANAY,72.5,55,3,329.5454545454546,659.0909090909091,1.318181818181818,1.318181818181818,0,329.5454545454546
H004109,camote tops,3,bugkos,60,CAPIZ,PANAY,20,10,1,501.0584138416328,1503.175241524898,2,2,0,501.0584138416328
H004110,"liquor (e.g, whisky, coconut wine)",3,lipid / lapad,240,ILOILO,DUEAS,80,75,3,400,1200,1.066666666666667,1.066666666666667,0,400
H004110,fresh fish,1,bilog,150,ILOILO,DUEAS,150,125,3,120,120,1.2,1.2,0,120
H004111,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,80,ILOILO,ALIMODIAN,80,82.5,2,363.6363636363636,363.6363636363636,.9696969696969697,.9696969696969697,0,363.6363636363636
H004111,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,50,ILOILO,ALIMODIAN,50,46.5,3,107.5268817204301,107.5268817204301,1.075268817204301,1.075268817204301,0,107.5268817204301
H004112,"liquor (e.g, whisky, coconut wine)",14,lipid / lapad,1050,CAPIZ,DUMARAO,75,77.5,2,362.9032258064516,5080.645161290322,.967741935483871,.967741935483871,0,362.9032258064516
H004114,loaf bread,1,medium,60,ILOILO,DUEAS,60,70,1,428.5714285714286,428.5714285714286,.8571428571428571,.8571428571428571,0,428.5714285714286
H004116,"crackers, cookies, buiscuits, chips/curls",3,bilog,27,ILOILO,LEGANES,9,46,3,5,15,.1956521739130435,.2,1,4.891304347826087
H004117,"crackers, cookies, buiscuits, chips/curls",3,putos,24,ILOILO,LEMERY,8,60.75,2,48,144,.1316872427983539,.2,1,31.60493827160494
H004118,"preserved or processed meat (tocino, tapa, longaniza, etc)",4,putos,140,ILOILO,MAASIN,35,50,3,140,560,.7,.7,0,140
H004118,cabbage,1,bilog,30,ILOILO,MAASIN,30,40,1,425.6249999999999,425.6249999999999,.75,.75,0,425.6249999999999
H004118,carrot,2,bilog,30,ILOILO,MAASIN,15,30,1,71.25,142.5,.5,.5,0,71.25
H004118,camote tops,4,bugkos,40,ILOILO,MAASIN,10,20,1,90,360,.5,.5,0,90
H004121,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",2,gamay nga cup,40,ILOILO,SAN JOAQUIN,20,35,1,57.14285714285715,114.2857142857143,.5714285714285714,.5714285714285714,0,57.14285714285715
H004122,loaf bread,3,maisot nga putos,90,AKLAN,MADALAG,30,50,1,132,396,.6,.6,0,132
H004122,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,110,AKLAN,MADALAG,110,107.5,1,325.8261809300193,325.8261809300193,1.023255813953488,1.023255813953488,0,325.8261809300193
H004126,"crackers, cookies, buiscuits, chips/curls",2,putos,120,ANTIQUE,SEBASTE,60,80.875,2,19.28902627511592,38.57805255023184,.7418856259659969,.7418856259659969,0,19.28902627511592
H004126,"preserved or processed meat (tocino, tapa, longaniza, etc)",4,bilog,40,ANTIQUE,SEBASTE,10,45,1,52.22222222222222,208.8888888888889,.2222222222222222,.2222222222222222,0,52.22222222222222
H004127,"preserved or processed meat (tocino, tapa, longaniza, etc)",3,bilog,60,ILOILO,ZARRAGA,20,50,1,26,78,.4,.4,0,26
H004129,"preserved or processed meat (tocino, tapa, longaniza, etc)",3,putos,145,CAPIZ,MAMBUSAO,48.33333333333334,50,3,96.66666666666667,290,.9666666666666667,.9666666666666667,0,96.66666666666667
H004130,loaf bread,5,medium,300,ILOILO,IGBARAS,60,65,2,415.3846153846154,2076.923076923077,.9230769230769231,.9230769230769231,0,415.3846153846154
H004130,"preserved or processed meat (tocino, tapa, longaniza, etc)",3,putos,165,ILOILO,IGBARAS,55,60,3,229.1666666666667,687.5,.9166666666666666,.9166666666666666,0,229.1666666666667
H004130,carrot,3,bilog,60,ILOILO,IGBARAS,20,30,1,100,300,.6666666666666666,.6666666666666666,0,100
H004130,camote tops,2,bugkos,20,ILOILO,IGBARAS,10,20,1,52.5,105,.5,.5,0,52.5
H004132,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,120,ANTIQUE,SIBALOM,60,70,3,214.2857142857143,428.5714285714286,.8571428571428571,.8571428571428571,0,214.2857142857143
H004135,loaf bread,1,dalagku nga putos,85,ILOILO,JANIUAY,85,80.5,2,675.7763975155279,675.7763975155279,1.055900621118012,1.055900621118012,0,675.7763975155279
H004135,chicken,1,whole (chicken),200,ILOILO,JANIUAY,200,196.25,2,983.4394904458599,983.4394904458599,1.019108280254777,1.019108280254777,0,983.4394904458599
H004136,"liquor (e.g, whisky, coconut wine)",3,lipid / lapad,228,ILOILO,CARLES,76,130,3,219.2307692307692,657.6923076923076,.5846153846153846,.5846153846153846,0,219.2307692307692
H004136,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",5,bilog,25,ILOILO,CARLES,5,23.75,2,6.315789473684211,31.57894736842105,.2105263157894737,.2105263157894737,0,6.315789473684211
H004138,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,35,ILOILO,ALIMODIAN,35,46.5,3,75.26881720430107,75.26881720430107,.7526881720430108,.7526881720430108,0,75.26881720430107
H004138,cabbage,1,mixmix,12,ILOILO,ALIMODIAN,12,13.5,1,100.8819494665222,100.8819494665222,.8888888888888888,.8888888888888888,0,100.8819494665222
H004139,loaf bread,4,gagmay nga putos,200,ILOILO,IGBARAS,50,60,1,333.3333333333334,1333.333333333333,.8333333333333334,.8333333333333334,0,333.3333333333334
H004139,"crackers, cookies, buiscuits, chips/curls",14,putos,140,ILOILO,IGBARAS,10,65,3,5,70,.1538461538461539,.2,1,3.846153846153846
H004139,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,120,ILOILO,IGBARAS,60,60,3,250,500,1,1,0,250
H004141,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,155,AKLAN,IBAJAY,77.5,110,2,273.0113636363636,546.0227272727273,.7045454545454546,.7045454545454546,0,273.0113636363636
H004142,loaf bread,2,medium,120,NEGROS OCCIDENTAL,CAUAYAN,60,60,1,450,900,1,1,0,450
H004142,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,360,NEGROS OCCIDENTAL,CAUAYAN,180,55,1,779.1938215164116,1558.387643032823,3.272727272727273,3.272727272727273,0,779.1938215164116
H004143,"liquor (e.g, whisky, coconut wine)",3,lipid / lapad,225,ILOILO,BANATE,75,80,3,351.5625,1054.6875,.9375,.9375,0,351.5625
H004143,carrot,2,bilog,25,ILOILO,BANATE,12.5,30,1,87.5,175,.4166666666666667,.4166666666666667,0,87.5
H004143,camote tops,4,bugkos,40,ILOILO,BANATE,10,20,1,65,260,.5,.5,0,65
H004147,"liquor (e.g, whisky, coconut wine)",2,lipid / lapad,150,ILOILO,SANTA BARBARA,75,77.5,3,362.9032258064516,725.8064516129032,.967741935483871,.967741935483871,0,362.9032258064516
H004148,"liquor (e.g, whisky, coconut wine)",3,long-neck,450,ILOILO,TIGBAUAN,150,180,1,1020.833333333333,3062.5,.8333333333333334,.8333333333333334,0,1020.833333333333
H004148,loaf bread,9,gagmay nga putos,63,ILOILO,TIGBAUAN,7,46.25,2,77,693,.1513513513513514,.2,1,58.27027027027027
H004148,"crackers, cookies, buiscuits, chips/curls",6,putos,90,ILOILO,TIGBAUAN,15,60,3,15,90,.25,.25,0,15
H004149,"prawns, lobster, shrimp",1,tumpok,40,CAPIZ,DUMARAO,40,50,1,456,456,.8,.8,0,456
H004151,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,60,ANTIQUE,PATNONGON,60,70,3,192.8571428571429,192.8571428571429,.8571428571428571,.8571428571428571,0,192.8571428571429
H004151,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",1,gamay nga tasa,15,ANTIQUE,PATNONGON,15,30,1,50,50,.5,.5,0,50
H004153,"liquor (e.g, whisky, coconut wine)",7,lipid / lapad,525,ILOILO,MAASIN,75,80,3,351.5625,2460.9375,.9375,.9375,0,351.5625
H004156,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,70,CAPIZ,TAPAZ,70,70,3,375,375,1,1,0,375
H004157,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",1,gamay nga tasa,10,ILOILO,GUIMBAL,10,45,2,27.77777777777778,27.77777777777778,.2222222222222222,.2222222222222222,0,27.77777777777778
H004157,camote tops,1,bugkos,10,ILOILO,GUIMBAL,10,20,1,67.5,67.5,.5,.5,0,67.5
H004158,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,60,CAPIZ,TAPAZ,60,70,3,321.4285714285714,321.4285714285714,.8571428571428571,.8571428571428571,0,321.4285714285714
H004158,"crackers, cookies, buiscuits, chips/curls",3,putos,60,CAPIZ,TAPAZ,20,60,1,118.0213108083436,354.0639324250309,.3333333333333333,.3333333333333333,0,118.0213108083436
H004158,"preserved or processed meat (tocino, tapa, longaniza, etc)",2,putos,90,CAPIZ,TAPAZ,45,45,1,244.6691939889417,489.3383879778835,1,1,0,244.6691939889417
H004158,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",3,bilog,90,CAPIZ,TAPAZ,30,10,1,129.9348153260213,389.804445978064,3,3,0,129.9348153260213
H004159,"crackers, cookies, buiscuits, chips/curls",2,putos,14,ILOILO,LEGANES,7,67.5,3,50,100,.1037037037037037,.2,1,25.92592592592592
H004161,loaf bread,1,kasarangan nga putos,50,AKLAN,ALTAVAS,50,65,1,346.1538461538462,346.1538461538462,.7692307692307693,.7692307692307693,0,346.1538461538462
H004162,chicken,1,bilog nga manok,220,ILOILO,JANIUAY,220,196.25,2,1081.783439490446,1081.783439490446,1.121019108280255,1.121019108280255,0,1081.783439490446
H004163,"liquor (e.g, whisky, coconut wine)",1,long-neck,145,ANTIQUE,LAUA-AN,145,130,1,836.5384615384615,836.5384615384615,1.115384615384615,1.115384615384615,0,836.5384615384615
H004165,"liquor (e.g, whisky, coconut wine)",1,long-neck,75,ANTIQUE,LAUA-AN,75,130,1,432.6923076923077,432.6923076923077,.5769230769230769,.5769230769230769,0,432.6923076923077
H004166,"liquor (e.g, whisky, coconut wine)",3,lipid / lapad,225,ILOILO,BAROTAC VIEJO,75,80,3,351.5625,1054.6875,.9375,.9375,0,351.5625
H004166,loaf bread,28,gagmay nga putos,210,ILOILO,BAROTAC VIEJO,7.5,50,1,44,1232,.15,.2,1,33
H004166,"crackers, cookies, buiscuits, chips/curls",1,bilog,7,ILOILO,BAROTAC VIEJO,7,27,2,7.25925925925926,7.25925925925926,.2592592592592592,.2592592592592592,0,7.25925925925926
H004167,"liquor (e.g, whisky, coconut wine)",2,lipid / lapad,150,ILOILO,BALASAN,75,80,2,351.5625,703.125,.9375,.9375,0,351.5625
H004167,loaf bread,2,medium,80,ILOILO,BALASAN,40,57.5,1,379.1304347826087,758.2608695652174,.6956521739130435,.6956521739130435,0,379.1304347826087
H004167,cabbage,2,bilog,180,ILOILO,BALASAN,90,45,1,1320,2640,2,2,0,1320
H004168,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,80,ANTIQUE,SIBALOM,80,80,2,375,375,1,1,0,375
H004172,"liquor (e.g, whisky, coconut wine)",1,lipid / lapad,80,NEGROS OCCIDENTAL,CALATRAVA,80,80,1,405.8373270219232,405.8373270219232,1,1,0,405.8373270219232
H004173,"liquor (e.g, whisky, coconut wine)",1,lapad,65,AKLAN,MAKATO,65,80,1,304.6875,304.6875,.8125,.8125,0,304.6875
H004173,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",1,binilog,10,AKLAN,MAKATO,10,40,1,18.75,18.75,.25,.25,0,18.75
H004174,"preserved or processed meat (tocino, tapa, longaniza, etc)",1,putos,45,ILOILO,ZARRAGA,45,53.75,2,209.3023255813954,209.3023255813954,.8372093023255814,.8372093023255814,0,209.3023255813954
H004174,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",1,bilog,10,ILOILO,ZARRAGA,10,32.5,3,18.46153846153846,18.46153846153846,.3076923076923077,.3076923076923077,0,18.46153846153846
H004175,loaf bread,3,small,135,NEGROS OCCIDENTAL,CANDONI,45,50,1,198,594,.9,.9,0,198
