statistic,grouping,level,value
weight_corrected_n,item | unit,"liquor (e.g, whisky, coconut wine) | mL",1125.0
weight_corrected_mean,item | unit,"liquor (e.g, whisky, coconut wine) | mL",570.8702224372626
weight_corrected_median,item | unit,"liquor (e.g, whisky, coconut wine) | mL",375.0
weight_corrected_sd,item | unit,"liquor (e.g, whisky, coconut wine) | mL",222.41255099158138
weight_corrected_min,item | unit,"liquor (e.g, whisky, coconut wine) | mL",75.0
weight_corrected_max,item | unit,"liquor (e.g, whisky, coconut wine) | mL",1494.9999749660492
weight_corrected_n,item | unit,loaf bread | g,1049.0
weight_corrected_mean,item | unit,loaf bread | g,501.023832221163
weight_corrected_median,item | unit,loaf bread | g,450.0
weight_corrected_sd,item | unit,loaf bread | g,135.6927040325547
weight_corrected_min,item | unit,loaf bread | g,41.0
weight_corrected_max,item | unit,loaf bread | g,765.0
weight_corrected_n,item | unit,mango | g,544.0
weight_corrected_mean,item | unit,mango | g,239.7003676470588
weight_corrected_median,item | unit,mango | g,230.0
weight_corrected_sd,item | unit,mango | g,83.67117697402242
weight_corrected_min,item | unit,mango | g,105.0
weight_corrected_max,item | unit,mango | g,1290.0
weight_corrected_n,item | unit,"mineral or spring water, all drinking water sold in containers | mL",5.0
weight_corrected_mean,item | unit,"mineral or spring water, all drinking water sold in containers | mL",1000.0
weight_corrected_median,item | unit,"mineral or spring water, all drinking water sold in containers | mL",1000.0
weight_corrected_sd,item | unit,"mineral or spring water, all drinking water sold in containers | mL",0.0
weight_corrected_min,item | unit,"mineral or spring water, all drinking water sold in containers | mL",1000.0
weight_corrected_max,item | unit,"mineral or spring water, all drinking water sold in containers | mL",1000.0
weight_corrected_n,item | unit,pork | g,25.0
weight_corrected_mean,item | unit,pork | g,438.8
weight_corrected_median,item | unit,pork | g,270.0
weight_corrected_sd,item | unit,pork | g,410.7343017896931
weight_corrected_min,item | unit,pork | g,25.0
weight_corrected_max,item | unit,pork | g,1620.0
weight_corrected_n,item | unit,"prawns, lobster, shrimp | g",159.0
weight_corrected_mean,item | unit,"prawns, lobster, shrimp | g",302.1383647798742
weight_corrected_median,item | unit,"prawns, lobster, shrimp | g",255.0
weight_corrected_sd,item | unit,"prawns, lobster, shrimp | g",200.52420157567587
weight_corrected_min,item | unit,"prawns, lobster, shrimp | g",10.0
weight_corrected_max,item | unit,"prawns, lobster, shrimp | g",1090.0
weight_corrected_n,item | unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | g",952.0
weight_corrected_mean,item | unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | g",303.74579837919845
weight_corrected_median,item | unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | g",250.0
weight_corrected_sd,item | unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | g",251.22371918749687
weight_corrected_min,item | unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | g",20.0
weight_corrected_max,item | unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | g",1300.0
weight_corrected_n,item | unit,rice | g,55.0
weight_corrected_mean,item | unit,rice | g,2639.181818181818
weight_corrected_median,item | unit,rice | g,2145.0
weight_corrected_sd,item | unit,rice | g,5494.7086300633755
weight_corrected_min,item | unit,rice | g,225.0
weight_corrected_max,item | unit,rice | g,25000.0
n_weighings_by_unit,corrected_unit_lbl,g,9596.0
n_weighings_by_unit,corrected_unit_lbl,mL,1850.0
n_weighings_by_unit,corrected_unit_lbl,nan,7.0
n_distinct_pull_nsu_unit,overall,all,118.0
n_distinct_cleaned_nsu_unit,overall,all,64.0
n_distinct_harmonized_nsu_unit,overall,all,63.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,beef | half,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,beef | intestine,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,beef | pieces or units,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,beer | case,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,cabbage | 2 kapinutos nga cabbage/20pesos,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,cabbage | 3 for 25 pesos (putos),1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,cabbage | half,4.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,cabbage | pack,6.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,cabbage | pack 25 per pack in the market,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,cabbage | pieces or units,3.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,cabbage | putos (mix vegetable),8.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,cabbage | sliced,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,cabbage | small packs,2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,camote | bilog,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,camote | binilog,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,camote | small packs,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,camote | tumpok,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,camote tops | 2bond,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,camote tops | 3bugkos,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,camote tops | bugkos,2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,camote tops | bundle,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,carrot | 10,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,carrot | pack,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,carrot | pieces or units,3.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,carrot | putos (mix vegetable),4.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,chicken | bilog,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,chicken | chicken wings,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,chicken | pack,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,chicken | patupa,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,chicken | pieces of fried chicken,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,chicken | pieces or units,3.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,chicken | slice,2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,chicken | whole (chicken),4.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"crackers, cookies, buiscuits, chips/curls | balde",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"crackers, cookies, buiscuits, chips/curls | big can",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"crackers, cookies, buiscuits, chips/curls | bucket",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"crackers, cookies, buiscuits, chips/curls | pack",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"crackers, cookies, buiscuits, chips/curls | pieces or units",3.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"crackers, cookies, buiscuits, chips/curls | putos",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"drinks at restaurant, hotel, cafe, or kiosk | pieces",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,fresh fish | pack,6.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,fresh fish | pieces or units,2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,fresh fish | pinutos / plastic,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,fresh fish | tumpok,3.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | 1.3 gallon",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | bowl",2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | cone",4.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | container",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | gallons",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | pack",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | pieces or units",4.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | plastic cup",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | putos",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | small cup",7.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | tub",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | tupperware",3.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"liquor (e.g, whisky, coconut wine) | 6 bottles of redhorse",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"liquor (e.g, whisky, coconut wine) | baso",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"liquor (e.g, whisky, coconut wine) | gin",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"liquor (e.g, whisky, coconut wine) | junior lapad",2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"liquor (e.g, whisky, coconut wine) | lipid/lapad",2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"liquor (e.g, whisky, coconut wine) | long-neck",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,loaf bread | individual,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,loaf bread | large packs,6.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,loaf bread | medium packs,5.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,loaf bread | small packs,3.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,loaf bread | tama-tama nga putos,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"mango | papaya, mango, banana",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,mango | pieces or units,2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"mineral or spring water, all drinking water sold in containers | container",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"mineral or spring water, all drinking water sold in containers | distilled water",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"mineral or spring water, all drinking water sold in containers | refilled",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,pork | 1 order,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,pork | 1 serve,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,pork | 2 slice,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,pork | pieces or units,2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,pork | slice,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,pork | stick,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"prawns, lobster, shrimp | cup",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"prawns, lobster, shrimp | pack",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"prawns, lobster, shrimp | pieces or units",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"prawns, lobster, shrimp | tumpok",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | bilog",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | cans",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | pack",2.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | pieces or units",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | putos",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,"preserved or processed meat (tocino, tapa, longaniza, etc) | role",1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,rice | gantang,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,rice | letse,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,rice | sack of rice,1.0
n_raw_labels_by_item_harmonized_unit,item | harmonized_nsu_unit,rice | salmon,1.0
n_item_harmonized_cells_by_collapse_count,n_raw_labels_collapsed,1,64.0
n_item_harmonized_cells_by_collapse_count,n_raw_labels_collapsed,2,10.0
n_item_harmonized_cells_by_collapse_count,n_raw_labels_collapsed,3+,18.0
