pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,o2_cf,o2_rows,o2_maxrung,o1_grams,o1_n,ratio,logr
loaf bread,ILOILO,LAMBUNAO,medium packs,g,450.0000000000001,11,0,450,5,1,9.64327466553e-17
loaf bread,ILOILO,LAMBUNAO,small packs,g,80,11,0,400,4,.2,-.6989700043360187
mango,ILOILO,LAMBUNAO,pieces or units,g,200,1,0,200,8,1,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LAMBUNAO,putos,g,139.5,60,0,265,6,.5264150943396226,-.2786716663271915
cabbage,ILOILO,LEGANES,pack,g,39.58333333333334,1,0,95,3,.4166666666666667,-.380211241711606
cabbage,ILOILO,LEGANES,pieces or units,g,801.8181818181819,15,0,735,9,1.090909090909091,.0377885608893998
camote,ILOILO,LEGANES,bilog,g,33.33333333333334,2,0,100,9,.3333333333333334,-.4771212547196623
camote tops,ILOILO,LEGANES,bugkos,g,145,19,0,145,3,1,0
carrot,ILOILO,LEGANES,pieces or units,g,97.22222222222223,13,0,175,9,.5555555555555556,-.255272505103306
chicken,ILOILO,LEGANES,bilog,g,1133.229166666667,6,0,1095,9,1.034912480974125,.0149036245396988
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,pieces or units,g,5,20,0,40,9,.125,-.9030899869919434
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,putos,g,222.2222222222222,27,0,280,6,.7936507936507936,-.1003705451175629
fresh fish,ILOILO,LEGANES,pieces or units,g,162.3214285714286,6,0,260,9,.6243131868131868,-.2045974917550509
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,pieces or units,mL,16.25,7,0,65,3,.25,-.6020599913279623
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,small cup,g,82.75862068965517,5,2,100,1,.8275862068965517,-.0821867561873501
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,tupperware,mL,700,1,0,700,1,1,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEGANES,lipid/lapad,mL,381.3559322033898,16,0,562.5,11,.6779661016949152,-.1687920203141818
loaf bread,ILOILO,LEGANES,large packs,g,348.3566433566434,16,0,522.5,7,.6667112791514707,-.1760621975940868
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,bilog,g,14.625,7,0,70,3,.2089285714285715,-.6800021652600386
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,putos,g,140,25,0,260,9,.5384615384615384,-.26884531229258
cabbage,ILOILO,LEMERY,pieces or units,g,660,29,0,660,7,1,0
camote,ILOILO,LEMERY,bilog,g,120,4,0,147.5,6,.8135593220338984,-.0896107742665569
camote tops,ILOILO,LEMERY,bundle,g,325,4,0,390,6,.8333333333333334,-.0791812460476248
carrot,ILOILO,LEMERY,pieces or units,g,83.33333333333334,30,0,125,9,.6666666666666667,-.1760912590556812
chicken,ILOILO,LEMERY,whole (chicken),g,690,48,0,1280,3,.5390625,-.268360878910613
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEMERY,bucket,g,1065,1,0,1065,2,1,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEMERY,pieces or units,g,18,27,0,90,3,.2,-.6989700043360187
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEMERY,putos,g,237.037037037037,42,0,285,3,.8317089018843404,-.0800286501836104
fresh fish,ILOILO,LEMERY,pieces or units,g,160,11,0,232.5,6,.6881720430107527,-.1623029745700479
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEMERY,putos,g,19.44444444444444,12,0,50,2,.3888888888888888,-.4101744650890493
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEMERY,small cup,g,27.3125,20,0,57.5,4,.475,-.3233063903751334
"liquor (e.g, whisky, coconut wine)",ILOILO,LEMERY,lipid/lapad,mL,375,121,0,375,2,1,0
loaf bread,ILOILO,LEMERY,large packs,g,611.1801242236025,23,0,645,2,.9475660840676009,-.0233904922357759
loaf bread,ILOILO,LEMERY,medium packs,g,480.0000000000001,20,0,480,1,1,9.64327466553e-17
loaf bread,ILOILO,LEMERY,small packs,g,44,42,2,220,1,.2,-.6989700043360187
"prawns, lobster, shrimp",ILOILO,LEMERY,tumpok,g,252.5,7,0,380,3,.6644736842105263,-.17752221416213
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEMERY,bilog,g,15.55555555555555,3,0,70,1,.2222222222222222,-.6532125137753436
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEMERY,pack,g,191.3888888888889,1,0,265,3,.7222222222222223,-.1413291527964692
cabbage,ILOILO,LEON,pieces or units,g,715,13,0,715,27,1,0
camote tops,ILOILO,LEON,bugkos,g,150,88,0,150,8,1,0
carrot,ILOILO,LEON,pieces or units,g,65,11,0,130,27,.5,-.3010299956639811
chicken,ILOILO,LEON,whole (chicken),g,1235,13,0,1205,4,1.024896265560166,.0106799106847973
fresh fish,ILOILO,LEON,pieces or units,g,440,2,0,440,4,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEON,cone,mL,76.15384615384615,2,0,110,5,.6923076923076923,-.1597008428675119
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEON,small cup,mL,47.05882352941177,4,0,100,4,.4705882352941177,-.3273589343863303
"liquor (e.g, whisky, coconut wine)",ILOILO,LEON,lipid/lapad,mL,375,34,0,375,9,1,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEON,long-neck,mL,666.6666666666667,1,0,875,12,.761904761904762,-.1180993120779944
loaf bread,ILOILO,LEON,large packs,g,706.2068965517242,8,0,640,5,1.103448275862069,.0427519804209499
loaf bread,ILOILO,LEON,medium packs,g,470.7692307692308,11,0,450,6,1.046153846153846,.0195955560633808
loaf bread,ILOILO,LEON,small packs,g,360,10,0,360,5,1,0
mango,ILOILO,LEON,pieces or units,g,195,4,0,225,27,.8666666666666667,-.0621479067488445
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEON,bilog,g,50,3,0,250,5,.2,-.6989700043360187
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEON,putos,g,162.3376623376624,38,1,250,10,.6493506493506495,-.187520720836463
cabbage,ILOILO,MAASIN,pieces or units,g,496.5624999999999,37,0,630,16,.7881944444444443,-.1033666305661082
camote,ILOILO,MAASIN,bilog,g,430,1,0,430,5,1,0
camote tops,ILOILO,MAASIN,bugkos,g,180,158,0,180,9,1,0
camote tops,ILOILO,MAASIN,bundle,g,1040,15,0,1040,1,1,0
carrot,ILOILO,MAASIN,pieces or units,g,95,42,0,145,12,.6551724137931034,-.1836443969461271
chicken,ILOILO,MAASIN,whole (chicken),g,1155,35,0,1122.5,4,1.028953229398664,.0123956345528023
"crackers, cookies, buiscuits, chips/curls",ILOILO,MAASIN,pack,g,400,1,0,300,7,1.333333333333333,.1249387366082999
"crackers, cookies, buiscuits, chips/curls",ILOILO,MAASIN,pieces or units,g,6.222222222222221,11,0,28,7,.2222222222222222,-.6532125137753436
fresh fish,ILOILO,MAASIN,pieces or units,g,570,6,0,570,5,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MAASIN,putos,g,25,5,0,50,3,.5,-.3010299956639811
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MAASIN,small cup,g,68.14814814814814,13,0,207.5,4,.3284248103525211,-.4835640421975624
"liquor (e.g, whisky, coconut wine)",ILOILO,MAASIN,lipid/lapad,mL,375,76,1,375,6,1,0
"liquor (e.g, whisky, coconut wine)",ILOILO,MAASIN,long-neck,mL,726.2569832402235,3,0,750,6,.9683426443202979,-.0139709420647565
loaf bread,ILOILO,MAASIN,large packs,g,678.7878787878788,18,0,700,1,.9696969696969696,-.0133639615579815
loaf bread,ILOILO,MAASIN,medium packs,g,400,26,0,550,2,.7272727272727273,-.1383026981662814
pork,ILOILO,MAASIN,pieces or units,g,262.1471427630883,1,0,255,4,1.02802801083564,.012004948108304
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,MAASIN,pack,g,188.8888888888889,1,0,212.5,10,.8888888888888888,-.0511525224473813
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,MAASIN,putos,g,200,81,2,200,1,1,0
rice,ILOILO,MAASIN,sack of rice,g,25000,1,0,25000,3,1,0
cabbage,ILOILO,MIAGAO,pieces or units,g,512.5,20,0,630,16,.8134920634920635,-.0896466797257898
camote tops,ILOILO,MIAGAO,bugkos,g,125,110,0,125,7,1,0
carrot,ILOILO,MIAGAO,pieces or units,g,89.11458333333333,20,0,155,14,.5749327956989247,-.2403829173327408
chicken,ILOILO,MIAGAO,whole (chicken),g,745.5,13,0,1055,15,.7066350710900474,-.1508048118446981
"crackers, cookies, buiscuits, chips/curls",ILOILO,MIAGAO,pieces or units,g,6.800000000000001,3,0,35,12,.1942857142857143,-.7115591316440392
fresh fish,ILOILO,MIAGAO,pieces or units,g,282.5,3,0,640,10,.44140625,-.3551615218284298
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MIAGAO,putos,g,13.75,3,0,55,3,.2500000000000001,-.6020599913279622
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MIAGAO,small cup,g,67.14285714285715,4,0,185,4,.362934362934363,-.4401719104815531
"liquor (e.g, whisky, coconut wine)",ILOILO,MIAGAO,lipid/lapad,mL,375,37,1,375,3,1,0
"liquor (e.g, whisky, coconut wine)",ILOILO,MIAGAO,long-neck,mL,714.2857142857143,4,0,750,5,.9523809523809524,-.021189299069938
loaf bread,ILOILO,MIAGAO,large packs,g,595.047619047619,6,2,660,2,.9015873015873016,-.0449922137425628
loaf bread,ILOILO,MIAGAO,medium packs,g,433.8461538461538,16,0,470,2,.923076923076923,-.034762106259212
loaf bread,ILOILO,MIAGAO,small packs,g,414.0625,7,0,475,12,.8717105263157895,-.0596277096719459
mango,ILOILO,MIAGAO,pieces or units,g,220,1,0,220,19,1,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,MIAGAO,bilog,g,69.33333333333333,3,0,262.5,11,.2641269841269841,-.5781872274988766
beef,ILOILO,MINA,pieces or units,g,1550,1,0,1317.5,2,1.176470588235294,.0705810742857073
cabbage,ILOILO,MINA,pieces or units,g,622.2222222222222,26,0,625,16,.9955555555555555,-.0019344997771997
camote,ILOILO,MINA,bilog,g,126.6666666666667,4,0,192.5,17,.658008658008658,-.1817683919473717
camote tops,ILOILO,MINA,bugkos,g,145,110,0,145,4,1,0
carrot,ILOILO,MINA,pieces or units,g,93.75,26,0,160,14,.5859375,-.2321487062561683
chicken,ILOILO,MINA,whole (chicken),g,1235,23,0,1145,4,1.078602620087336,.0328614709197777
"crackers, cookies, buiscuits, chips/curls",ILOILO,MINA,pack,g,238,1,0,420,3,.5666666666666667,-.2466723333413885
"crackers, cookies, buiscuits, chips/curls",ILOILO,MINA,pieces or units,g,12,11,0,60,12,.2,-.6989700043360187
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MINA,container,mL,950,1,0,950,3,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MINA,pack,mL,700,1,0,700,3,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MINA,pieces or units,mL,44,24,0,120,2,.3666666666666666,-.4357285695614374
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MINA,small cup,mL,55.00000000000001,13,0,110,4,.5000000000000001,-.3010299956639811
"liquor (e.g, whisky, coconut wine)",ILOILO,MINA,lipid/lapad,mL,375,51,0,375,5,1,0
loaf bread,ILOILO,MINA,large packs,g,642.1052631578947,20,0,620,3,1.035653650254669,.0152145402236654
loaf bread,ILOILO,MINA,medium packs,g,411.4285714285714,14,0,450,3,.9142857142857141,-.0389180660303697
loaf bread,ILOILO,MINA,small packs,g,80,20,0,400,3,.2,-.6989700043360187
mango,ILOILO,MINA,pieces or units,g,200,5,0,207.5,11,.963855421686747,-.0159881053841303
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,MINA,bilog,g,150,2,0,250,2,.6,-.2218487496163564
cabbage,ILOILO,NEW LUCENA,pack,g,243.75,1,0,195,3,1.25,.0969100130080564
cabbage,ILOILO,NEW LUCENA,pieces or units,g,592.5,9,0,605,10,.9793388429752066,-.0090670199703274
camote,ILOILO,NEW LUCENA,bilog,g,116.6666666666667,2,0,188.75,9,.6181015452538632,-.2089401706706126
camote tops,ILOILO,NEW LUCENA,bugkos,g,150,23,0,150,3,1,0
carrot,ILOILO,NEW LUCENA,pieces or units,g,77.14285714285714,10,0,95,9,.8120300751879699,-.0904278854801361
chicken,ILOILO,NEW LUCENA,whole (chicken),g,840,6,0,845,5,.9940828402366864,-.0025774228878107
"crackers, cookies, buiscuits, chips/curls",ILOILO,NEW LUCENA,pieces or units,g,6.4,8,0,30,9,.2133333333333333,-.6709412807357752
"crackers, cookies, buiscuits, chips/curls",ILOILO,NEW LUCENA,putos,g,223.8095238095238,35,1,280,9,.7993197278911565,-.097279468140421
fresh fish,ILOILO,NEW LUCENA,pieces or units,g,296.3888888888889,4,0,485,7,.6111111111111112,-.213879819945081
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,NEW LUCENA,putos,g,23.95833333333334,1,0,57.5,4,.4166666666666667,-.380211241711606
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,NEW LUCENA,small cup,g,62.5,1,0,100,6,.625,-.2041199826559248
"liquor (e.g, whisky, coconut wine)",ILOILO,NEW LUCENA,lipid/lapad,mL,227.2727272727273,16,0,375,9,.606060606060606,-.2174839442139063
"liquor (e.g, whisky, coconut wine)",ILOILO,NEW LUCENA,long-neck,mL,583.3333333333334,1,0,750,9,.7777777777777778,-.109144469425068
loaf bread,ILOILO,NEW LUCENA,large packs,g,612.9577464788732,15,1,640,4,.9577464788732394,-.018749436012839
loaf bread,ILOILO,NEW LUCENA,small packs,g,315,5,0,420,1,.75,-.1249387366082999
loaf bread,ILOILO,NEW LUCENA,tama-tama nga putos,g,450,9,0,450,4,1,0
mango,ILOILO,NEW LUCENA,pieces or units,g,262.5,3,0,262.5,8,1,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,NEW LUCENA,bilog,g,23,4,0,115,2,.2,-.6989700043360187
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,NEW LUCENA,putos,g,71.66666666666667,23,0,200,6,.3583333333333333,-.4457127904680383
beef,ILOILO,OTON,pieces or units,g,1155,1,0,1155,3,1,0
cabbage,ILOILO,OTON,pieces or units,g,457.3076923076923,12,0,547.5,9,.8352651914295749,-.0781756168642824
cabbage,ILOILO,OTON,putos (mix vegetable),g,56.25,1,0,110,6,.5113636363636364,-.2912701583748249
camote,ILOILO,OTON,bilog,g,107.5,1,0,110,16,.9772727272727273,-.0099842209066009
camote tops,ILOILO,OTON,bugkos,g,160,50,0,197.5,9,.810126582278481,-.0914471173065542
carrot,ILOILO,OTON,pieces or units,g,64.61538461538461,22,0,110,14,.5874125874125874,-.2310567514031802
chicken,ILOILO,OTON,bilog,g,972.5,18,0,900,9,1.080555555555555,.0336471005584204
"crackers, cookies, buiscuits, chips/curls",ILOILO,OTON,pieces or units,g,6,13,0,39.5,8,.1518987341772152,-.8184458452428165
"crackers, cookies, buiscuits, chips/curls",ILOILO,OTON,putos,g,45.78947368421053,53,0,95,9,.481994459833795,-.3169579536230582
fresh fish,ILOILO,OTON,pieces or units,g,250,4,0,262.5,15,.9523809523809523,-.0211892990699381
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,OTON,pieces or units,g,14.65116279069767,11,0,50,5,.2930232558139535,-.5330979104620236
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,OTON,putos,mL,18,3,0,60,1,.3,-.5228787452803376
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,OTON,small cup,g,34,6,0,85,7,.4,-.3979400086720375
"liquor (e.g, whisky, coconut wine)",ILOILO,OTON,lipid/lapad,mL,362.9032258064516,26,0,375,8,.9677419354838709,-.0142404391146103
"liquor (e.g, whisky, coconut wine)",ILOILO,OTON,long-neck,mL,468.75,1,0,750,8,.625,-.2041199826559248
loaf bread,ILOILO,OTON,large packs,g,608.5245901639344,23,0,650,6,.9361916771752836,-.0286352241067982
loaf bread,ILOILO,OTON,medium packs,g,405.8823529411765,3,0,460,6,.8823529411764706,-.0543576623225927
loaf bread,ILOILO,OTON,small packs,g,72,24,0,360,2,.2,-.6989700043360187
mango,ILOILO,OTON,pieces or units,g,165,7,0,210,18,.7857142857142857,-.104735350520013
pork,ILOILO,OTON,1 serve,g,515,1,0,515,1,1,0
pork,ILOILO,OTON,stick,g,5,1,0,25,1,.2,-.6989700043360187
"prawns, lobster, shrimp",ILOILO,OTON,pieces or units,g,15,1,0,15,3,1,0
"prawns, lobster, shrimp",ILOILO,OTON,tumpok,g,222.5,5,0,245,3,.9081632653061225,-.0418360690475821
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,OTON,bilog,g,15.83850931677019,6,0,222.5,6,.0711843115360458,-1.147615710914845
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,OTON,putos,g,216.6666666666667,46,0,362.5,8,.5977011494252873,-.2235159089838194
rice,ILOILO,OTON,salmon,g,425,18,0,425,4,1,0
cabbage,ILOILO,POTOTAN,half,g,160,1,0,160,5,1,0
cabbage,ILOILO,POTOTAN,pieces or units,g,692.5000000000001,19,0,695,18,.9964028776978419,-.0015650268536277
camote tops,ILOILO,POTOTAN,bugkos,g,125,116,0,125,11,1,0
carrot,ILOILO,POTOTAN,pieces or units,g,153.8333333333333,14,0,190,22,.8096491228070174,-.0917031503105606
chicken,ILOILO,POTOTAN,whole (chicken),g,904.1379310344828,10,0,920,10,.9827586206896552,-.0075531378904458
"crackers, cookies, buiscuits, chips/curls",ILOILO,POTOTAN,pieces or units,g,6.2,21,0,39,10,.158974358974359,-.7986729175282452
"crackers, cookies, buiscuits, chips/curls",ILOILO,POTOTAN,putos,g,76.85416666666666,20,0,90,15,.8539351851851851,-.0685750915881087
fresh fish,ILOILO,POTOTAN,pieces or units,g,213.1818181818182,6,0,485,12,.4395501405810685,-.3569915767093865
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,POTOTAN,cone,mL,22,1,0,110,5,.2,-.6989700043360187
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,POTOTAN,pieces or units,mL,62.5,9,0,70,5,.8928571428571429,-.0492180226701816
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,POTOTAN,small cup,mL,80,6,0,100,8,.8,-.0969100130080564
"liquor (e.g, whisky, coconut wine)",ILOILO,POTOTAN,lipid/lapad,mL,385.8520900321543,46,0,375,9,1.028938906752412,.0123895892930684
"liquor (e.g, whisky, coconut wine)",ILOILO,POTOTAN,long-neck,mL,635.4166666666667,2,0,750,9,.8472222222222223,-.0720026614205014
loaf bread,ILOILO,POTOTAN,large packs,g,627.4130105900152,17,0,640,8,.9803328290468988,-.0086264536150468
loaf bread,ILOILO,POTOTAN,medium packs,g,450.0000000000001,21,0,450,8,1,9.64327466553e-17
loaf bread,ILOILO,POTOTAN,small packs,g,80,20,0,400,1,.2,-.6989700043360187
mango,ILOILO,POTOTAN,pieces or units,g,230,10,0,275,19,.8363636363636363,-.0776048578126698
pork,ILOILO,POTOTAN,pieces or units,g,214.9874574266862,1,0,205,7,1.04871930452042,.02065926244463
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,POTOTAN,bilog,g,50,9,0,250,5,.2,-.6989700043360187
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,POTOTAN,putos,g,193.4523809523809,44,1,250,7,.7738095238095237,-.1113659294190261
rice,ILOILO,POTOTAN,salmon,g,310,14,0,310,1,1,0
cabbage,ILOILO,SAN DIONISIO,pieces or units,g,817.5,13,0,817.5,4,1,0
cabbage,ILOILO,SAN DIONISIO,sliced,g,65,1,0,65,2,1,0
camote,ILOILO,SAN DIONISIO,bilog,g,130,1,0,135,13,.9629629629629629,-.0163904161881694
camote tops,ILOILO,SAN DIONISIO,bugkos,g,305,164,0,305,4,1,0
carrot,ILOILO,SAN DIONISIO,pieces or units,g,104.3478260869565,19,0,135,9,.7729468599033816,-.111850362800993
chicken,ILOILO,SAN DIONISIO,bilog,g,1070,3,0,1135,3,.9427312775330396,-.0256120838439319
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN DIONISIO,pieces or units,g,4.4,29,0,22,1,.2,-.6989700043360187
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN DIONISIO,putos,g,123.0232558139535,10,0,280,7,.4393687707641196,-.35717081488662
fresh fish,ILOILO,SAN DIONISIO,pieces or units,g,596.125,12,0,525,3,1.135476190476191,.0551780320359667
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN DIONISIO,pieces or units,g,15,25,0,52.5,4,.2857142857142857,-.5440680443502756
"liquor (e.g, whisky, coconut wine)",ILOILO,SAN DIONISIO,lipid/lapad,mL,375,67,0,750,7,.5,-.3010299956639811
loaf bread,ILOILO,SAN DIONISIO,medium packs,g,471.3178294573644,13,0,571.25,9,.8250640340610318,-.0835123441044206
loaf bread,ILOILO,SAN DIONISIO,tama-tama nga putos,g,92.78350515463917,7,0,450,1,.2061855670103093,-.6857417386022636
mango,ILOILO,SAN DIONISIO,pieces or units,g,151.25,2,0,220,4,.6875,-.1627272974976997
"prawns, lobster, shrimp",ILOILO,SAN DIONISIO,tumpok,g,775,4,0,775,3,1,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SAN DIONISIO,putos,g,225,68,2,250,1,.9,-.0457574905606751
cabbage,ILOILO,SAN ENRIQUE,pieces or units,g,767.2,8,0,860,13,.892093023255814,-.0495898570809605
cabbage,ILOILO,SAN ENRIQUE,small packs,g,50,1,0,100,2,.5,-.3010299956639811
camote,ILOILO,SAN ENRIQUE,bilog,g,22.5,2,0,112.5,8,.2,-.6989700043360187
camote tops,ILOILO,SAN ENRIQUE,bugkos,g,235,111,0,235,5,1,0
camote tops,ILOILO,SAN ENRIQUE,bundle,g,730,11,0,730,3,1,0
carrot,ILOILO,SAN ENRIQUE,pieces or units,g,75.55555555555556,13,0,170,9,.4444444444444445,-.3521825181113624
chicken,ILOILO,SAN ENRIQUE,whole (chicken),g,1050,17,0,1025,4,1.024390243902439,.010465433678165
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN ENRIQUE,pieces or units,g,5.623255813953488,10,0,32,7,.1757267441860465,-.7551621373747394
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN ENRIQUE,putos,g,279.2592592592593,19,0,308,7,.9066859066859068,-.0425431347896575
fresh fish,ILOILO,SAN ENRIQUE,pieces or units,g,312.0967741935484,8,0,340,3,.9179316888045541,-.0371896371855788
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN ENRIQUE,pieces or units,g,28.96551724137931,11,2,70,1,.4137931034482759,-.3832167518513312
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN ENRIQUE,putos,g,28.75,3,0,57.5,2,.5,-.3010299956639811
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN ENRIQUE,small cup,g,22.16666666666667,6,0,66.5,2,.3333333333333334,-.4771212547196623
"liquor (e.g, whisky, coconut wine)",ILOILO,SAN ENRIQUE,lipid/lapad,mL,375,59,1,375,8,1,0
"liquor (e.g, whisky, coconut wine)",ILOILO,SAN ENRIQUE,long-neck,mL,625,1,0,750,6,.8333333333333334,-.0791812460476248
loaf bread,ILOILO,SAN ENRIQUE,large packs,g,568.8888888888889,17,0,640,3,.888888888888889,-.0511525224473813
loaf bread,ILOILO,SAN ENRIQUE,medium packs,g,450,11,0,450,3,1,0
loaf bread,ILOILO,SAN ENRIQUE,small packs,g,410,8,0,410,2,1,0
"prawns, lobster, shrimp",ILOILO,SAN ENRIQUE,pieces or units,g,140,1,0,140,1,1,0
