province,pull_municipal_city,cons_name,harmonized_nsu_unit,n_raw_units,raw_units,points_pooled,points_naive
ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
ANTIQUE,SEBASTE,loaf bread,large packs,1,daragkul nga putos,3,3
ANTIQUE,SEBASTE,loaf bread,small packs,1,gagmay nga putos,3,3
ANTIQUE,SEBASTE,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,3,3
ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ANTIQUE,SIBALOM,chicken,bilog,1,bilog,3,3
ANTIQUE,SIBALOM,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ANTIQUE,SIBALOM,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,3,3
ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ANTIQUE,SIBALOM,rice,letse,1,letse,3,3
ANTIQUE,SIBALOM,rice,salmon,1,salmon,3,3
ANTIQUE,TIBIAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
ANTIQUE,TIBIAO,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ANTIQUE,TIBIAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ANTIQUE,TOBIAS FORNIER,chicken,bilog,1,bilog,3,3
ANTIQUE,TOBIAS FORNIER,chicken,pieces or units,1,binilog,3,3
ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
ANTIQUE,TOBIAS FORNIER,loaf bread,medium packs,1,medium nga putos,3,3
ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ANTIQUE,TOBIAS FORNIER,rice,letse,1,letse,3,3
ANTIQUE,TOBIAS FORNIER,rice,salmon,1,salmon,3,3
ANTIQUE,VALDERRAMA,chicken,pieces or units,1,binilog,3,3
ANTIQUE,VALDERRAMA,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ANTIQUE,VALDERRAMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,CUARTERO,chicken,bilog,1,bilog,3,3
CAPIZ,CUARTERO,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
CAPIZ,CUARTERO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,CUARTERO,loaf bread,medium packs,1,medium,3,3
CAPIZ,CUARTERO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,DAO,chicken,bilog,1,bilog,3,3
CAPIZ,DAO,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,DAO,fresh fish,pieces or units,1,bilog,3,3
CAPIZ,DAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
CAPIZ,DAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,DAO,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
CAPIZ,DAO,loaf bread,large packs,1,large,3,3
CAPIZ,DAO,"prawns, lobster, shrimp",tumpok,1,tumpok,3,3
CAPIZ,DAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,DUMALAG,chicken,bilog,1,bilog,3,3
CAPIZ,DUMALAG,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,DUMALAG,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,DUMALAG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,DUMALAG,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
CAPIZ,DUMALAG,loaf bread,medium packs,1,medium,3,3
CAPIZ,DUMALAG,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
CAPIZ,DUMALAG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,3,3
CAPIZ,DUMALAG,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,DUMARAO,chicken,bilog,1,bilog,3,3
CAPIZ,DUMARAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,DUMARAO,loaf bread,medium packs,1,medium,3,3
CAPIZ,DUMARAO,mango,pieces or units,1,bilog,3,3
CAPIZ,DUMARAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,IVISAN,cabbage,pieces or units,1,bilog,3,3
CAPIZ,IVISAN,chicken,bilog,1,bilog,3,3
CAPIZ,IVISAN,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,IVISAN,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,IVISAN,fresh fish,pieces or units,1,bilog,3,3
CAPIZ,IVISAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,IVISAN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
CAPIZ,IVISAN,"prawns, lobster, shrimp",tumpok,1,tumpok,3,3
CAPIZ,IVISAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,JAMINDAN,carrot,pieces or units,1,bilog,3,3
CAPIZ,JAMINDAN,chicken,bilog,1,bilog,3,3
CAPIZ,JAMINDAN,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,JAMINDAN,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,JAMINDAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,JAMINDAN,loaf bread,large packs,1,dalagku nga putos,3,3
CAPIZ,JAMINDAN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
CAPIZ,JAMINDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,JAMINDAN,rice,letse,1,letse,3,3
CAPIZ,MA-AYON,chicken,bilog,1,bilog,3,3
CAPIZ,MA-AYON,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,MA-AYON,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
CAPIZ,MA-AYON,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,MA-AYON,fresh fish,pieces or units,1,bilog,3,3
CAPIZ,MA-AYON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
CAPIZ,MA-AYON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,3,3
CAPIZ,MA-AYON,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,MA-AYON,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
CAPIZ,MA-AYON,loaf bread,medium packs,1,medium,3,3
CAPIZ,MA-AYON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,MAMBUSAO,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
CAPIZ,MAMBUSAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,MAMBUSAO,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
CAPIZ,MAMBUSAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,PANAY,chicken,bilog,1,bilog,3,3
CAPIZ,PANAY,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,PANAY,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
CAPIZ,PANAY,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,PANAY,fresh fish,pieces or units,1,bilog,3,3
CAPIZ,PANAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
CAPIZ,PANAY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,PANAY,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
CAPIZ,PANAY,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
CAPIZ,PANAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,3,3
CAPIZ,PANAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,PANITAN,cabbage,pieces or units,1,bilog,3,3
CAPIZ,PANITAN,chicken,bilog,1,bilog,3,3
CAPIZ,PANITAN,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,PANITAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
CAPIZ,PANITAN,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,PANITAN,fresh fish,pieces or units,1,bilog,3,3
CAPIZ,PANITAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,PANITAN,loaf bread,large packs,1,large,3,3
CAPIZ,PANITAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,PILAR,chicken,bilog,1,bilog,3,3
CAPIZ,PILAR,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,PILAR,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
CAPIZ,PILAR,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,PILAR,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,PILAR,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,PILAR,rice,letse,1,letse,3,3
CAPIZ,PONTEVEDRA,carrot,pieces or units,1,bilog,3,3
CAPIZ,PONTEVEDRA,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
CAPIZ,PONTEVEDRA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,PONTEVEDRA,loaf bread,large packs,1,large,3,3
CAPIZ,PONTEVEDRA,loaf bread,medium packs,1,medium,3,3
CAPIZ,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,3,3
CAPIZ,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,PRESIDENT ROXAS,fresh fish,pieces or units,1,bilog,3,3
CAPIZ,PRESIDENT ROXAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
CAPIZ,PRESIDENT ROXAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,3,3
CAPIZ,PRESIDENT ROXAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,SAPI-AN,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,SAPI-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
CAPIZ,SAPI-AN,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,SAPI-AN,loaf bread,medium packs,1,medium,3,3
CAPIZ,SAPI-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,SIGMA,chicken,bilog,1,bilog,3,3
CAPIZ,SIGMA,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,SIGMA,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
CAPIZ,SIGMA,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,SIGMA,fresh fish,pieces or units,1,bilog,3,3
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,3,3
CAPIZ,SIGMA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,SIGMA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
CAPIZ,SIGMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,TAPAZ,camote tops,bundle,1,bundle,3,3
CAPIZ,TAPAZ,chicken,bilog,1,bilog,3,3
CAPIZ,TAPAZ,chicken,whole (chicken),1,whole (chicken),3,3
CAPIZ,TAPAZ,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
CAPIZ,TAPAZ,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
CAPIZ,TAPAZ,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
CAPIZ,TAPAZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
CAPIZ,TAPAZ,rice,salmon,1,salmon,3,3
ILOILO,AJUY,cabbage,pieces or units,1,bilog,3,3
ILOILO,AJUY,chicken,bilog,1,bilog,3,3
ILOILO,AJUY,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,AJUY,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,AJUY,fresh fish,pieces or units,1,bilog,3,3
ILOILO,AJUY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,AJUY,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
ILOILO,AJUY,loaf bread,medium packs,1,medium,3,3
ILOILO,AJUY,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
ILOILO,AJUY,mango,pieces or units,1,bilog,3,3
ILOILO,AJUY,"prawns, lobster, shrimp",tumpok,1,tumpok,3,3
ILOILO,AJUY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,3,3
ILOILO,AJUY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,ALIMODIAN,chicken,bilog,1,bilog,3,3
ILOILO,ALIMODIAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
ILOILO,ALIMODIAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,ALIMODIAN,rice,salmon,1,salmon,3,3
ILOILO,ANILAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
ILOILO,ANILAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,ANILAO,loaf bread,small packs,1,gagmay nga putos,3,3
ILOILO,ANILAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,BADIANGAN,cabbage,pieces or units,1,bilog,3,3
ILOILO,BADIANGAN,chicken,bilog,1,bilog,3,3
ILOILO,BADIANGAN,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,BADIANGAN,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,BADIANGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
ILOILO,BADIANGAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,BADIANGAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
ILOILO,BADIANGAN,loaf bread,medium packs,1,medium,3,3
ILOILO,BADIANGAN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
ILOILO,BADIANGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,3,3
ILOILO,BADIANGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,BADIANGAN,rice,salmon,1,salmon,3,3
ILOILO,BALASAN,chicken,bilog,1,bilog,3,3
ILOILO,BALASAN,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,BALASAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
ILOILO,BALASAN,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,BALASAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,BALASAN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
ILOILO,BALASAN,"prawns, lobster, shrimp",tumpok,1,tumpok,3,3
ILOILO,BALASAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,BALASAN,rice,letse,1,letse,3,3
ILOILO,BANATE,chicken,bilog,1,bilog,3,3
ILOILO,BANATE,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,BANATE,fresh fish,pack,1,putos,3,3
ILOILO,BANATE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
ILOILO,BANATE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,BANATE,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
ILOILO,BANATE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,BANATE,rice,salmon,1,salmon,3,3
ILOILO,BAROTAC NUEVO,chicken,bilog,1,bilog,3,3
ILOILO,BAROTAC NUEVO,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,BAROTAC NUEVO,fresh fish,pieces or units,1,bilog,3,3
ILOILO,BAROTAC NUEVO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,BAROTAC NUEVO,loaf bread,medium packs,1,medium,3,3
ILOILO,BAROTAC NUEVO,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
ILOILO,BAROTAC NUEVO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,BAROTAC NUEVO,rice,salmon,1,salmon,3,3
ILOILO,BAROTAC VIEJO,camote tops,bundle,1,bundle,3,3
ILOILO,BAROTAC VIEJO,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,BAROTAC VIEJO,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,3,3
ILOILO,BAROTAC VIEJO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,BAROTAC VIEJO,rice,salmon,1,salmon,3,3
ILOILO,BATAD,carrot,pieces or units,1,bilog,3,3
ILOILO,BATAD,chicken,bilog,1,bilog,3,3
ILOILO,BATAD,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,BATAD,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,BATAD,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,BATAD,loaf bread,large packs,1,dalagku nga putos,3,3
ILOILO,BATAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,3,3
ILOILO,BATAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,BATAD,rice,letse,1,letse,3,3
ILOILO,BINGAWAN,chicken,bilog,1,bilog,3,3
ILOILO,BINGAWAN,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,BINGAWAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,BINGAWAN,rice,salmon,1,salmon,3,3
ILOILO,CABATUAN,cabbage,pieces or units,1,bilog,3,3
ILOILO,CABATUAN,chicken,bilog,1,bilog,3,3
ILOILO,CABATUAN,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,CABATUAN,fresh fish,pieces or units,1,bilog,3,3
ILOILO,CABATUAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,CABATUAN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
ILOILO,CABATUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,CABATUAN,rice,salmon,1,salmon,3,3
ILOILO,CALINOG,chicken,bilog,1,bilog,3,3
ILOILO,CALINOG,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,CALINOG,fresh fish,pieces or units,1,bilog,3,3
ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,CALINOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,CALINOG,rice,salmon,1,salmon,3,3
ILOILO,CARLES,cabbage,pieces or units,1,bilog,3,3
ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,CARLES,fresh fish,pieces or units,1,bilog,3,3
ILOILO,CARLES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
ILOILO,CARLES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,3,3
ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,CARLES,loaf bread,medium packs,1,medium,3,3
ILOILO,CARLES,loaf bread,tama-tama nga putos,1,tama-tama nga putos,3,3
ILOILO,CARLES,"prawns, lobster, shrimp",tumpok,1,tumpok,3,3
ILOILO,CARLES,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,CONCEPCION,chicken,bilog,1,bilog,3,3
ILOILO,CONCEPCION,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,CONCEPCION,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,CONCEPCION,fresh fish,pieces or units,1,bilog,3,3
ILOILO,CONCEPCION,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,CONCEPCION,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,CONCEPCION,rice,letse,1,letse,3,3
ILOILO,DINGLE,chicken,bilog,1,bilog,3,3
ILOILO,DINGLE,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,DINGLE,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,DINGLE,fresh fish,pieces or units,1,bilog,3,3
ILOILO,DINGLE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,3,3
ILOILO,DINGLE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,DINGLE,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,3,3
ILOILO,DINGLE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,DINGLE,rice,salmon,1,salmon,3,3
ILOILO,DUEAS,chicken,bilog,1,bilog,3,3
ILOILO,DUEAS,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,3,3
ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,3,3
ILOILO,DUEAS,fresh fish,pieces or units,1,bilog,3,3
ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,3,3
ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,DUEAS,mango,pieces or units,1,bilog,3,3
ILOILO,DUEAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,DUEAS,rice,salmon,1,salmon,3,3
ILOILO,DUMANGAS,chicken,bilog,1,bilog,3,3
ILOILO,DUMANGAS,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,DUMANGAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,DUMANGAS,loaf bread,large packs,1,large,3,3
ILOILO,DUMANGAS,loaf bread,small packs,1,small,3,3
ILOILO,DUMANGAS,mango,pieces or units,1,bilog,3,3
ILOILO,DUMANGAS,"prawns, lobster, shrimp",tumpok,1,tumpok,3,3
ILOILO,DUMANGAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,DUMANGAS,rice,letse,1,letse,3,3
ILOILO,ESTANCIA,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,ESTANCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,3,3
ILOILO,ESTANCIA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,3,3
ILOILO,ESTANCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,3,3
ILOILO,GUIMBAL,chicken,bilog,1,bilog,3,3
ILOILO,GUIMBAL,chicken,pieces or units,1,binilog,3,3
ILOILO,GUIMBAL,chicken,whole (chicken),1,whole (chicken),3,3
ILOILO,GUIMBAL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga tasa,3,3
