province,pull_municipal_city,cons_name,pull_nsu_unit,cleaned_nsu_unit,harmonized_nsu_unit,source,cell_merge_with,n_cell_merged,cause_label,in_MS_as,fallback_harmonized_nsu_unit,price_case_id
ANTIQUE,PANDAN,beef,patupa,patupa,patupa,Price Only,,1,empty/uncommon,,,11687.0
ILOILO,BAROTAC VIEJO,beef,1/2,half,half,MS & Price,,1,,,,
ILOILO,IGBARAS,beef,intestine,intestine,intestine,MS & Price,,1,,,,
ILOILO,MINA,beef,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,OTON,beef,bilog,bilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,TIBIAO,beer,1 case,case,case,Price Only,,1,empty/uncommon,,,11779.0
CAPIZ,MAMBUSAO,beer,1 case,case,case,Price Only,,1,empty/uncommon,,,11875.0
CAPIZ,PANAY,beer,case,case,case,MS & Price,,1,,,,
AKLAN,ALTAVAS,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
AKLAN,ALTAVAS,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11496.0
AKLAN,BANGA,cabbage,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,BATAN,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
AKLAN,BATAN,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11517.0
AKLAN,BURUANGA,cabbage,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,BURUANGA,cabbage,small pack for pancit (noodles),small packs,small packs,MS & Price,,1,,,,
AKLAN,IBAJAY,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
AKLAN,IBAJAY,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11537.0
AKLAN,LIBACAO,cabbage,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,MADALAG,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
AKLAN,MADALAG,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11562.0
AKLAN,MAKATO,cabbage,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,MALAY,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
AKLAN,MALAY,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11575.0
AKLAN,MALINAO,cabbage,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,NABAS,cabbage,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,NEW WASHINGTON,cabbage,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,TANGALAN,cabbage,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,BARBAZA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,BELISON,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,BELISON,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11606.0
ANTIQUE,BUGASONG,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,BUGASONG,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11611.0
ANTIQUE,CULASI,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,CULASI,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11625.0
ANTIQUE,HAMTIC,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,HAMTIC,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11639.0
ANTIQUE,LAUA-AN,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,LAUA-AN,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11658.0
ANTIQUE,LIBERTAD,cabbage,pack,pack,pack,Price Only,per pack,2,empty/uncommon,,,11672.0
ANTIQUE,LIBERTAD,cabbage,per pack,pack,pack,Price Only,pack,2,empty/uncommon,,,11673.0
ANTIQUE,LIBERTAD,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,LIBERTAD,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11671.0
ANTIQUE,PANDAN,cabbage,pack,pack,pack,MS & Price,,1,,,,
ANTIQUE,PANDAN,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,PANDAN,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11688.0
ANTIQUE,PATNONGON,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,PATNONGON,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11706.0
ANTIQUE,PATNONGON,cabbage,mixmix,putos (mix vegetable),putos (mix vegetable),MS & Price,,1,,,,
ANTIQUE,SAN REMIGIO,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,SAN REMIGIO,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11725.0
ANTIQUE,SEBASTE,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,SEBASTE,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11742.0
ANTIQUE,SIBALOM,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,SIBALOM,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11754.0
ANTIQUE,TIBIAO,cabbage,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,TOBIAS FORNIER,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,TOBIAS FORNIER,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11789.0
ANTIQUE,VALDERRAMA,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ANTIQUE,VALDERRAMA,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11806.0
CAPIZ,CUARTERO,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,DAO,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,DAO,cabbage,mix-mix cabbage and carrots,putos (mix vegetable),putos (mix vegetable),MS & Price,putos /mix mix,2,,,,
CAPIZ,DAO,cabbage,putos /mix mix,putos /mix mix,putos (mix vegetable),Price Only,mix-mix cabbage and carrots,2,harmonizable,putos (mix vegetable),,11819.0
CAPIZ,DAO,cabbage,small packs,small packs,small packs,Price Only,,1,empty/uncommon,,,11820.0
CAPIZ,DUMALAG,cabbage,in a pack,pack,pack,MS & Price,,1,,,,
CAPIZ,DUMALAG,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,DUMARAO,cabbage,pack,pack,pack,MS & Price,packs,2,,,,
CAPIZ,DUMARAO,cabbage,packs,pack,pack,MS & Price,pack,2,,,,
CAPIZ,DUMARAO,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,IVISAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,JAMINDAN,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
CAPIZ,JAMINDAN,cabbage,binilog,binilog,pieces or units,MS & Price,bilog,2,,,,
CAPIZ,MA-AYON,cabbage,pack,pack,pack,MS & Price,,1,,,,
CAPIZ,MA-AYON,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,MAMBUSAO,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,PANAY,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,PANAY,cabbage,packs of mix vegies,putos (mix vegetable),putos (mix vegetable),MS & Price,,1,,,,
CAPIZ,PANAY,cabbage,tumpok,tumpok,tumpok,Price Only,,1,nonsensical (unmappable),,,11888.0
CAPIZ,PANITAN,cabbage,half of 1 unit/pieces,half,half,MS & Price,,1,,,,
CAPIZ,PANITAN,cabbage,shredded cabbage,pack,pack,Price Only,,1,empty/uncommon,,,11903.0
CAPIZ,PANITAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,PANITAN,cabbage,mixmix,putos (mix vegetable),putos (mix vegetable),MS & Price,,1,,,,
CAPIZ,PILAR,cabbage,mix vegetables (per tumbok),mix vegetables (per tumbok),mix vegetables (per tumbok),Price Only,,1,nonsensical (unmappable),,,11911.0
CAPIZ,PILAR,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,PONTEVEDRA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,PRESIDENT ROXAS,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,PRESIDENT ROXAS,cabbage,mixmix,putos (mix vegetable),putos (mix vegetable),MS & Price,,1,,,,
CAPIZ,SAPI-AN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,SAPI-AN,cabbage,mixmix,putos (mix vegetable),putos (mix vegetable),MS & Price,,1,,,,
CAPIZ,SIGMA,cabbage,half slice,half,half,MS & Price,,1,,,,
CAPIZ,SIGMA,cabbage,putos,pack,pack,Price Only,,1,empty/uncommon,,,11949.0
CAPIZ,SIGMA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
CAPIZ,SIGMA,cabbage,mix slice of cabbage,putos (mix vegetable),putos (mix vegetable),MS & Price,,1,,,,
CAPIZ,TAPAZ,cabbage,pack,pack,pack,MS & Price,,1,,,,
CAPIZ,TAPAZ,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,AJUY,cabbage,pack,pack,pack,MS & Price,pack shredded cabbbage; packs; shredded cabbage(pack),4,,,,
ILOILO,AJUY,cabbage,pack shredded cabbbage,pack,pack,Price Only,pack; packs; shredded cabbage(pack),4,harmonizable,pack,,11984.0
ILOILO,AJUY,cabbage,packs,pack,pack,Price Only,pack; pack shredded cabbbage; shredded cabbage(pack),4,harmonizable,pack,,11985.0
ILOILO,AJUY,cabbage,shredded cabbage(pack),pack,pack,MS & Price,pack; pack shredded cabbbage; packs,4,,,,
ILOILO,AJUY,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,ALIMODIAN,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ILOILO,ALIMODIAN,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,11994.0
ILOILO,ALIMODIAN,cabbage,mixmix,putos (mix vegetable),putos (mix vegetable),MS & Price,,1,,,,
ILOILO,BADIANGAN,cabbage,half,half,half,MS & Price,,1,,,,
ILOILO,BADIANGAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,BALASAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,BANATE,cabbage,bilog,bilog,pieces or units,MS & Price,pieces or units,2,,,,
ILOILO,BANATE,cabbage,pieces or units,pieces or units,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12032.0
ILOILO,BAROTAC NUEVO,cabbage,pack,pack,pack,MS & Price,,1,,,,
ILOILO,BAROTAC NUEVO,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,BAROTAC VIEJO,cabbage,1 chop,1 chop,1 chop,Price Only,,1,nonsensical (recoverable),,,12051.0
ILOILO,BAROTAC VIEJO,cabbage,pack,pack,pack,Price Only,"pack,shredded",2,harmonizable,pack,,12052.0
ILOILO,BAROTAC VIEJO,cabbage,"pack,shredded",pack,pack,MS & Price,pack,2,,,,
ILOILO,BAROTAC VIEJO,cabbage,bilog,bilog,pieces or units,MS & Price,pieces or units,2,,,,
ILOILO,BAROTAC VIEJO,cabbage,pieces or units,pieces or units,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12053.0
ILOILO,BATAD,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,BINGAWAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,CABATUAN,cabbage,putos,pack,pack,Price Only,,1,empty/uncommon,,,12087.0
ILOILO,CABATUAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,CABATUAN,cabbage,putos (halo - halo),putos (mix vegetable),putos (mix vegetable),MS & Price,,1,,,,
ILOILO,CALINOG,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,CARLES,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,CONCEPCION,cabbage,bilog,bilog,pieces or units,MS & Price,pieces or units,2,,,,
ILOILO,CONCEPCION,cabbage,pieces or units,pieces or units,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12112.0
ILOILO,DINGLE,cabbage,pack,pack,pack,MS & Price,putos,2,,,,
ILOILO,DINGLE,cabbage,putos,pack,pack,Price Only,pack,2,harmonizable,pack,,12121.0
ILOILO,DINGLE,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,DINGLE,cabbage,slice,sliced,sliced,Price Only,,1,empty/uncommon,,,12122.0
ILOILO,DUEAS,cabbage,putos,pack,pack,Price Only,,1,empty/uncommon,,,12140.0
ILOILO,DUEAS,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,DUMANGAS,cabbage,pack,pack,pack,Price Only,putos,2,empty/uncommon,,,12152.0
ILOILO,DUMANGAS,cabbage,putos,pack,pack,Price Only,pack,2,empty/uncommon,,,12154.0
ILOILO,DUMANGAS,cabbage,bilog,bilog,pieces or units,MS & Price,piraso,2,,,,
ILOILO,DUMANGAS,cabbage,piraso,piraso,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12153.0
ILOILO,ESTANCIA,cabbage,packs,pack,pack,MS & Price,,1,,,,
ILOILO,ESTANCIA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,GUIMBAL,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ILOILO,GUIMBAL,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12175.0
ILOILO,IGBARAS,cabbage,pack,pack,pack,Price Only,putos,2,empty/uncommon,,,12179.0
ILOILO,IGBARAS,cabbage,putos,pack,pack,Price Only,pack,2,empty/uncommon,,,12180.0
ILOILO,IGBARAS,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,JANIUAY,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ILOILO,JANIUAY,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12193.0
ILOILO,LAMBUNAO,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ILOILO,LAMBUNAO,cabbage,binilog,binilog,pieces or units,MS & Price,bilog,2,,,,
ILOILO,LEGANES,cabbage,putos,pack,pack,MS & Price,,1,,,,
ILOILO,LEGANES,cabbage,bilog,bilog,pieces or units,MS & Price,piraso,2,,,,
ILOILO,LEGANES,cabbage,piraso,piraso,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12222.0
ILOILO,LEMERY,cabbage,buskos,buskos,buskos,Price Only,,1,nonsensical (unmappable),,,12232.0
ILOILO,LEMERY,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,LEON,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ILOILO,LEON,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12251.0
ILOILO,MAASIN,cabbage,bilog,bilog,pieces or units,MS & Price,pieces or units,2,,,,
ILOILO,MAASIN,cabbage,pieces or units,pieces or units,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12263.0
ILOILO,MIAGAO,cabbage,putos /supot,pack,pack,Price Only,,1,empty/uncommon,,,12278.0
ILOILO,MIAGAO,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ILOILO,MIAGAO,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12277.0
ILOILO,MINA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,NEW LUCENA,cabbage,putos,pack,pack,MS & Price,,1,,,,
ILOILO,NEW LUCENA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,OTON,cabbage,pack,pack,pack,Price Only,,1,empty/uncommon,,,12315.0
ILOILO,OTON,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,OTON,cabbage,pack of mixed vegetables,putos (mix vegetable),putos (mix vegetable),MS & Price,,1,,,,
ILOILO,POTOTAN,cabbage,1/2 of whole,half,half,MS & Price,,1,,,,
ILOILO,POTOTAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,SAN DIONISIO,cabbage,putos (pack),pack,pack,Price Only,,1,empty/uncommon,,,12333.0
ILOILO,SAN DIONISIO,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,SAN DIONISIO,cabbage,sliced,sliced,sliced,MS & Price,,1,,,,
ILOILO,SAN ENRIQUE,cabbage,bilog,bilog,pieces or units,MS & Price,pieces or units,2,,,,
ILOILO,SAN ENRIQUE,cabbage,pieces or units,pieces or units,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12344.0
ILOILO,SAN ENRIQUE,cabbage,pack of ice wrapper,small packs,small packs,MS & Price,,1,,,,
ILOILO,SAN JOAQUIN,cabbage,putos,pack,pack,MS & Price,,1,,,,
ILOILO,SAN JOAQUIN,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ILOILO,SAN JOAQUIN,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12356.0
ILOILO,SAN MIGUEL,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,SAN RAFAEL,cabbage,putos,pack,pack,MS & Price,,1,,,,
ILOILO,SAN RAFAEL,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,SANTA BARBARA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,SARA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
ILOILO,TIGBAUAN,cabbage,bilog,bilog,pieces or units,Price Only,pieces or units,2,harmonizable,pieces or units,,12393.0
ILOILO,TIGBAUAN,cabbage,pieces or units,pieces or units,pieces or units,MS & Price,bilog,2,,,,
ILOILO,TIGBAUAN,cabbage,putos,pack,putos (mix vegetable),MS & Price,,1,,,,
ILOILO,TUBUNGAN,cabbage,pack,pack,pack,MS & Price,,1,,,,
ILOILO,TUBUNGAN,cabbage,bilog,bilog,pieces or units,MS & Price,binilog,2,,,,
ILOILO,TUBUNGAN,cabbage,binilog,binilog,pieces or units,Price Only,bilog,2,harmonizable,bilog,,12398.0
ILOILO,ZARRAGA,cabbage,putos,pack,pack,MS & Price,,1,,,,
ILOILO,ZARRAGA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,BINALBAGAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,CALATRAVA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,CANDONI,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,CAUAYAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,HINIGARAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),cabbage,packs,pack,pack,MS & Price,,1,,,,
NEGROS OCCIDENTAL,ILOG,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,ISABELA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,LA CASTELLANA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,MANAPLA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,MURCIA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,PONTEVEDRA,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,PULUPANDAN,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,SAN ENRIQUE,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,TOBOSO,cabbage,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,VALLADOLID,cabbage,bilog,bilog,pieces or units,MS & Price,pieces or units,2,,,,
NEGROS OCCIDENTAL,VALLADOLID,cabbage,pieces or units,pieces or units,pieces or units,MS & Price,bilog,2,,,,
AKLAN,ALTAVAS,camote,binilog,binilog,binilog,Price Only,,1,empty/uncommon,,,11497.0
AKLAN,BURUANGA,camote,binilog,binilog,binilog,MS & Price,,1,,,,
AKLAN,IBAJAY,camote,binilog,binilog,binilog,MS & Price,,1,,,,
AKLAN,MADALAG,camote,binilog,binilog,binilog,MS & Price,,1,,,,
AKLAN,MALAY,camote,binilog,binilog,binilog,MS & Price,,1,,,,
ANTIQUE,BARBAZA,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,BELISON,camote,binilog,binilog,binilog,MS & Price,,1,,,,
ANTIQUE,BUGASONG,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,CULASI,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,HAMTIC,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,HAMTIC,camote,tupok,tumpok,tumpok,Price Only,,1,empty/uncommon,,,11641.0
ANTIQUE,LIBERTAD,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,PATNONGON,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,PATNONGON,camote,tumpok,tumpok,tumpok,MS & Price,,1,,,,
ANTIQUE,SAN REMIGIO,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,SAN REMIGIO,camote,tumpok,tumpok,tumpok,MS & Price,,1,,,,
ANTIQUE,SIBALOM,camote,tumpok,tumpok,tumpok,MS & Price,,1,,,,
ANTIQUE,TIBIAO,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,TOBIAS FORNIER,camote,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,DAO,camote,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,DUMALAG,camote,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,IVISAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,MA-AYON,camote,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,MA-AYON,camote,small size plastic,small size plastic,small size plastic,Price Only,,1,nonsensical (unmappable),,,11862.0
CAPIZ,PANAY,camote,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,PANITAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,PILAR,camote,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,PONTEVEDRA,camote,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,SIGMA,camote,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,,11951.0
CAPIZ,SIGMA,camote,tumpok,tumpok,tumpok,Price Only,,1,empty/uncommon,,,11952.0
CAPIZ,TAPAZ,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,AJUY,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,ALIMODIAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BADIANGAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BALASAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BAROTAC NUEVO,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BAROTAC VIEJO,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BATAD,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BINGAWAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,CABATUAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,CALINOG,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,CARLES,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,CONCEPCION,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,DINGLE,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,DUEAS,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,DUEAS,camote,bundle,bundle,bundle,Price Only,,1,nonsensical (unmappable),,,12142.0
ILOILO,IGBARAS,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,JANIUAY,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,LAMBUNAO,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,LEGANES,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,LEGANES,camote,tumpok,tumpok,tumpok,Price Only,,1,empty/uncommon,,,12223.0
ILOILO,LEMERY,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,MAASIN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,MINA,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,MINA,camote,putos,putos,putos,Price Only,,1,nonsensical (unmappable),,,12295.0
ILOILO,NEW LUCENA,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,OTON,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,SAN DIONISIO,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,SAN ENRIQUE,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,SAN JOAQUIN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,SAN RAFAEL,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,SANTA BARBARA,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,SARA,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,TIGBAUAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,TIGBAUAN,camote,packs in cellophane,small packs,small packs,MS & Price,,1,,,,
NEGROS OCCIDENTAL,CAUAYAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote,bilog,bilog,bilog,MS & Price,,1,,,,
NEGROS OCCIDENTAL,HINIGARAN,camote,bilog,bilog,bilog,MS & Price,,1,,,,
NEGROS OCCIDENTAL,ISABELA,camote,bilog,bilog,bilog,MS & Price,,1,,,,
NEGROS OCCIDENTAL,LA CASTELLANA,camote,bilog,bilog,bilog,MS & Price,,1,,,,
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),camote,bilog,bilog,bilog,MS & Price,,1,,,,
