id,pull_province,pull_municipal_city,pull_item,pull_nsu_unit,harmonized_nsu_unit,size,dim,corrected_weight,flat_group,nobs,nven,check_reason,vendor_id,market_name,store_stall_name
2408,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,501,7,7,"flat group: 3+ vendors, one identical value",IDNPXJ4B,Laua-an Public Market,RJV Store
2409,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,501,7,7,"flat group: 3+ vendors, one identical value",IN6WG8G6,Sarmiento St.Laua-an Talipapa,Gads Store
2410,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,502,7,7,"flat group: 3+ vendors, one identical value",06ICZFK6,Laua-an Roadside,JED-K Pharmacy and Mini Mart
2411,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,502,7,7,"flat group: 3+ vendors, one identical value",41I0TX31,Laua-an Public Market,RJV Store
2412,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,502,7,7,"flat group: 3+ vendors, one identical value",6I0HAZM5,Laua-an Public Market,Dalumpines Store
2413,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,502,7,7,"flat group: 3+ vendors, one identical value",F9QPP8GY,Laua-an Roadside,Jes Store
2414,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,502,7,7,"flat group: 3+ vendors, one identical value",O7XUMQ3I,Sarmiento St.Laua-an Talipapa,Gads Store
2415,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,502,7,7,"flat group: 3+ vendors, one identical value",W2516IDY,Guisjian Laua-an Roadside,DSV Store
2416,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,502,7,7,"flat group: 3+ vendors, one identical value",WTMCESBL,Laua-an Public Market,EBS Sari-Sari Store
2497,ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,524,4,4,"flat group: 3+ vendors, one identical value",5O6ORK3X,Zaldivar St.Libertad Roadside,Cahilig Store
2498,ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,524,4,4,"flat group: 3+ vendors, one identical value",JVI6F9ZF,Union Nipa Libertad Talipapa,Gensam Store
2499,ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,524,4,4,"flat group: 3+ vendors, one identical value",QW2P4BI9,Union Nipa Libertad Talipapa,Maribeth Store
2500,ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,524,4,4,"flat group: 3+ vendors, one identical value",ZXRI24VS,Dujali St.Libertad Roadside,Sualog Store
2501,ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,525,4,4,"flat group: 3+ vendors, one identical value",0U75X82C,Zaldivar St.Libertad Roadside,Sualog Store
2502,ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,525,4,4,"flat group: 3+ vendors, one identical value",3SB3PJUF,Union Nipa Libertad Talipapa,Gensam Store
2503,ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,525,4,4,"flat group: 3+ vendors, one identical value",NZ3A0ZY7,Zaldivar St.Libertad Roadside,Cahilig Store
2504,ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,525,4,4,"flat group: 3+ vendors, one identical value",XGUR7TNW,Union Nipa Libertad Talipapa,Maribeth Store
2580,ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,544,6,6,"flat group: 3+ vendors, one identical value",0B1RCL6T,Pandan Public  Market,Mars Store
2581,ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,544,6,6,"flat group: 3+ vendors, one identical value",5V9Y4KMJ,Sto.Rosario Pandan Talipapa,Tesnado Store
2582,ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,544,6,6,"flat group: 3+ vendors, one identical value",HAADP4CL,Nauring Pandan Roadside,J - Lights Grocery
2583,ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,544,6,6,"flat group: 3+ vendors, one identical value",HFCWN0X6,Pandan Public Market,jhayann consumer goods store
2584,ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,544,6,6,"flat group: 3+ vendors, one identical value",RHBHRUX5,Nauring Pandan Roadside,Vann Stall
2585,ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,544,6,6,"flat group: 3+ vendors, one identical value",SXWGU318,Nauring Pandan Antique,Garzon Store
2706,ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,563,7,7,"flat group: 3+ vendors, one identical value",D2EQ7L7O,Patnungon Public Market,EVE & JEN'Z Store
2707,ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,563,7,7,"flat group: 3+ vendors, one identical value",DK37QRNV,Poblacion Patnongon Roadside,Daisy Store
2708,ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,563,7,7,"flat group: 3+ vendors, one identical value",N6C9JF8N,Patnungon Public Market,Fador Store
2709,ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,563,7,7,"flat group: 3+ vendors, one identical value",O8UCQK0P,Patnungon Public Market,Talidong Groceries Sari Sari Store
2710,ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,563,7,7,"flat group: 3+ vendors, one identical value",X6H00LR4,Poblacion Patnongon Roadside,RRC Consumers Goods Trading
2711,ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,563,7,7,"flat group: 3+ vendors, one identical value",XR25TADN,Carit-an Public Market,Carit-an Multi Purpose Cooperative
2712,ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,563,7,7,"flat group: 3+ vendors, one identical value",XXBJ7WF0,Poblacion Patnongon Roadside,DenterCel Store
2816,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,590,8,8,"flat group: 3+ vendors, one identical value",021N3E3D,San remegio brgy.barangbang,Tessie sari sari store
2817,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,590,8,8,"flat group: 3+ vendors, one identical value",3L7UATBE,San remegio roadside,Trie variety store
2818,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,590,8,8,"flat group: 3+ vendors, one identical value",8V86YG55,Brgy.san rafael san remegio,Tallo sari sari store
2819,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,590,8,8,"flat group: 3+ vendors, one identical value",ABULUUU3,San remegio roadside,2mj variety store
2820,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,590,8,8,"flat group: 3+ vendors, one identical value",N4ZGWNWB,San remegio,Elijahs variety store
2821,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,590,8,8,"flat group: 3+ vendors, one identical value",N9G0HS5V,San remegio brgy.barangbang,Cyrome and nicole store
2822,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,590,8,8,"flat group: 3+ vendors, one identical value",WSZIU0WB,San remegio brgy.barangbang,Tony store
2823,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,590,8,8,"flat group: 3+ vendors, one identical value",ZZ8E3SBH,San remegio public market,Pagunsan store
2824,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,591,8,8,"flat group: 3+ vendors, one identical value",3JCD1R2O,San remegio brgy.barangbang,Tony store
2825,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,591,8,8,"flat group: 3+ vendors, one identical value",3SY0ULFP,San remegio roadside,Trie variety store
2826,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,591,8,8,"flat group: 3+ vendors, one identical value",7GB8KGV2,San remegio brgy.barangbang,Tessie sari sari store
2827,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,591,8,8,"flat group: 3+ vendors, one identical value",9KU59HHJ,San remegio roadside,2mj variety store
2828,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,591,8,8,"flat group: 3+ vendors, one identical value",DRRCIU6E,San remegio brgy.barangbang,Cyrome and nicole store
2829,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,591,8,8,"flat group: 3+ vendors, one identical value",I2MU3Q06,San remeio public market,Elijahs variety store
2830,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,591,8,8,"flat group: 3+ vendors, one identical value",NM6L2F4H,San remeio public market,Pagunsan store
2831,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,591,8,8,"flat group: 3+ vendors, one identical value",Q86B25AU,San remegio roadside,Diaconia store
2938,ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,613,5,5,"flat group: 3+ vendors, one identical value",7X0QYUN5,"Brgy Idio, Sebaste",Tisoy Store
2939,ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,613,5,5,"flat group: 3+ vendors, one identical value",EUZC27IF,Sebaste roadside,Herman consumer goods trading
2940,ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,613,5,5,"flat group: 3+ vendors, one identical value",GA3Y9516,Sebaste roadside,Glavior store
2941,ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,613,5,5,"flat group: 3+ vendors, one identical value",GJTGU4BJ,"Brgy Idio, Sebaste",Perucho Store
2942,ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,613,5,5,"flat group: 3+ vendors, one identical value",VPPW3FGR,Sebaste roadside,Triple h
3074,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,641,9,9,"flat group: 3+ vendors, one identical value",5C14GK6K,Sibalom talipapa,Yena store
3075,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,641,9,9,"flat group: 3+ vendors, one identical value",5K1QL3RN,Sibalom roadside,Analyns convenient store
3076,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,641,9,9,"flat group: 3+ vendors, one identical value",71HOTQLX,Sibalom public market,Kent store
3077,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,641,9,9,"flat group: 3+ vendors, one identical value",C3O5HJZ4,Sibalom public market,Jannet sari sari store
3078,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,641,9,9,"flat group: 3+ vendors, one identical value",HTT111TJ,Sibalom talipapa,Kyle convenients store
3079,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,641,9,9,"flat group: 3+ vendors, one identical value",J8V5TFHN,Sibalom public market,Catmons sarisari store
3080,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,641,9,9,"flat group: 3+ vendors, one identical value",L1CN0JKG,Sibalom talipapa,Osonero store
3081,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,641,9,9,"flat group: 3+ vendors, one identical value",M8KW2V9N,Sibalom roadside,Jomilyn store
3082,ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,641,9,9,"flat group: 3+ vendors, one identical value",OXIWDW99,Sibalom roadside,7eleven
3202,ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,663,6,6,"flat group: 3+ vendors, one identical value",4ZXSVA6C,San Francisco Sur Tibiao Roadside,Lim Lab Store
3203,ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,663,6,6,"flat group: 3+ vendors, one identical value",6DYMN1UU,Tibiao Public Market,CPD Variety Store
3204,ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,663,6,6,"flat group: 3+ vendors, one identical value",D6S5HONG,Tibiao Public Market,Angela Dela Cruz Variety Store
3205,ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,663,6,6,"flat group: 3+ vendors, one identical value",EINOEYXE,San Francisco Sur Tibiao Roadside,Peng Dry Goods Store
3206,ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,663,6,6,"flat group: 3+ vendors, one identical value",IRX33X81,San Francisco Sur Tibiao Roadside,SGC Drug Store
3207,ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,663,6,6,"flat group: 3+ vendors, one identical value",W371RD2C,Tibiao Public Market,SFN Store
3332,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,688,8,8,"flat group: 3+ vendors, one identical value",161F9RZL,Dao Public market,Tykhee Store
3333,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,688,8,8,"flat group: 3+ vendors, one identical value",5G0RHOCO,Rizal Street Dao Antique,Angel Store
3334,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,688,8,8,"flat group: 3+ vendors, one identical value",6A9SWAGK,Brgy Abaca Dao Antique,Neljoy Store
3335,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,688,8,8,"flat group: 3+ vendors, one identical value",9A8CY5JR,Dao Public Market,Dime's store
3336,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,688,8,8,"flat group: 3+ vendors, one identical value",CEFJJXH2,Dao Public market,Sunrose  Merchandising
3337,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,688,8,8,"flat group: 3+ vendors, one identical value",J32EOREW,Rizal Street Dao Antique,Liquor Van
3338,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,688,8,8,"flat group: 3+ vendors, one identical value",OJNJCOV4,Brgy Abaca Dao Antique,Pineda store
3339,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,688,8,8,"flat group: 3+ vendors, one identical value",PHNSP5RU,Brgy Abaca Dao Antique,628 Minimart
3340,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,690,8,8,"flat group: 3+ vendors, one identical value",1EYURXOZ,Dao Public market,Tykhee Store
3342,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,690,8,8,"flat group: 3+ vendors, one identical value",62EBEZKU,Rizal Street Dao Antique,Pineda store
3343,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,690,8,8,"flat group: 3+ vendors, one identical value",6CYEIDRZ,Dao Public market,Sunrose  Merchandising
3344,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,690,8,8,"flat group: 3+ vendors, one identical value",MHTVQ3IF,Rizal Street Dao Antique,Liquor Van
3346,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,690,8,8,"flat group: 3+ vendors, one identical value",OM0XJXEJ,Dao Public market,Dime's store
3347,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,690,8,8,"flat group: 3+ vendors, one identical value",OWUT0ARS,Brgy Abaca Dao Antique,Neljoy Store
3348,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,690,8,8,"flat group: 3+ vendors, one identical value",SKUL1H7R,"Brgy. Atabay, Tobias",Angel Store
3349,ANTIQUE,TOBIAS FORNIER,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,690,8,8,"flat group: 3+ vendors, one identical value",Y4Z0XW4D,Brgy Abaca Dao Antique,628 Minimart
3479,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,716,7,7,"flat group: 3+ vendors, one identical value",0M9ITHNV,"Wayang Ubos, Valderrama",Sweet Rose stall
3480,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,716,7,7,"flat group: 3+ vendors, one identical value",BXALP5NS,Valderrama Public market,Norma store
3481,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,716,7,7,"flat group: 3+ vendors, one identical value",C7WEBTLU,Valderrama Public market,Beng-Beng Store
3482,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,716,7,7,"flat group: 3+ vendors, one identical value",JCVH3NZ4,Brgy. Ubos Valderrama,Tots Sari-sari Store
3483,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,716,7,7,"flat group: 3+ vendors, one identical value",M2F7Y9Q9,"Wayang, Valderrama",Mang Pigo Sari-sari store
3484,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,716,7,7,"flat group: 3+ vendors, one identical value",OJSGI83L,"Takas Poblacion, Valderrama",7/11
3485,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,716,7,7,"flat group: 3+ vendors, one identical value",WWY1T25K,Valderrama Public market,MJLG Sari-sari store
3486,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,718,7,7,"flat group: 3+ vendors, one identical value",GPSBBMV1,Valderrama Public market,Norma store
3488,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,718,7,7,"flat group: 3+ vendors, one identical value",JB4D5BTE,Valderrama Public market,MJLG Sari-sari store
3490,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,718,7,7,"flat group: 3+ vendors, one identical value",TLA0DS1G,Valderrama Public market,Beng-Beng Store
3492,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,718,7,7,"flat group: 3+ vendors, one identical value",TVW55PH9,"Wayang, Valderrama",7/11
3494,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,718,7,7,"flat group: 3+ vendors, one identical value",UKLAK852,"Wayang, Valderrama",Sweet Rose stall
3497,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,718,7,7,"flat group: 3+ vendors, one identical value",UYBJCXGU,"Wayang, Valderrama",Mang Pigo Sari-sari store
3499,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,718,7,7,"flat group: 3+ vendors, one identical value",ZT7Y6D6Q,Brgy. Ubos Valderrama,Tots Sari-sari Store
3487,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,1000,717,5,5,"flat group: 3+ vendors, one identical value",GPSBBMV1,Valderrama Public market,Norma store
3489,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,1000,717,5,5,"flat group: 3+ vendors, one identical value",JB4D5BTE,Valderrama Public market,MJLG Sari-sari store
3493,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,1000,717,5,5,"flat group: 3+ vendors, one identical value",TVW55PH9,"Wayang, Valderrama",7/11
3495,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,1000,717,5,5,"flat group: 3+ vendors, one identical value",UKLAK852,"Wayang, Valderrama",Sweet Rose stall
3498,ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,1000,717,5,5,"flat group: 3+ vendors, one identical value",UYBJCXGU,"Wayang, Valderrama",Mang Pigo Sari-sari store
3589,CAPIZ,CUARTERO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,743,4,4,"flat group: 3+ vendors, one identical value",7T5E84Q9,Quartero Public market,Gege Store
3590,CAPIZ,CUARTERO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,743,4,4,"flat group: 3+ vendors, one identical value",JQBH7W92,Cuartero Public Market,Clynic Store
3591,CAPIZ,CUARTERO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,743,4,4,"flat group: 3+ vendors, one identical value",RP9E57XR,Quartero Public market,Whalid Store
3592,CAPIZ,CUARTERO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,743,4,4,"flat group: 3+ vendors, one identical value",RQGJB2BK,Cuartero roadside,Jolly Ann Store
3677,CAPIZ,DAO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,780,3,3,"flat group: 3+ vendors, one identical value",E9PDKQXZ,Dao,J&j store
3678,CAPIZ,DAO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,780,3,3,"flat group: 3+ vendors, one identical value",NXIC7DFI,Pontevedra,Kylens store
3679,CAPIZ,DAO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,780,3,3,"flat group: 3+ vendors, one identical value",PAJ2X6VL,Dao,Nek
3764,CAPIZ,DUMALAG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,805,3,3,"flat group: 3+ vendors, one identical value",6XGOH6AZ,Dumalag,M=M store
3765,CAPIZ,DUMALAG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,805,3,3,"flat group: 3+ vendors, one identical value",EAM1146V,Dumalag,Vv store
3766,CAPIZ,DUMALAG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,805,3,3,"flat group: 3+ vendors, one identical value",SY4Y7QUG,Dumalag,Daboy
3823,CAPIZ,DUMARAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,833,3,3,"flat group: 3+ vendors, one identical value",502N23V5,Dumarao,Alcazar store
3824,CAPIZ,DUMARAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,833,3,3,"flat group: 3+ vendors, one identical value",DOS100LJ,Dumarao,Bajon stor3
3825,CAPIZ,DUMARAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,833,3,3,"flat group: 3+ vendors, one identical value",T71B8BET,Dumarao,Jabing store
3936,CAPIZ,IVISAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,862,4,4,"flat group: 3+ vendors, one identical value",00DBDHQS,Ivisan Public market,Dennis Store
3937,CAPIZ,IVISAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,862,4,4,"flat group: 3+ vendors, one identical value",25USBAII,Ivisan Public market,Ian Store
3938,CAPIZ,IVISAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,862,4,4,"flat group: 3+ vendors, one identical value",G6MZCGZY,Ivisan Talipapa,Jenaline Store
3939,CAPIZ,IVISAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,862,4,4,"flat group: 3+ vendors, one identical value",OOBXK9QB,Ivisan Talipapa,Nida Store
3924,CAPIZ,IVISAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,small_size,mL,500,861,3,3,"flat group: 3+ vendors, one identical value",K4HYU4AO,Ivisan Public Market,Jing Jing Store
3926,CAPIZ,IVISAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,large_size,mL,1000,859,3,3,"flat group: 3+ vendors, one identical value",K4HYU4AO,Ivisan Public Market,Jing Jing Store
3927,CAPIZ,IVISAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,small_size,mL,500,861,3,3,"flat group: 3+ vendors, one identical value",PD2JF7NA,Ivisan Public Market,Julie Store
