province,pull_municipal_city,cons_name,harmonized_nsu_unit,n_price_spellings,n_weighed,n_unweighed,n_ms_weighings,kind
AKLAN,ALTAVAS,cabbage,pieces or units,2,1,1,5,MIXED
AKLAN,ALTAVAS,camote,binilog,1,0,1,0,no weighed spelling at all
AKLAN,ALTAVAS,camote tops,bugkos,1,1,0,3,all spellings weighed
AKLAN,ALTAVAS,camote tops,bundle,1,1,0,3,all spellings weighed
AKLAN,ALTAVAS,carrot,pieces or units,2,1,1,6,MIXED
AKLAN,ALTAVAS,chicken,bilog,1,0,1,0,no weighed spelling at all
AKLAN,ALTAVAS,chicken,pieces or units,1,1,0,2,all spellings weighed
AKLAN,ALTAVAS,chicken,whole (chicken),1,1,0,2,all spellings weighed
AKLAN,ALTAVAS,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,8,all spellings weighed
AKLAN,ALTAVAS,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,5,all spellings weighed
AKLAN,ALTAVAS,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,0,1,0,no weighed spelling at all
AKLAN,ALTAVAS,fresh fish,pieces or units,1,1,0,3,all spellings weighed
AKLAN,ALTAVAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,0,2,0,no weighed spelling at all
AKLAN,ALTAVAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,1,0,2,all spellings weighed
AKLAN,ALTAVAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,0,2,0,no weighed spelling at all
AKLAN,ALTAVAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2,1,1,3,MIXED
AKLAN,ALTAVAS,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,4,all spellings weighed
AKLAN,ALTAVAS,loaf bread,large packs,3,1,2,4,MIXED
AKLAN,ALTAVAS,loaf bread,medium packs,2,1,1,4,MIXED
AKLAN,ALTAVAS,loaf bread,small packs,1,1,0,3,all spellings weighed
AKLAN,ALTAVAS,mango,pieces or units,1,0,1,0,no weighed spelling at all
AKLAN,ALTAVAS,pork,slice,1,1,0,1,all spellings weighed
AKLAN,ALTAVAS,"prawns, lobster, shrimp",tumpok,1,1,0,3,all spellings weighed
AKLAN,ALTAVAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,0,1,0,no weighed spelling at all
AKLAN,ALTAVAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,0,1,0,no weighed spelling at all
AKLAN,ALTAVAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,1,0,3,all spellings weighed
AKLAN,ALTAVAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,4,all spellings weighed
AKLAN,ALTAVAS,rice,gantang,1,0,1,0,no weighed spelling at all
AKLAN,ALTAVAS,rice,letse,1,0,1,0,no weighed spelling at all
AKLAN,BANGA,cabbage,pieces or units,1,1,0,18,all spellings weighed
AKLAN,BANGA,camote tops,bundle,1,1,0,9,all spellings weighed
AKLAN,BANGA,carrot,pieces or units,1,1,0,16,all spellings weighed
AKLAN,BANGA,chicken,pieces or units,1,1,0,7,all spellings weighed
AKLAN,BANGA,chicken,whole (chicken),1,1,0,10,all spellings weighed
AKLAN,BANGA,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,6,all spellings weighed
AKLAN,BANGA,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,4,all spellings weighed
AKLAN,BANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,1,0,1,all spellings weighed
AKLAN,BANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,1,0,1,all spellings weighed
AKLAN,BANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,0,1,0,no weighed spelling at all
AKLAN,BANGA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,1,0,6,all spellings weighed
AKLAN,BANGA,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,7,all spellings weighed
AKLAN,BANGA,loaf bread,large packs,1,1,0,4,all spellings weighed
AKLAN,BANGA,loaf bread,medium packs,1,1,0,5,all spellings weighed
AKLAN,BANGA,loaf bread,small packs,1,1,0,2,all spellings weighed
AKLAN,BANGA,mango,pieces or units,1,1,0,5,all spellings weighed
AKLAN,BANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,0,1,0,no weighed spelling at all
AKLAN,BANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,1,all spellings weighed
AKLAN,BATAN,cabbage,pieces or units,2,1,1,23,MIXED
AKLAN,BATAN,camote tops,bugkos,1,1,0,3,all spellings weighed
AKLAN,BATAN,camote tops,bundle,1,0,1,0,no weighed spelling at all
AKLAN,BATAN,carrot,pieces or units,2,1,1,15,MIXED
AKLAN,BATAN,chicken,pieces or units,1,1,0,7,all spellings weighed
AKLAN,BATAN,chicken,whole (chicken),1,1,0,6,all spellings weighed
AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",pack,1,0,1,0,no weighed spelling at all
AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,5,all spellings weighed
AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,6,all spellings weighed
AKLAN,BATAN,fresh fish,pieces or units,1,1,0,9,all spellings weighed
AKLAN,BATAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,1,0,2,all spellings weighed
AKLAN,BATAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,1,0,2,all spellings weighed
AKLAN,BATAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,3,1,2,2,MIXED
AKLAN,BATAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2,1,1,3,MIXED
AKLAN,BATAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,5,all spellings weighed
AKLAN,BATAN,loaf bread,large packs,1,1,0,5,all spellings weighed
AKLAN,BATAN,loaf bread,medium packs,1,1,0,1,all spellings weighed
AKLAN,BATAN,loaf bread,small packs,2,1,1,2,MIXED
AKLAN,BATAN,mango,pieces or units,1,1,0,15,all spellings weighed
AKLAN,BATAN,"prawns, lobster, shrimp",tumpok,1,1,0,2,all spellings weighed
AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,0,1,0,no weighed spelling at all
AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,1,0,18,all spellings weighed
AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,2,1,1,1,MIXED
AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,4,all spellings weighed
AKLAN,BATAN,rice,gantang,1,0,1,0,no weighed spelling at all
AKLAN,BURUANGA,cabbage,pieces or units,1,1,0,13,all spellings weighed
AKLAN,BURUANGA,cabbage,small packs,1,1,0,3,all spellings weighed
AKLAN,BURUANGA,camote,binilog,1,1,0,8,all spellings weighed
AKLAN,BURUANGA,camote tops,bundle,1,1,0,2,all spellings weighed
AKLAN,BURUANGA,carrot,pieces or units,1,1,0,13,all spellings weighed
AKLAN,BURUANGA,chicken,pieces or units,1,1,0,3,all spellings weighed
AKLAN,BURUANGA,chicken,whole (chicken),1,1,0,7,all spellings weighed
AKLAN,BURUANGA,"crackers, cookies, buiscuits, chips/curls",pack,1,1,0,1,all spellings weighed
AKLAN,BURUANGA,"crackers, cookies, buiscuits, chips/curls",pieces or units,3,0,3,0,no weighed spelling at all
AKLAN,BURUANGA,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,24,all spellings weighed
AKLAN,BURUANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pack,1,1,0,3,all spellings weighed
AKLAN,BURUANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,0,1,0,no weighed spelling at all
AKLAN,BURUANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,1,0,2,all spellings weighed
AKLAN,BURUANGA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2,1,1,9,MIXED
AKLAN,BURUANGA,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,9,all spellings weighed
AKLAN,BURUANGA,loaf bread,large packs,1,1,0,3,all spellings weighed
AKLAN,BURUANGA,loaf bread,medium packs,1,1,0,5,all spellings weighed
AKLAN,BURUANGA,loaf bread,small packs,2,1,1,4,MIXED
AKLAN,BURUANGA,loaf bread,tama-tama nga putos,1,0,1,0,no weighed spelling at all
AKLAN,BURUANGA,"prawns, lobster, shrimp",tumpok,1,0,1,0,no weighed spelling at all
AKLAN,BURUANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,1,0,3,all spellings weighed
AKLAN,BURUANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,8,all spellings weighed
AKLAN,BURUANGA,rice,letse,1,0,1,0,no weighed spelling at all
AKLAN,IBAJAY,cabbage,pieces or units,2,1,1,14,MIXED
AKLAN,IBAJAY,camote,binilog,1,1,0,9,all spellings weighed
AKLAN,IBAJAY,camote tops,bugkos,1,1,0,4,all spellings weighed
AKLAN,IBAJAY,camote tops,bundle,1,0,1,0,no weighed spelling at all
AKLAN,IBAJAY,carrot,pieces or units,3,1,2,15,MIXED
AKLAN,IBAJAY,chicken,pieces or units,1,1,0,7,all spellings weighed
AKLAN,IBAJAY,chicken,whole (chicken),1,1,0,7,all spellings weighed
AKLAN,IBAJAY,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,14,all spellings weighed
AKLAN,IBAJAY,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,2,all spellings weighed
AKLAN,IBAJAY,fresh fish,pieces or units,1,1,0,14,all spellings weighed
AKLAN,IBAJAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,3,1,2,2,MIXED
AKLAN,IBAJAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,1,0,3,all spellings weighed
AKLAN,IBAJAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,1,1,3,MIXED
AKLAN,IBAJAY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2,1,1,6,MIXED
AKLAN,IBAJAY,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,7,all spellings weighed
AKLAN,IBAJAY,loaf bread,large packs,2,1,1,3,MIXED
AKLAN,IBAJAY,loaf bread,medium packs,2,1,1,2,MIXED
AKLAN,IBAJAY,loaf bread,small packs,2,1,1,2,MIXED
AKLAN,IBAJAY,mango,pieces or units,1,1,0,15,all spellings weighed
AKLAN,IBAJAY,"prawns, lobster, shrimp",tumpok,1,1,0,3,all spellings weighed
AKLAN,IBAJAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,0,1,0,no weighed spelling at all
AKLAN,IBAJAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,1,0,2,all spellings weighed
AKLAN,IBAJAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,11,all spellings weighed
AKLAN,LIBACAO,cabbage,pieces or units,1,1,0,22,all spellings weighed
AKLAN,LIBACAO,camote tops,bugkos,1,1,0,3,all spellings weighed
AKLAN,LIBACAO,camote tops,bundle,1,1,0,3,all spellings weighed
AKLAN,LIBACAO,carrot,pieces or units,2,1,1,11,MIXED
AKLAN,LIBACAO,chicken,bilog,1,0,1,0,no weighed spelling at all
AKLAN,LIBACAO,chicken,pieces or units,1,1,0,3,all spellings weighed
AKLAN,LIBACAO,chicken,whole (chicken),1,1,0,6,all spellings weighed
AKLAN,LIBACAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,9,all spellings weighed
AKLAN,LIBACAO,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,9,all spellings weighed
AKLAN,LIBACAO,fresh fish,pieces or units,1,1,0,6,all spellings weighed
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,0,1,0,no weighed spelling at all
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,1,0,4,all spellings weighed
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,1,1,3,MIXED
AKLAN,LIBACAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2,1,1,5,MIXED
AKLAN,LIBACAO,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,7,all spellings weighed
AKLAN,LIBACAO,loaf bread,large packs,1,0,1,0,no weighed spelling at all
AKLAN,LIBACAO,loaf bread,medium packs,2,0,2,0,no weighed spelling at all
AKLAN,LIBACAO,loaf bread,small packs,2,0,2,0,no weighed spelling at all
AKLAN,LIBACAO,mango,pieces or units,1,1,0,11,all spellings weighed
AKLAN,LIBACAO,"prawns, lobster, shrimp",tumpok,1,0,1,0,no weighed spelling at all
AKLAN,LIBACAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,0,1,0,no weighed spelling at all
AKLAN,LIBACAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,1,0,2,all spellings weighed
AKLAN,LIBACAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,6,all spellings weighed
AKLAN,LIBACAO,rice,salmon,1,0,1,0,no weighed spelling at all
AKLAN,MADALAG,cabbage,pieces or units,2,1,1,18,MIXED
AKLAN,MADALAG,camote,binilog,1,1,0,3,all spellings weighed
AKLAN,MADALAG,camote tops,bugkos,1,1,0,4,all spellings weighed
AKLAN,MADALAG,camote tops,bundle,1,0,1,0,no weighed spelling at all
AKLAN,MADALAG,carrot,pieces or units,2,1,1,12,MIXED
AKLAN,MADALAG,chicken,pieces or units,1,1,0,2,all spellings weighed
AKLAN,MADALAG,chicken,whole (chicken),1,1,0,4,all spellings weighed
AKLAN,MADALAG,"crackers, cookies, buiscuits, chips/curls",pieces or units,2,1,1,8,MIXED
AKLAN,MADALAG,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,6,all spellings weighed
AKLAN,MADALAG,fresh fish,pieces or units,1,1,0,12,all spellings weighed
AKLAN,MADALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,3,1,2,3,MIXED
AKLAN,MADALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,1,0,4,all spellings weighed
AKLAN,MADALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,0,1,0,no weighed spelling at all
AKLAN,MADALAG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2,1,1,6,MIXED
AKLAN,MADALAG,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,5,all spellings weighed
AKLAN,MADALAG,loaf bread,large packs,1,1,0,1,all spellings weighed
AKLAN,MADALAG,loaf bread,medium packs,2,1,1,4,MIXED
AKLAN,MADALAG,loaf bread,small packs,3,1,2,1,MIXED
AKLAN,MADALAG,mango,pieces or units,1,1,0,4,all spellings weighed
AKLAN,MADALAG,"prawns, lobster, shrimp",tumpok,1,0,1,0,no weighed spelling at all
AKLAN,MADALAG,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,2,1,1,4,MIXED
AKLAN,MADALAG,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,6,all spellings weighed
AKLAN,MAKATO,cabbage,pieces or units,1,1,0,12,all spellings weighed
AKLAN,MAKATO,camote tops,bundle,1,1,0,6,all spellings weighed
AKLAN,MAKATO,carrot,pieces or units,1,1,0,16,all spellings weighed
AKLAN,MAKATO,chicken,whole (chicken),1,1,0,6,all spellings weighed
AKLAN,MAKATO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,8,all spellings weighed
AKLAN,MAKATO,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,9,all spellings weighed
AKLAN,MAKATO,fresh fish,pieces or units,1,1,0,12,all spellings weighed
AKLAN,MAKATO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,1,0,3,all spellings weighed
AKLAN,MAKATO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,1,0,5,all spellings weighed
AKLAN,MAKATO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,1,0,9,all spellings weighed
AKLAN,MAKATO,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,9,all spellings weighed
AKLAN,MAKATO,loaf bread,large packs,1,1,0,5,all spellings weighed
AKLAN,MAKATO,loaf bread,medium packs,1,1,0,8,all spellings weighed
AKLAN,MAKATO,loaf bread,small packs,1,1,0,4,all spellings weighed
AKLAN,MAKATO,mango,pieces or units,1,1,0,12,all spellings weighed
AKLAN,MAKATO,"prawns, lobster, shrimp",tumpok,1,1,0,6,all spellings weighed
AKLAN,MAKATO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,1,0,5,all spellings weighed
AKLAN,MAKATO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,8,all spellings weighed
AKLAN,MALAY,cabbage,pieces or units,2,1,1,26,MIXED
AKLAN,MALAY,camote,binilog,1,1,0,19,all spellings weighed
AKLAN,MALAY,camote tops,bugkos,1,1,0,6,all spellings weighed
AKLAN,MALAY,camote tops,bundle,1,0,1,0,no weighed spelling at all
AKLAN,MALAY,carrot,pieces or units,3,1,2,22,MIXED
AKLAN,MALAY,chicken,bilog,1,0,1,0,no weighed spelling at all
AKLAN,MALAY,chicken,whole (chicken),1,1,0,8,all spellings weighed
AKLAN,MALAY,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,6,all spellings weighed
AKLAN,MALAY,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,7,all spellings weighed
AKLAN,MALAY,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,0,1,0,no weighed spelling at all
AKLAN,MALAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2,1,1,4,MIXED
AKLAN,MALAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,1,0,4,all spellings weighed
AKLAN,MALAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,1,1,3,MIXED
AKLAN,MALAY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2,1,1,9,MIXED
AKLAN,MALAY,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,9,all spellings weighed
AKLAN,MALAY,loaf bread,large packs,2,1,1,4,MIXED
AKLAN,MALAY,loaf bread,medium packs,2,1,1,4,MIXED
AKLAN,MALAY,loaf bread,small packs,2,1,1,3,MIXED
AKLAN,MALAY,mango,pieces or units,1,1,0,15,all spellings weighed
AKLAN,MALAY,"prawns, lobster, shrimp",tumpok,1,1,0,5,all spellings weighed
AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,1,0,2,all spellings weighed
AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,0,1,0,no weighed spelling at all
AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,14,all spellings weighed
AKLAN,MALAY,rice,gantang,1,0,1,0,no weighed spelling at all
AKLAN,MALINAO,cabbage,pieces or units,1,1,0,9,all spellings weighed
AKLAN,MALINAO,camote tops,2bond,1,1,0,4,all spellings weighed
AKLAN,MALINAO,camote tops,3bugkos,1,1,0,4,all spellings weighed
AKLAN,MALINAO,camote tops,bugkos,1,1,0,4,all spellings weighed
AKLAN,MALINAO,camote tops,bundle,1,1,0,4,all spellings weighed
AKLAN,MALINAO,carrot,pieces or units,1,1,0,9,all spellings weighed
AKLAN,MALINAO,chicken,pieces or units,1,1,0,5,all spellings weighed
AKLAN,MALINAO,chicken,whole (chicken),1,1,0,2,all spellings weighed
AKLAN,MALINAO,"crackers, cookies, buiscuits, chips/curls",pack,1,0,1,0,no weighed spelling at all
AKLAN,MALINAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,2,1,1,6,MIXED
AKLAN,MALINAO,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,1,all spellings weighed
AKLAN,MALINAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,0,1,0,no weighed spelling at all
AKLAN,MALINAO,fresh fish,pieces or units,1,1,0,6,all spellings weighed
AKLAN,MALINAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,1,0,3,all spellings weighed
AKLAN,MALINAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,1,0,3,all spellings weighed
AKLAN,MALINAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,1,0,4,all spellings weighed
AKLAN,MALINAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,1,0,6,all spellings weighed
AKLAN,MALINAO,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,14,all spellings weighed
AKLAN,MALINAO,loaf bread,100pcs of pandesal,1,0,1,0,no weighed spelling at all
AKLAN,MALINAO,loaf bread,large packs,1,1,0,5,all spellings weighed
AKLAN,MALINAO,loaf bread,medium packs,1,1,0,6,all spellings weighed
AKLAN,MALINAO,loaf bread,small packs,2,1,1,2,MIXED
AKLAN,MALINAO,"prawns, lobster, shrimp",tumpok,1,0,1,0,no weighed spelling at all
AKLAN,MALINAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,0,1,0,no weighed spelling at all
AKLAN,MALINAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,3,all spellings weighed
AKLAN,MALINAO,rice,gantang,1,0,1,0,no weighed spelling at all
AKLAN,NABAS,cabbage,pieces or units,1,1,0,20,all spellings weighed
AKLAN,NABAS,camote tops,bugkos,1,1,0,5,all spellings weighed
AKLAN,NABAS,camote tops,bundle,1,0,1,0,no weighed spelling at all
AKLAN,NABAS,carrot,pieces or units,1,1,0,23,all spellings weighed
AKLAN,NABAS,chicken,pieces or units,1,1,0,9,all spellings weighed
AKLAN,NABAS,chicken,whole (chicken),1,1,0,9,all spellings weighed
AKLAN,NABAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,1,0,4,all spellings weighed
AKLAN,NABAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,1,0,4,all spellings weighed
AKLAN,NABAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,0,1,0,no weighed spelling at all
AKLAN,NABAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,1,0,3,all spellings weighed
AKLAN,NABAS,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,10,all spellings weighed
AKLAN,NABAS,loaf bread,large packs,2,1,1,1,MIXED
AKLAN,NABAS,loaf bread,medium packs,1,1,0,3,all spellings weighed
AKLAN,NABAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,1,0,1,all spellings weighed
AKLAN,NABAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,2,all spellings weighed
AKLAN,NEW WASHINGTON,cabbage,pieces or units,1,1,0,26,all spellings weighed
AKLAN,NEW WASHINGTON,camote tops,bugkos,1,1,0,5,all spellings weighed
AKLAN,NEW WASHINGTON,camote tops,bundle,1,1,0,5,all spellings weighed
AKLAN,NEW WASHINGTON,carrot,pieces or units,1,1,0,21,all spellings weighed
AKLAN,NEW WASHINGTON,chicken,whole (chicken),1,1,0,6,all spellings weighed
AKLAN,NEW WASHINGTON,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,16,all spellings weighed
AKLAN,NEW WASHINGTON,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,1,all spellings weighed
AKLAN,NEW WASHINGTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,1,0,2,all spellings weighed
AKLAN,NEW WASHINGTON,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,1,0,2,all spellings weighed
AKLAN,NEW WASHINGTON,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,7,all spellings weighed
AKLAN,NEW WASHINGTON,loaf bread,large packs,1,1,0,4,all spellings weighed
AKLAN,NEW WASHINGTON,loaf bread,medium packs,1,1,0,4,all spellings weighed
AKLAN,NEW WASHINGTON,loaf bread,small packs,1,1,0,2,all spellings weighed
AKLAN,NEW WASHINGTON,"prawns, lobster, shrimp",tumpok,1,1,0,4,all spellings weighed
AKLAN,NEW WASHINGTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,1,0,1,all spellings weighed
AKLAN,NEW WASHINGTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,3,all spellings weighed
AKLAN,TANGALAN,cabbage,pieces or units,1,1,0,20,all spellings weighed
AKLAN,TANGALAN,camote tops,bundle,1,1,0,3,all spellings weighed
AKLAN,TANGALAN,carrot,pieces or units,1,1,0,16,all spellings weighed
AKLAN,TANGALAN,chicken,whole (chicken),1,1,0,10,all spellings weighed
AKLAN,TANGALAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,10,all spellings weighed
AKLAN,TANGALAN,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,19,all spellings weighed
AKLAN,TANGALAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,1,0,6,all spellings weighed
AKLAN,TANGALAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,1,0,9,all spellings weighed
AKLAN,TANGALAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,1,0,11,all spellings weighed
AKLAN,TANGALAN,loaf bread,large packs,1,1,0,4,all spellings weighed
AKLAN,TANGALAN,loaf bread,medium packs,1,1,0,5,all spellings weighed
AKLAN,TANGALAN,loaf bread,small packs,1,1,0,8,all spellings weighed
AKLAN,TANGALAN,"prawns, lobster, shrimp",tumpok,1,0,1,0,no weighed spelling at all
AKLAN,TANGALAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,1,0,6,all spellings weighed
AKLAN,TANGALAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,1,0,11,all spellings weighed
ANTIQUE,BARBAZA,cabbage,pieces or units,1,1,0,6,all spellings weighed
ANTIQUE,BARBAZA,camote,bilog,1,1,0,12,all spellings weighed
ANTIQUE,BARBAZA,camote tops,bundle,1,1,0,4,all spellings weighed
ANTIQUE,BARBAZA,carrot,pieces or units,1,1,0,15,all spellings weighed
ANTIQUE,BARBAZA,chicken,bilog,1,0,1,0,no weighed spelling at all
ANTIQUE,BARBAZA,chicken,whole (chicken),1,1,0,3,all spellings weighed
ANTIQUE,BARBAZA,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,1,0,7,all spellings weighed
ANTIQUE,BARBAZA,"crackers, cookies, buiscuits, chips/curls",putos,1,1,0,14,all spellings weighed
ANTIQUE,BARBAZA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,0,1,0,no weighed spelling at all
ANTIQUE,BARBAZA,fresh fish,pieces or units,1,1,0,6,all spellings weighed
ANTIQUE,BARBAZA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,1,0,5,all spellings weighed
ANTIQUE,BARBAZA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2,1,1,5,MIXED
