pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,corrected_unit,item_nsu_hetero_type,n,w,branch,label,vendors,prov_median,prov_n,prov_n_other
NEGROS OCCIDENTAL,MANAPLA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,3,1,495.0,size-based,medium,1,487.5,4,3
NEGROS OCCIDENTAL,MANAPLA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,4,1,600.0,size-based,large,1,605.0,2,1
NEGROS OCCIDENTAL,MANAPLA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,2,1,200.0,size-based,small,1,100.0,11,10
NEGROS OCCIDENTAL,MANAPLA,loaf bread,small packs,1.0,2,1,220.0,size-based,small,1,230.0,37,36
NEGROS OCCIDENTAL,MANAPLA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.0,9,1,200.0,price-quantity,prov_median,1,250.0,6,5
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),camote tops,bugkos,1.0,2,1,440.0,size-based,small,1,265.0,37,36
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),chicken,bilog,1.0,2,1,185.0,size-based,small,1,930.0,3,2
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),chicken,bilog,1.0,3,1,220.0,size-based,medium,1,985.0,4,3
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),chicken,bilog,1.0,4,1,435.0,size-based,large,1,1105.0,5,4
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),chicken,whole (chicken),1.0,6,1,1090.0,price-quantity,mp50,1,1125.0,7,6
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),chicken,whole (chicken),1.0,7,1,1305.0,price-quantity,mp75,1,1420.0,7,6
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,3,1,480.0,size-based,medium,1,487.5,4,3
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,4,1,610.0,size-based,large,1,605.0,2,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,3,1,320.0,size-based,medium,1,500.0,8,7
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,3,1,585.0,size-based,medium,1,314.0,2,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,4,1,695.0,size-based,large,1,370.0,2,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,3,1,110.0,size-based,medium,1,87.5,4,3
NEGROS OCCIDENTAL,MURCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,100.0,size-based,small,1,60.0,25,24
NEGROS OCCIDENTAL,MURCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,2,1,75.0,size-based,small,1,60.0,19,18
NEGROS OCCIDENTAL,MURCIA,loaf bread,medium packs,1.0,3,1,450.0,size-based,medium,1,450.0,52,51
NEGROS OCCIDENTAL,PONTEVEDRA,camote tops,bugkos,1.0,2,1,230.0,size-based,small,1,265.0,37,36
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,35.0,size-based,small,1,60.0,25,24
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,3,1,60.0,size-based,medium,1,110.0,6,5
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,2,1,60.0,size-based,small,1,60.0,19,18
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,3,1,400.0,size-based,medium,1,400.0,1,0
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,4,1,450.0,size-based,large,1,450.0,1,0
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,100.0,size-based,small,1,100.0,27,26
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,3,1,400.0,size-based,medium,1,425.0,2,1
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,4,1,450.0,size-based,large,1,450.0,1,0
NEGROS OCCIDENTAL,PONTEVEDRA,loaf bread,large packs,1.0,2,1,400.0,size-based,small,1,290.0,4,3
NEGROS OCCIDENTAL,PONTEVEDRA,loaf bread,large packs,1.0,3,1,600.0,size-based,medium,1,450.0,4,3
NEGROS OCCIDENTAL,PONTEVEDRA,loaf bread,medium packs,1.0,3,1,450.0,size-based,medium,1,450.0,52,51
NEGROS OCCIDENTAL,PONTEVEDRA,loaf bread,small packs,1.0,3,1,450.0,size-based,medium,1,450.0,1,0
NEGROS OCCIDENTAL,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,2,1,190.0,size-based,small,1,190.0,1,0
NEGROS OCCIDENTAL,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,4,1,65.0,size-based,large,1,65.0,1,0
NEGROS OCCIDENTAL,PULUPANDAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,2,1,355.0,size-based,small,1,427.5,2,1
NEGROS OCCIDENTAL,PULUPANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,65.0,size-based,small,1,70.0,11,10
NEGROS OCCIDENTAL,PULUPANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,100.0,size-based,small,1,100.0,27,26
NEGROS OCCIDENTAL,PULUPANDAN,"prawns, lobster, shrimp",tumpok,1.0,9,1,200.0,price-quantity,prov_median,1,230.0,7,6
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,chicken,bilog,1.0,5,1,950.0,price-quantity,mp25,1,910.0,15,14
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,chicken,bilog,1.0,6,1,985.0,price-quantity,mp50,1,1120.0,19,18
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,110.0,size-based,small,1,60.0,25,24
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,180.0,size-based,small,1,100.0,27,26
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,8,1,375.0,price-quantity,mun_median,1,375.0,51,50
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1.0,9,1,175.0,price-quantity,prov_median,1,152.5,6,5
NEGROS OCCIDENTAL,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,3,1,110.0,size-based,medium,1,110.0,6,5
NEGROS OCCIDENTAL,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,4,1,750.0,size-based,large,1,750.0,5,4
NEGROS OCCIDENTAL,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,2,1,180.0,size-based,small,1,172.5,4,3
NEGROS OCCIDENTAL,TOBOSO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,3,1,500.0,size-based,medium,1,487.5,4,3
NEGROS OCCIDENTAL,TOBOSO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,3,1,500.0,size-based,medium,1,500.0,8,7
NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,2,1,850.0,size-based,small,1,60.0,19,18
NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,3,1,600.0,size-based,medium,1,87.5,4,3
NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,3,1,450.0,size-based,medium,1,425.0,2,1
NEGROS OCCIDENTAL,TOBOSO,loaf bread,large packs,1.0,4,1,600.0,size-based,large,1,640.0,57,56
NEGROS OCCIDENTAL,TOBOSO,loaf bread,medium packs,1.0,3,1,450.0,size-based,medium,1,450.0,52,51
NEGROS OCCIDENTAL,TOBOSO,loaf bread,small packs,1.0,2,1,400.0,size-based,small,1,230.0,37,36
NEGROS OCCIDENTAL,TOBOSO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,9,1,60.0,price-quantity,prov_median,1,60.0,20,19
NEGROS OCCIDENTAL,VALLADOLID,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,35.0,size-based,small,1,70.0,11,10
NEGROS OCCIDENTAL,VALLADOLID,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,3,1,43.0,size-based,medium,1,314.0,2,1
NEGROS OCCIDENTAL,VALLADOLID,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,4,1,45.0,size-based,large,1,370.0,2,1
NEGROS OCCIDENTAL,VALLADOLID,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,32.0,size-based,small,1,60.0,25,24
NEGROS OCCIDENTAL,VALLADOLID,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,100.0,size-based,small,1,100.0,27,26
NEGROS OCCIDENTAL,VALLADOLID,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,8,1,160.0,price-quantity,mun_median,1,70.0,14,13
NEGROS OCCIDENTAL,VALLADOLID,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,8,1,285.0,price-quantity,mun_median,1,250.0,45,44
