pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,corrected_unit,item_nsu_hetero_type,n,w,branch,label,vendors,prov_median,prov_n,prov_n_other
ILOILO,LEMERY,"prawns, lobster, shrimp",tumpok,1.0,4,1,630.0,size-based,large,1,430.0,11,10
ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,4,1,70.0,size-based,large,1,367.5,34,33
ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.0,2,1,265.0,size-based,small,1,225.0,35,34
ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.0,3,1,260.0,size-based,medium,1,257.5,18,17
ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.0,4,1,1000.0,size-based,large,1,1000.0,17,16
ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,2,1,375.0,size-based,small,1,375.0,35,34
ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,2,1,350.0,size-based,small,1,350.0,3,2
ILOILO,LEON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,3,1,305.0,size-based,medium,1,250.0,25,24
ILOILO,LEON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,3,1,500.0,size-based,medium,1,277.5,54,53
ILOILO,MAASIN,camote,bilog,1.0,2,1,75.0,size-based,small,1,90.0,107,106
ILOILO,MAASIN,camote tops,bundle,1.0,4,1,1040.0,size-based,large,1,1032.5,10,9
ILOILO,MAASIN,carrot,pieces or units,1.0,4,1,210.0,size-based,large,1,220.0,141,140
ILOILO,MAASIN,fresh fish,pieces or units,1.0,2,1,300.0,size-based,small,1,225.0,115,114
ILOILO,MAASIN,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,3,1,375.0,size-based,medium,1,750.0,50,49
ILOILO,MAASIN,loaf bread,large packs,1.0,4,1,700.0,size-based,large,1,640.0,172,171
ILOILO,MAASIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.0,3,1,255.0,size-based,medium,1,257.5,18,17
ILOILO,MAASIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,2,1,200.0,size-based,small,1,237.5,94,93
ILOILO,MIAGAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,2,1,335.0,size-based,small,1,437.5,8,7
ILOILO,MINA,chicken,whole (chicken),1.0,2,1,785.0,size-based,small,1,825.0,46,45
ILOILO,MINA,chicken,whole (chicken),1.0,4,1,1655.0,size-based,large,1,1225.0,66,65
ILOILO,MINA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,2,1,435.0,size-based,small,1,437.5,8,7
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",container,2.0,2,1,700.0,size-based,small,1,700.0,1,0
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,3,1,210.0,size-based,medium,1,350.0,9,8
ILOILO,MINA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,2,1,375.0,size-based,small,1,375.0,35,34
ILOILO,MINA,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,2,1,500.0,size-based,small,1,350.0,3,2
ILOILO,NEW LUCENA,cabbage,pieces or units,1.0,4,1,880.0,size-based,large,1,890.0,149,148
ILOILO,NEW LUCENA,carrot,pieces or units,1.0,4,1,160.0,size-based,large,1,220.0,141,140
ILOILO,NEW LUCENA,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,3,1,85.0,size-based,medium,1,60.0,45,44
ILOILO,NEW LUCENA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,2,1,470.0,size-based,small,1,437.5,8,7
ILOILO,NEW LUCENA,fresh fish,pieces or units,1.0,4,1,875.0,size-based,large,1,602.5,104,103
ILOILO,NEW LUCENA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,3,1,335.0,size-based,medium,1,265.0,13,12
ILOILO,NEW LUCENA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,2,1,375.0,size-based,small,1,375.0,35,34
ILOILO,NEW LUCENA,loaf bread,small packs,1.0,2,1,420.0,size-based,small,1,360.0,103,102
ILOILO,NEW LUCENA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,3,1,65.0,size-based,medium,1,277.5,54,53
ILOILO,OTON,beef,pieces or units,1.0,2,1,660.0,size-based,small,1,660.0,1,0
ILOILO,OTON,chicken,bilog,1.0,2,1,565.0,size-based,small,1,815.0,45,44
ILOILO,OTON,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,3,1,450.0,size-based,medium,1,405.0,3,2
ILOILO,OTON,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,3,1,355.0,size-based,medium,1,355.0,19,18
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,3,1,45.0,size-based,medium,1,80.0,13,12
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,100.0,size-based,small,1,110.0,49,48
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,2,1,60.0,size-based,small,1,75.0,43,42
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,4,1,350.0,size-based,large,1,485.0,9,8
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,100.0,size-based,small,1,100.0,63,62
ILOILO,OTON,pork,1 serve,1.0,2,1,515.0,size-based,small,1,515.0,1,0
ILOILO,OTON,pork,stick,1.0,2,1,25.0,size-based,small,1,25.0,1,0
ILOILO,OTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,4,1,65.0,size-based,large,1,367.5,34,33
ILOILO,OTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,4,1,1080.0,size-based,large,1,712.5,34,33
ILOILO,POTOTAN,cabbage,half,1.0,3,1,395.0,size-based,medium,1,395.0,1,0
ILOILO,POTOTAN,chicken,whole (chicken),1.0,4,1,1440.0,size-based,large,1,1225.0,66,65
ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1.0,2,1,110.0,size-based,small,1,67.5,4,3
ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1.0,3,1,110.0,size-based,medium,1,287.5,4,3
ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,60.0,size-based,small,1,56.0,43,42
ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,4,1,180.0,size-based,large,1,180.0,3,2
ILOILO,POTOTAN,loaf bread,small packs,1.0,2,1,400.0,size-based,small,1,360.0,103,102
ILOILO,POTOTAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,2,1,165.0,size-based,small,1,220.0,57,56
ILOILO,POTOTAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,3,1,250.0,size-based,medium,1,277.5,54,53
ILOILO,POTOTAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,4,1,1000.0,size-based,large,1,712.5,34,33
ILOILO,POTOTAN,rice,salmon,1.0,1,1,310.0,conventional,conventional,1,410.0,21,20
ILOILO,SAN DIONISIO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,2,1,22.0,size-based,small,1,30.0,151,150
ILOILO,SAN DIONISIO,"crackers, cookies, buiscuits, chips/curls",putos,1.0,3,1,250.0,size-based,medium,1,70.0,65,64
ILOILO,SAN DIONISIO,fresh fish,pieces or units,1.0,3,1,730.0,size-based,medium,1,367.5,120,119
ILOILO,SAN DIONISIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,3,1,50.0,size-based,medium,1,80.0,13,12
ILOILO,SAN DIONISIO,loaf bread,tama-tama nga putos,1.0,3,1,450.0,size-based,medium,1,450.0,16,15
ILOILO,SAN DIONISIO,mango,pieces or units,1.0,2,1,175.0,size-based,small,1,190.0,101,100
ILOILO,SAN DIONISIO,mango,pieces or units,1.0,4,1,300.0,size-based,large,1,300.0,77,76
ILOILO,SAN DIONISIO,"prawns, lobster, shrimp",tumpok,1.0,2,1,485.0,size-based,small,1,225.0,23,22
ILOILO,SAN DIONISIO,"prawns, lobster, shrimp",tumpok,1.0,3,1,775.0,size-based,medium,1,315.0,17,16
ILOILO,SAN DIONISIO,"prawns, lobster, shrimp",tumpok,1.0,4,1,1090.0,size-based,large,1,430.0,11,10
ILOILO,SAN DIONISIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1.0,3,1,280.0,size-based,medium,1,260.0,4,3
ILOILO,SAN DIONISIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1.0,4,1,575.0,size-based,large,1,575.0,1,0
ILOILO,SAN DIONISIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,4,1,250.0,size-based,large,1,712.5,34,33
ILOILO,SAN ENRIQUE,camote,bilog,1.0,4,1,305.0,size-based,large,1,270.0,82,81
ILOILO,SAN ENRIQUE,camote tops,bundle,1.0,4,1,1510.0,size-based,large,1,1032.5,10,9
ILOILO,SAN ENRIQUE,chicken,whole (chicken),1.0,3,1,805.0,size-based,medium,1,997.5,68,67
ILOILO,SAN ENRIQUE,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,3,1,405.0,size-based,medium,1,405.0,3,2
ILOILO,SAN ENRIQUE,fresh fish,pack,1.0,2,1,630.0,size-based,small,1,652.5,12,11
ILOILO,SAN ENRIQUE,fresh fish,pieces or units,1.0,3,1,425.0,size-based,medium,1,367.5,120,119
ILOILO,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,70.0,size-based,small,1,56.0,43,42
ILOILO,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,2,1,55.0,size-based,small,1,55.0,35,34
ILOILO,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,3,1,60.0,size-based,medium,1,65.0,13,12
ILOILO,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,3,1,700.0,size-based,medium,1,750.0,50,49
ILOILO,SAN ENRIQUE,"prawns, lobster, shrimp",pieces or units,1.0,3,1,140.0,size-based,medium,1,140.0,1,0
ILOILO,SAN JOAQUIN,camote tops,bugkos,1.0,4,1,1170.0,size-based,large,1,825.0,15,14
ILOILO,SAN JOAQUIN,chicken,bilog,1.0,4,1,1275.0,size-based,large,1,1295.0,41,40
ILOILO,SAN JOAQUIN,chicken,pieces or units,1.0,3,1,590.0,size-based,medium,1,277.5,4,3
ILOILO,SAN JOAQUIN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,4,1,1000.0,size-based,large,1,2.0,10,9
ILOILO,SAN JOAQUIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,4,1,140.0,size-based,large,1,445.0,2,1
ILOILO,SAN JOAQUIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,3,1,60.0,size-based,medium,1,60.0,15,14
ILOILO,SAN JOAQUIN,loaf bread,small packs,1.0,2,1,360.0,size-based,small,1,360.0,103,102
ILOILO,SAN MIGUEL,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,4,1,120.0,size-based,large,1,105.0,31,30
ILOILO,SAN MIGUEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",1.3 gallon,2.0,4,1,1300.0000035390258,size-based,large,1,1300.0000035390258,1,0
ILOILO,SAN RAFAEL,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,3,1,32.0,size-based,medium,1,60.0,45,44
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,43.0,size-based,small,1,56.0,43,42
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,2,1,60.0,size-based,small,1,55.0,35,34
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,3,1,270.0,size-based,medium,1,65.0,13,12
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,4,1,465.0,size-based,large,1,475.0,4,3
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,2,1,80.0,size-based,small,1,75.0,43,42
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,2,1,32.0,size-based,small,1,100.0,49,48
ILOILO,SAN RAFAEL,loaf bread,small packs,1.0,3,1,470.0,size-based,medium,1,470.0,11,10
ILOILO,SAN RAFAEL,loaf bread,small packs,1.0,4,1,670.0,size-based,large,1,670.0,9,8
ILOILO,SANTA BARBARA,camote tops,bugkos,1.0,4,1,1120.0,size-based,large,1,825.0,15,14
ILOILO,SANTA BARBARA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,2,1,250.0,size-based,small,1,375.0,35,34
ILOILO,SANTA BARBARA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,4,1,1200.0000569969416,size-based,large,1,750.0,27,26
ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,3,1,50.0,size-based,medium,1,80.0,13,12
ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,4,1,60.0,size-based,large,1,485.0,3,2
ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,600.0,size-based,small,1,110.0,49,48
ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,3,1,220.0,size-based,medium,1,265.0,13,12
ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,4,1,425.0,size-based,large,1,485.0,9,8
ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,100.0,size-based,small,1,100.0,63,62
ILOILO,SARA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,4,1,1210.0000167265534,size-based,large,1,750.0,27,26
ILOILO,SARA,loaf bread,large packs,1.0,2,1,385.0,size-based,small,1,385.0,7,6
ILOILO,SARA,loaf bread,large packs,1.0,3,1,570.0,size-based,medium,1,450.0,9,8
ILOILO,SARA,loaf bread,medium packs,1.0,3,1,450.0,size-based,medium,1,450.0,146,145
ILOILO,SARA,loaf bread,small packs,1.0,2,1,285.0,size-based,small,1,360.0,103,102
ILOILO,SARA,loaf bread,small packs,1.0,3,1,430.0,size-based,medium,1,470.0,11,10
ILOILO,SARA,loaf bread,small packs,1.0,4,1,670.0,size-based,large,1,670.0,9,8
ILOILO,SARA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,4,1,75.0,size-based,large,1,367.5,34,33
ILOILO,SARA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,3,1,225.0,size-based,medium,1,277.5,54,53
ILOILO,TIGBAUAN,cabbage,putos (mix vegetable),1.0,9,1,65.0,price-quantity,prov_median,1,110.0,4,3
ILOILO,TIGBAUAN,carrot,pieces or units,1.0,4,1,270.0,size-based,large,1,220.0,141,140
ILOILO,TIGBAUAN,"crackers, cookies, buiscuits, chips/curls",putos,1.0,4,1,90.0,size-based,large,1,108.0,53,52
ILOILO,TIGBAUAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,4,1,450.0,size-based,large,1,450.0,1,0
ILOILO,TIGBAUAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,2,1,745.0,size-based,small,1,285.0,36,35
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,1.0,2,1,545.0,size-based,small,1,545.0,1,0
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,1.0,4,1,485.0,size-based,large,1,485.0,1,0
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,2.0,3,1,950.0,size-based,medium,1,950.0,3,2
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,3,1,520.0,size-based,medium,1,80.0,13,12
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",plastic cup,1.0,4,1,485.0,size-based,large,1,485.0,1,0
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,4,1,485.0,size-based,large,1,475.0,4,3
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,2,1,70.0,size-based,small,1,100.0,49,48
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,120.0,size-based,small,1,100.0,63,62
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,3,1,180.0,size-based,medium,1,350.0,9,8
ILOILO,TIGBAUAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,3,1,705.0,size-based,medium,1,375.0,205,204
ILOILO,TIGBAUAN,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,3,1,1159.9999852478504,size-based,medium,1,750.0,50,49
ILOILO,TIGBAUAN,loaf bread,large packs,1.0,2,1,385.0,size-based,small,1,385.0,7,6
ILOILO,TIGBAUAN,loaf bread,large packs,1.0,3,1,480.0,size-based,medium,1,450.0,9,8
ILOILO,TIGBAUAN,loaf bread,medium packs,1.0,2,1,475.0,size-based,small,1,475.0,1,0
ILOILO,TIGBAUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,2,1,280.0,size-based,small,1,237.5,94,93
ILOILO,TUBUNGAN,cabbage,pieces or units,1.0,4,1,975.0,size-based,large,1,890.0,149,148
ILOILO,TUBUNGAN,carrot,pieces or units,1.0,3,1,245.0,size-based,medium,1,145.0,183,182
ILOILO,TUBUNGAN,chicken,bilog,1.0,4,1,1515.0,size-based,large,1,1295.0,41,40
ILOILO,TUBUNGAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,3,1,355.0,size-based,medium,1,355.0,19,18
ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,3,1,140.0,size-based,medium,1,80.0,9,8
ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,2,1,60.0,size-based,small,1,55.0,35,34
ILOILO,TUBUNGAN,mango,pieces or units,1.0,3,1,240.0,size-based,medium,1,242.5,100,99
ILOILO,TUBUNGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,4,1,1000.0,size-based,large,1,712.5,34,33
ILOILO,ZARRAGA,cabbage,pack,1.0,2,1,130.0,size-based,small,1,135.0,13,12
ILOILO,ZARRAGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,3,1,65.0,size-based,medium,1,80.0,9,8
ILOILO,ZARRAGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,2,1,35.0,size-based,small,1,220.0,57,56
ILOILO,ZARRAGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,3,1,50.0,size-based,medium,1,250.0,25,24
ILOILO,ZARRAGA,rice,salmon,1.0,1,1,415.0,conventional,conventional,1,410.0,21,20
NEGROS OCCIDENTAL,BINALBAGAN,chicken,bilog,1.0,4,1,1190.0,size-based,large,1,1105.0,5,4
NEGROS OCCIDENTAL,CALATRAVA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,3,1,115.0,size-based,medium,1,110.0,6,5
NEGROS OCCIDENTAL,CALATRAVA,loaf bread,large packs,1.0,4,1,600.0,size-based,large,1,640.0,57,56
NEGROS OCCIDENTAL,CALATRAVA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,9,1,65.0,price-quantity,prov_median,1,60.0,20,19
NEGROS OCCIDENTAL,CANDONI,camote tops,bugkos,1.0,8,1,145.0,price-quantity,mun_median,1,145.0,1,0
NEGROS OCCIDENTAL,CANDONI,chicken,bilog,1.0,6,1,1080.0,price-quantity,mp50,1,1120.0,19,18
NEGROS OCCIDENTAL,CANDONI,chicken,bilog,1.0,7,1,1390.0,price-quantity,mp75,1,1300.0,7,6
NEGROS OCCIDENTAL,CANDONI,chicken,whole (chicken),1.0,6,1,1125.0,price-quantity,mp50,1,1125.0,7,6
NEGROS OCCIDENTAL,CANDONI,chicken,whole (chicken),1.0,7,1,1420.0,price-quantity,mp75,1,1420.0,7,6
NEGROS OCCIDENTAL,CANDONI,fresh fish,pieces or units,1.0,9,1,460.0,price-quantity,prov_median,1,480.0,3,2
NEGROS OCCIDENTAL,CANDONI,"prawns, lobster, shrimp",tumpok,1.0,9,1,210.0,price-quantity,prov_median,1,230.0,7,6
NEGROS OCCIDENTAL,CAUAYAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,3,1,455.0,size-based,medium,1,487.5,4,3
NEGROS OCCIDENTAL,CAUAYAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,60.0,size-based,small,1,60.0,25,24
NEGROS OCCIDENTAL,CAUAYAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,3,1,120.0,size-based,medium,1,110.0,6,5
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),chicken,whole (chicken),1.0,2,1,1090.0,size-based,small,1,925.0,12,11
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),chicken,whole (chicken),1.0,3,1,1190.0,size-based,medium,1,1055.0,13,12
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),chicken,whole (chicken),1.0,4,1,1515.0,size-based,large,1,1230.0,14,13
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,45.0,size-based,small,1,70.0,11,10
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,9,1,43.0,price-quantity,prov_median,1,43.0,1,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,9,1,60.0,price-quantity,prov_median,1,60.0,1,0
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,2,1,100.0,size-based,small,1,100.0,11,10
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,8,1,375.0,price-quantity,mun_median,1,375.0,51,50
NEGROS OCCIDENTAL,HINIGARAN,camote tops,bugkos,1.0,2,1,230.0,size-based,small,1,265.0,37,36
NEGROS OCCIDENTAL,HINIGARAN,camote tops,bugkos,1.0,3,1,305.0,size-based,medium,1,332.5,16,15
NEGROS OCCIDENTAL,HINIGARAN,chicken,whole (chicken),1.0,3,1,1055.0,size-based,medium,1,1055.0,13,12
NEGROS OCCIDENTAL,HINIGARAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,3,1,990.0,size-based,medium,1,500.0,8,7
NEGROS OCCIDENTAL,HINIGARAN,fresh fish,pieces or units,1.0,2,1,375.0,size-based,small,1,205.0,13,12
NEGROS OCCIDENTAL,HINIGARAN,fresh fish,pieces or units,1.0,3,1,525.0,size-based,medium,1,295.0,13,12
NEGROS OCCIDENTAL,HINIGARAN,fresh fish,pieces or units,1.0,4,1,690.0,size-based,large,1,395.0,13,12
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,43.0,size-based,small,1,70.0,11,10
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,110.0,size-based,small,1,60.0,25,24
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,2,1,49.0,size-based,small,1,60.0,19,18
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,2.0,2,1,450.0,size-based,small,1,450.0,1,0
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,2.0,3,1,700.0,size-based,medium,1,700.0,1,0
NEGROS OCCIDENTAL,HINIGARAN,loaf bread,large packs,1.0,4,1,415.0,size-based,large,1,640.0,57,56
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),chicken,bilog,1.0,5,1,910.0,price-quantity,mp25,1,910.0,15,14
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),chicken,bilog,1.0,7,1,1135.0,price-quantity,mp75,1,1300.0,7,6
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,115.0,size-based,small,1,60.0,25,24
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,3,1,60.0,size-based,medium,1,87.5,4,3
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,100.0,size-based,small,1,100.0,27,26
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.0,9,1,250.0,price-quantity,prov_median,1,250.0,6,5
NEGROS OCCIDENTAL,ILOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,35.0,size-based,small,1,60.0,25,24
NEGROS OCCIDENTAL,ILOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,2,1,92.0,size-based,small,1,60.0,19,18
NEGROS OCCIDENTAL,ILOG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,8,1,375.0,price-quantity,mun_median,1,375.0,51,50
NEGROS OCCIDENTAL,ISABELA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,3,1,65.0,size-based,medium,1,87.5,4,3
NEGROS OCCIDENTAL,LA CASTELLANA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,2,1,500.0,size-based,small,1,427.5,2,1
NEGROS OCCIDENTAL,LA CASTELLANA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,100.0,size-based,small,1,100.0,27,26
NEGROS OCCIDENTAL,LA CASTELLANA,loaf bread,medium packs,1.0,3,1,400.0,size-based,medium,1,450.0,52,51
