pull_province,pull_item,pull_municipal_city,p,rung,harmonized_nsu_unit,grams,n_g,weighing_approach,d_thin,gpp,cv_gpp,n_pairs,n_price,n_mun,gpp_loo,w_pred,ratio
CAPIZ,loaf bread,DUMALAG,127.5,3,medium packs,640,1,size-based,1,5.019607843137255,.2157473348557329,8,7,6,6.357142857142858,810.5357142857143,1.266462053571429
CAPIZ,loaf bread,DUMALAG,77.5,1,small packs,400,1,size-based,1,5.161290322580645,.6366341072973977,6,6,5,10.85714285714286,841.4285714285714,2.103571428571429
CAPIZ,loaf bread,DUMALAG,100,2,small packs,500,1,size-based,1,5,.6366341072973977,6,6,5,10.85714285714286,1085.714285714286,2.171428571428572
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMALAG,24,1,bilog,250,1,size-based,1,10.41666666666667,.9271761299601827,5,5,3,.8518518518518519,20.44444444444444,.0817777777777778
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMALAG,78.75,3,bilog,500,1,size-based,1,6.349206349206349,.9271761299601827,5,5,3,.8518518518518519,67.08333333333333,.1341666666666667
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMALAG,60,2,putos,1000,3,price-quantity,0,16.66666666666667,.8071833597774747,21,13,13,3.344669117647059,200.6801470588235,.2006801470588235
CAPIZ,chicken,DUMARAO,250,2,bilog,1270,1,size-based,1,5.08,.1794122148109759,10,7,5,4.166956521739131,1041.739130434783,.8202670318384117
CAPIZ,chicken,DUMARAO,400,3,bilog,1435,1,size-based,1,3.5875,.1794122148109759,10,7,5,4.166956521739131,1666.782608695652,1.161520981669444
CAPIZ,"liquor (e.g, whisky, coconut wine)",DUMARAO,80,2,lipid/lapad,375,3,size-based,0,4.6875,.3815991982009939,23,16,16,5.357142857142857,428.5714285714286,1.142857142857143
CAPIZ,loaf bread,DUMARAO,60,1,medium packs,450,4,size-based,0,7.5,.2157473348557329,8,7,6,5.65266106442577,339.1596638655462,.7536881419234359
CAPIZ,loaf bread,DUMARAO,111.25,3,medium packs,640,1,size-based,1,5.752808988764045,.2157473348557329,8,7,6,5.65266106442577,628.8585434173668,.9825914740896357
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMARAO,70,2,putos,250,2,price-quantity,1,3.571428571428572,.8071833597774747,21,13,13,3.344669117647059,234.1268382352941,.9365073529411765
CAPIZ,cabbage,IVISAN,60,1,pieces or units,507.5,6,size-based,0,8.458333333333334,.1523456758507557,9,7,3,11.39634146341463,683.780487804878,1.347350714886459
CAPIZ,cabbage,IVISAN,70,2,pieces or units,715,7,size-based,0,10.21428571428571,.1523456758507557,9,7,3,11.39634146341463,797.7439024390244,1.115725737676957
CAPIZ,cabbage,IVISAN,110,3,pieces or units,1100,5,size-based,0,10,.1523456758507557,9,7,3,11.39634146341463,1253.59756097561,1.139634146341463
CAPIZ,carrot,IVISAN,32.5,1,pieces or units,77.5,6,size-based,0,2.384615384615385,.1570586783866754,7,6,3,2.463888888888889,80.0763888888889,1.033243727598566
CAPIZ,carrot,IVISAN,45,2,pieces or units,135,3,size-based,0,3,.1570586783866754,7,6,3,2.463888888888889,110.875,.8212962962962963
CAPIZ,carrot,IVISAN,97.5,3,pieces or units,180,4,size-based,0,1.846153846153846,.1570586783866754,7,6,3,2.463888888888889,240.2291666666667,1.334606481481482
CAPIZ,chicken,IVISAN,222.5,1,whole (chicken),900,3,size-based,0,4.044943820224719,.1486019446189772,32,16,12,4.517857142857143,1005.223214285714,1.116914682539683
CAPIZ,chicken,IVISAN,250,2,whole (chicken),1210,4,size-based,0,4.84,.1486019446189772,32,16,12,4.517857142857143,1129.464285714286,.9334415584415585
CAPIZ,chicken,IVISAN,275,3,whole (chicken),1647.5,2,size-based,1,5.990909090909091,.1486019446189772,32,16,12,4.517857142857143,1242.410714285714,.7541187947106006
CAPIZ,"crackers, cookies, buiscuits, chips/curls",IVISAN,36.25,1,pieces or units,31,2,size-based,1,.8551724137931035,.3033171479806478,16,15,9,.7384615384615385,26.76923076923077,.8635235732009926
CAPIZ,"crackers, cookies, buiscuits, chips/curls",IVISAN,112,2,putos,250,3,price-quantity,0,2.232142857142857,.3569440980737622,17,13,9,4.284722222222222,479.8888888888889,1.919555555555556
CAPIZ,fresh fish,IVISAN,50,1,pieces or units,225,5,size-based,0,4.5,.426013627955194,19,16,7,2.819642857142857,140.9821428571429,.6265873015873016
CAPIZ,fresh fish,IVISAN,90,2,pieces or units,492.5,6,size-based,0,5.472222222222222,.426013627955194,19,16,7,2.819642857142857,253.7678571428571,.5152646845540246
CAPIZ,fresh fish,IVISAN,200,3,pieces or units,587.5,4,size-based,0,2.9375,.426013627955194,19,16,7,2.819642857142857,563.9285714285714,.9598784194528875
CAPIZ,"liquor (e.g, whisky, coconut wine)",IVISAN,74.5,1,lipid/lapad,437.5,6,size-based,0,5.87248322147651,.3815991982009939,23,16,16,4.84375,360.859375,.8248214285714286
CAPIZ,"liquor (e.g, whisky, coconut wine)",IVISAN,75,2,lipid/lapad,750,3,size-based,0,10,.3815991982009939,23,16,16,4.84375,363.28125,.484375
CAPIZ,"liquor (e.g, whisky, coconut wine)",IVISAN,142.5,3,lipid/lapad,1000,3,size-based,0,7.017543859649122,.3815991982009939,23,16,16,4.84375,690.234375,.690234375
CAPIZ,loaf bread,IVISAN,240,3,large packs,640,3,size-based,0,2.666666666666667,.3035315291955239,23,19,10,4.608132608132609,1105.951825951826,1.728049728049728
CAPIZ,loaf bread,IVISAN,26.25,1,small packs,360,3,size-based,0,13.71428571428571,.6366341072973977,6,6,5,5.5,144.375,.4010416666666667
CAPIZ,cabbage,JAMINDAN,55,1,pieces or units,460,4,size-based,0,8.363636363636363,.1523456758507557,9,7,3,10.50348432055749,577.6916376306619,1.255851386153613
CAPIZ,cabbage,JAMINDAN,70,2,pieces or units,840,3,size-based,0,12,.1523456758507557,9,7,3,10.50348432055749,735.2439024390243,.8752903600464574
CAPIZ,cabbage,JAMINDAN,140,3,pieces or units,1360,3,size-based,0,9.714285714285714,.1523456758507557,9,7,3,10.50348432055749,1470.487804878049,1.081241032998565
CAPIZ,carrot,JAMINDAN,50,2,pieces or units,145,3,price-quantity,0,2.9,.1570586783866754,7,6,3,2.358974358974359,117.948717948718,.8134394341290894
CAPIZ,chicken,JAMINDAN,451.25,3,bilog,1075,1,size-based,1,2.382271468144044,.1794122148109759,10,7,5,4.173913043478261,1883.478260869565,1.752072800808898
CAPIZ,chicken,JAMINDAN,300,3,whole (chicken),1245,1,size-based,1,4.15,.1486019446189772,32,16,12,4.625,1387.5,1.114457831325301
CAPIZ,"crackers, cookies, buiscuits, chips/curls",JAMINDAN,50,1,putos,240,1,price-quantity,1,4.8,.3569440980737622,17,13,9,4,200,.8333333333333334
CAPIZ,"crackers, cookies, buiscuits, chips/curls",JAMINDAN,70,2,putos,330,1,price-quantity,1,4.714285714285714,.3569440980737622,17,13,9,4,280,.8484848484848485
CAPIZ,"liquor (e.g, whisky, coconut wine)",JAMINDAN,85,2,lipid/lapad,375,1,size-based,1,4.411764705882353,.3815991982009939,23,16,16,5.357142857142857,455.3571428571428,1.214285714285714
CAPIZ,loaf bread,JAMINDAN,143,2,large packs,640,1,price-quantity,1,4.475524475524476,.3035315291955239,23,19,10,4.577266922094508,654.5491698595147,1.022733077905492
CAPIZ,loaf bread,JAMINDAN,20,1,small packs,400,1,size-based,1,20,.6366341072973977,6,6,5,5.5,110,.275
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",JAMINDAN,50,2,putos,250,1,price-quantity,1,5,.8071833597774747,21,13,13,3.344669117647059,167.233455882353,.6689338235294118
CAPIZ,chicken,MA-AYON,240,1,whole (chicken),960,1,price-quantity,1,4,.1486019446189772,32,16,12,4.723404255319149,1133.617021276596,1.180851063829787
CAPIZ,chicken,MA-AYON,300,2,whole (chicken),1080,1,price-quantity,1,3.6,.1486019446189772,32,16,12,4.723404255319149,1417.021276595745,1.312056737588653
CAPIZ,chicken,MA-AYON,400,3,whole (chicken),1165,1,price-quantity,1,2.9125,.1486019446189772,32,16,12,4.723404255319149,1889.36170212766,1.621769701397133
CAPIZ,"crackers, cookies, buiscuits, chips/curls",MA-AYON,45,2,pieces or units,48,5,size-based,0,1.066666666666667,.3033171479806478,16,15,9,.7384615384615385,33.23076923076923,.6923076923076924
CAPIZ,"crackers, cookies, buiscuits, chips/curls",MA-AYON,60,1,putos,300,5,size-based,0,5,.3569440980737622,17,13,9,4,240,.8
CAPIZ,"crackers, cookies, buiscuits, chips/curls",MA-AYON,80,2,putos,330,1,size-based,1,4.125,.3569440980737622,17,13,9,4,320,.9696969696969697
CAPIZ,fresh fish,MA-AYON,100,1,pieces or units,280,2,price-quantity,1,2.8,.426013627955194,19,16,7,3,300,1.071428571428571
CAPIZ,fresh fish,MA-AYON,175,2,pieces or units,380,2,price-quantity,1,2.171428571428571,.426013627955194,19,16,7,3,525,1.381578947368421
CAPIZ,"liquor (e.g, whisky, coconut wine)",MA-AYON,150,2,lipid/lapad,375,6,size-based,0,2.5,.3815991982009939,23,16,16,5.357142857142857,803.5714285714286,2.142857142857143
CAPIZ,"liquor (e.g, whisky, coconut wine)",MA-AYON,304.5,3,long-neck,750,6,size-based,0,2.463054187192118,.0419087092897563,5,5,4,2.440476190476191,743.1250000000001,.9908333333333335
CAPIZ,loaf bread,MA-AYON,135,3,large packs,640,3,size-based,0,4.74074074074074,.3035315291955239,23,19,10,4.444658789486375,600.0289365806607,.9375452134072824
CAPIZ,loaf bread,MA-AYON,70,2,medium packs,450,3,size-based,0,6.428571428571429,.2157473348557329,8,7,6,5.752808988764045,402.6966292134831,.8948813982521847
CAPIZ,loaf bread,MA-AYON,37.5,1,small packs,300,1,size-based,1,8,.6366341072973977,6,6,5,5.5,206.25,.6875
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",MA-AYON,50,1,putos,157.5,2,size-based,1,3.15,.8071833597774747,21,13,13,3.535714285714286,176.7857142857143,1.122448979591837
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",MA-AYON,100,2,putos,260,3,size-based,0,2.6,.8071833597774747,21,13,13,3.535714285714286,353.5714285714286,1.35989010989011
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",MA-AYON,150,3,putos,385,1,size-based,1,2.566666666666667,.8071833597774747,21,13,13,3.535714285714286,530.3571428571429,1.377551020408163
CAPIZ,chicken,MAMBUSAO,235,1,whole (chicken),1110,3,size-based,0,4.723404255319149,.1486019446189772,32,16,12,4.517857142857143,1061.696428571429,.9564832689832691
CAPIZ,chicken,MAMBUSAO,280,2,whole (chicken),1212.5,4,size-based,0,4.330357142857143,.1486019446189772,32,16,12,4.517857142857143,1265,1.043298969072165
CAPIZ,chicken,MAMBUSAO,300,3,whole (chicken),1430,2,size-based,1,4.766666666666667,.1486019446189772,32,16,12,4.517857142857143,1355.357142857143,.9478021978021979
CAPIZ,"crackers, cookies, buiscuits, chips/curls",MAMBUSAO,30,1,pieces or units,30,7,size-based,0,1,.3033171479806478,16,15,9,.7272727272727273,21.81818181818182,.7272727272727273
CAPIZ,"crackers, cookies, buiscuits, chips/curls",MAMBUSAO,65,2,pieces or units,48,7,size-based,0,.7384615384615385,.3033171479806478,16,15,9,.7272727272727273,47.27272727272727,.9848484848484849
CAPIZ,"crackers, cookies, buiscuits, chips/curls",MAMBUSAO,101,3,pieces or units,90,6,size-based,0,.8910891089108911,.3033171479806478,16,15,9,.7272727272727273,73.45454545454545,.8161616161616162
CAPIZ,"crackers, cookies, buiscuits, chips/curls",MAMBUSAO,63,1,putos,280,5,size-based,0,4.444444444444445,.3569440980737622,17,13,9,4.335227272727273,273.1193181818182,.9754261363636366
CAPIZ,"crackers, cookies, buiscuits, chips/curls",MAMBUSAO,80,2,putos,300,4,size-based,0,3.75,.3569440980737622,17,13,9,4.335227272727273,346.8181818181819,1.156060606060606
CAPIZ,"crackers, cookies, buiscuits, chips/curls",MAMBUSAO,117,3,putos,340,3,size-based,0,2.905982905982906,.3569440980737622,17,13,9,4.335227272727273,507.221590909091,1.49182820855615
CAPIZ,"liquor (e.g, whisky, coconut wine)",MAMBUSAO,135,2,lipid/lapad,750,11,size-based,0,5.555555555555555,.3815991982009939,23,16,16,5.178571428571429,699.1071428571429,.9321428571428572
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",MAMBUSAO,50,1,putos,100,3,size-based,0,2,.8071833597774747,21,13,13,3.485294117647059,174.264705882353,1.74264705882353
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",MAMBUSAO,90,2,putos,267.5,4,size-based,0,2.972222222222222,.8071833597774747,21,13,13,3.485294117647059,313.6764705882353,1.17262231995602
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",MAMBUSAO,120,3,putos,530,2,size-based,1,4.416666666666667,.8071833597774747,21,13,13,3.485294117647059,418.2352941176471,.7891231964483907
CAPIZ,chicken,PANAY,180,1,bilog,700,3,size-based,0,3.888888888888889,.1794122148109759,10,7,5,4.34,781.1999999999999,1.116
CAPIZ,chicken,PANAY,230,2,bilog,960,5,size-based,0,4.173913043478261,.1794122148109759,10,7,5,4.34,998.1999999999999,1.039791666666667
CAPIZ,chicken,PANAY,275,3,bilog,995,1,size-based,1,3.618181818181818,.1794122148109759,10,7,5,4.34,1193.5,1.199497487437186
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PANAY,41.5,1,pieces or units,30,5,size-based,0,.7228915662650602,.3033171479806478,16,15,9,.819672131147541,34.01639344262295,1.133879781420765
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PANAY,60,1,putos,300,2,size-based,1,5,.3569440980737622,17,13,9,4,240,.8
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PANAY,70,2,putos,450,1,size-based,1,6.428571428571429,.3569440980737622,17,13,9,4,280,.6222222222222222
CAPIZ,fresh fish,PANAY,105,1,pieces or units,195,3,size-based,0,1.857142857142857,.426013627955194,19,16,7,2.96875,311.71875,1.598557692307692
CAPIZ,fresh fish,PANAY,140,2,pieces or units,397.5,4,size-based,0,2.839285714285714,.426013627955194,19,16,7,2.96875,415.625,1.045597484276729
CAPIZ,fresh fish,PANAY,170,3,pieces or units,600,2,size-based,1,3.529411764705882,.426013627955194,19,16,7,2.96875,504.6875,.8411458333333334
CAPIZ,"liquor (e.g, whisky, coconut wine)",PANAY,135,2,lipid/lapad,375,2,size-based,1,2.777777777777778,.3815991982009939,23,16,16,5.357142857142857,723.2142857142857,1.928571428571428
CAPIZ,"liquor (e.g, whisky, coconut wine)",PANAY,300,3,long-neck,750,2,size-based,1,2.5,.0419087092897563,5,5,4,2.422003284072249,726.6009852216748,.9688013136288998
CAPIZ,loaf bread,PANAY,40,1,small packs,220,4,size-based,0,5.5,.6366341072973977,6,6,5,8,320,1.454545454545455
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PANAY,67.5,2,bilog,57.5,2,size-based,1,.8518518518518519,.9271761299601827,5,5,3,6.349206349206349,428.5714285714286,7.453416149068323
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PANAY,92.5,3,bilog,70,1,size-based,1,.7567567567567568,.9271761299601827,5,5,3,6.349206349206349,587.3015873015872,8.39002267573696
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PANAY,100,2,putos,250,6,size-based,0,2.5,.8071833597774747,21,13,13,3.485294117647059,348.5294117647059,1.394117647058824
CAPIZ,cabbage,PANITAN,41,1,pieces or units,442.5,6,size-based,0,10.79268292682927,.1523456758507557,9,7,3,9.857142857142858,404.1428571428572,.913317191283293
CAPIZ,cabbage,PANITAN,60,2,pieces or units,747.5,6,size-based,0,12.45833333333333,.1523456758507557,9,7,3,9.857142857142858,591.4285714285714,.7912087912087913
CAPIZ,cabbage,PANITAN,82.5,3,pieces or units,1045,5,size-based,0,12.66666666666667,.1523456758507557,9,7,3,9.857142857142858,813.2142857142858,.7781954887218046
CAPIZ,chicken,PANITAN,250,1,whole (chicken),995,3,size-based,0,3.98,.1486019446189772,32,16,12,4.517857142857143,1129.464285714286,1.135139985642498
CAPIZ,chicken,PANITAN,260,2,whole (chicken),1395,4,size-based,0,5.365384615384615,.1486019446189772,32,16,12,4.517857142857143,1174.642857142857,.8420378904249873
CAPIZ,chicken,PANITAN,300,3,whole (chicken),1715,2,size-based,1,5.716666666666667,.1486019446189772,32,16,12,4.517857142857143,1355.357142857143,.790295710120783
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PANITAN,27,1,pieces or units,25,6,size-based,0,.9259259259259259,.3033171479806478,16,15,9,.7384615384615385,19.93846153846154,.7975384615384615
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PANITAN,55,2,pieces or units,40,6,size-based,0,.7272727272727273,.3033171479806478,16,15,9,.7384615384615385,40.61538461538462,1.015384615384616
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PANITAN,68,3,pieces or units,90,5,size-based,0,1.323529411764706,.3033171479806478,16,15,9,.7384615384615385,50.21538461538462,.557948717948718
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PANITAN,55,1,putos,250,6,size-based,0,4.545454545454546,.3569440980737622,17,13,9,4.284722222222222,235.6597222222222,.9426388888888889
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PANITAN,70,2,putos,280,1,size-based,1,4,.3569440980737622,17,13,9,4.284722222222222,299.9305555555555,1.071180555555556
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PANITAN,114,3,putos,300,3,size-based,0,2.631578947368421,.3569440980737622,17,13,9,4.284722222222222,488.4583333333334,1.628194444444445
CAPIZ,fresh fish,PANITAN,100,1,pieces or units,105,3,size-based,0,1.05,.426013627955194,19,16,7,2.96875,296.875,2.827380952380953
CAPIZ,fresh fish,PANITAN,115,2,pieces or units,165,3,size-based,0,1.434782608695652,.426013627955194,19,16,7,2.96875,341.40625,2.069128787878788
CAPIZ,fresh fish,PANITAN,147.5,3,pieces or units,590,2,size-based,1,4,.426013627955194,19,16,7,2.96875,437.890625,.7421875
CAPIZ,"liquor (e.g, whisky, coconut wine)",PANITAN,65.5,1,lipid/lapad,375,10,size-based,0,5.725190839694656,.3815991982009939,23,16,16,5,327.5,.8733333333333333
CAPIZ,"liquor (e.g, whisky, coconut wine)",PANITAN,140,2,lipid/lapad,750,6,size-based,0,5.357142857142857,.3815991982009939,23,16,16,5,700,.9333333333333333
CAPIZ,chicken,PILAR,200,1,whole (chicken),1005,3,size-based,0,5.025,.1486019446189772,32,16,12,4.47,894,.8895522388059701
CAPIZ,chicken,PILAR,250,2,whole (chicken),1195,4,size-based,0,4.78,.1486019446189772,32,16,12,4.47,1117.5,.9351464435146444
CAPIZ,chicken,PILAR,300,3,whole (chicken),1470,2,size-based,1,4.9,.1486019446189772,32,16,12,4.47,1341,.9122448979591836
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PILAR,45,1,pieces or units,18,5,size-based,0,.4,.3033171479806478,16,15,9,.8461538461538461,38.07692307692307,2.115384615384615
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PILAR,80,2,pieces or units,27,6,size-based,0,.3375,.3033171479806478,16,15,9,.8461538461538461,67.69230769230769,2.507122507122507
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PILAR,100,3,pieces or units,72.5,4,size-based,0,.725,.3033171479806478,16,15,9,.8461538461538461,84.61538461538461,1.16710875331565
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PILAR,58,1,putos,32,5,price-quantity,0,.5517241379310345,.3569440980737622,17,13,9,4.444444444444445,257.7777777777778,8.055555555555555
CAPIZ,"crackers, cookies, buiscuits, chips/curls",PILAR,91.5,2,putos,245,2,price-quantity,1,2.6775956284153,.3569440980737622,17,13,9,4.444444444444445,406.6666666666667,1.659863945578231
CAPIZ,"liquor (e.g, whisky, coconut wine)",PILAR,75,1,lipid/lapad,375,7,size-based,0,5,.3815991982009939,23,16,16,5.357142857142857,401.7857142857143,1.071428571428571
CAPIZ,"liquor (e.g, whisky, coconut wine)",PILAR,130,2,lipid/lapad,750,4,size-based,0,5.769230769230769,.3815991982009939,23,16,16,5.357142857142857,696.4285714285713,.9285714285714285
CAPIZ,loaf bread,PILAR,85,1,large packs,430,4,size-based,0,5.058823529411764,.3035315291955239,23,19,10,4.271412680756396,363.0700778642936,.844349018289055
CAPIZ,loaf bread,PILAR,94,2,large packs,570,4,size-based,0,6.063829787234043,.3035315291955239,23,19,10,4.271412680756396,401.5127919911012,.704408407001932
CAPIZ,loaf bread,PILAR,140,3,large packs,800,2,size-based,1,5.714285714285714,.3035315291955239,23,19,10,4.271412680756396,597.9977753058954,.7474972191323692
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PILAR,45,1,putos,157.5,2,size-based,1,3.5,.8071833597774747,21,13,13,3.184375,143.296875,.9098214285714286
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PILAR,60,2,putos,255,3,size-based,0,4.25,.8071833597774747,21,13,13,3.184375,191.0625,.7492647058823529
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PILAR,90,3,putos,1200,1,size-based,1,13.33333333333333,.8071833597774747,21,13,13,3.184375,286.59375,.238828125
CAPIZ,carrot,PONTEVEDRA,45,1,pieces or units,105,5,size-based,0,2.333333333333333,.1570586783866754,7,6,3,2.642307692307692,118.9038461538461,1.132417582417582
CAPIZ,carrot,PONTEVEDRA,60,2,pieces or units,140,5,size-based,0,2.333333333333333,.1570586783866754,7,6,3,2.642307692307692,158.5384615384615,1.132417582417582
CAPIZ,carrot,PONTEVEDRA,90,3,pieces or units,233.5,4,size-based,0,2.594444444444445,.1570586783866754,7,6,3,2.642307692307692,237.8076923076923,1.018448361060781
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PONTEVEDRA,50,1,pieces or units,48,1,size-based,1,.96,1.057949424341498,6,6,6,1.6,80,1.666666666666667
CAPIZ,"liquor (e.g, whisky, coconut wine)",PONTEVEDRA,140,2,lipid/lapad,375,3,size-based,0,2.678571428571428,.3815991982009939,23,16,16,5.357142857142857,750,2
CAPIZ,loaf bread,PONTEVEDRA,160,3,large packs,640,2,size-based,1,4,.3035315291955239,23,19,10,4.608132608132609,737.3012173012173,1.152033152033152
CAPIZ,loaf bread,PONTEVEDRA,126,2,medium packs,450,3,size-based,0,3.571428571428572,.2157473348557329,8,7,6,6.285714285714286,792,1.76
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PONTEVEDRA,45,1,bilog,162.5,4,size-based,0,3.611111111111111,.9271761299601827,5,5,3,3.6005291005291,162.0238095238095,.9970695970695971
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PONTEVEDRA,41.25,1,putos,117,3,size-based,0,2.836363636363636,.8071833597774747,21,13,13,3.359375,138.57421875,1.184395032051282
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PONTEVEDRA,70,2,putos,250,4,size-based,0,3.571428571428572,.8071833597774747,21,13,13,3.359375,235.15625,.940625
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PONTEVEDRA,127.5,3,putos,442.5,2,size-based,1,3.470588235294118,.8071833597774747,21,13,13,3.359375,428.3203125,.9679555084745762
CAPIZ,fresh fish,PRESIDENT ROXAS,100,1,pieces or units,255,1,size-based,1,2.55,.426013627955194,19,16,7,,,
CAPIZ,fresh fish,PRESIDENT ROXAS,207.5,3,pieces or units,835,1,size-based,1,4.024096385542169,.426013627955194,19,16,7,,,
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PRESIDENT ROXAS,55,1,pieces or units,88,1,size-based,1,1.6,1.057949424341498,6,6,6,,,
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PRESIDENT ROXAS,23.75,1,small cup,100,2,size-based,1,4.210526315789473,.3530769434594864,5,4,4,,,
CAPIZ,"liquor (e.g, whisky, coconut wine)",PRESIDENT ROXAS,80,2,lipid/lapad,375,6,size-based,0,4.6875,.3815991982009939,23,16,16,,,
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",PRESIDENT ROXAS,50,1,putos,250,1,size-based,1,5,.8071833597774747,21,13,13,,,
CAPIZ,chicken,SAPI-AN,200,1,whole (chicken),1020,2,size-based,1,5.1,.1486019446189772,32,16,12,4.47,894,.8764705882352941
CAPIZ,chicken,SAPI-AN,210,2,whole (chicken),1140,3,size-based,0,5.428571428571429,.1486019446189772,32,16,12,4.47,938.6999999999999,.8234210526315789
CAPIZ,chicken,SAPI-AN,265,3,whole (chicken),1490,1,size-based,1,5.622641509433962,.1486019446189772,32,16,12,4.47,1184.55,.7949999999999999
CAPIZ,"crackers, cookies, buiscuits, chips/curls",SAPI-AN,30.5,1,pieces or units,25,3,size-based,0,.819672131147541,.3033171479806478,16,15,9,.7328671328671329,22.35244755244755,.8940979020979022
CAPIZ,"crackers, cookies, buiscuits, chips/curls",SAPI-AN,39,2,pieces or units,33,3,size-based,0,.8461538461538461,.3033171479806478,16,15,9,.7328671328671329,28.58181818181818,.8661157024793389
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAPI-AN,20,1,small cup,100,3,size-based,0,5,.3530769434594864,5,4,4,2.95,59,.59
CAPIZ,"liquor (e.g, whisky, coconut wine)",SAPI-AN,105,2,lipid/lapad,375,6,size-based,0,3.571428571428572,.3815991982009939,23,16,16,5.357142857142857,562.5,1.5
CAPIZ,loaf bread,SAPI-AN,70,2,medium packs,440,4,size-based,0,6.285714285714286,.2157473348557329,8,7,6,5.752808988764045,402.6966292134831,.9152196118488253
CAPIZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAPI-AN,85,2,putos,250,3,price-quantity,0,2.941176470588236,.8071833597774747,21,13,13,3.485294117647059,296.25,1.185
CAPIZ,chicken,SIGMA,212,1,whole (chicken),935,2,price-quantity,1,4.410377358490566,.1486019446189772,32,16,12,4.723404255319149,1001.36170212766,1.070975082489475
CAPIZ,chicken,SIGMA,250,2,whole (chicken),1117.5,2,price-quantity,1,4.47,.1486019446189772,32,16,12,4.723404255319149,1180.851063829787,1.056689990004284
CAPIZ,chicken,SIGMA,300,3,whole (chicken),1215,2,price-quantity,1,4.05,.1486019446189772,32,16,12,4.723404255319149,1417.021276595745,1.166272655634358
CAPIZ,"crackers, cookies, buiscuits, chips/curls",SIGMA,53,2,pieces or units,31,1,price-quantity,1,.5849056603773585,.3033171479806478,16,15,9,.819672131147541,43.44262295081968,1.401374933897409
CAPIZ,"crackers, cookies, buiscuits, chips/curls",SIGMA,65,2,putos,300,1,price-quantity,1,4.615384615384615,.3569440980737622,17,13,9,4.0625,264.0625,.8802083333333334
CAPIZ,fresh fish,SIGMA,95,1,pieces or units,115,3,size-based,0,1.210526315789474,.426013627955194,19,16,7,2.96875,282.03125,2.452445652173913
CAPIZ,fresh fish,SIGMA,120,2,pieces or units,312.5,4,size-based,0,2.604166666666667,.426013627955194,19,16,7,2.96875,356.25,1.14
CAPIZ,fresh fish,SIGMA,145,3,pieces or units,770,2,size-based,1,5.310344827586207,.426013627955194,19,16,7,2.96875,430.46875,.5590503246753247
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SIGMA,30,2,pieces or units,40,2,price-quantity,1,1.333333333333333,1.057949424341498,6,6,6,1.6,48,1.2
CAPIZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SIGMA,30,1,small cup,105,2,size-based,1,3.5,.3530769434594864,5,4,4,4.210526315789473,126.3157894736842,1.203007518796992
