province,pull_municipal_city,cons_name,unit_lbl,harmonized_nsu_unit,fallback_harmonized_nsu_unit,fold_verdict,in_MS_as,freq_price,mn_item_unit_pairs,pn_item_unit_pairs,cause,cause_label,harmonizable,detail
ANTIQUE,BUGASONG,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,2.0,77.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['binilog', 'whole (chicken)']"
ANTIQUE,CULASI,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,6.0,77.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ANTIQUE,HAMTIC,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,10.0,77.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ANTIQUE,HAMTIC,chicken,binilog,pieces or units,,safe-fold,,3,4.0,70.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ANTIQUE,LAUA-AN,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,8.0,77.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ANTIQUE,LAUA-AN,chicken,pieces or units,pieces or units,,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ANTIQUE,LIBERTAD,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,3.0,77.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['piraso', 'whole (chicken)']"
ANTIQUE,PANDAN,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,5.0,77.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ANTIQUE,PATNONGON,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,15.0,77.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['binilog', 'whole (chicken)']"
ANTIQUE,SAN REMIGIO,chicken,bilog nga manok,whole (chicken),bilog,fold(untested/minor-flag),,3,18.0,116.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'binilog']"
ANTIQUE,SAN REMIGIO,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,4.0,84.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'binilog']"
ANTIQUE,SEBASTE,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,2.0,77.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ANTIQUE,SEBASTE,chicken,binilog,pieces or units,,safe-fold,,3,5.0,70.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ANTIQUE,SIBALOM,chicken,bilog nga manok,whole (chicken),bilog,fold(untested/minor-flag),,3,14.0,116.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'binilog']"
ANTIQUE,SIBALOM,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,16.0,84.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'binilog']"
ANTIQUE,TIBIAO,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,1,2.0,77.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['binilog', 'whole (chicken)']"
ANTIQUE,TOBIAS FORNIER,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,10.0,77.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['binilog', 'whole (chicken)']"
ANTIQUE,VALDERRAMA,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,2.0,77.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['binilog', 'whole (chicken)']"
ANTIQUE,HAMTIC,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,,safe-fold,,3,5.0,167.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bucket', 'pack']"
ANTIQUE,HAMTIC,"crackers, cookies, buiscuits, chips/curls",putos,putos,pack,keep-separate,,3,14.0,231.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bucket', 'pack']"
ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",putos,putos,pack,keep-separate,,3,33.0,231.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'pack']"
ANTIQUE,LIBERTAD,"crackers, cookies, buiscuits, chips/curls",putos,putos,pack,keep-separate,,3,24.0,231.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'pack']"
ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,,safe-fold,,3,9.0,167.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
ANTIQUE,BARBAZA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,,,safe-fold,,1,3.0,57.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,,safe-fold,,3,2.0,69.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",binilog,pieces or units,,safe-fold,,1,5.0,113.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
ANTIQUE,PATNONGON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,,safe-fold,,1,16.0,69.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
ANTIQUE,PATNONGON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",binilog,pieces or units,,safe-fold,,1,13.0,113.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
ANTIQUE,SIBALOM,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",apa,cone,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (spelling-fold); cell has ['bilog', 'putos', 'small cup']"
ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,,safe-fold,,3,6.0,69.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",binilog,pieces or units,,safe-fold,,1,19.0,113.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
ANTIQUE,BELISON,"liquor (e.g, whisky, coconut wine)",jr,junior lapad,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (spelling-fold); cell has ['gin', 'lipid / lapad', 'long-neck']"
ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",glass,glass,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (heuristic); cell has ['lipid / lapad', 'long-neck']"
ANTIQUE,BUGASONG,loaf bread,gagmay nga putos,small packs,,fold(untested/minor-flag),,1,10.0,134.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['large packs', 'medium packs']"
ANTIQUE,PANDAN,loaf bread,dalagku nga putos,large packs,,safe-fold,,1,1.0,12.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['small packs']
ANTIQUE,PANDAN,loaf bread,daragkul nga putos,large packs,,safe-fold,,1,3.0,83.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['small packs']
ANTIQUE,PANDAN,loaf bread,malaking packs,large packs,,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (heuristic); cell has ['small packs']
ANTIQUE,PANDAN,loaf bread,medium nga putos,medium packs,,safe-fold,,1,1.0,75.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['small packs']
ANTIQUE,PANDAN,loaf bread,tama-tama nga putos,medium packs,,safe-fold,,1,6.0,56.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['small packs']
ANTIQUE,TIBIAO,"mineral or spring water, all drinking water sold in containers",7 liters of gallons,,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=heuristic"
ANTIQUE,PANDAN,pork,pieces barbeque,,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,item absent from this cell (item not surveyed anywhere in province); step1=heuristic
ANTIQUE,BUGASONG,"prawns, lobster, shrimp",tumpok,,,safe-fold,,1,1.0,7.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,SAN REMIGIO,"prawns, lobster, shrimp",tumpok,,,safe-fold,,2,1.0,7.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,VALDERRAMA,"prawns, lobster, shrimp",plastic,,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=heuristic"
ANTIQUE,CULASI,"preserved or processed meat (tocino, tapa, longaniza, etc)",piraso,pieces or units,bilog,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (heuristic); cell has ['bilog', 'putos']"
ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,pack,keep-separate,,3,48.0,515.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'pack']"
ANTIQUE,LAUA-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,bilog,,reassigned-separate(item-specific),,1,2.0,27.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
ANTIQUE,LAUA-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,,safe-fold,,1,1.0,18.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
ANTIQUE,LIBERTAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,bilog,pieces or units,reassigned-separate(item-specific),,1,4.0,27.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['binilog', 'putos']"
ANTIQUE,PANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,bilog,,reassigned-separate(item-specific),,1,1.0,27.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
ANTIQUE,PANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,,safe-fold,,2,1.0,18.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
ANTIQUE,PATNONGON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,bilog,,reassigned-separate(item-specific),,1,4.0,27.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
ANTIQUE,PATNONGON,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,,safe-fold,,1,3.0,18.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
ANTIQUE,SAN REMIGIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,bilog,safe-fold,,1,3.0,18.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos']"
ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,bilog,safe-fold,,1,3.0,18.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'lata', 'putos']"
ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,bilog,safe-fold,,1,2.0,18.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos']"
ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,bilog,,reassigned-separate(item-specific),,1,1.0,27.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['lata', 'pack', 'putos']"
ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,,safe-fold,,1,1.0,18.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['lata', 'pack', 'putos']"
ANTIQUE,VALDERRAMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,,safe-fold,,1,2.0,18.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['lata', 'putos']"
ANTIQUE,BARBAZA,rice,letse,,,safe-fold,,2,1.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,BARBAZA,rice,salmon,,,safe-fold,,3,4.0,53.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,BUGASONG,rice,letse,,,safe-fold,,1,1.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,BUGASONG,rice,salmon,,,safe-fold,,2,1.0,53.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,CULASI,rice,ganta,,,safe-fold,,1,2.0,8.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,CULASI,rice,letse,,,safe-fold,,2,1.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,HAMTIC,rice,letse,letse,,safe-fold,,1,3.0,72.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['ganta']
ANTIQUE,HAMTIC,rice,salmon,salmon,,safe-fold,,3,2.0,53.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['ganta']
ANTIQUE,LAUA-AN,rice,letse,,,safe-fold,,3,7.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,LAUA-AN,rice,salmon,,,safe-fold,,3,15.0,53.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,LIBERTAD,rice,ganta,,,safe-fold,,3,3.0,8.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,PANDAN,rice,letse,,,safe-fold,,3,2.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,PATNONGON,rice,letse,,,safe-fold,,3,19.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,PATNONGON,rice,salmon,,,safe-fold,,3,5.0,53.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,SAN REMIGIO,rice,letse,,,safe-fold,,3,4.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,SEBASTE,rice,letse,,,safe-fold,,3,2.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,SIBALOM,rice,ganta,,,safe-fold,,2,1.0,8.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,SIBALOM,rice,letse,,,safe-fold,,3,15.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,SIBALOM,rice,salmon,,,safe-fold,,3,10.0,53.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,TIBIAO,rice,letse,,,safe-fold,,3,2.0,72.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,TIBIAO,rice,salmon,,,safe-fold,,2,1.0,53.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ANTIQUE,TOBIAS FORNIER,rice,letse,letse,,safe-fold,,3,15.0,72.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['ganta']
ANTIQUE,TOBIAS FORNIER,rice,salmon,salmon,,safe-fold,,3,14.0,53.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['ganta']
ANTIQUE,VALDERRAMA,rice,salmon,,,safe-fold,,2,1.0,53.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,MAMBUSAO,beer,1 case,,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,DAO,cabbage,small packs,small packs,,fold(untested/minor-flag),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (heuristic); cell has ['bilog', 'putos (mix vegetable)']"
CAPIZ,PANITAN,cabbage,shredded cabbage,pack,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename-fuzzy); cell has ['bilog', 'half', 'putos (mix vegetable)']"
CAPIZ,SIGMA,cabbage,putos,pack,,keep-separate,,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'half', 'putos (mix vegetable)']"
CAPIZ,SIGMA,camote,bilog,,,kept-separate(low-confidence weight test),,1,3.0,14.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,SIGMA,camote,tumpok,,,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,DUMALAG,camote tops,bundle,bundle,bugkos,keep-separate,,1,20.0,88.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
CAPIZ,DUMARAO,camote tops,bundle,bundle,bugkos,keep-separate,,1,1.0,88.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
CAPIZ,IVISAN,camote tops,bugkos,bugkos,bundle,keep-separate,,1,84.0,2086.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bundle']
CAPIZ,MA-AYON,camote tops,bundle,bundle,bugkos,keep-separate,,1,2.0,88.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
CAPIZ,MAMBUSAO,camote tops,bundle,bundle,bugkos,keep-separate,,1,1.0,88.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
CAPIZ,SAPI-AN,camote tops,bugkos,bugkos,bundle,keep-separate,,1,81.0,2086.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bundle']
CAPIZ,SIGMA,camote tops,bundle,bundle,bugkos,keep-separate,,2,1.0,88.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
CAPIZ,TAPAZ,camote tops,bundle,bundle,bugkos,keep-separate,,3,30.0,88.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
CAPIZ,DAO,carrot,putos /mix mix,putos (mix vegetable),,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (heuristic); cell has ['bilog']
CAPIZ,DUMARAO,carrot,pack,pack,,keep-separate,,1,1.0,3.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,MA-AYON,carrot,pack,pack,,keep-separate,,1,2.0,3.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['10', 'bilog']"
CAPIZ,PANAY,carrot,packs of mix veges,putos (mix vegetable),,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (heuristic); cell has ['bilog']
CAPIZ,PANITAN,carrot,mixmix,putos (mix vegetable),,identity(ungrouped),,1,1.0,3.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,PRESIDENT ROXAS,carrot,mixmix,putos (mix vegetable),,identity(ungrouped),,1,1.0,3.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,SAPI-AN,carrot,mixmix,putos (mix vegetable),,identity(ungrouped),,1,1.0,3.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,SIGMA,carrot,mix slice of carrot,putos (mix vegetable),,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (spelling-fold); cell has ['bilog']
CAPIZ,DUMALAG,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,8.0,164.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
CAPIZ,DUMARAO,chicken,bilog nga manok,whole (chicken),bilog,fold(untested/minor-flag),,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,DUMARAO,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,35.0,280.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,IVISAN,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,11.0,164.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
CAPIZ,JAMINDAN,chicken,binilog,pieces or units,,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'chicken wings', 'whole (chicken)']"
CAPIZ,MA-AYON,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,36.0,164.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['pack', 'whole (chicken)']"
CAPIZ,MA-AYON,chicken,slice,slice,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['pack', 'whole (chicken)']"
CAPIZ,PANAY,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,8.0,280.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'slice']"
CAPIZ,PANITAN,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,11.0,164.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
CAPIZ,PILAR,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,6.0,164.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
CAPIZ,PONTEVEDRA,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,3.0,280.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,PRESIDENT ROXAS,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,6.0,280.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,SIGMA,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,13.0,164.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
CAPIZ,TAPAZ,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,18.0,164.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
CAPIZ,IVISAN,"crackers, cookies, buiscuits, chips/curls",packs,pack,putos,keep-separate,,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos']"
CAPIZ,SAPI-AN,"crackers, cookies, buiscuits, chips/curls",putos,putos,pack,keep-separate,,3,17.0,313.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'pack']"
CAPIZ,MAMBUSAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,,,safe-fold,,3,9.0,45.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,PONTEVEDRA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,,,safe-fold,,1,3.0,45.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,SIGMA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,,,safe-fold,,3,6.0,45.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,TAPAZ,"drinks at restaurant, hotel, cafe, or kiosk",pieces,,,safe-fold,,1,3.0,45.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,DUMALAG,fresh fish,pack,pack,,keep-separate,,3,2.0,3.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,MA-AYON,fresh fish,putos,pack,,keep-separate,,2,1.0,3.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,PILAR,fresh fish,packs,pack,,keep-separate,,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'pinutos / plastic']"
CAPIZ,PILAR,fresh fish,repack,pack,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename+reduce); cell has ['bilog', 'pinutos / plastic']"
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gamay nga cup,small cup,,fold(untested/minor-flag),,1,17.0,214.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'cone', 'putos', 'tupperware']"
CAPIZ,IVISAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,,safe-fold,,1,12.0,218.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
CAPIZ,MA-AYON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,,safe-fold,,3,28.0,218.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,,safe-fold,,3,10.0,218.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bowl']
CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,cone,,identity(ungrouped),,1,1.0,6.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bowl']
CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gamay nga cup,small cup,,fold(untested/minor-flag),,1,17.0,214.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bowl']
CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,putos,,keep-separate,,3,2.0,45.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bowl']
CAPIZ,PANAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,,safe-fold,,3,15.0,218.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
CAPIZ,PANITAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,putos,,keep-separate,,1,3.0,45.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'small cup']"
CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,cone,,identity(ungrouped),,1,1.0,6.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone of an ice cream,cone,,identity(ungrouped),,1,1.0,2.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gamay nga cup,small cup,,fold(untested/minor-flag),,1,12.0,214.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,putos,,keep-separate,,1,1.0,45.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
