province,pull_municipal_city,cons_name,unit_lbl,harmonized_nsu_unit,fallback_harmonized_nsu_unit,fold_verdict,in_MS_as,freq_price,mn_item_unit_pairs,pn_item_unit_pairs,cause,cause_label,harmonizable,detail
CAPIZ,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",1 plastic  cup,plastic cup,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename-fuzzy); cell has ['bilog', 'putos', 'small cup']"
CAPIZ,SAPI-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,,safe-fold,,3,2.0,218.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['putos', 'small cup']"
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,cone,,identity(ungrouped),,1,2.0,6.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'small cup', 'tub']"
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,putos,,keep-separate,,3,7.0,45.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'small cup', 'tub']"
CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,putos,,keep-separate,,1,2.0,45.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'cone', 'small cup']"
CAPIZ,PILAR,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,,safe-fold,,1,2.0,57.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['lipid / lapad']
CAPIZ,SIGMA,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,,safe-fold,,3,15.0,57.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bottle (500 ml)', 'lipid / lapad']"
CAPIZ,TAPAZ,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,,safe-fold,,1,9.0,57.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['lipid / lapad']
CAPIZ,MAMBUSAO,loaf bread,medium,medium packs,,safe-fold,,1,8.0,143.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['large packs', 'small packs']"
CAPIZ,MAMBUSAO,loaf bread,tama-tama nga putos,medium packs,,safe-fold,,3,4.0,115.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['large packs', 'small packs']"
CAPIZ,PANAY,loaf bread,dalagku nga putos,large packs,,safe-fold,,3,12.0,46.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['medium packs', 'small packs']"
CAPIZ,PANAY,loaf bread,large,large packs,,safe-fold,,3,8.0,118.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['medium packs', 'small packs']"
CAPIZ,PANITAN,loaf bread,large,large packs,,safe-fold,,3,13.0,118.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['small packs']
CAPIZ,PANITAN,loaf bread,medium,medium packs,,safe-fold,,1,16.0,143.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['small packs']
CAPIZ,PANITAN,loaf bread,tama-tama nga putos,medium packs,,safe-fold,,1,3.0,115.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['small packs']
CAPIZ,PILAR,loaf bread,gagmay nga putos,small packs,,fold(untested/minor-flag),,1,10.0,212.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,PILAR,loaf bread,medium,medium packs,,safe-fold,,1,3.0,143.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,PILAR,loaf bread,small,small packs,,fold(untested/minor-flag),,1,9.0,76.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,PILAR,loaf bread,tama-tama nga putos,medium packs,,safe-fold,,1,12.0,115.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,SAPI-AN,loaf bread,gagmay nga putos,small packs,,fold(untested/minor-flag),,3,12.0,212.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['large packs', 'medium packs']"
CAPIZ,SAPI-AN,loaf bread,maisot nga putos,small packs,,fold(untested/minor-flag),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['large packs', 'medium packs']"
CAPIZ,SAPI-AN,loaf bread,small,small packs,,fold(untested/minor-flag),,1,2.0,76.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['large packs', 'medium packs']"
CAPIZ,SIGMA,loaf bread,gagmay nga putos,small packs,,fold(untested/minor-flag),,3,36.0,212.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,SIGMA,loaf bread,medium,medium packs,,safe-fold,,3,17.0,143.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,SIGMA,loaf bread,small,small packs,,fold(untested/minor-flag),,1,8.0,76.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,SIGMA,loaf bread,tama-tama nga putos,medium packs,,safe-fold,,1,9.0,115.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,TAPAZ,loaf bread,gagmay nga putos,small packs,,fold(untested/minor-flag),,1,21.0,212.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,TAPAZ,loaf bread,medium,medium packs,,safe-fold,,1,6.0,143.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,TAPAZ,loaf bread,small,small packs,,fold(untested/minor-flag),,1,1.0,76.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,TAPAZ,loaf bread,tama-tama nga putos,medium packs,,safe-fold,,1,12.0,115.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['large packs']
CAPIZ,MAMBUSAO,mango,bilog,,,safe-fold,,3,2.0,39.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,TAPAZ,"mineral or spring water, all drinking water sold in containers",5 gallon black container,,,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=heuristic"
CAPIZ,PANAY,pork,pack,,,keep-separate,,1,1.0,1.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=heuristic"
CAPIZ,IVISAN,"prawns, lobster, shrimp",1 pc. prawn,pieces or units,,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (heuristic); cell has ['tumpok']
CAPIZ,TAPAZ,"prawns, lobster, shrimp",tumpok,,,safe-fold,,1,2.0,124.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,DAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",lata,cans,,safe-fold,,2,1.0,3.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos']"
CAPIZ,IVISAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,pack,keep-separate,,3,47.0,823.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'pack']"
CAPIZ,MA-AYON,"preserved or processed meat (tocino, tapa, longaniza, etc)",lata,cans,,safe-fold,,2,1.0,3.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos']"
CAPIZ,SAPI-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",binilog,pieces or units,bilog,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos']"
CAPIZ,SAPI-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",piraso,pieces or units,bilog,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (heuristic); cell has ['bilog', 'putos']"
CAPIZ,SIGMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,bilog,,reassigned-separate(item-specific),,1,14.0,92.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
CAPIZ,SIGMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",lata,cans,,safe-fold,,1,1.0,3.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
CAPIZ,CUARTERO,rice,salmon,,,safe-fold,,2,1.0,12.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,DUMALAG,rice,letse,,,safe-fold,,2,1.0,16.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,DUMARAO,rice,letse,,,safe-fold,,2,1.0,16.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,DUMARAO,rice,salmon,,,safe-fold,,3,2.0,12.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,JAMINDAN,rice,salmon,salmon,,safe-fold,,1,2.0,12.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['letse']
CAPIZ,MA-AYON,rice,salmon,,,safe-fold,,2,1.0,12.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,MAMBUSAO,rice,letse,,,safe-fold,,3,2.0,16.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,PANAY,rice,letse,,,safe-fold,,2,1.0,16.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,PILAR,rice,letse,,,safe-fold,,3,3.0,16.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,SAPI-AN,rice,letse,letse,,safe-fold,,1,1.0,16.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['ganta']
CAPIZ,SIGMA,rice,salmon,,,safe-fold,,2,1.0,12.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
CAPIZ,TAPAZ,rice,salmon,,,safe-fold,,3,5.0,12.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ILOILO,CABATUAN,cabbage,putos,pack,,keep-separate,,1,1.0,19.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos (mix vegetable)']"
ILOILO,DINGLE,cabbage,slice,sliced,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (rename-fuzzy); cell has ['bilog', 'pack']"
ILOILO,DUEAS,cabbage,putos,pack,,keep-separate,,1,2.0,19.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['2 kapinutos nga cabbage/20pesos', '3 for 25 pesos (putos)', 'bilog']"
ILOILO,DUMANGAS,cabbage,pack,pack,,keep-separate,,1,3.0,12.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,DUMANGAS,cabbage,putos,pack,,keep-separate,,1,2.0,19.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,IGBARAS,cabbage,pack,pack,,keep-separate,,1,1.0,12.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,IGBARAS,cabbage,putos,pack,,keep-separate,,1,5.0,19.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,MIAGAO,cabbage,putos /supot,pack,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (spelling-fold); cell has ['bilog']
ILOILO,OTON,cabbage,pack,pack,,keep-separate,,1,1.0,12.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos (mix vegetable)']"
ILOILO,SAN DIONISIO,cabbage,putos (pack),pack,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (spelling-fold); cell has ['bilog', 'slice']"
ILOILO,LEGANES,camote,tumpok,tumpok,,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,BANATE,camote tops,bundle,bundle,bugkos,keep-separate,,1,1.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,BAROTAC VIEJO,camote tops,bundle,bundle,bugkos,keep-separate,,3,38.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,BATAD,camote tops,bundle,bundle,bugkos,keep-separate,,1,22.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,CONCEPCION,camote tops,bundle,bundle,bugkos,keep-separate,,1,1.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,DINGLE,camote tops,bundle,bundle,bugkos,keep-separate,,1,1.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,DUEAS,camote tops,bundle,bundle,bugkos,keep-separate,,1,1.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,DUMANGAS,camote tops,bundle,bundle,bugkos,keep-separate,,1,1.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,LEMERY,camote tops,bugkos,bugkos,bundle,keep-separate,,1,210.0,4117.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bundle']
ILOILO,MINA,camote tops,bundle,bundle,bugkos,keep-separate,,1,1.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,NEW LUCENA,camote tops,bundle,bundle,bugkos,keep-separate,,1,21.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,OTON,camote tops,bundle,bundle,bugkos,keep-separate,,1,13.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,SAN JOAQUIN,camote tops,bundle,bundle,bugkos,keep-separate,,1,2.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,SAN RAFAEL,camote tops,bundle,bundle,bugkos,keep-separate,,1,15.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,SARA,camote tops,bundle,bundle,bugkos,keep-separate,,1,3.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,TUBUNGAN,camote tops,bundle,bundle,bugkos,keep-separate,,1,1.0,277.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bugkos']
ILOILO,ALIMODIAN,carrot,mixmix,putos (mix vegetable),,identity(ungrouped),,1,2.0,2.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'binilog']"
ILOILO,CABATUAN,carrot,putos,pack,,keep-separate,,1,1.0,15.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos (mix vegetable)']"
ILOILO,DINGLE,carrot,pack,pack,,keep-separate,,1,1.0,5.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,DINGLE,carrot,putos,pack,,keep-separate,,1,2.0,15.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,DUEAS,carrot,putos,pack,,keep-separate,,1,1.0,15.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,DUMANGAS,carrot,putos,pack,,keep-separate,,1,1.0,15.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,IGBARAS,carrot,pack,pack,,keep-separate,,1,1.0,5.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos (mix vegetable)']"
ILOILO,IGBARAS,carrot,putos,pack,,keep-separate,,1,4.0,15.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'putos (mix vegetable)']"
ILOILO,LEGANES,carrot,putos,pack,,keep-separate,,1,1.0,15.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,NEW LUCENA,carrot,putos,pack,,keep-separate,,2,1.0,15.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,OTON,carrot,pack of mixed vegetables,putos (mix vegetable),,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (heuristic); cell has ['bilog']
ILOILO,SAN JOAQUIN,carrot,putos,pack,,keep-separate,,1,1.0,15.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,SAN RAFAEL,carrot,putos,pack,,keep-separate,,1,2.0,15.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,TUBUNGAN,carrot,pack,pack,,keep-separate,,1,1.0,5.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,AJUY,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,10.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,ALIMODIAN,chicken,bilog nga manok,whole (chicken),bilog,fold(untested/minor-flag),,3,3.0,27.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'binilog']"
ILOILO,ALIMODIAN,chicken,patupong,patupa,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,"valid for item elsewhere (spelling-fold); cell has ['bilog', 'binilog']"
ILOILO,ALIMODIAN,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,18.0,630.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'binilog']"
ILOILO,ANILAO,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,2,1.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,BADIANGAN,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,42.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,BALASAN,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,10.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,BANATE,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,4.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,BAROTAC VIEJO,chicken,pieces or units,pieces or units,,safe-fold,,2,1.0,3.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,BAROTAC VIEJO,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,36.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,BATAD,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,7.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,BINGAWAN,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,9.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,CABATUAN,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,35.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,CALINOG,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,31.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,CARLES,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,2,1.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,CONCEPCION,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,11.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,DINGLE,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,10.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,DUEAS,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,32.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,DUEAS,chicken,patopung,patupa,,identity(ungrouped),,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (spelling-fold); cell has ['whole (chicken)']
ILOILO,DUMANGAS,chicken,bilog,,,reassigned-separate(item-specific),,3,8.0,707.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ILOILO,DUMANGAS,chicken,putos,,,keep-separate,,1,1.0,1.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=heuristic"
ILOILO,DUMANGAS,chicken,whole (chicken),,,fold(untested/minor-flag),,3,7.0,630.0,2,empty/uncommon,False,"item absent from this cell (item in province, not this city); step1=rename"
ILOILO,GUIMBAL,chicken,binilog,pieces or units,,safe-fold,,3,3.0,28.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'whole (chicken)']"
ILOILO,IGBARAS,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,26.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,IGBARAS,chicken,whole chicken,whole (chicken),bilog,fold(untested/minor-flag),,2,1.0,2.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,JANIUAY,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,18.0,707.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['patupa', 'whole (chicken)']"
ILOILO,JANIUAY,chicken,binilog,pieces or units,,safe-fold,,2,1.0,28.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['patupa', 'whole (chicken)']"
ILOILO,LAMBUNAO,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,21.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,LAMBUNAO,chicken,binilog,pieces or units,,safe-fold,,1,6.0,28.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,LEGANES,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,10.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,LEMERY,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,13.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,LEON,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,33.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,MAASIN,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,35.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,MIAGAO,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,21.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,MIAGAO,chicken,binilog,pieces or units,,safe-fold,,2,1.0,28.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,MINA,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,30.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,MINA,chicken,piraso,pieces or units,,safe-fold,,1,1.0,1.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,NEW LUCENA,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,15.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,OTON,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,20.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,POTOTAN,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,8.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,SAN DIONISIO,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,11.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,SAN ENRIQUE,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,33,30.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,SAN JOAQUIN,chicken,bilog nga manok,whole (chicken),bilog,fold(untested/minor-flag),,1,2.0,27.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'binilog']"
ILOILO,SAN JOAQUIN,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,11.0,630.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'binilog']"
ILOILO,SAN MIGUEL,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,2.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,SANTA BARBARA,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,1,7.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,SARA,chicken,bilog,bilog,whole (chicken),reassigned-separate(item-specific),,3,13.0,707.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['whole (chicken)']
ILOILO,TUBUNGAN,chicken,bilog nga manok,whole (chicken),bilog,fold(untested/minor-flag),,3,8.0,27.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,TUBUNGAN,chicken,binilog,pieces or units,,safe-fold,,3,9.0,28.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,TUBUNGAN,chicken,whole (chicken),whole (chicken),bilog,fold(untested/minor-flag),,3,5.0,630.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
ILOILO,BALASAN,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,,safe-fold,,3,13.0,493.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['pack', 'putos']"
ILOILO,BAROTAC VIEJO,"crackers, cookies, buiscuits, chips/curls",putos,putos,,keep-separate,,3,18.0,727.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'pieces or units']"
ILOILO,BATAD,"crackers, cookies, buiscuits, chips/curls",putos,putos,pack,keep-separate,,3,17.0,727.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'pack']"
ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,,safe-fold,,3,22.0,493.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bucket', 'putos']"
ILOILO,JANIUAY,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,,safe-fold,,3,21.0,493.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['putos']
ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",packs,pack,putos,keep-separate,,1,2.0,12.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bucket', 'pieces or units', 'putos']"
ILOILO,MAASIN,"crackers, cookies, buiscuits, chips/curls",putos,putos,pack,keep-separate,,3,36.0,727.0,2,empty/uncommon,False,"valid for item elsewhere (rename); cell has ['bilog', 'pack']"
ILOILO,MIAGAO,"crackers, cookies, buiscuits, chips/curls",putos,putos,,keep-separate,,3,7.0,727.0,2,empty/uncommon,False,valid for item elsewhere (rename); cell has ['bilog']
