seq,sheet,cell,status,id,filename,photo_path,img_sha16,seed
1,sheet_001.jpg,0,ok,917,1778034809067.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778034809067.jpg,55473d3497ee35aa,20260920
2,sheet_001.jpg,1,ok,2442,1776999995962.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776999995962.jpg,775b088992bc81b7,20260920
3,sheet_001.jpg,2,ok,2620,1776215538254.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776215538254.jpg,061d51d45e0f3eec,20260920
