pull_province,pull_item,pull_municipal_city,harmonized_nsu_unit,p_g,conv_rank,corrected_unit,d_reclassified,k_use,n_points,d_point_usable,unusable_why,w_g,n_g,n_disputed,n_uncertain,group_id,n_filled,n_empty,branch,w_use,v_use,hetero_code,share_uncertain,d_thin
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN ENRIQUE,putos,67.5,1,g,0,2,2,1,,290,4,0,0,1,2,0,3,290,.2327586206896552,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN ENRIQUE,putos,115,2,g,0,2,2,1,,320,3,0,0,2,2,0,3,320,.359375,,0,0
ILOILO,"drinks at restaurant, hotel, cafe, or kiosk",SAN ENRIQUE,pieces or units,225,1,g,0,1,1,1,,405,1,0,0,1,1,0,3,405,.5555555555555556,,0,1
ILOILO,fresh fish,SAN ENRIQUE,pack,300,1,g,0,1,1,1,,630,1,1,1,1,1,0,3,630,.4761904761904762,,1,1
ILOILO,fresh fish,SAN ENRIQUE,pack,150,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,fresh fish,SAN ENRIQUE,pack,400,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,fresh fish,SAN ENRIQUE,pieces or units,103.3333333333333,1,g,0,2,2,1,,322.5,2,0,0,1,2,0,3,322.5,.3204134366925064,,0,1
ILOILO,fresh fish,SAN ENRIQUE,pieces or units,150,2,g,0,2,2,1,,425,1,0,0,2,2,0,3,425,.3529411764705883,,0,1
ILOILO,fresh fish,SAN ENRIQUE,pieces or units,20,,g,0,2,2,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,pieces or units,29,1,g,0,3,3,1,,70,1,0,0,1,1,2,3,70,.4142857142857143,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,pieces or units,99.5,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,pieces or units,50,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,putos,56,1,g,0,1,1,1,,57.5,2,0,0,1,1,0,3,57.5,.9739130434782609,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,small cup,30,1,g,0,1,1,1,,66.5,2,1,1,1,1,0,3,66.5,.4511278195488722,,.5,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,lipid/lapad,80,1,mL,0,3,3,1,,375,8,0,0,1,1,2,3,375,.2133333333333333,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,lipid/lapad,150,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,lipid/lapad,215,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,long-neck,180,1,mL,0,1,1,1,,750,6,0,0,1,1,0,3,750,.24,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,long-neck,75,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,loaf bread,SAN ENRIQUE,large packs,90,1,g,0,1,1,1,,640,3,0,0,1,1,0,3,640,.140625,,0,0
ILOILO,loaf bread,SAN ENRIQUE,medium packs,70,1,g,0,1,1,1,,450,3,0,0,1,1,0,3,450,.1555555555555556,,0,0
ILOILO,loaf bread,SAN ENRIQUE,small packs,45,1,g,0,1,1,1,,410,2,0,0,1,1,0,3,410,.1097560975609756,,0,1
ILOILO,"prawns, lobster, shrimp",SAN ENRIQUE,pieces or units,50,1,g,0,1,1,1,,140,1,0,0,1,1,0,3,140,.3571428571428572,,0,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN ENRIQUE,putos,50,1,g,0,3,3,1,,200,4,0,0,1,1,2,3,200,.25,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN ENRIQUE,putos,132.5,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN ENRIQUE,putos,85,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,cabbage,SAN JOAQUIN,pack,10,,g,0,,1,1,,115,3,0,0,1,,,2,115,.0869565217391304,province_median,0,0
ILOILO,cabbage,SAN JOAQUIN,pieces or units,40,1,g,0,2,2,1,,457.5,6,0,0,1,2,0,3,457.5,.087431693989071,,0,0
ILOILO,cabbage,SAN JOAQUIN,pieces or units,80,2,g,0,2,2,1,,575,5,0,0,2,2,0,3,575,.1391304347826087,,0,0
ILOILO,camote,SAN JOAQUIN,bilog,30,1,g,0,1,1,1,,125,13,4,4,1,1,0,3,125,.24,,.3076923076923077,0
ILOILO,camote tops,SAN JOAQUIN,bugkos,20,1,g,0,1,1,1,,110,10,1,1,1,1,0,3,110,.1818181818181818,,.1,0
ILOILO,carrot,SAN JOAQUIN,pieces or units,30,1,g,0,1,1,1,,155,13,0,0,1,1,0,3,155,.1935483870967742,,0,0
ILOILO,chicken,SAN JOAQUIN,bilog,200,1,g,0,3,3,1,,917.5,2,0,0,1,3,0,3,917.5,.217983651226158,,0,1
ILOILO,chicken,SAN JOAQUIN,bilog,250,2,g,0,3,3,1,,1275,3,0,0,2,3,0,3,1275,.196078431372549,,0,0
ILOILO,chicken,SAN JOAQUIN,bilog,360,3,g,0,3,3,1,,1440,1,0,0,3,3,0,3,1440,.25,,0,1
ILOILO,chicken,SAN JOAQUIN,pieces or units,225,1,g,0,3,3,1,,590,1,0,0,1,1,2,3,590,.3813559322033898,,0,1
ILOILO,chicken,SAN JOAQUIN,pieces or units,325,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,chicken,SAN JOAQUIN,pieces or units,250,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN JOAQUIN,pieces or units,45.75,1,g,0,2,2,1,,28,5,0,0,1,2,0,3,28,1.633928571428571,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN JOAQUIN,pieces or units,126,2,g,0,2,2,1,,31.5,4,0,0,2,2,0,3,31.5,4,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN JOAQUIN,putos,62.25,1,g,0,2,2,1,,30,5,4,4,1,2,0,3,30,2.075,,.8,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN JOAQUIN,putos,101,2,g,0,2,2,1,,81.5,4,0,0,2,2,0,3,81.5,1.239263803680982,,0,0
ILOILO,fresh fish,SAN JOAQUIN,pieces or units,100,1,g,0,1,1,1,,322.5,22,7,7,1,1,0,3,322.5,.310077519379845,,.3181818181818182,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN JOAQUIN,pieces or units,40,1,mL,0,1,1,1,,110,3,0,0,1,1,0,3,110,.3636363636363636,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN JOAQUIN,putos,48,1,mL,0,1,1,1,,62.5,6,0,0,1,1,0,3,62.5,.768,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN JOAQUIN,putos,25,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN JOAQUIN,small cup,35,1,mL,0,1,1,1,,100,5,0,0,1,1,0,3,100,.35,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN JOAQUIN,lipid/lapad,87.5,1,mL,0,2,2,1,,375,10,0,0,1,1,1,3,375,.2333333333333333,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN JOAQUIN,lipid/lapad,217.5,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN JOAQUIN,long-neck,180,1,mL,0,1,1,1,,750,9,0,0,1,1,0,3,750,.24,,0,0
ILOILO,loaf bread,SAN JOAQUIN,large packs,92.5,1,g,0,1,1,1,,640,6,0,0,1,1,0,3,640,.14453125,,0,0
ILOILO,loaf bread,SAN JOAQUIN,large packs,170,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,loaf bread,SAN JOAQUIN,medium packs,65,1,g,0,1,1,1,,450,6,0,0,1,1,0,3,450,.1444444444444444,,0,0
ILOILO,loaf bread,SAN JOAQUIN,small packs,49,1,g,0,1,1,1,,360,1,0,0,1,1,0,3,360,.1361111111111111,,0,1
ILOILO,loaf bread,SAN JOAQUIN,small packs,100,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,mango,SAN JOAQUIN,pieces or units,20,1,g,0,3,3,1,,152.5,4,0,0,1,3,0,3,152.5,.1311475409836066,,0,0
ILOILO,mango,SAN JOAQUIN,pieces or units,50,2,g,0,3,3,1,,215,3,0,0,2,3,0,3,215,.2325581395348837,,0,0
ILOILO,mango,SAN JOAQUIN,pieces or units,100,3,g,0,3,3,1,,335,3,0,0,3,3,0,3,335,.2985074626865671,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN JOAQUIN,pack,90,1,g,0,1,1,1,,290,9,4,4,1,1,0,3,290,.3103448275862069,,.4444444444444444,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN JOAQUIN,pack,475,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN JOAQUIN,pieces or units,30,1,g,0,1,1,1,,250,5,4,4,1,1,0,3,250,.12,,.8,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN JOAQUIN,pieces or units,175,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,rice,SAN JOAQUIN,salmon,,,g,0,,1,1,,422.5,2,0,0,1,,,1,422.5,,,0,1
ILOILO,cabbage,SAN MIGUEL,pieces or units,50,1,g,0,1,1,1,,667.5,24,1,1,1,1,0,3,667.5,.0749063670411985,,.0416666666666667,0
ILOILO,cabbage,SAN MIGUEL,pieces or units,200,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,camote tops,SAN MIGUEL,bugkos,20,1,g,0,1,1,1,,195,7,2,2,1,1,0,3,195,.1025641025641026,,.2857142857142857,0
ILOILO,carrot,SAN MIGUEL,pieces or units,30,1,g,0,1,1,1,,160,25,1,1,1,1,0,3,160,.1875,,.04,0
ILOILO,chicken,SAN MIGUEL,whole (chicken),200,1,g,0,3,3,1,,715,3,0,0,1,3,0,3,715,.2797202797202797,,0,0
ILOILO,chicken,SAN MIGUEL,whole (chicken),320,2,g,0,3,3,1,,990,3,0,0,2,3,0,3,990,.3232323232323233,,0,0
ILOILO,chicken,SAN MIGUEL,whole (chicken),400,3,g,0,3,3,1,,1310,2,0,0,3,3,0,3,1310,.3053435114503817,,0,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,pieces or units,48,1,g,0,3,3,1,,29,4,0,0,1,3,0,3,29,1.655172413793103,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,pieces or units,70,2,g,0,3,3,1,,109,4,3,3,2,3,0,3,109,.6422018348623854,,.75,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,pieces or units,96,3,g,0,3,3,1,,290,2,2,2,3,3,0,3,290,.3310344827586207,,1,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,putos,118,1,g,0,3,3,1,,300,6,0,0,1,2,1,3,300,.3933333333333333,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,putos,242.5,3,g,0,3,3,1,,320,2,0,0,3,2,1,3,320,.7578125,,0,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,putos,150,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,fresh fish,SAN MIGUEL,pieces or units,100,1,g,0,1,1,1,,620,8,0,0,1,1,0,3,620,.1612903225806452,,0,0
ILOILO,fresh fish,SAN MIGUEL,pieces or units,480,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN MIGUEL,pieces or units,60,1,g,0,1,1,1,,52.5,8,0,0,1,1,0,3,52.5,1.142857142857143,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN MIGUEL,lipid/lapad,76.25,1,mL,0,3,3,1,,375,9,0,0,1,1,2,3,375,.2033333333333333,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN MIGUEL,lipid/lapad,198,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN MIGUEL,lipid/lapad,315,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,loaf bread,SAN MIGUEL,large packs,170,1,g,0,1,1,1,,640,8,0,0,1,1,0,3,640,.265625,,0,0
ILOILO,loaf bread,SAN MIGUEL,small packs,50.5,1,g,0,2,2,1,,420,5,0,0,1,1,1,3,420,.1202380952380952,,0,0
ILOILO,loaf bread,SAN MIGUEL,small packs,195,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,loaf bread,SAN MIGUEL,tama-tama nga putos,92.5,1,g,0,2,2,1,,450,5,0,0,1,2,0,3,450,.2055555555555555,,0,0
ILOILO,loaf bread,SAN MIGUEL,tama-tama nga putos,150,2,g,0,2,2,1,,500,1,0,0,2,2,0,3,500,.3,,0,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN MIGUEL,bilog,50,1,g,0,1,1,1,,637.5,2,1,1,1,1,0,3,637.5,.0784313725490196,,.5,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN MIGUEL,putos,150,1,g,0,3,3,1,,225,3,0,0,1,2,1,3,225,.6666666666666666,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN MIGUEL,putos,290,3,g,0,3,3,1,,330,1,0,0,3,2,1,3,330,.8787878787878788,,0,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN MIGUEL,putos,180,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,cabbage,SAN RAFAEL,pack,10,,g,0,,1,1,,95,3,1,1,1,,,2,95,.1052631578947368,province_median,.3333333333333333,0
ILOILO,cabbage,SAN RAFAEL,pieces or units,50,1,g,0,1,1,1,,660,9,0,0,1,1,0,3,660,.0757575757575758,,0,0
ILOILO,camote,SAN RAFAEL,bilog,45,1,g,0,1,1,1,,135,9,1,1,1,1,0,3,135,.3333333333333333,,.1111111111111111,0
ILOILO,camote tops,SAN RAFAEL,bugkos,30,1,g,0,1,1,1,,205,3,0,0,1,1,0,3,205,.1463414634146341,,0,0
ILOILO,carrot,SAN RAFAEL,pieces or units,40,1,g,0,1,1,1,,145,9,0,0,1,1,0,3,145,.2758620689655172,,0,0
ILOILO,chicken,SAN RAFAEL,bilog,200,1,g,0,3,3,1,,185,1,1,1,1,2,1,3,185,1.081081081081081,,1,1
ILOILO,chicken,SAN RAFAEL,bilog,280,2,g,0,3,3,1,,205,2,2,2,2,2,1,3,205,1.365853658536585,,1,1
ILOILO,chicken,SAN RAFAEL,bilog,600,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,chicken,SAN RAFAEL,whole (chicken),245,1,g,0,3,3,1,,970,3,0,0,1,3,0,3,970,.2525773195876289,,0,0
ILOILO,chicken,SAN RAFAEL,whole (chicken),300,2,g,0,3,3,1,,1245,4,0,0,2,3,0,3,1245,.2409638554216867,,0,0
ILOILO,chicken,SAN RAFAEL,whole (chicken),502.5,3,g,0,3,3,1,,1460,2,0,0,3,3,0,3,1460,.3441780821917808,,0,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN RAFAEL,pieces or units,60,1,g,0,2,2,1,,33.5,6,0,0,1,2,0,3,33.5,1.791044776119403,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN RAFAEL,pieces or units,119,2,g,0,2,2,1,,375,5,5,5,2,2,0,3,375,.3173333333333334,,1,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN RAFAEL,putos,55.625,1,g,0,2,2,1,,25,1,1,1,1,2,0,3,25,2.225,,1,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN RAFAEL,putos,117.5,2,g,0,2,2,1,,55,1,0,0,2,2,0,3,55,2.136363636363636,,0,1
ILOILO,fresh fish,SAN RAFAEL,pieces or units,100,1,g,0,2,2,1,,490,5,0,0,1,2,0,3,490,.2040816326530612,,0,0
ILOILO,fresh fish,SAN RAFAEL,pieces or units,160,2,g,0,2,2,1,,597.5,4,0,0,2,2,0,3,597.5,.2677824267782427,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,cone,32.5,1,g,0,1,1,1,,104,7,4,4,1,1,0,3,104,.3125,,.5714285714285714,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,cone,10,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,pieces or units,24.5,1,g,0,2,2,1,,43,1,0,0,1,1,1,3,43,.5697674418604651,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,pieces or units,57.5,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,putos,48,1,g,0,1,1,1,,175,4,2,2,1,1,0,3,175,.2742857142857143,,.5,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,putos,20,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,small cup,40,1,g,0,1,1,1,,32,1,0,0,1,1,0,3,32,1.25,,0,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN RAFAEL,lipid/lapad,80,1,mL,0,3,3,1,,375,2,0,0,1,2,1,3,375,.2133333333333333,,0,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN RAFAEL,lipid/lapad,160,2,mL,0,3,3,1,,680,3,0,0,2,2,1,3,680,.2352941176470588,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN RAFAEL,lipid/lapad,225,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,loaf bread,SAN RAFAEL,large packs,84.16666666666667,1,g,0,2,2,1,,675,3,0,0,1,1,1,3,675,.1246913580246914,,0,0
ILOILO,loaf bread,SAN RAFAEL,large packs,595,,g,0,2,2,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,loaf bread,SAN RAFAEL,large packs,230,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,loaf bread,SAN RAFAEL,medium packs,66.5,1,g,0,1,1,1,,385,2,0,0,1,1,0,3,385,.1727272727272727,,0,1
ILOILO,loaf bread,SAN RAFAEL,small packs,50,1,g,0,1,1,1,,345,6,0,0,1,1,0,3,345,.1449275362318841,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN RAFAEL,bilog,50,1,g,0,1,1,1,,205,3,0,0,1,1,0,3,205,.2439024390243902,,0,0
ILOILO,cabbage,SANTA BARBARA,pieces or units,40,1,g,0,1,1,1,,657.5,26,0,0,1,1,0,3,657.5,.0608365019011407,,0,0
ILOILO,camote,SANTA BARBARA,bilog,30,1,g,0,1,1,1,,150,24,5,5,1,1,0,3,150,.2,,.2083333333333333,0
ILOILO,camote tops,SANTA BARBARA,bugkos,15,1,g,0,1,1,1,,175,9,1,1,1,1,0,3,175,.0857142857142857,,.1111111111111111,0
ILOILO,carrot,SANTA BARBARA,pieces or units,25,1,g,0,1,1,1,,120,25,0,0,1,1,0,3,120,.2083333333333333,,0,0
ILOILO,chicken,SANTA BARBARA,whole (chicken),205,1,g,0,2,2,1,,870,9,1,1,1,2,0,3,870,.235632183908046,,.1111111111111111,0
ILOILO,chicken,SANTA BARBARA,whole (chicken),250,2,g,0,2,2,1,,1120,6,0,0,2,2,0,3,1120,.2232142857142857,,0,0
ILOILO,fresh fish,SANTA BARBARA,pieces or units,100,1,g,0,2,2,1,,290,12,0,0,1,2,0,3,290,.3448275862068966,,0,0
ILOILO,fresh fish,SANTA BARBARA,pieces or units,150,2,g,0,2,2,1,,527.5,12,2,2,2,2,0,3,527.5,.2843601895734597,,.1666666666666667,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SANTA BARBARA,pieces or units,42,1,g,0,1,1,1,,67.5,8,2,2,1,1,0,3,67.5,.6222222222222222,,.25,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SANTA BARBARA,putos,67.5,1,g,0,1,1,1,,550,5,4,4,1,1,0,3,550,.1227272727272727,,.8,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SANTA BARBARA,lipid/lapad,77.5,1,mL,0,3,3,1,,375,6,0,0,1,2,1,3,375,.2066666666666667,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SANTA BARBARA,lipid/lapad,192.5,3,mL,0,3,3,1,,1025,2,1,1,3,2,1,3,1025,.1878048780487805,,.5,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SANTA BARBARA,lipid/lapad,140,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",SANTA BARBARA,long-neck,180,1,mL,0,1,1,1,,750,8,0,0,1,1,0,3,750,.24,,0,0
ILOILO,loaf bread,SANTA BARBARA,large packs,90,1,g,0,1,1,1,,665,9,0,0,1,1,0,3,665,.1353383458646616,,0,0
ILOILO,loaf bread,SANTA BARBARA,medium packs,65,1,g,0,1,1,1,,480,9,0,0,1,1,0,3,480,.1354166666666667,,0,0
ILOILO,loaf bread,SANTA BARBARA,small packs,50,1,g,0,1,1,1,,385,9,0,0,1,1,0,3,385,.1298701298701299,,0,0
ILOILO,loaf bread,SANTA BARBARA,small packs,105,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,mango,SANTA BARBARA,pieces or units,80,1,g,0,1,1,1,,225,25,0,0,1,1,0,3,225,.3555555555555556,,0,0
ILOILO,mango,SANTA BARBARA,pieces or units,50,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SANTA BARBARA,putos,45,1,g,0,3,3,1,,202.5,6,0,0,1,3,0,3,202.5,.2222222222222222,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SANTA BARBARA,putos,80,2,g,0,3,3,1,,235,5,0,0,2,3,0,3,235,.3404255319148936,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SANTA BARBARA,putos,130,3,g,0,3,3,1,,570,4,0,0,3,3,0,3,570,.2280701754385965,,0,0
ILOILO,cabbage,SARA,pieces or units,25,,g,0,,3,1,,250,5,1,1,1,,,2,250,.1,mp25_price,.2,0
ILOILO,cabbage,SARA,pieces or units,56,,g,0,,3,1,,555,5,0,0,2,,,2,555,.1009009009009009,mp50_price,0,0
ILOILO,cabbage,SARA,pieces or units,80,,g,0,,3,1,,745,4,0,0,3,,,2,745,.1073825503355705,mp75_price,0,0
ILOILO,camote,SARA,bilog,30,1,g,0,1,1,1,,237.5,10,4,4,1,1,0,3,237.5,.1263157894736842,,.4,0
ILOILO,camote,SARA,bilog,150,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,camote tops,SARA,bugkos,20,1,g,0,1,1,1,,237.5,6,0,0,1,1,0,3,237.5,.0842105263157895,,0,0
ILOILO,carrot,SARA,pieces or units,20,,g,0,,1,1,,127.5,4,0,0,1,,,2,127.5,.1568627450980392,municipality_median,0,0
ILOILO,chicken,SARA,whole (chicken),230,1,g,0,3,3,1,,1005,4,0,0,1,3,0,3,1005,.2288557213930348,,0,0
ILOILO,chicken,SARA,whole (chicken),500,2,g,0,3,3,1,,1065,5,0,0,2,3,0,3,1065,.4694835680751174,,0,0
ILOILO,chicken,SARA,whole (chicken),600,3,g,0,3,3,1,,1555,3,0,0,3,3,0,3,1555,.3858520900321543,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,pieces or units,24,1,g,0,3,3,1,,30,7,0,0,1,3,0,3,30,.8,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,pieces or units,45,2,g,0,3,3,1,,50,4,0,0,2,3,0,3,50,.9,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,pieces or units,80,3,g,0,3,3,1,,100,5,4,4,3,3,0,3,100,.8,,.8,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,putos,65,1,g,0,2,2,1,,25,3,3,3,1,2,0,3,25,2.6,,1,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,putos,127.5,2,g,0,2,2,1,,60,3,0,0,2,2,0,3,60,2.125,,0,0
ILOILO,fresh fish,SARA,pack,100,,g,0,,1,1,,530,7,7,7,1,,,2,530,.1886792452830189,province_median,1,0
ILOILO,fresh fish,SARA,pieces or units,50,,g,0,,2,1,,165,7,0,0,1,,,2,165,.303030303030303,mp50_price,0,0
ILOILO,fresh fish,SARA,pieces or units,100,,g,0,,2,1,,405,7,0,0,2,,,2,405,.2469135802469136,mp75_price,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SARA,pieces or units,28.75,1,g,0,2,2,1,,35,3,1,1,1,2,0,3,35,.8214285714285714,,.3333333333333333,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SARA,pieces or units,71.25,2,g,0,2,2,1,,65,3,1,1,2,2,0,3,65,1.096153846153846,,.3333333333333333,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SARA,small cup,25,1,g,0,2,2,1,,60,3,0,0,1,2,0,3,60,.4166666666666667,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SARA,small cup,65,2,g,0,2,2,1,,220,3,1,1,2,2,0,3,220,.2954545454545455,,.3333333333333333,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SARA,lipid/lapad,77.5,1,mL,0,2,2,1,,375,6,1,1,1,1,1,3,375,.2066666666666667,,.1666666666666667,0
ILOILO,"liquor (e.g, whisky, coconut wine)",SARA,lipid/lapad,150,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
