pull_province,pull_item,pull_municipal_city,harmonized_nsu_unit,p_g,conv_rank,corrected_unit,d_reclassified,k_use,n_points,d_point_usable,unusable_why,w_g,n_g,n_disputed,n_uncertain,group_id,n_filled,n_empty,branch,w_use,v_use,hetero_code,share_uncertain,d_thin
ANTIQUE,mango,BUGASONG,pieces or units,100,1,g,0,1,1,1,,217.5,14,0,0,1,1,0,3,217.5,.4597701149425287,,0,0
ANTIQUE,mango,BUGASONG,pieces or units,200,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",BUGASONG,bilog,15,,g,0,,1,1,,250,1,0,0,1,,,2,250,.06,province_median,0,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",BUGASONG,cans,50,1,g,0,1,1,1,,170,15,0,0,1,1,0,3,170,.2941176470588235,,0,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",BUGASONG,putos,80,2,g,1,1,2,1,,250,4,1,1,1,1,0,3,250,.32,,.25,0
ANTIQUE,cabbage,CULASI,pieces or units,50,1,g,0,1,1,1,,570,21,0,0,1,1,0,3,570,.087719298245614,,0,0
ANTIQUE,cabbage,CULASI,pieces or units,100,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,camote,CULASI,bilog,25,1,g,0,1,1,1,,150,15,3,3,1,1,0,3,150,.1666666666666667,,.2,0
ANTIQUE,camote tops,CULASI,bugkos,20,1,g,0,1,1,1,,210,5,0,0,1,1,0,3,210,.0952380952380952,,0,0
ANTIQUE,carrot,CULASI,pieces or units,27.5,1,g,0,1,1,1,,165,17,1,1,1,1,0,3,165,.1666666666666667,,.0588235294117647,0
ANTIQUE,chicken,CULASI,whole (chicken),250,1,g,0,1,1,1,,1005,6,0,0,1,1,0,3,1005,.2487562189054726,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",CULASI,pieces or units,36,1,g,0,1,1,1,,30,9,1,1,1,1,0,3,30,1.2,,.1111111111111111,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",CULASI,putos,62,1,g,1,1,1,1,,26,9,5,5,1,1,0,3,26,2.384615384615385,,.5555555555555556,0
ANTIQUE,fresh fish,CULASI,pieces or units,70,1,g,0,1,1,1,,605,16,6,6,1,1,0,3,605,.115702479338843,,.375,0
ANTIQUE,fresh fish,CULASI,pieces or units,20,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CULASI,pieces or units,35,1,mL,0,2,2,1,,100,5,0,0,1,2,0,3,100,.35,,0,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CULASI,pieces or units,100,2,mL,0,2,2,1,,110,2,0,0,2,2,0,3,110,.9090909090909091,,0,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CULASI,small cup,45,1,mL,0,1,1,1,,100,6,0,0,1,1,0,3,100,.45,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",CULASI,lipid/lapad,76.25,1,mL,0,3,3,1,,375,8,0,0,1,1,2,3,375,.2033333333333333,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",CULASI,lipid/lapad,195,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",CULASI,lipid/lapad,132.5,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",CULASI,long-neck,157.5,1,mL,0,1,1,1,,750,8,0,0,1,1,0,3,750,.21,,0,0
ANTIQUE,loaf bread,CULASI,large packs,92.5,1,g,0,1,1,1,,640,5,0,0,1,1,0,3,640,.14453125,,0,0
ANTIQUE,loaf bread,CULASI,medium packs,65,1,g,0,1,1,1,,500,3,0,0,1,1,0,3,500,.13,,0,0
ANTIQUE,loaf bread,CULASI,medium packs,180,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,loaf bread,CULASI,small packs,50,1,g,0,1,1,1,,355,2,0,0,1,1,0,3,355,.1408450704225352,,0,1
ANTIQUE,mango,CULASI,pieces or units,100,1,g,0,1,1,1,,230,17,0,0,1,1,0,3,230,.4347826086956522,,0,0
ANTIQUE,mango,CULASI,pieces or units,50,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,"prawns, lobster, shrimp",CULASI,tumpok,100,1,g,0,1,1,1,,260,2,0,0,1,1,0,3,260,.3846153846153846,,0,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",CULASI,bilog,45,1,g,0,1,1,1,,250,6,1,1,1,1,0,3,250,.18,,.1666666666666667,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",CULASI,putos,60,1,g,1,1,2,1,,250,7,2,2,1,1,0,3,250,.24,,.2857142857142857,0
ANTIQUE,cabbage,HAMTIC,pieces or units,83.625,1,g,0,2,2,1,,455,13,0,0,1,2,0,3,455,.1837912087912088,,0,0
ANTIQUE,cabbage,HAMTIC,pieces or units,120,2,g,0,2,2,1,,815,13,0,0,2,2,0,3,815,.147239263803681,,0,0
ANTIQUE,camote,HAMTIC,bilog,25,1,g,0,1,1,1,,137.5,24,4,4,1,1,0,3,137.5,.1818181818181818,,.1666666666666667,0
ANTIQUE,camote tops,HAMTIC,bugkos,20,1,g,0,1,1,1,,215,7,0,0,1,1,0,3,215,.0930232558139535,,0,0
ANTIQUE,carrot,HAMTIC,pieces or units,45,1,g,0,1,1,1,,175,27,0,0,1,1,0,3,175,.2571428571428571,,0,0
ANTIQUE,chicken,HAMTIC,whole (chicken),205,1,g,0,3,3,1,,910,2,0,0,1,3,0,3,910,.2252747252747253,,0,1
ANTIQUE,chicken,HAMTIC,whole (chicken),270,2,g,0,3,3,1,,1172.5,2,0,0,2,3,0,3,1172.5,.2302771855010661,,0,1
ANTIQUE,chicken,HAMTIC,whole (chicken),300,3,g,0,3,3,1,,1345,1,0,0,3,3,0,3,1345,.2230483271375465,,0,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",HAMTIC,bucket,335,1,g,0,1,1,1,,1400,1,0,0,1,1,0,3,1400,.2392857142857143,,0,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",HAMTIC,pack,110,1,g,0,1,1,1,,60,15,8,8,1,1,0,3,60,1.833333333333333,,.5333333333333333,0
ANTIQUE,fresh fish,HAMTIC,pieces or units,180,1,g,0,1,1,1,,685,12,1,1,1,1,0,3,685,.2627737226277372,,.0833333333333333,0
ANTIQUE,fresh fish,HAMTIC,pieces or units,50,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,cone,5,,mL,0,,1,1,,105,2,0,0,1,,,2,105,.0476190476190476,province_median,0,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,pieces or units,28,1,g,0,1,1,1,,97.5,2,0,0,1,1,0,3,97.5,.2871794871794872,,0,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,putos,45,1,mL,1,1,1,1,,500,5,4,4,1,1,0,3,500,.09,,.8,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,small cup,30,1,mL,0,1,1,1,,100,3,0,0,1,1,0,3,100,.3,,0,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",HAMTIC,small cup,150,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",HAMTIC,lipid/lapad,160,2,mL,1,1,3,1,,375,8,0,0,1,1,0,3,375,.4266666666666667,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",HAMTIC,long-neck,165,1,mL,0,3,3,1,,750,9,0,0,1,2,1,3,750,.22,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",HAMTIC,long-neck,348.75,3,mL,0,3,3,1,,1000,2,0,0,3,2,1,3,1000,.34875,,0,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",HAMTIC,long-neck,245,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,loaf bread,HAMTIC,large packs,89.5,1,g,0,3,3,1,,640,4,0,0,1,3,0,3,640,.13984375,,0,0
ANTIQUE,loaf bread,HAMTIC,large packs,130,2,g,0,3,3,1,,680,1,0,0,2,3,0,3,680,.1911764705882353,,0,1
ANTIQUE,loaf bread,HAMTIC,large packs,185,3,g,0,3,3,1,,720,1,0,0,3,3,0,3,720,.2569444444444444,,0,1
ANTIQUE,loaf bread,HAMTIC,medium packs,61.5,1,g,0,2,2,1,,450,3,0,0,1,2,0,3,450,.1366666666666667,,0,0
ANTIQUE,loaf bread,HAMTIC,medium packs,127.25,2,g,0,2,2,1,,500,3,0,0,2,2,0,3,500,.2545,,0,0
ANTIQUE,loaf bread,HAMTIC,small packs,58.5,1,g,0,2,2,1,,290,1,0,0,1,2,0,3,290,.2017241379310345,,0,1
ANTIQUE,loaf bread,HAMTIC,small packs,115,2,g,0,2,2,1,,360,1,0,0,2,2,0,3,360,.3194444444444444,,0,1
ANTIQUE,"prawns, lobster, shrimp",HAMTIC,tumpok,100,1,g,1,1,1,1,,632.5,2,1,1,1,1,0,3,632.5,.158102766798419,,.5,1
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",HAMTIC,bilog,45,1,g,0,1,1,1,,250,4,0,0,1,1,0,3,250,.18,,0,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",HAMTIC,bilog,80,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",HAMTIC,pack,50,,g,0,,1,1,,250,4,0,0,1,,,2,250,.2,province_median,0,0
ANTIQUE,rice,HAMTIC,gantang,,,g,0,,1,1,,2275,3,0,0,1,,,1,2275,,,0,0
ANTIQUE,cabbage,LAUA-AN,pieces or units,65,1,g,0,1,1,1,,720,11,0,0,1,1,0,3,720,.0902777777777778,,0,0
ANTIQUE,camote tops,LAUA-AN,bugkos,20,1,g,1,1,1,1,,287.5,8,0,0,1,1,0,3,287.5,.0695652173913043,,0,0
ANTIQUE,camote tops,LAUA-AN,bundle,20,1,g,0,1,1,1,,630,1,0,0,1,1,0,3,630,.0317460317460317,,0,1
ANTIQUE,carrot,LAUA-AN,pieces or units,28.75,1,g,0,3,3,1,,110,2,0,0,1,3,0,3,110,.2613636363636364,,0,1
ANTIQUE,carrot,LAUA-AN,pieces or units,54,2,g,0,3,3,1,,182.5,2,0,0,2,3,0,3,182.5,.2958904109589041,,0,1
ANTIQUE,carrot,LAUA-AN,pieces or units,77.5,3,g,0,3,3,1,,250,1,0,0,3,3,0,3,250,.31,,0,1
ANTIQUE,chicken,LAUA-AN,whole (chicken),227.5,1,g,0,2,2,1,,1005,3,0,0,1,2,0,3,1005,.2263681592039801,,0,0
ANTIQUE,chicken,LAUA-AN,whole (chicken),300,2,g,0,2,2,1,,1075,2,0,0,2,2,0,3,1075,.2790697674418605,,0,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LAUA-AN,pack,110,1,g,0,1,1,1,,300,7,0,0,1,1,0,3,300,.3666666666666666,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LAUA-AN,pieces or units,80,1,g,0,1,1,1,,26,7,0,0,1,1,0,3,26,3.076923076923077,,0,0
ANTIQUE,fresh fish,LAUA-AN,pieces or units,180,1,g,0,1,1,1,,1047.5,6,3,3,1,1,0,3,1047.5,.1718377088305489,,.5,0
ANTIQUE,fresh fish,LAUA-AN,pieces or units,100,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LAUA-AN,putos,45,1,g,1,1,1,1,,51.5,2,0,0,1,1,0,3,51.5,.8737864077669902,,0,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LAUA-AN,small cup,10,,g,0,,1,1,,100,3,1,1,1,,,2,100,.1,municipality_median,.3333333333333333,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LAUA-AN,lipid/lapad,80,1,mL,0,3,3,1,,375,7,0,0,1,1,2,3,375,.2133333333333333,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LAUA-AN,lipid/lapad,182.5,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LAUA-AN,lipid/lapad,150,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LAUA-AN,long-neck,130,1,mL,0,1,1,1,,750,7,0,0,1,1,0,3,750,.1733333333333333,,0,0
ANTIQUE,loaf bread,LAUA-AN,large packs,80,1,g,0,1,1,1,,640,3,0,0,1,1,0,3,640,.125,,0,0
ANTIQUE,loaf bread,LAUA-AN,medium packs,65,1,g,0,1,1,1,,450,3,0,0,1,1,0,3,450,.1444444444444444,,0,0
ANTIQUE,loaf bread,LAUA-AN,small packs,45,1,g,0,1,1,1,,360,1,0,0,1,1,0,3,360,.125,,0,1
ANTIQUE,mango,LAUA-AN,pieces or units,90,1,g,0,1,1,1,,205,1,0,0,1,1,0,3,205,.4390243902439024,,0,1
ANTIQUE,mango,LAUA-AN,pieces or units,130,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",LAUA-AN,putos,40.375,1,g,1,1,2,1,,200,3,0,0,1,1,0,3,200,.201875,,0,0
ANTIQUE,cabbage,LIBERTAD,pieces or units,35,1,g,0,1,1,1,,765,13,0,0,1,1,0,3,765,.0457516339869281,,0,0
ANTIQUE,camote,LIBERTAD,bilog,25,1,g,0,1,1,1,,185,8,0,0,1,1,0,3,185,.1351351351351351,,0,0
ANTIQUE,camote tops,LIBERTAD,bugkos,10,,g,0,,1,1,,350,1,0,0,1,,,2,350,.0285714285714286,municipality_median,0,1
ANTIQUE,carrot,LIBERTAD,pieces or units,21.5,1,g,0,2,2,1,,117.5,6,0,0,1,2,0,3,117.5,.1829787234042553,,0,0
ANTIQUE,carrot,LIBERTAD,pieces or units,53.125,2,g,0,2,2,1,,190,6,1,1,2,2,0,3,190,.2796052631578947,,.1666666666666667,0
ANTIQUE,chicken,LIBERTAD,pieces or units,400,1,g,0,1,1,1,,537.5,8,1,1,1,1,0,3,537.5,.7441860465116279,,.125,0
ANTIQUE,chicken,LIBERTAD,whole (chicken),200,1,g,0,1,1,1,,1115,9,0,0,1,1,0,3,1115,.179372197309417,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LIBERTAD,pack,68,1,g,0,1,1,1,,300,3,0,0,1,1,0,3,300,.2266666666666667,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",LIBERTAD,pieces or units,8,,g,0,,1,1,,25,3,0,0,1,,,2,25,.32,municipality_median,0,0
ANTIQUE,fresh fish,LIBERTAD,pieces or units,70,1,g,0,1,1,1,,615,7,3,3,1,1,0,3,615,.1138211382113821,,.4285714285714285,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LIBERTAD,pieces or units,20,1,g,0,1,1,1,,85,2,0,0,1,1,0,3,85,.2352941176470588,,0,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",LIBERTAD,small cup,35,1,g,0,1,1,1,,100,3,0,0,1,1,0,3,100,.35,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LIBERTAD,lipid/lapad,68.75,1,mL,0,2,2,1,,375,4,0,0,1,1,1,3,375,.1833333333333333,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LIBERTAD,lipid/lapad,128.5,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",LIBERTAD,long-neck,130,1,mL,0,1,1,1,,750,4,0,0,1,1,0,3,750,.1733333333333333,,0,0
ANTIQUE,loaf bread,LIBERTAD,large packs,75,1,g,0,1,1,1,,680,1,0,0,1,1,0,3,680,.1102941176470588,,0,1
ANTIQUE,loaf bread,LIBERTAD,medium packs,65,1,g,0,1,1,1,,560,2,0,0,1,1,0,3,560,.1160714285714286,,0,1
ANTIQUE,loaf bread,LIBERTAD,small packs,50,2,g,1,1,3,1,,400,3,0,0,1,1,0,3,400,.125,,0,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",LIBERTAD,pieces or units,55,,g,0,,1,1,,145,5,2,2,1,,,2,145,.3793103448275862,unique_mun_price6,.4,0
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",LIBERTAD,putos,90,2,g,1,1,3,1,,200,5,0,0,1,1,0,3,200,.45,,0,0
ANTIQUE,cabbage,PANDAN,pack,42.5,1,g,1,1,1,1,,270,3,1,1,1,1,0,3,270,.1574074074074074,,.3333333333333333,0
ANTIQUE,cabbage,PANDAN,pieces or units,50,1,g,0,1,1,1,,795,13,0,0,1,1,0,3,795,.0628930817610063,,0,0
ANTIQUE,camote tops,PANDAN,bugkos,10,,g,0,,1,1,,155,3,0,0,1,,,2,155,.0645161290322581,municipality_median,0,0
ANTIQUE,carrot,PANDAN,pieces or units,27.5,1,g,0,1,1,1,,155,13,1,1,1,1,0,3,155,.1774193548387097,,.0769230769230769,0
ANTIQUE,chicken,PANDAN,whole (chicken),230,1,g,0,1,1,1,,1297.5,4,0,0,1,1,0,3,1297.5,.1772639691714836,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PANDAN,pieces or units,42.5,1,g,0,1,1,1,,30,8,0,0,1,1,0,3,30,1.416666666666667,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PANDAN,putos,94,1,g,0,3,3,1,,240,3,0,0,1,3,0,3,240,.3916666666666667,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PANDAN,putos,124,2,g,0,3,3,1,,300,5,0,0,2,3,0,3,300,.4133333333333333,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PANDAN,putos,150,3,g,0,3,3,1,,450,1,1,1,3,3,0,3,450,.3333333333333333,,1,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PANDAN,pieces or units,23.75,1,g,0,2,2,1,,645,1,1,1,1,1,1,3,645,.0368217054263566,,1,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PANDAN,pieces or units,61.25,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PANDAN,putos,45,1,g,1,1,1,1,,52.5,2,0,0,1,1,0,3,52.5,.8571428571428571,,0,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PANDAN,small cup,30,1,g,0,1,1,1,,165,2,0,0,1,1,0,3,165,.1818181818181818,,0,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PANDAN,glass,20,1,mL,0,1,1,1,,750,1,0,0,1,1,0,3,750,.0266666666666667,,0,1
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PANDAN,lipid/lapad,80,1,mL,0,1,1,1,,375,6,0,0,1,1,0,3,375,.2133333333333333,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PANDAN,long-neck,125.625,1,mL,0,2,2,1,,750,4,0,0,1,2,0,3,750,.1675,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PANDAN,long-neck,195,2,mL,0,2,2,1,,1000,2,0,0,2,2,0,3,1000,.195,,0,1
ANTIQUE,loaf bread,PANDAN,small packs,17.5,1,g,0,3,3,1,,400,1,0,0,1,1,2,3,400,.04375,,0,1
ANTIQUE,loaf bread,PANDAN,small packs,75,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,loaf bread,PANDAN,small packs,45,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",PANDAN,putos,82.5,2,g,1,1,3,1,,200,5,0,0,1,1,0,3,200,.4125,,0,0
ANTIQUE,cabbage,PATNONGON,pieces or units,50,1,g,0,1,1,1,,750,13,0,0,1,1,0,3,750,.0666666666666667,,0,0
ANTIQUE,cabbage,PATNONGON,pieces or units,90,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,cabbage,PATNONGON,pieces or units,156,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,cabbage,PATNONGON,putos (mix vegetable),20,1,g,1,1,1,1,,225,3,0,0,1,1,0,3,225,.0888888888888889,,0,0
ANTIQUE,camote,PATNONGON,bilog,30,1,g,0,1,1,1,,200,14,4,4,1,1,0,3,200,.15,,.2857142857142857,0
ANTIQUE,camote,PATNONGON,tumpok,,,g,0,,1,1,,1065,9,0,0,1,,,1,1065,,,0,0
ANTIQUE,camote tops,PATNONGON,bugkos,20,1,g,1,1,1,1,,290,9,0,0,1,1,0,3,290,.0689655172413793,,0,0
ANTIQUE,carrot,PATNONGON,pieces or units,35,1,g,0,1,1,1,,110,15,0,0,1,1,0,3,110,.3181818181818182,,0,0
ANTIQUE,carrot,PATNONGON,putos (mix vegetable),20,1,g,1,1,1,1,,185,4,0,0,1,1,0,3,185,.1081081081081081,,0,0
ANTIQUE,chicken,PATNONGON,pieces or units,150,1,g,0,2,2,1,,492.5,2,0,0,1,2,0,3,492.5,.3045685279187818,,0,1
ANTIQUE,chicken,PATNONGON,pieces or units,350,2,g,0,2,2,1,,665,2,1,1,2,2,0,3,665,.5263157894736842,,.5,1
ANTIQUE,chicken,PATNONGON,whole (chicken),200,1,g,0,3,3,1,,1077.5,2,0,0,1,3,0,3,1077.5,.185614849187935,,0,1
ANTIQUE,chicken,PATNONGON,whole (chicken),235,2,g,0,3,3,1,,1235,1,0,0,2,3,0,3,1235,.1902834008097166,,0,1
ANTIQUE,chicken,PATNONGON,whole (chicken),400,3,g,0,3,3,1,,1335,1,0,0,3,3,0,3,1335,.299625468164794,,0,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PATNONGON,pieces or units,32,1,g,0,3,3,1,,26,3,0,0,1,3,0,3,26,1.230769230769231,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PATNONGON,pieces or units,70,2,g,0,3,3,1,,31,2,0,0,2,3,0,3,31,2.258064516129032,,0,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PATNONGON,pieces or units,100,3,g,0,3,3,1,,36,2,0,0,3,3,0,3,36,2.777777777777778,,0,1
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",PATNONGON,putos,120,2,g,1,1,3,1,,300,6,0,0,1,1,0,3,300,.4,,0,0
ANTIQUE,fresh fish,PATNONGON,pieces or units,70,1,g,0,1,1,1,,610,7,2,2,1,1,0,3,610,.1147540983606557,,.2857142857142857,0
ANTIQUE,fresh fish,PATNONGON,tumpok,300,1,g,1,1,1,1,,525,1,1,1,1,1,0,3,525,.5714285714285714,,1,1
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PATNONGON,putos,45,1,g,1,1,1,1,,60,5,0,0,1,1,0,3,60,.75,,0,0
ANTIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",PATNONGON,small cup,30,1,g,0,1,1,1,,100,3,0,0,1,1,0,3,100,.3,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PATNONGON,lipid/lapad,85,1,mL,0,3,3,1,,375,7,0,0,1,1,2,3,375,.2266666666666667,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PATNONGON,lipid/lapad,165,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PATNONGON,lipid/lapad,243.75,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PATNONGON,long-neck,157.5,1,mL,0,2,2,1,,750,6,0,0,1,2,0,3,750,.21,,0,0
ANTIQUE,"liquor (e.g, whisky, coconut wine)",PATNONGON,long-neck,230,2,mL,0,2,2,1,,1000,1,0,0,2,2,0,3,1000,.23,,0,1
ANTIQUE,loaf bread,PATNONGON,large packs,92.5,1,g,0,1,1,1,,640,3,0,0,1,1,0,3,640,.14453125,,0,0
ANTIQUE,loaf bread,PATNONGON,medium packs,62.5,1,g,0,1,1,1,,450,3,0,0,1,1,0,3,450,.1388888888888889,,0,0
ANTIQUE,loaf bread,PATNONGON,small packs,57.5,1,g,0,2,2,1,,375,3,0,0,1,1,1,3,375,.1533333333333333,,0,0
ANTIQUE,loaf bread,PATNONGON,small packs,205,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",PATNONGON,putos,70,2,g,1,1,3,1,,225,5,0,0,1,1,0,3,225,.3111111111111111,,0,0
ANTIQUE,cabbage,SAN REMIGIO,pieces or units,60,1,g,0,2,2,1,,500,5,0,0,1,2,0,3,500,.12,,0,0
ANTIQUE,cabbage,SAN REMIGIO,pieces or units,132.5,2,g,0,2,2,1,,970,4,0,0,2,2,0,3,970,.1365979381443299,,0,0
ANTIQUE,camote,SAN REMIGIO,bilog,25,1,g,0,1,1,1,,115,13,2,2,1,1,0,3,115,.2173913043478261,,.1538461538461539,0
ANTIQUE,camote,SAN REMIGIO,tumpok,,,g,0,,1,1,,1052.5,4,0,0,1,,,1,1052.5,,,0,0
ANTIQUE,camote tops,SAN REMIGIO,bugkos,20,1,g,1,1,1,1,,230,6,0,0,1,1,0,3,230,.0869565217391304,,0,0
ANTIQUE,carrot,SAN REMIGIO,pieces or units,40,1,g,0,1,1,1,,165,9,1,1,1,1,0,3,165,.2424242424242424,,.1111111111111111,0
ANTIQUE,chicken,SAN REMIGIO,bilog,250,1,g,0,1,1,1,,890,4,0,0,1,1,0,3,890,.2808988764044944,,0,0
ANTIQUE,chicken,SAN REMIGIO,pieces or units,200,1,g,0,3,3,1,,150,1,0,0,1,2,1,3,150,1.333333333333333,,0,1
ANTIQUE,chicken,SAN REMIGIO,pieces or units,250,2,g,0,3,3,1,,335,2,0,0,2,2,1,3,335,.746268656716418,,0,1
ANTIQUE,chicken,SAN REMIGIO,pieces or units,312.5,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",SAN REMIGIO,pieces or units,40,1,g,0,1,1,1,,30,9,0,0,1,1,0,3,30,1.333333333333333,,0,0
ANTIQUE,"crackers, cookies, buiscuits, chips/curls",SAN REMIGIO,putos,62.5,1,g,1,1,2,1,,30,9,5,5,1,1,0,3,30,2.083333333333333,,.5555555555555556,0
ANTIQUE,"drinks at restaurant, hotel, cafe, or kiosk",SAN REMIGIO,pieces or units,150,1,mL,0,1,1,1,,355,1,0,0,1,1,0,3,355,.4225352112676056,,0,1
