pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,corrected_unit,cf_blind,fallback_level,n_g_used,d_thin,d_unconvertible
ANTIQUE,BELISON,"prawns, lobster, shrimp",tumpok,g,240,province x item x unit,9,0,0
ANTIQUE,BELISON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,4,0,0
ANTIQUE,BELISON,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,g,150,cell pooled across sizes,17,0,0
ANTIQUE,BELISON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,6,0,0
ANTIQUE,BUGASONG,cabbage,pieces or units,g,675,cell pooled across sizes,10,0,0
ANTIQUE,BUGASONG,camote,bilog,g,185,cell pooled across sizes,9,0,0
ANTIQUE,BUGASONG,camote tops,bugkos,g,215,cell pooled across sizes,3,0,0
ANTIQUE,BUGASONG,carrot,pieces or units,g,130,cell pooled across sizes,11,0,0
ANTIQUE,BUGASONG,chicken,pieces or units,g,395,cell pooled across sizes,5,0,0
ANTIQUE,BUGASONG,chicken,whole (chicken),g,1645,cell pooled across sizes,4,0,0
ANTIQUE,BUGASONG,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,32,cell pooled across sizes,7,0,0
ANTIQUE,BUGASONG,"crackers, cookies, buiscuits, chips/curls",putos,g,280,cell pooled across sizes,7,0,0
ANTIQUE,BUGASONG,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,500,cell pooled across sizes,15,0,0
ANTIQUE,BUGASONG,fresh fish,pieces or units,g,695,cell pooled across sizes,5,0,0
ANTIQUE,BUGASONG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,100,cell pooled across sizes,3,0,0
ANTIQUE,BUGASONG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,600,cell pooled across sizes,3,0,0
ANTIQUE,BUGASONG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
ANTIQUE,BUGASONG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
ANTIQUE,BUGASONG,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,10,0,0
ANTIQUE,BUGASONG,loaf bread,large packs,g,640,province x item x unit,47,0,0
ANTIQUE,BUGASONG,loaf bread,medium packs,g,450,cell pooled across sizes,5,0,0
ANTIQUE,BUGASONG,mango,pieces or units,g,217.5,cell pooled across sizes,14,0,0
ANTIQUE,BUGASONG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,25,0,0
ANTIQUE,BUGASONG,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,g,170,cell pooled across sizes,15,0,0
ANTIQUE,BUGASONG,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,4,0,0
ANTIQUE,CULASI,cabbage,pieces or units,g,570,cell pooled across sizes,21,0,0
ANTIQUE,CULASI,camote,bilog,g,150,cell pooled across sizes,15,0,0
ANTIQUE,CULASI,camote tops,bugkos,g,210,cell pooled across sizes,5,0,0
ANTIQUE,CULASI,carrot,pieces or units,g,165,cell pooled across sizes,17,0,0
ANTIQUE,CULASI,chicken,whole (chicken),g,1005,cell pooled across sizes,6,0,0
ANTIQUE,CULASI,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,30,cell pooled across sizes,9,0,0
ANTIQUE,CULASI,"crackers, cookies, buiscuits, chips/curls",putos,g,26,cell pooled across sizes,9,0,0
ANTIQUE,CULASI,fresh fish,pieces or units,g,605,cell pooled across sizes,16,0,0
ANTIQUE,CULASI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,100,cell pooled across sizes,7,0,0
ANTIQUE,CULASI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,6,0,0
ANTIQUE,CULASI,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,8,0,0
ANTIQUE,CULASI,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,8,0,0
ANTIQUE,CULASI,loaf bread,large packs,g,640,cell pooled across sizes,5,0,0
ANTIQUE,CULASI,loaf bread,medium packs,g,500,cell pooled across sizes,3,0,0
ANTIQUE,CULASI,loaf bread,small packs,g,375,province x item x unit,32,0,0
ANTIQUE,CULASI,mango,pieces or units,g,230,cell pooled across sizes,17,0,0
ANTIQUE,CULASI,"prawns, lobster, shrimp",tumpok,g,240,province x item x unit,9,0,0
ANTIQUE,CULASI,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,6,0,0
ANTIQUE,CULASI,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,7,0,0
ANTIQUE,HAMTIC,cabbage,pieces or units,g,670,cell pooled across sizes,26,0,0
ANTIQUE,HAMTIC,camote,bilog,g,137.5,cell pooled across sizes,24,0,0
ANTIQUE,HAMTIC,camote tops,bugkos,g,215,cell pooled across sizes,7,0,0
ANTIQUE,HAMTIC,carrot,pieces or units,g,175,cell pooled across sizes,27,0,0
ANTIQUE,HAMTIC,chicken,whole (chicken),g,1150,cell pooled across sizes,5,0,0
ANTIQUE,HAMTIC,"crackers, cookies, buiscuits, chips/curls",bucket,g,1500,item x unit (regional),7,0,0
ANTIQUE,HAMTIC,"crackers, cookies, buiscuits, chips/curls",pack,g,60,cell pooled across sizes,15,0,0
ANTIQUE,HAMTIC,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,350,cell pooled across sizes,17,0,0
ANTIQUE,HAMTIC,fresh fish,pieces or units,g,685,cell pooled across sizes,12,0,0
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,mL,110,item x unit (regional),26,0,0
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,92.5,province x item x unit,10,0,0
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,500,cell pooled across sizes,5,0,0
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,8,0,0
ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,11,0,0
ANTIQUE,HAMTIC,loaf bread,large packs,g,640,cell pooled across sizes,6,0,0
ANTIQUE,HAMTIC,loaf bread,medium packs,g,465,cell pooled across sizes,6,0,0
ANTIQUE,HAMTIC,loaf bread,small packs,g,375,province x item x unit,32,0,0
ANTIQUE,HAMTIC,"prawns, lobster, shrimp",tumpok,g,240,province x item x unit,9,0,0
ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,4,0,0
ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,250,cell pooled across sizes,4,0,0
ANTIQUE,HAMTIC,rice,gantang,g,2275,cell pooled across sizes,3,0,0
ANTIQUE,LAUA-AN,cabbage,pieces or units,g,720,cell pooled across sizes,11,0,0
ANTIQUE,LAUA-AN,camote tops,bugkos,g,287.5,cell pooled across sizes,8,0,0
ANTIQUE,LAUA-AN,camote tops,bundle,g,610,province x item x unit,9,0,0
ANTIQUE,LAUA-AN,carrot,pieces or units,g,180,cell pooled across sizes,5,0,0
ANTIQUE,LAUA-AN,chicken,whole (chicken),g,1055,cell pooled across sizes,5,0,0
ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,g,300,cell pooled across sizes,7,0,0
ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,26,cell pooled across sizes,7,0,0
ANTIQUE,LAUA-AN,fresh fish,pieces or units,g,1047.5,cell pooled across sizes,6,0,0
ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,56,province x item x unit,13,0,0
ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,cell pooled across sizes,3,0,0
ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,7,0,0
ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,7,0,0
ANTIQUE,LAUA-AN,loaf bread,large packs,g,640,cell pooled across sizes,3,0,0
ANTIQUE,LAUA-AN,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
ANTIQUE,LAUA-AN,loaf bread,small packs,g,375,province x item x unit,32,0,0
ANTIQUE,LAUA-AN,mango,pieces or units,g,230,province x item x unit,82,0,0
ANTIQUE,LAUA-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,200,cell pooled across sizes,3,0,0
ANTIQUE,LIBERTAD,cabbage,pieces or units,g,765,cell pooled across sizes,13,0,0
ANTIQUE,LIBERTAD,camote,bilog,g,185,cell pooled across sizes,8,0,0
ANTIQUE,LIBERTAD,camote tops,bugkos,g,225,province x item x unit,69,0,0
ANTIQUE,LIBERTAD,carrot,pieces or units,g,150,cell pooled across sizes,12,0,0
ANTIQUE,LIBERTAD,chicken,pieces or units,g,537.5,cell pooled across sizes,8,0,0
ANTIQUE,LIBERTAD,chicken,whole (chicken),g,1115,cell pooled across sizes,9,0,0
ANTIQUE,LIBERTAD,"crackers, cookies, buiscuits, chips/curls",pack,g,300,cell pooled across sizes,3,0,0
ANTIQUE,LIBERTAD,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,25,cell pooled across sizes,3,0,0
ANTIQUE,LIBERTAD,fresh fish,pieces or units,g,615,cell pooled across sizes,7,0,0
ANTIQUE,LIBERTAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,92.5,province x item x unit,10,0,0
ANTIQUE,LIBERTAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,cell pooled across sizes,3,0,0
ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,4,0,0
ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,4,0,0
ANTIQUE,LIBERTAD,loaf bread,large packs,g,640,province x item x unit,47,0,0
ANTIQUE,LIBERTAD,loaf bread,medium packs,g,450,province x item x unit,50,0,0
ANTIQUE,LIBERTAD,loaf bread,small packs,g,400,cell pooled across sizes,3,0,0
ANTIQUE,LIBERTAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,200,cell pooled across sizes,5,0,0
ANTIQUE,PANDAN,cabbage,pack,g,270,cell pooled across sizes,3,0,0
ANTIQUE,PANDAN,cabbage,pieces or units,g,795,cell pooled across sizes,13,0,0
ANTIQUE,PANDAN,camote tops,bugkos,g,155,cell pooled across sizes,3,0,0
ANTIQUE,PANDAN,carrot,pieces or units,g,155,cell pooled across sizes,13,0,0
ANTIQUE,PANDAN,chicken,whole (chicken),g,1297.5,cell pooled across sizes,4,0,0
ANTIQUE,PANDAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,30,cell pooled across sizes,8,0,0
ANTIQUE,PANDAN,"crackers, cookies, buiscuits, chips/curls",putos,g,300,cell pooled across sizes,9,0,0
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,92.5,province x item x unit,10,0,0
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,56,province x item x unit,13,0,0
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,province x item x unit,14,0,0
ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",glass,mL,,,,,1
ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,6,0,0
ANTIQUE,PANDAN,loaf bread,small packs,g,375,province x item x unit,32,0,0
ANTIQUE,PANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,200,cell pooled across sizes,5,0,0
ANTIQUE,PATNONGON,cabbage,pieces or units,g,750,cell pooled across sizes,13,0,0
ANTIQUE,PATNONGON,cabbage,putos (mix vegetable),g,225,cell pooled across sizes,3,0,0
ANTIQUE,PATNONGON,camote,bilog,g,200,cell pooled across sizes,14,0,0
ANTIQUE,PATNONGON,camote,tumpok,g,1065,cell pooled across sizes,9,0,0
ANTIQUE,PATNONGON,camote tops,bugkos,g,290,cell pooled across sizes,9,0,0
ANTIQUE,PATNONGON,carrot,pieces or units,g,110,cell pooled across sizes,15,0,0
ANTIQUE,PATNONGON,carrot,putos (mix vegetable),g,185,cell pooled across sizes,4,0,0
ANTIQUE,PATNONGON,chicken,pieces or units,g,570,cell pooled across sizes,4,0,0
ANTIQUE,PATNONGON,chicken,whole (chicken),g,1177.5,cell pooled across sizes,4,0,0
ANTIQUE,PATNONGON,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,31,cell pooled across sizes,7,0,0
ANTIQUE,PATNONGON,"crackers, cookies, buiscuits, chips/curls",putos,g,300,cell pooled across sizes,6,0,0
ANTIQUE,PATNONGON,fresh fish,pieces or units,g,610,cell pooled across sizes,7,0,0
ANTIQUE,PATNONGON,fresh fish,tumpok,g,750,item x unit (regional),25,0,0
ANTIQUE,PATNONGON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,60,cell pooled across sizes,5,0,0
ANTIQUE,PATNONGON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,cell pooled across sizes,3,0,0
ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,7,0,0
ANTIQUE,PATNONGON,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,7,0,0
ANTIQUE,PATNONGON,loaf bread,large packs,g,640,cell pooled across sizes,3,0,0
ANTIQUE,PATNONGON,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
ANTIQUE,PATNONGON,loaf bread,small packs,g,375,cell pooled across sizes,3,0,0
ANTIQUE,PATNONGON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,225,cell pooled across sizes,5,0,0
ANTIQUE,SAN REMIGIO,cabbage,pieces or units,g,655,cell pooled across sizes,9,0,0
ANTIQUE,SAN REMIGIO,camote,bilog,g,115,cell pooled across sizes,13,0,0
ANTIQUE,SAN REMIGIO,camote,tumpok,g,1052.5,cell pooled across sizes,4,0,0
ANTIQUE,SAN REMIGIO,camote tops,bugkos,g,230,cell pooled across sizes,6,0,0
ANTIQUE,SAN REMIGIO,carrot,pieces or units,g,165,cell pooled across sizes,9,0,0
ANTIQUE,SAN REMIGIO,chicken,bilog,g,890,cell pooled across sizes,4,0,0
ANTIQUE,SAN REMIGIO,chicken,pieces or units,g,210,cell pooled across sizes,3,0,0
ANTIQUE,SAN REMIGIO,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,30,cell pooled across sizes,9,0,0
ANTIQUE,SAN REMIGIO,"crackers, cookies, buiscuits, chips/curls",putos,g,30,cell pooled across sizes,9,0,0
ANTIQUE,SAN REMIGIO,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,province x item x unit,82,0,0
ANTIQUE,SAN REMIGIO,fresh fish,pieces or units,g,195,cell pooled across sizes,9,0,0
ANTIQUE,SAN REMIGIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,95,cell pooled across sizes,4,0,0
ANTIQUE,SAN REMIGIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,450,province x item x unit,21,0,0
ANTIQUE,SAN REMIGIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,38,0,0
ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,8,0,0
ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,8,0,0
ANTIQUE,SAN REMIGIO,loaf bread,large packs,g,640,cell pooled across sizes,3,0,0
ANTIQUE,SAN REMIGIO,loaf bread,medium packs,g,450,cell pooled across sizes,4,0,0
ANTIQUE,SAN REMIGIO,loaf bread,small packs,g,375,province x item x unit,32,0,0
ANTIQUE,SAN REMIGIO,mango,pieces or units,g,245,cell pooled across sizes,7,0,0
ANTIQUE,SAN REMIGIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,25,0,0
ANTIQUE,SAN REMIGIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,4,0,0
ANTIQUE,SEBASTE,cabbage,pieces or units,g,735,cell pooled across sizes,17,0,0
ANTIQUE,SEBASTE,camote tops,bugkos,g,230,cell pooled across sizes,3,0,0
ANTIQUE,SEBASTE,carrot,pieces or units,g,115,cell pooled across sizes,15,0,0
ANTIQUE,SEBASTE,chicken,whole (chicken),g,1105,province x item x unit,65,0,0
ANTIQUE,SEBASTE,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,31,cell pooled across sizes,7,0,0
ANTIQUE,SEBASTE,"crackers, cookies, buiscuits, chips/curls",putos,g,55,cell pooled across sizes,13,0,0
ANTIQUE,SEBASTE,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,350,cell pooled across sizes,13,0,0
ANTIQUE,SEBASTE,fresh fish,pieces or units,g,275,cell pooled across sizes,3,0,0
ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,100,cell pooled across sizes,3,0,0
ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,cell pooled across sizes,4,0,0
ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,110,cell pooled across sizes,4,0,0
ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
ANTIQUE,SEBASTE,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,3,0,0
ANTIQUE,SEBASTE,loaf bread,large packs,g,640,cell pooled across sizes,3,0,0
ANTIQUE,SEBASTE,loaf bread,medium packs,g,460,cell pooled across sizes,4,0,0
ANTIQUE,SEBASTE,loaf bread,small packs,g,375,cell pooled across sizes,3,0,0
ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,25,0,0
ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,g,155,cell pooled across sizes,5,0,0
ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,375,cell pooled across sizes,8,0,0
ANTIQUE,SIBALOM,cabbage,pieces or units,g,627.5,cell pooled across sizes,10,0,0
ANTIQUE,SIBALOM,camote,tumpok,g,1070,cell pooled across sizes,4,0,0
ANTIQUE,SIBALOM,camote tops,bugkos,g,227.5,cell pooled across sizes,4,0,0
ANTIQUE,SIBALOM,carrot,pieces or units,g,160,cell pooled across sizes,10,0,0
ANTIQUE,SIBALOM,chicken,bilog,g,1265,cell pooled across sizes,7,0,0
ANTIQUE,SIBALOM,chicken,pieces or units,g,260,cell pooled across sizes,8,0,0
ANTIQUE,SIBALOM,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,32.5,cell pooled across sizes,12,0,0
ANTIQUE,SIBALOM,"crackers, cookies, buiscuits, chips/curls",putos,g,60,cell pooled across sizes,18,0,0
ANTIQUE,SIBALOM,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,272.5,cell pooled across sizes,4,0,0
ANTIQUE,SIBALOM,fresh fish,pieces or units,g,200,cell pooled across sizes,9,0,0
ANTIQUE,SIBALOM,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,87.5,cell pooled across sizes,6,0,0
ANTIQUE,SIBALOM,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,65,cell pooled across sizes,3,0,0
ANTIQUE,SIBALOM,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,5,0,0
ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,9,0,0
ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,9,0,0
ANTIQUE,SIBALOM,loaf bread,large packs,g,640,cell pooled across sizes,6,0,0
ANTIQUE,SIBALOM,loaf bread,medium packs,g,450,cell pooled across sizes,7,0,0
ANTIQUE,SIBALOM,loaf bread,small packs,g,360,cell pooled across sizes,6,0,0
ANTIQUE,SIBALOM,mango,pieces or units,g,245,cell pooled across sizes,13,0,0
ANTIQUE,SIBALOM,"prawns, lobster, shrimp",tumpok,g,205,cell pooled across sizes,3,0,0
ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,5,0,0
ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,8,0,0
ANTIQUE,TIBIAO,cabbage,pieces or units,g,725,cell pooled across sizes,16,0,0
ANTIQUE,TIBIAO,camote,bilog,g,85,cell pooled across sizes,9,0,0
ANTIQUE,TIBIAO,camote tops,bugkos,g,142.5,cell pooled across sizes,6,0,0
ANTIQUE,TIBIAO,carrot,pieces or units,g,190,cell pooled across sizes,11,0,0
ANTIQUE,TIBIAO,chicken,pieces or units,g,410,province x item x unit,40,0,0
ANTIQUE,TIBIAO,chicken,whole (chicken),g,1105,province x item x unit,65,0,0
ANTIQUE,TIBIAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,36,cell pooled across sizes,6,0,0
ANTIQUE,TIBIAO,"crackers, cookies, buiscuits, chips/curls",putos,g,300,cell pooled across sizes,6,0,0
ANTIQUE,TIBIAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,92.5,province x item x unit,10,0,0
ANTIQUE,TIBIAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,cell pooled across sizes,3,0,0
ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,6,0,0
ANTIQUE,TIBIAO,loaf bread,large packs,g,680,cell pooled across sizes,3,0,0
ANTIQUE,TIBIAO,loaf bread,medium packs,g,500,cell pooled across sizes,3,0,0
ANTIQUE,TIBIAO,loaf bread,small packs,g,387.5,cell pooled across sizes,4,0,0
ANTIQUE,TIBIAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,210,cell pooled across sizes,4,0,0
ANTIQUE,TOBIAS FORNIER,cabbage,pieces or units,g,560,cell pooled across sizes,20,0,0
ANTIQUE,TOBIAS FORNIER,camote,bilog,g,85,cell pooled across sizes,13,0,0
ANTIQUE,TOBIAS FORNIER,camote tops,bugkos,g,190,cell pooled across sizes,5,0,0
ANTIQUE,TOBIAS FORNIER,camote tops,bundle,g,645,cell pooled across sizes,3,0,0
ANTIQUE,TOBIAS FORNIER,carrot,pieces or units,g,115,cell pooled across sizes,15,0,0
ANTIQUE,TOBIAS FORNIER,chicken,pieces or units,g,410,province x item x unit,40,0,0
ANTIQUE,TOBIAS FORNIER,chicken,whole (chicken),g,1027.5,cell pooled across sizes,10,0,0
ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",putos,g,365,cell pooled across sizes,8,0,0
ANTIQUE,TOBIAS FORNIER,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,352.5,cell pooled across sizes,12,0,0
