geolocation,commodity,year,month,date,cpi
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,1,2025-01-01,135.6557184497150
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,2,2025-02-01,135.9825189678640
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,3,2025-03-01,138.9640793898410
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,4,2025-04-01,132.9312597706180
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,5,2025-05-01,140.0127681960400
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,6,2025-06-01,145.0595319731730
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,7,2025-07-01,130.6109453023980
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,8,2025-08-01,127.5816710430500
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,9,2025-09-01,130.8599258633680
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,10,2025-10-01,129.9882386599060
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,11,2025-11-01,134.7089460496690
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,12,2025-12-01,133.5849013844300
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,1,2026-01-01,137.5462590020270
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,2,2026-02-01,130.1896234686370
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,3,2026-03-01,134.3899337866370
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,4,2026-04-01,144.9846929560970
Negros Occidental,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,5,2026-05-01,146.8616014582200
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2023,12,2023-12-01,127.1449245400040
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,1,2024-01-01,127.1449245400040
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,2,2024-02-01,130.6801736613600
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,3,2024-03-01,130.6801736613600
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,4,2024-04-01,130.6801736613600
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,5,2024-05-01,130.6801736613600
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,6,2024-06-01,130.6801736613600
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,7,2024-07-01,130.6801736613600
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,8,2024-08-01,130.6801736613600
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,9,2024-09-01,132.8509406657020
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,10,2024-10-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,11,2024-11-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2024,12,2024-12-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,1,2025-01-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,2,2025-02-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,3,2025-03-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,4,2025-04-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,5,2025-05-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,6,2025-06-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,7,2025-07-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,8,2025-08-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,9,2025-09-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,10,2025-10-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,11,2025-11-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2025,12,2025-12-01,133.2850940665700
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2026,1,2026-01-01,130.4320860037210
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2026,2,2026-02-01,130.4320860037210
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2026,3,2026-03-01,130.2770312176970
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2026,4,2026-04-01,130.2770312176970
Negros Occidental,01.1.3.6 - Other seafood preparations (ND),2026,5,2026-05-01,130.2770312176970
Negros Occidental,01.1.6 - Fruits and nuts (ND),2023,12,2023-12-01,165.6000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,1,2024-01-01,169.5000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,2,2024-02-01,170.2000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,3,2024-03-01,172.4000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,4,2024-04-01,173.7000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,5,2024-05-01,170.3000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,6,2024-06-01,168.6000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,7,2024-07-01,172.1000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,8,2024-08-01,170.7000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,9,2024-09-01,170.4000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,10,2024-10-01,169.7000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,11,2024-11-01,168.6000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2024,12,2024-12-01,169.4000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,1,2025-01-01,172.7000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,2,2025-02-01,170.6000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,3,2025-03-01,174.7000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,4,2025-04-01,174.3000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,5,2025-05-01,175.7000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,6,2025-06-01,174.6000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,7,2025-07-01,173.1000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,8,2025-08-01,174.1000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,9,2025-09-01,175.2000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,10,2025-10-01,176.2000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,11,2025-11-01,172.8000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2025,12,2025-12-01,175.4000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2026,1,2026-01-01,179.1000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2026,2,2026-02-01,186.4000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2026,3,2026-03-01,182.2000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2026,4,2026-04-01,187.8000000000000
Negros Occidental,01.1.6 - Fruits and nuts (ND),2026,5,2026-05-01,189.7000000000000
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2023,12,2023-12-01,123.6809442425470
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,1,2024-01-01,124.6461692062040
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,2,2024-02-01,125.4924985320410
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,3,2024-03-01,124.7559450675460
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,4,2024-04-01,131.6933112134950
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,5,2024-05-01,131.1019492284560
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,6,2024-06-01,130.6154758467730
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,7,2024-07-01,128.1888352789590
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,8,2024-08-01,127.4639731392970
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,9,2024-09-01,128.1888352789590
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,10,2024-10-01,131.1019492284560
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,11,2024-11-01,128.3596828198520
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2024,12,2024-12-01,125.5731863078830
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,1,2025-01-01,129.6405336242990
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,2,2025-02-01,121.8890376555800
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,3,2025-03-01,121.8890376555800
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,4,2025-04-01,121.8890376555800
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,5,2025-05-01,124.4681187584720
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,6,2025-06-01,124.8958002345970
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,7,2025-07-01,125.6206623742590
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,8,2025-08-01,125.8707424570710
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,9,2025-09-01,132.2236056454060
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,10,2025-10-01,132.2236056454060
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,11,2025-11-01,136.6827059332120
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2025,12,2025-12-01,136.6827059332120
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,1,2026-01-01,131.2459004887280
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,2,2026-02-01,139.8670685032430
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,3,2026-03-01,117.1214332436830
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,4,2026-04-01,120.5788040543220
Negros Occidental,"01.1.6.2 - Citrus fruits, fresh (ND)",2026,5,2026-05-01,120.8181798453090
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2023,12,2023-12-01,201.6000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,1,2024-01-01,200.9000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,2,2024-02-01,189.8000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,3,2024-03-01,178.6000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,4,2024-04-01,172.4000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,5,2024-05-01,172.2000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,6,2024-06-01,173.9000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,7,2024-07-01,177.4000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,8,2024-08-01,201.7000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,9,2024-09-01,178.5000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,10,2024-10-01,180.2000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,11,2024-11-01,192.3000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2024,12,2024-12-01,198.2000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,1,2025-01-01,208.7000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,2,2025-02-01,201.2000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,3,2025-03-01,190.8000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,4,2025-04-01,187.5000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,5,2025-05-01,178.7000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,6,2025-06-01,178.1000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,7,2025-07-01,180.3000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,8,2025-08-01,195.0000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,9,2025-09-01,195.5000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,10,2025-10-01,190.9000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,11,2025-11-01,205.6000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2025,12,2025-12-01,240.0000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,1,2026-01-01,240.6000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,2,2026-02-01,229.0000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,3,2026-03-01,213.8000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,4,2026-04-01,205.9000000000000
Negros Occidental,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",2026,5,2026-05-01,205.0000000000000
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2023,12,2023-12-01,202.4078193799590
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,1,2024-01-01,197.8796842479720
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,2,2024-02-01,188.1257284747110
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,3,2024-03-01,177.3864477102290
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,4,2024-04-01,176.8302976893890
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,5,2024-05-01,178.9928809280560
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,6,2024-06-01,188.7540226689690
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,7,2024-07-01,190.0724620582040
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,8,2024-08-01,198.3022804978360
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,9,2024-09-01,205.5427684239160
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,10,2024-10-01,201.7851831827120
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,11,2024-11-01,209.7482283959500
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2024,12,2024-12-01,199.0953508323790
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,1,2025-01-01,195.4734500746000
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,2,2025-02-01,192.1704698467670
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,3,2025-03-01,184.2886094630220
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,4,2025-04-01,181.6702242465780
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,5,2025-05-01,183.2306447046150
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,6,2025-06-01,181.2091172335340
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,7,2025-07-01,182.5469865046470
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,8,2025-08-01,198.3876834906170
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,9,2025-09-01,193.3489403290320
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,10,2025-10-01,189.0972037162140
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,11,2025-11-01,202.7235637196970
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2025,12,2025-12-01,219.7581015346700
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,1,2026-01-01,223.3040990792070
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,2,2026-02-01,221.4521275595570
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,3,2026-03-01,229.0727725672760
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,4,2026-04-01,230.3547979660330
Negros Occidental,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",2026,5,2026-05-01,228.9066957915240
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2023,12,2023-12-01,218.6143144012050
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,1,2024-01-01,220.3894887841160
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,2,2024-02-01,215.5213503840850
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,3,2024-03-01,198.1054213596600
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,4,2024-04-01,193.5680802599120
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,5,2024-05-01,196.0069134215250
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,6,2024-06-01,196.7879233111320
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,7,2024-07-01,197.6914522598330
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,8,2024-08-01,246.1883932056590
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,9,2024-09-01,190.6669753443080
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,10,2024-10-01,199.1257235959820
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,11,2024-11-01,222.8989703980900
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2024,12,2024-12-01,240.7377438777920
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,1,2025-01-01,256.3334401986750
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,2,2025-02-01,229.5131802012550
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,3,2025-03-01,212.6799930550060
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,4,2025-04-01,211.0379551354740
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,5,2025-05-01,192.6263904096780
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,6,2025-06-01,198.4618291730840
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,7,2025-07-01,198.5766224521320
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,8,2025-08-01,215.2200512351570
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,9,2025-09-01,221.1424428777480
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,10,2025-10-01,213.6155727095690
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,11,2025-11-01,228.5213993703790
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2025,12,2025-12-01,295.7605791312340
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,1,2026-01-01,307.9886528965340
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,2,2026-02-01,293.3623544537400
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,3,2026-03-01,264.3478658813260
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,4,2026-04-01,244.7166905679010
Negros Occidental,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",2026,5,2026-05-01,246.9898177724750
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2023,12,2023-12-01,164.5973456608900
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,1,2024-01-01,167.2009365865110
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,2,2024-02-01,171.0119881514820
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,3,2024-03-01,177.4643645714580
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,4,2024-04-01,180.0302215676950
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,5,2024-05-01,181.3131500658130
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,6,2024-06-01,178.7095591401920
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,7,2024-07-01,183.8957780957610
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,8,2024-08-01,182.7192396997510
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,9,2024-09-01,162.4657404631910
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,10,2024-10-01,161.0596508292540
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,11,2024-11-01,170.1491602422730
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2024,12,2024-12-01,172.7150172385090
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,1,2025-01-01,161.8544601303730
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,2,2025-02-01,164.4471500633750
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,3,2025-03-01,159.5720217705250
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,4,2025-04-01,162.1378787667620
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,5,2025-05-01,164.8127456891890
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,6,2025-06-01,168.6615311835440
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,7,2025-07-01,184.5866155939220
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,8,2025-08-01,180.7210590658570
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,9,2025-09-01,185.8527730583310
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,10,2025-10-01,178.1552020696200
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,11,2025-11-01,183.6769263255220
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2025,12,2025-12-01,198.4389895707380
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2026,1,2026-01-01,202.2877750650930
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2026,2,2026-02-01,196.5062113067060
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2026,3,2026-03-01,182.3939978274030
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2026,4,2026-04-01,179.8826457942620
Negros Occidental,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",2026,5,2026-05-01,188.7297207172860
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2023,12,2023-12-01,185.5552270847640
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,1,2024-01-01,183.8436047420170
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,2,2024-02-01,161.2735217358300
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,3,2024-03-01,155.1068012928740
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,4,2024-04-01,139.1969969174610
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,5,2024-05-01,130.3622730753200
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,6,2024-06-01,129.4850063565720
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,7,2024-07-01,137.2716480975040
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,8,2024-08-01,148.2683140082460
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,9,2024-09-01,135.1250617880460
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,10,2024-10-01,134.0973879092440
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,11,2024-11-01,137.3193538181130
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2024,12,2024-12-01,142.7027217178930
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2025,1,2025-01-01,153.1878908936720
Negros Occidental,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",2025,2,2025-02-01,164.2866507867130
