geolocation,commodity,year,month,date,cpi
Aklan,01.1.1.12 - Rice,2023,12,2023-12-01,100.4923286732160
Aklan,01.1.1.12 - Rice,2024,1,2024-01-01,106.5339593563260
Aklan,01.1.1.12 - Rice,2024,2,2024-02-01,105.7421398774080
Aklan,01.1.1.12 - Rice,2024,3,2024-03-01,108.2516156244760
Aklan,01.1.1.12 - Rice,2024,4,2024-04-01,117.3502757756370
Aklan,01.1.1.12 - Rice,2024,5,2024-05-01,119.5245862653560
Aklan,01.1.1.12 - Rice,2024,6,2024-06-01,120.0541305564860
Aklan,01.1.1.12 - Rice,2024,7,2024-07-01,119.5008887435940
Aklan,01.1.1.12 - Rice,2024,8,2024-08-01,116.9500882049420
Aklan,01.1.1.12 - Rice,2024,9,2024-09-01,116.6778843716780
Aklan,01.1.1.12 - Rice,2024,10,2024-10-01,114.3240584135000
Aklan,01.1.1.12 - Rice,2024,11,2024-11-01,103.7626174305390
Aklan,01.1.1.12 - Rice,2024,12,2024-12-01,100.3244937340120
Aklan,01.1.1.12 - Rice,2025,1,2025-01-01,102.9503939382190
Aklan,01.1.1.12 - Rice,2025,2,2025-02-01,99.4687598223931
Aklan,01.1.1.12 - Rice,2025,3,2025-03-01,96.5939667295406
Aklan,01.1.1.12 - Rice,2025,4,2025-04-01,95.3848478938861
Aklan,01.1.1.12 - Rice,2025,5,2025-05-01,90.1405474845111
Aklan,01.1.1.12 - Rice,2025,6,2025-06-01,92.4325276758227
Aklan,01.1.1.12 - Rice,2025,7,2025-07-01,89.1078629332718
Aklan,01.1.1.12 - Rice,2025,8,2025-08-01,86.3598726559694
Aklan,01.1.1.12 - Rice,2025,9,2025-09-01,84.6564533434418
Aklan,01.1.1.12 - Rice,2025,10,2025-10-01,83.1115037643101
Aklan,01.1.1.12 - Rice,2025,11,2025-11-01,84.2525947848259
Aklan,01.1.1.12 - Rice,2025,12,2025-12-01,83.6916791585613
Aklan,01.1.1.12 - Rice,2026,1,2026-01-01,84.7907940200685
Aklan,01.1.1.12 - Rice,2026,2,2026-02-01,92.7137809629953
Aklan,01.1.1.12 - Rice,2026,3,2026-03-01,97.9783433798907
Aklan,01.1.1.12 - Rice,2026,4,2026-04-01,111.3847031734690
Aklan,01.1.1.12 - Rice,2026,5,2026-05-01,113.4779988336680
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2023,12,2023-12-01,122.4452233513990
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,1,2024-01-01,122.3790095477000
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,2,2024-02-01,122.5055326181640
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,3,2024-03-01,122.5072231101690
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,4,2024-04-01,122.5798009411450
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,5,2024-05-01,122.6579825061630
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,6,2024-06-01,122.6954728861400
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,7,2024-07-01,122.7523062782400
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,8,2024-08-01,122.8377899162810
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,9,2024-09-01,122.8464217217020
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,10,2024-10-01,122.8519045154920
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,11,2024-11-01,122.8497828551470
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2024,12,2024-12-01,122.8700562809340
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,1,2025-01-01,122.8745485471360
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,2,2025-02-01,122.8872226430240
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,3,2025-03-01,123.3334069274420
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,4,2025-04-01,123.3478697025990
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,5,2025-05-01,123.3470676795850
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,6,2025-06-01,123.3721664742790
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,7,2025-07-01,123.5685422036870
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,8,2025-08-01,123.9266573195340
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,9,2025-09-01,124.7318540499550
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,10,2025-10-01,124.7746143773900
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,11,2025-11-01,124.7746143773900
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,12,2025-12-01,124.7807519783080
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,1,2026-01-01,126.3732227638640
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,2,2026-02-01,127.0165484160210
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,3,2026-03-01,127.0184764830770
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,4,2026-04-01,130.9010781362070
Aklan,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,5,2026-05-01,131.0902053550910
Aklan,01.1.1.3 - Bread and bakery products (ND),2023,12,2023-12-01,121.1899409913540
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,1,2024-01-01,121.0328697323180
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,2,2024-02-01,121.1874592542640
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,3,2024-03-01,121.1687996337300
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,4,2024-04-01,121.1687996337300
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,5,2024-05-01,121.2736177994520
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,6,2024-06-01,121.2624424059590
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,7,2024-07-01,121.2736177994520
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,8,2024-08-01,121.3531372827550
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,9,2024-09-01,121.3531372827550
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,10,2024-10-01,121.3531372827550
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,11,2024-11-01,121.3531372827550
Aklan,01.1.1.3 - Bread and bakery products (ND),2024,12,2024-12-01,121.3531372827550
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,1,2025-01-01,121.3531372827550
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,2,2025-02-01,121.3531372827550
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,3,2025-03-01,121.7604288631110
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,4,2025-04-01,121.7604288631110
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,5,2025-05-01,121.7604288631110
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,6,2025-06-01,121.7604288631110
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,7,2025-07-01,122.0624291709420
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,8,2025-08-01,122.4667442735220
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,9,2025-09-01,123.7287170935770
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,10,2025-10-01,123.7972364621360
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,11,2025-11-01,123.7972364621360
Aklan,01.1.1.3 - Bread and bakery products (ND),2025,12,2025-12-01,123.7972364621360
Aklan,01.1.1.3 - Bread and bakery products (ND),2026,1,2026-01-01,123.4904152236810
Aklan,01.1.1.3 - Bread and bakery products (ND),2026,2,2026-02-01,123.4904152236810
Aklan,01.1.1.3 - Bread and bakery products (ND),2026,3,2026-03-01,123.4904152236810
Aklan,01.1.1.3 - Bread and bakery products (ND),2026,4,2026-04-01,129.4051165898220
Aklan,01.1.1.3 - Bread and bakery products (ND),2026,5,2026-05-01,129.4051165898220
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2023,12,2023-12-01,154.3000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,1,2024-01-01,151.5000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,2,2024-02-01,151.0000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,3,2024-03-01,157.5000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,4,2024-04-01,159.1000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,5,2024-05-01,159.6000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,6,2024-06-01,158.9000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,7,2024-07-01,158.2000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,8,2024-08-01,157.6000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,9,2024-09-01,156.7000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,10,2024-10-01,157.0000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,11,2024-11-01,155.3000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,12,2024-12-01,155.2000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,1,2025-01-01,163.4000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,2,2025-02-01,163.0000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,3,2025-03-01,162.7000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,4,2025-04-01,164.3000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,5,2025-05-01,164.3000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,6,2025-06-01,164.6000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,7,2025-07-01,162.2000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,8,2025-08-01,156.8000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,9,2025-09-01,154.7000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,10,2025-10-01,153.3000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,11,2025-11-01,154.3000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,12,2025-12-01,154.3000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,1,2026-01-01,155.9000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,2,2026-02-01,155.0000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,3,2026-03-01,154.3000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,4,2026-04-01,155.3000000000000
Aklan,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,5,2026-05-01,154.0000000000000
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2023,12,2023-12-01,161.4456011250630
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,1,2024-01-01,158.1686167693340
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,2,2024-02-01,157.5466638126310
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,3,2024-03-01,165.4930928418450
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,4,2024-04-01,167.3128438160110
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,5,2024-05-01,167.8287222685850
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,6,2024-06-01,166.9423009411240
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,7,2024-07-01,166.1862167765350
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,8,2024-08-01,165.3602231822330
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,9,2024-09-01,164.2349577314580
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,10,2024-10-01,164.5316980217200
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,11,2024-11-01,162.4250763476120
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,12,2024-12-01,162.3940951763380
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,1,2025-01-01,172.5714223780170
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,2,2025-02-01,172.1369321098610
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,3,2025-03-01,171.6456890769380
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,4,2025-04-01,173.5745901727850
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,5,2025-05-01,173.5639507690870
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,6,2025-06-01,173.9932246954530
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,7,2025-07-01,171.0099267501720
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,8,2025-08-01,164.2466222918890
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,9,2025-09-01,161.4514662354330
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,10,2025-10-01,159.6805688250770
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,11,2025-11-01,160.9894688569420
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,12,2025-12-01,160.9894688569420
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,1,2026-01-01,162.6307261929180
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,2,2026-02-01,161.5219473576050
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,3,2026-03-01,160.7572524086060
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,4,2026-04-01,161.9185689049560
Aklan,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,5,2026-05-01,160.1771672557490
Aklan,01.1.3 - Fish and other seafood (ND),2023,12,2023-12-01,127.2000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,1,2024-01-01,127.9000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,2,2024-02-01,127.7000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,3,2024-03-01,125.9000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,4,2024-04-01,125.8000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,5,2024-05-01,119.2000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,6,2024-06-01,122.3000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,7,2024-07-01,115.7000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,8,2024-08-01,113.5000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,9,2024-09-01,117.6000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,10,2024-10-01,121.4000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,11,2024-11-01,119.7000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2024,12,2024-12-01,129.4000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,1,2025-01-01,137.4000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,2,2025-02-01,134.7000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,3,2025-03-01,131.4000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,4,2025-04-01,123.9000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,5,2025-05-01,126.4000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,6,2025-06-01,130.3000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,7,2025-07-01,122.0000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,8,2025-08-01,120.0000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,9,2025-09-01,123.8000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,10,2025-10-01,124.1000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,11,2025-11-01,125.1000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2025,12,2025-12-01,127.8000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2026,1,2026-01-01,144.2000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2026,2,2026-02-01,149.2000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2026,3,2026-03-01,145.6000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2026,4,2026-04-01,139.0000000000000
Aklan,01.1.3 - Fish and other seafood (ND),2026,5,2026-05-01,134.0000000000000
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2023,12,2023-12-01,123.0273133782600
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,1,2024-01-01,123.5972208250280
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,2,2024-02-01,124.2231291838150
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,3,2024-03-01,121.5933235316910
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,4,2024-04-01,119.7515191219580
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,5,2024-05-01,111.7311173798410
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,6,2024-06-01,116.3404054415350
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,7,2024-07-01,108.8901733889740
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,8,2024-08-01,104.2406882025910
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,9,2024-09-01,109.8309229064350
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,10,2024-10-01,114.7099516156690
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,11,2024-11-01,112.2951926547650
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,12,2024-12-01,124.3750374490120
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,1,2025-01-01,133.5091989120050
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,2,2025-02-01,131.2707582528940
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,3,2025-03-01,127.3218935892680
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,4,2025-04-01,117.5028522983490
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,5,2025-05-01,121.2999196509970
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,6,2025-06-01,126.6286977156820
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,7,2025-07-01,116.3067782443270
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,8,2025-08-01,113.5120065628530
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,9,2025-09-01,117.5081005123370
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,10,2025-10-01,117.7602336959170
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,11,2025-11-01,119.0171655479160
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,12,2025-12-01,122.8352826011450
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,1,2026-01-01,140.5351597708010
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,2,2026-02-01,147.3372345782910
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,3,2026-03-01,140.6259548473370
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,4,2026-04-01,133.9280646336980
Aklan,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,5,2026-05-01,127.3971518354770
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2023,12,2023-12-01,165.4102547746620
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,1,2024-01-01,165.4102547746620
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,2,2024-02-01,165.4102547746620
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,3,2024-03-01,165.4102547746620
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,4,2024-04-01,165.4102547746620
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,5,2024-05-01,165.4102547746620
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,6,2024-06-01,165.3584912357990
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,7,2024-07-01,165.3584912357990
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,8,2024-08-01,165.1270923565870
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,9,2024-09-01,165.1270923565870
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,10,2024-10-01,165.1270923565870
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,11,2024-11-01,165.1270923565870
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,12,2024-12-01,165.1270923565870
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,1,2025-01-01,165.6216795264150
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,2,2025-02-01,166.0955390229000
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,3,2025-03-01,166.0955390229000
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,4,2025-04-01,166.0955390229000
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,5,2025-05-01,166.0955390229000
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,6,2025-06-01,166.0955390229000
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,7,2025-07-01,166.0955390229000
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,8,2025-08-01,166.3286818351550
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,9,2025-09-01,177.9884593881400
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,10,2025-10-01,177.7193863454130
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,11,2025-11-01,178.2884963380580
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,12,2025-12-01,178.2884963380580
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,1,2026-01-01,194.7434357086330
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,2,2026-02-01,194.0200888738440
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,3,2026-03-01,214.4707099191230
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,4,2026-04-01,209.9865794521930
Aklan,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,5,2026-05-01,196.9982200254040
Aklan,01.1.3.3 - Fish preparations (ND),2023,12,2023-12-01,127.3602118353660
Aklan,01.1.3.3 - Fish preparations (ND),2024,1,2024-01-01,127.3647421858550
Aklan,01.1.3.3 - Fish preparations (ND),2024,2,2024-02-01,127.7514964794210
Aklan,01.1.3.3 - Fish preparations (ND),2024,3,2024-03-01,127.7592004348060
Aklan,01.1.3.3 - Fish preparations (ND),2024,4,2024-04-01,126.9946714609910
Aklan,01.1.3.3 - Fish preparations (ND),2024,5,2024-05-01,126.9949867784020
Aklan,01.1.3.3 - Fish preparations (ND),2024,6,2024-06-01,126.9948655825520
Aklan,01.1.3.3 - Fish preparations (ND),2024,7,2024-07-01,126.9951079417420
Aklan,01.1.3.3 - Fish preparations (ND),2024,8,2024-08-01,126.6260214877000
Aklan,01.1.3.3 - Fish preparations (ND),2024,9,2024-09-01,126.9951079417420
Aklan,01.1.3.3 - Fish preparations (ND),2024,10,2024-10-01,126.9926035013050
Aklan,01.1.3.3 - Fish preparations (ND),2024,11,2024-11-01,126.9926035013050
Aklan,01.1.3.3 - Fish preparations (ND),2024,12,2024-12-01,126.9926035013050
Aklan,01.1.3.3 - Fish preparations (ND),2025,1,2025-01-01,126.9926035013050
Aklan,01.1.3.3 - Fish preparations (ND),2025,2,2025-02-01,127.2079039328290
Aklan,01.1.3.3 - Fish preparations (ND),2025,3,2025-03-01,127.2097852645790
Aklan,01.1.3.3 - Fish preparations (ND),2025,4,2025-04-01,127.2097852645790
Aklan,01.1.3.3 - Fish preparations (ND),2025,5,2025-05-01,127.2097852645790
Aklan,01.1.3.3 - Fish preparations (ND),2025,6,2025-06-01,127.2099067516500
Aklan,01.1.3.3 - Fish preparations (ND),2025,7,2025-07-01,127.2099067516500
Aklan,01.1.3.3 - Fish preparations (ND),2025,8,2025-08-01,125.8679879064950
Aklan,01.1.3.3 - Fish preparations (ND),2025,9,2025-09-01,127.2009085339810
Aklan,01.1.3.3 - Fish preparations (ND),2025,10,2025-10-01,127.2009085339810
Aklan,01.1.3.3 - Fish preparations (ND),2025,11,2025-11-01,127.2009085339810
Aklan,01.1.3.3 - Fish preparations (ND),2025,12,2025-12-01,127.2009085339810
Aklan,01.1.3.3 - Fish preparations (ND),2026,1,2026-01-01,131.2362900655790
Aklan,01.1.3.3 - Fish preparations (ND),2026,2,2026-02-01,131.2362900655790
Aklan,01.1.3.3 - Fish preparations (ND),2026,3,2026-03-01,131.2362900655790
Aklan,01.1.3.3 - Fish preparations (ND),2026,4,2026-04-01,135.0131989813210
Aklan,01.1.3.3 - Fish preparations (ND),2026,5,2026-05-01,135.7578156253520
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2023,12,2023-12-01,136.3640201764070
Aklan,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,1,2024-01-01,139.0587642745780
