statistic,grouping,level,value
weight_raw_min,item | unit,Chicken | grams (g),0.0
weight_raw_max,item | unit,Chicken | grams (g),2120.0
weight_raw_n,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Kilograms (Kgs)",16.0
weight_raw_mean,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Kilograms (Kgs)",1.5565625075250864
weight_raw_median,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Kilograms (Kgs)",1.5
weight_raw_sd,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Kilograms (Kgs)",0.5045021457600013
weight_raw_min,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Kilograms (Kgs)",0.2800000011920929
weight_raw_max,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Kilograms (Kgs)",2.4000000953674316
weight_raw_n,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Litres (L)",4.0
weight_raw_mean,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Litres (L)",95.1575030554086
weight_raw_median,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Litres (L)",42.66500000655651
weight_raw_sd,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Litres (L)",139.22208224760894
weight_raw_min,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Litres (L)",0.10000000149011612
weight_raw_max,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | Litres (L)",295.20001220703125
weight_raw_n,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | grams (g)",1066.0
weight_raw_mean,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | grams (g)",113.22551783556766
weight_raw_median,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | grams (g)",48.0
weight_raw_sd,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | grams (g)",124.32473259784048
weight_raw_min,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | grams (g)",0.019999999552965164
weight_raw_max,item | unit,"Crackers, Cookies, Buiscuits, Chips/Curls | grams (g)",640.0
weight_raw_n,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | Litres (L)",164.0
weight_raw_mean,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | Litres (L)",0.3645467352648777
weight_raw_median,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | Litres (L)",0.35499998927116394
weight_raw_sd,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | Litres (L)",0.2639125788769594
weight_raw_min,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | Litres (L)",0.001500000013038516
weight_raw_max,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | Litres (L)",1.0
weight_raw_n,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | grams (g)",25.0
weight_raw_mean,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | grams (g)",417.26219999969004
weight_raw_median,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | grams (g)",450.0
weight_raw_sd,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | grams (g)",234.56138565864282
weight_raw_min,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | grams (g)",0.23999999463558197
weight_raw_max,item | unit,"Drinks at restaurant, hotel, caf̩, or kiosk | grams (g)",810.0
weight_raw_n,item | unit,Fresh Fish | Kilograms (Kgs),42.0
weight_raw_mean,item | unit,Fresh Fish | Kilograms (Kgs),508.5624999971617
weight_raw_median,item | unit,Fresh Fish | Kilograms (Kgs),1.6800000071525574
weight_raw_sd,item | unit,Fresh Fish | Kilograms (Kgs),851.8624226190105
weight_raw_min,item | unit,Fresh Fish | Kilograms (Kgs),1.0
weight_raw_max,item | unit,Fresh Fish | Kilograms (Kgs),3670.0
weight_raw_n,item | unit,Fresh Fish | grams (g),717.0
weight_raw_mean,item | unit,Fresh Fish | grams (g),336.4674072524421
weight_raw_median,item | unit,Fresh Fish | grams (g),265.0
weight_raw_sd,item | unit,Fresh Fish | grams (g),439.8777720557174
weight_raw_min,item | unit,Fresh Fish | grams (g),0.0
weight_raw_max,item | unit,Fresh Fish | grams (g),5550.0
weight_raw_n,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Kilograms (Kgs)",2.0
weight_raw_mean,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Kilograms (Kgs)",1.0324999690055847
weight_raw_median,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Kilograms (Kgs)",1.0324999690055847
weight_raw_sd,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Kilograms (Kgs)",0.01060659160255457
weight_raw_min,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Kilograms (Kgs)",1.024999976158142
weight_raw_max,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Kilograms (Kgs)",1.0399999618530273
weight_raw_n,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Litres (L)",554.0
weight_raw_mean,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Litres (L)",3.2219828528773196
weight_raw_median,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Litres (L)",0.10000000149011612
weight_raw_sd,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Litres (L)",15.93527313293911
weight_raw_min,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Litres (L)",0.0012499999720603228
weight_raw_max,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | Litres (L)",140.0
weight_raw_n,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | grams (g)",322.0
weight_raw_mean,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | grams (g)",86.8119099379766
weight_raw_median,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | grams (g)",60.0
weight_raw_sd,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | grams (g)",118.90805748574282
weight_raw_min,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | grams (g)",0.02500000037252903
weight_raw_max,item | unit,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo) | grams (g)",700.0
weight_raw_n,item | unit,"Liquor (e.g, whisky, coconut wine) | Kilograms (Kgs)",8.0
weight_raw_mean,item | unit,"Liquor (e.g, whisky, coconut wine) | Kilograms (Kgs)",1.1400000154972076
weight_raw_median,item | unit,"Liquor (e.g, whisky, coconut wine) | Kilograms (Kgs)",1.2075000405311584
weight_raw_sd,item | unit,"Liquor (e.g, whisky, coconut wine) | Kilograms (Kgs)",0.11677207237984226
weight_raw_min,item | unit,"Liquor (e.g, whisky, coconut wine) | Kilograms (Kgs)",1.0
weight_raw_max,item | unit,"Liquor (e.g, whisky, coconut wine) | Kilograms (Kgs)",1.2450000047683716
weight_raw_n,item | unit,"Liquor (e.g, whisky, coconut wine) | Litres (L)",875.0
weight_raw_mean,item | unit,"Liquor (e.g, whisky, coconut wine) | Litres (L)",26.7456072970509
weight_raw_median,item | unit,"Liquor (e.g, whisky, coconut wine) | Litres (L)",0.5
weight_raw_sd,item | unit,"Liquor (e.g, whisky, coconut wine) | Litres (L)",124.68090549588052
weight_raw_min,item | unit,"Liquor (e.g, whisky, coconut wine) | Litres (L)",0.0011599999852478504
weight_raw_max,item | unit,"Liquor (e.g, whisky, coconut wine) | Litres (L)",750.0
weight_raw_n,item | unit,"Liquor (e.g, whisky, coconut wine) | grams (g)",246.0
weight_raw_mean,item | unit,"Liquor (e.g, whisky, coconut wine) | grams (g)",502.53386178903463
weight_raw_median,item | unit,"Liquor (e.g, whisky, coconut wine) | grams (g)",375.0
weight_raw_sd,item | unit,"Liquor (e.g, whisky, coconut wine) | grams (g)",225.69005546236576
weight_raw_min,item | unit,"Liquor (e.g, whisky, coconut wine) | grams (g)",0.375
weight_raw_max,item | unit,"Liquor (e.g, whisky, coconut wine) | grams (g)",750.0
weight_raw_n,item | unit,Loaf Bread | Litres (L),4.0
weight_raw_mean,item | unit,Loaf Bread | Litres (L),0.588749997317791
weight_raw_median,item | unit,Loaf Bread | Litres (L),0.6399999856948853
weight_raw_sd,item | unit,Loaf Bread | Litres (L),0.12691039735936654
weight_raw_min,item | unit,Loaf Bread | Litres (L),0.4000000059604645
weight_raw_max,item | unit,Loaf Bread | Litres (L),0.675000011920929
weight_raw_n,item | unit,Loaf Bread | grams (g),1045.0
weight_raw_mean,item | unit,Loaf Bread | grams (g),464.198248803915
weight_raw_median,item | unit,Loaf Bread | grams (g),450.0
weight_raw_sd,item | unit,Loaf Bread | grams (g),184.82527866963264
weight_raw_min,item | unit,Loaf Bread | grams (g),0.2150000035762787
weight_raw_max,item | unit,Loaf Bread | grams (g),765.0
weight_raw_n,item | unit,Mango | Kilograms (Kgs),1.0
weight_raw_mean,item | unit,Mango | Kilograms (Kgs),0.25
weight_raw_median,item | unit,Mango | Kilograms (Kgs),0.25
weight_raw_sd,item | unit,Mango | Kilograms (Kgs),0.0
weight_raw_min,item | unit,Mango | Kilograms (Kgs),0.25
weight_raw_max,item | unit,Mango | Kilograms (Kgs),0.25
weight_raw_n,item | unit,Mango | grams (g),549.0
weight_raw_mean,item | unit,Mango | grams (g),192.50965391604302
weight_raw_median,item | unit,Mango | grams (g),210.0
weight_raw_sd,item | unit,Mango | grams (g),124.9086424653477
weight_raw_min,item | unit,Mango | grams (g),0.10499999672174454
weight_raw_max,item | unit,Mango | grams (g),1290.0
weight_raw_n,item | unit,"Mineral or spring water, all drinking water sold in containers | Kilograms (Kgs)",3.0
weight_raw_mean,item | unit,"Mineral or spring water, all drinking water sold in containers | Kilograms (Kgs)",21.384999593098957
weight_raw_median,item | unit,"Mineral or spring water, all drinking water sold in containers | Kilograms (Kgs)",21.479999542236328
weight_raw_sd,item | unit,"Mineral or spring water, all drinking water sold in containers | Kilograms (Kgs)",0.342527804951844
weight_raw_min,item | unit,"Mineral or spring water, all drinking water sold in containers | Kilograms (Kgs)",21.0049991607666
weight_raw_max,item | unit,"Mineral or spring water, all drinking water sold in containers | Kilograms (Kgs)",21.670000076293945
weight_raw_n,item | unit,"Mineral or spring water, all drinking water sold in containers | Litres (L)",20.0
weight_raw_mean,item | unit,"Mineral or spring water, all drinking water sold in containers | Litres (L)",0.43107999991625545
weight_raw_median,item | unit,"Mineral or spring water, all drinking water sold in containers | Litres (L)",0.009999999776482582
weight_raw_sd,item | unit,"Mineral or spring water, all drinking water sold in containers | Litres (L)",1.3285231458754299
weight_raw_min,item | unit,"Mineral or spring water, all drinking water sold in containers | Litres (L)",0.006000000052154064
weight_raw_max,item | unit,"Mineral or spring water, all drinking water sold in containers | Litres (L)",6.0
weight_raw_n,item | unit,Pork | Kilograms (Kgs),2.0
weight_raw_mean,item | unit,Pork | Kilograms (Kgs),1.2524999976158142
weight_raw_median,item | unit,Pork | Kilograms (Kgs),1.2524999976158142
weight_raw_sd,item | unit,Pork | Kilograms (Kgs),0.3570889211274586
weight_raw_min,item | unit,Pork | Kilograms (Kgs),1.0
weight_raw_max,item | unit,Pork | Kilograms (Kgs),1.5049999952316284
weight_raw_n,item | unit,Pork | grams (g),23.0
weight_raw_mean,item | unit,Pork | grams (g),197.12760869705158
weight_raw_median,item | unit,Pork | grams (g),0.6600000262260437
weight_raw_sd,item | unit,Pork | grams (g),375.4928783540159
weight_raw_min,item | unit,Pork | grams (g),0.09000000357627869
weight_raw_max,item | unit,Pork | grams (g),1620.0
weight_raw_n,item | unit,"Prawns, Lobster, shrimp | Kilograms (Kgs)",2.0
weight_raw_mean,item | unit,"Prawns, Lobster, shrimp | Kilograms (Kgs)",1.0450000166893005
weight_raw_median,item | unit,"Prawns, Lobster, shrimp | Kilograms (Kgs)",1.0450000166893005
weight_raw_sd,item | unit,"Prawns, Lobster, shrimp | Kilograms (Kgs)",0.06363963390902444
weight_raw_min,item | unit,"Prawns, Lobster, shrimp | Kilograms (Kgs)",1.0
weight_raw_max,item | unit,"Prawns, Lobster, shrimp | Kilograms (Kgs)",1.090000033378601
weight_raw_n,item | unit,"Prawns, Lobster, shrimp | grams (g)",158.0
weight_raw_mean,item | unit,"Prawns, Lobster, shrimp | grams (g)",212.3886708855346
weight_raw_median,item | unit,"Prawns, Lobster, shrimp | grams (g)",205.0
weight_raw_sd,item | unit,"Prawns, Lobster, shrimp | grams (g)",202.8195581288937
weight_raw_min,item | unit,"Prawns, Lobster, shrimp | grams (g)",0.11500000208616257
weight_raw_max,item | unit,"Prawns, Lobster, shrimp | grams (g)",1040.0
weight_raw_n,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Kilograms (Kgs)",77.0
weight_raw_mean,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Kilograms (Kgs)",25.51857143098658
weight_raw_median,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Kilograms (Kgs)",1.0
weight_raw_sd,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Kilograms (Kgs)",124.01651860919706
weight_raw_min,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Kilograms (Kgs)",1.0
weight_raw_max,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Kilograms (Kgs)",1020.0
weight_raw_n,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Litres (L)",5.0
weight_raw_mean,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Litres (L)",30.19224000466056
weight_raw_median,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Litres (L)",0.06499999761581421
weight_raw_sd,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Litres (L)",66.97550292641567
weight_raw_min,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Litres (L)",0.0012000000569969416
weight_raw_max,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | Litres (L)",150.0
weight_raw_n,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | grams (g)",870.0
weight_raw_mean,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | grams (g)",205.9332241378232
weight_raw_median,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | grams (g)",250.0
weight_raw_sd,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | grams (g)",141.4724346491499
weight_raw_min,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | grams (g)",0.02500000037252903
weight_raw_max,item | unit,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc) | grams (g)",1165.0
weight_raw_n,item | unit,Rice | Kilograms (Kgs),16.0
weight_raw_mean,item | unit,Rice | Kilograms (Kgs),9.340937495231628
weight_raw_median,item | unit,Rice | Kilograms (Kgs),2.252500057220459
weight_raw_sd,item | unit,Rice | Kilograms (Kgs),10.903717598403514
weight_raw_min,item | unit,Rice | Kilograms (Kgs),2.0250000953674316
weight_raw_max,item | unit,Rice | Kilograms (Kgs),25.0
weight_raw_n,item | unit,Rice | grams (g),41.0
weight_raw_mean,item | unit,Rice | grams (g),815.2996341440736
weight_raw_median,item | unit,Rice | grams (g),420.0
weight_raw_sd,item | unit,Rice | grams (g),882.1216954532214
weight_raw_min,item | unit,Rice | grams (g),0.3100000023841858
weight_raw_max,item | unit,Rice | grams (g),2280.0
n_weighings_by_unit,unit_lbl,Kilograms (Kgs),690.0
n_weighings_by_unit,unit_lbl,Litres (L),1630.0
n_weighings_by_unit,unit_lbl,grams (g),9175.0
n_distinct_pull_nsu_unit,overall,all,129.0
