id,pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,weight,unit,w1,w3,ratio,review_step1,cell_med,cell_n
8798.0,ILOILO,POTOTAN,fresh fish,pieces or units,1.01,1,101.0,1010.0,10.0,1,375.0,590.0
8890.0,ILOILO,POTOTAN,pork,pieces or units,840.0,2,84.0,840.0,10.0,0,260.0,12.0
8899.0,ILOILO,POTOTAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
8928.0,ILOILO,SAN DIONISIO,carrot,pieces or units,350.0,2,35.0,350.0,10.0,1,135.0,1139.0
2795.0,ANTIQUE,SAN REMIGIO,fresh fish,pieces or units,3670.0,1,367.0,3670.0,10.0,0,375.0,590.0
2838.0,ANTIQUE,SAN REMIGIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
2506.0,ANTIQUE,LIBERTAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,250.0,2,25.0,250.0,10.0,0,65.0,29.0
2512.0,ANTIQUE,PANDAN,cabbage,pack,0.36,2,36.0,360.0,10.0,1,145.0,40.0
2543.0,ANTIQUE,PANDAN,carrot,pieces or units,0.35,2,35.0,350.0,10.0,1,135.0,1139.0
2562.0,ANTIQUE,PANDAN,"crackers, cookies, buiscuits, chips/curls",putos,450.0,2,45.0,450.0,10.0,1,250.0,377.0
2919.0,ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.7,3,70.0,700.0,10.0,0,60.0,173.0
2955.0,ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
2958.0,ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
2270.0,ANTIQUE,HAMTIC,fresh fish,pieces or units,1050.0,2,105.0,1050.0,10.0,1,375.0,590.0
2283.0,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.45,3,45.0,450.0,10.0,0,60.0,173.0
2284.0,ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.88,3,88.0,880.0,10.0,0,60.0,173.0
8412.0,ILOILO,NEW LUCENA,camote,bilog,0.52,2,52.0,520.0,10.0,0,125.0,413.0
8532.0,ILOILO,OTON,camote tops,bugkos,660.0,2,66.0,660.0,10.0,1,195.0,408.0
8533.0,ILOILO,OTON,camote tops,bugkos,1060.0,1,106.0,1060.0,10.0,0,195.0,408.0
8542.0,ILOILO,OTON,camote,bilog,270.0,2,27.0,270.0,10.0,1,125.0,413.0
8548.0,ILOILO,OTON,camote,bilog,420.0,2,42.0,420.0,10.0,0,125.0,413.0
8551.0,ILOILO,OTON,camote,bilog,420.0,2,42.0,420.0,10.0,0,125.0,413.0
8561.0,ILOILO,OTON,carrot,pieces or units,460.0,2,46.0,460.0,10.0,1,135.0,1139.0
8627.0,ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,350.0,2,35.0,350.0,10.0,1,100.0,271.0
8697.0,ILOILO,OTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.05,1,105.0,1050.0,10.0,1,250.0,432.0
3242.0,ANTIQUE,TOBIAS FORNIER,camote tops,bundle,780.0,2,78.0,780.0,10.0,1,290.0,72.0
3287.0,ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",putos,600.0,2,60.0,600.0,10.0,0,250.0,377.0
3290.0,ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",putos,400.0,2,40.0,400.0,10.0,1,250.0,377.0
3305.0,ANTIQUE,TOBIAS FORNIER,fresh fish,pieces or units,3920.0,2,392.0,3920.0,10.0,0,375.0,590.0
8801.0,ILOILO,POTOTAN,fresh fish,pieces or units,5550.0,2,555.0,5550.0,10.0,0,375.0,590.0
2791.0,ANTIQUE,SAN REMIGIO,fresh fish,pieces or units,920.0,2,92.0,920.0,10.0,1,375.0,590.0
3312.0,ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.5,3,50.0,500.0,10.0,0,60.0,173.0
3313.0,ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.45,3,45.0,450.0,10.0,0,60.0,173.0
8185.0,ILOILO,MIAGAO,fresh fish,pieces or units,2310.0,2,231.0,2310.0,10.0,0,375.0,590.0
8188.0,ILOILO,MIAGAO,fresh fish,pieces or units,1340.0,2,134.0,1340.0,10.0,0,375.0,590.0
8284.0,ILOILO,MINA,camote,bilog,290.0,2,29.0,290.0,10.0,1,125.0,413.0
8285.0,ILOILO,MINA,camote,bilog,310.0,2,31.0,310.0,10.0,1,125.0,413.0
8336.0,ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",container,0.95,3,95.0,950.0,10.0,1,700.0,1.0
8383.0,ILOILO,MINA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.0,1,100.0,1000.0,10.0,1,250.0,76.0
8386.0,ILOILO,MINA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.14,1,114.0,1140.0,10.0,0,250.0,76.0
3520.0,CAPIZ,CUARTERO,camote tops,bugkos,690.0,2,69.0,690.0,10.0,1,195.0,408.0
3521.0,CAPIZ,CUARTERO,camote tops,bugkos,520.0,2,52.0,520.0,10.0,1,195.0,408.0
8038.0,ILOILO,MAASIN,camote,bilog,0.43,2,43.0,430.0,10.0,0,125.0,413.0
8042.0,ILOILO,MAASIN,camote,bilog,0.55,2,55.0,550.0,10.0,0,125.0,413.0
3122.0,ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
8410.0,ILOILO,NEW LUCENA,camote,bilog,0.38,2,38.0,380.0,10.0,0,125.0,413.0
8115.0,ILOILO,MAASIN,rice,sack of rice,25.0,1,2500.0,25000.0,10.0,1,,
8116.0,ILOILO,MAASIN,rice,sack of rice,25.0,1,2500.0,25000.0,10.0,1,,
8117.0,ILOILO,MAASIN,rice,sack of rice,25.0,1,2500.0,25000.0,10.0,1,,
8141.0,ILOILO,MIAGAO,carrot,pieces or units,430.0,2,43.0,430.0,10.0,1,135.0,1139.0
8176.0,ILOILO,MIAGAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,100.0,2,10.0,100.0,10.0,1,31.0,453.0
8177.0,ILOILO,MIAGAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,100.0,2,10.0,100.0,10.0,1,31.0,453.0
8179.0,ILOILO,MIAGAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,330.0,2,33.0,330.0,10.0,0,31.0,453.0
3123.0,ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
3126.0,ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
3683.0,CAPIZ,DAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.02,1,102.0,1020.0,10.0,0,250.0,195.0
3685.0,CAPIZ,DAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.2,1,120.0,1200.0,10.0,0,250.0,432.0
3711.0,CAPIZ,DUMALAG,carrot,pieces or units,370.0,2,37.0,370.0,10.0,1,135.0,1139.0
3736.0,CAPIZ,DUMALAG,"crackers, cookies, buiscuits, chips/curls",putos,420.0,2,42.0,420.0,10.0,1,250.0,377.0
3306.0,ANTIQUE,TOBIAS FORNIER,fresh fish,pieces or units,1450.0,2,145.0,1450.0,10.0,0,375.0,590.0
3310.0,ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.5,3,50.0,500.0,10.0,0,60.0,173.0
3311.0,ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
3314.0,ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.65,3,65.0,650.0,10.0,0,60.0,173.0
3369.0,ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
3371.0,ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
3399.0,ANTIQUE,VALDERRAMA,camote tops,bundle,1110.0,2,111.0,1110.0,10.0,0,290.0,72.0
3421.0,ANTIQUE,VALDERRAMA,"crackers, cookies, buiscuits, chips/curls",pieces or units,100.0,2,10.0,100.0,10.0,1,31.0,453.0
3429.0,ANTIQUE,VALDERRAMA,"crackers, cookies, buiscuits, chips/curls",pieces or units,170.0,2,17.0,170.0,10.0,0,31.0,453.0
3433.0,ANTIQUE,VALDERRAMA,"crackers, cookies, buiscuits, chips/curls",putos,420.0,2,42.0,420.0,10.0,1,250.0,377.0
3464.0,ANTIQUE,VALDERRAMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.9,3,90.0,900.0,10.0,0,100.0,271.0
3514.0,CAPIZ,CUARTERO,camote tops,bugkos,670.0,2,67.0,670.0,10.0,1,195.0,408.0
3785.0,CAPIZ,DUMARAO,cabbage,pack,770.0,2,77.0,770.0,10.0,0,145.0,40.0
3858.0,CAPIZ,IVISAN,camote,bilog,260.0,2,26.0,260.0,10.0,1,125.0,413.0
3863.0,CAPIZ,IVISAN,carrot,pieces or units,0.45,2,45.0,450.0,10.0,1,135.0,1139.0
3865.0,CAPIZ,IVISAN,carrot,pieces or units,0.7,2,70.0,700.0,10.0,0,135.0,1139.0
8084.0,ILOILO,MAASIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,350.0,2,35.0,350.0,10.0,1,100.0,271.0
8100.0,ILOILO,MAASIN,pork,pieces or units,1.0,1,100.0,1000.0,10.0,0,260.0,12.0
1097.0,AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.14,1,114.0,1140.0,10.0,0,250.0,432.0
1101.0,AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.14,1,114.0,1140.0,10.0,0,250.0,432.0
1124.0,AKLAN,MALINAO,camote tops,bundle,890.0,2,89.0,890.0,10.0,1,290.0,72.0
1127.0,AKLAN,MALINAO,camote tops,bundle,780.0,2,78.0,780.0,10.0,1,290.0,72.0
1139.0,AKLAN,MALINAO,chicken,pieces or units,1210.0,2,121.0,1210.0,10.0,0,315.0,91.0
1156.0,AKLAN,MALINAO,fresh fish,pieces or units,4850.0,2,485.0,4850.0,10.0,0,375.0,590.0
1165.0,AKLAN,MALINAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.7,3,70.0,700.0,10.0,0,60.0,173.0
9994.0,ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,0.95,3,95.0,950.0,10.0,1,515.0,2.0
9996.0,ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,520.0,2,52.0,520.0,10.0,0,85.0,232.0
9999.0,ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,490.0,2,49.0,490.0,10.0,0,85.0,232.0
10017.0,ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,490.0,2,49.0,490.0,10.0,0,100.0,271.0
650.0,AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,350.0,2,35.0,350.0,10.0,1,100.0,271.0
720.0,AKLAN,MADALAG,chicken,pieces or units,680.0,2,68.0,680.0,10.0,1,315.0,91.0
3742.0,CAPIZ,DUMALAG,fresh fish,pieces or units,1.05,1,105.0,1050.0,10.0,1,375.0,590.0
3780.0,CAPIZ,DUMALAG,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
3781.0,CAPIZ,DUMALAG,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
3905.0,CAPIZ,IVISAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.7,3,70.0,700.0,10.0,0,60.0,173.0
3972.0,CAPIZ,JAMINDAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,210.0,2,21.0,210.0,10.0,0,31.0,453.0
3999.0,CAPIZ,JAMINDAN,"prawns, lobster, shrimp",tumpok,1.0,1,100.0,1000.0,10.0,0,257.5,140.0
4022.0,CAPIZ,MA-AYON,camote,bilog,260.0,2,26.0,260.0,10.0,1,125.0,413.0
3572.0,CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
3573.0,CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
3574.0,CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,1.25,3,125.0,1250.0,10.0,0,700.0,3.0
9.0,AKLAN,ALTAVAS,camote tops,bundle,1.13,1,113.0,1130.0,10.0,0,290.0,72.0
3604.0,CAPIZ,CUARTERO,"prawns, lobster, shrimp",tumpok,810.0,2,81.0,810.0,10.0,1,257.5,140.0
3610.0,CAPIZ,CUARTERO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
3629.0,CAPIZ,DAO,camote,bilog,260.0,2,26.0,260.0,10.0,1,125.0,413.0
7797.0,ILOILO,LEMERY,camote,bilog,0.28,2,28.0,280.0,10.0,1,125.0,413.0
7811.0,ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",bucket,1.5,1,150.0,1500.0,10.0,0,,
7812.0,ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",bucket,0.63,2,63.0,630.0,10.0,1,,
518.0,AKLAN,IBAJAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
1024.0,AKLAN,MALAY,"crackers, cookies, buiscuits, chips/curls",putos,600.0,2,60.0,600.0,10.0,0,250.0,377.0
4458.0,CAPIZ,PANITAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,3,100.0,1000.0,10.0,0,85.0,232.0
7847.0,ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.0,1,100.0,1000.0,10.0,1,250.0,76.0
7925.0,ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
7926.0,ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
7927.0,ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.48,3,48.0,480.0,10.0,0,60.0,173.0
7928.0,ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
7932.0,ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.9,3,90.0,900.0,10.0,0,100.0,271.0
8005.0,ILOILO,LEON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
8007.0,ILOILO,LEON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
8009.0,ILOILO,LEON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
8037.0,ILOILO,MAASIN,camote tops,bundle,1.04,1,104.0,1040.0,10.0,1,290.0,72.0
4266.0,CAPIZ,PANAY,carrot,pieces or units,360.0,2,36.0,360.0,10.0,1,135.0,1139.0
4267.0,CAPIZ,PANAY,carrot,pieces or units,380.0,2,38.0,380.0,10.0,1,135.0,1139.0
4024.0,CAPIZ,MA-AYON,camote,bilog,400.0,2,40.0,400.0,10.0,0,125.0,413.0
11.0,AKLAN,ALTAVAS,camote tops,bundle,0.81,2,81.0,810.0,10.0,1,290.0,72.0
4038.0,CAPIZ,MA-AYON,"crackers, cookies, buiscuits, chips/curls",big can,1.4,1,140.0,1400.0,10.0,0,,
7467.0,ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.48,3,48.0,480.0,10.0,0,60.0,173.0
4039.0,CAPIZ,MA-AYON,"crackers, cookies, buiscuits, chips/curls",big can,1.4,1,140.0,1400.0,10.0,0,,
4040.0,CAPIZ,MA-AYON,"crackers, cookies, buiscuits, chips/curls",big can,2.2,1,220.0,2200.0,10.0,0,,
4041.0,CAPIZ,MA-AYON,"crackers, cookies, buiscuits, chips/curls",big can,1.4,1,140.0,1400.0,10.0,0,,
4042.0,CAPIZ,MA-AYON,"crackers, cookies, buiscuits, chips/curls",big can,1.5,1,150.0,1500.0,10.0,0,,
4087.0,CAPIZ,MA-AYON,pork,1 order,1620.0,2,162.0,1620.0,10.0,1,,
16.0,AKLAN,ALTAVAS,carrot,pieces or units,0.63,2,63.0,630.0,10.0,0,135.0,1139.0
4109.0,CAPIZ,MAMBUSAO,carrot,pieces or units,650.0,2,65.0,650.0,10.0,0,135.0,1139.0
4111.0,CAPIZ,MAMBUSAO,carrot,pieces or units,700.0,2,70.0,700.0,10.0,0,135.0,1139.0
4133.0,CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",balde,1.5,1,150.0,1500.0,10.0,0,400.0,1.0
4136.0,CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",balde,2.2,1,220.0,2200.0,10.0,0,400.0,1.0
4137.0,CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",balde,1.5,1,150.0,1500.0,10.0,0,400.0,1.0
4305.0,CAPIZ,PANAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.85,3,85.0,850.0,10.0,0,60.0,173.0
68.0,AKLAN,ALTAVAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
4429.0,CAPIZ,PANITAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,100.0,2,10.0,100.0,10.0,1,31.0,453.0
11266.0,NEGROS OCCIDENTAL,SAN ENRIQUE,camote tops,bugkos,890.0,2,89.0,890.0,10.0,0,195.0,408.0
4719.0,CAPIZ,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.17,1,117.0,1170.0,10.0,0,250.0,432.0
4725.0,CAPIZ,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.02,1,102.0,1020.0,10.0,1,250.0,432.0
4466.0,CAPIZ,PANITAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,350.0,2,35.0,350.0,10.0,1,100.0,271.0
4499.0,CAPIZ,PANITAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.2,1,120.0,1200.0,10.0,0,250.0,195.0
4504.0,CAPIZ,PANITAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.2,1,120.0,1200.0,10.0,0,250.0,195.0
4152.0,CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,110.0,2,11.0,110.0,10.0,1,31.0,453.0
4153.0,CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,370.0,2,37.0,370.0,10.0,0,31.0,453.0
4158.0,CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",putos,420.0,2,42.0,420.0,10.0,1,250.0,377.0
4210.0,CAPIZ,MAMBUSAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
4211.0,CAPIZ,MAMBUSAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
4235.0,CAPIZ,PANAY,cabbage,putos (mix vegetable),600.0,2,60.0,600.0,10.0,0,160.0,33.0
4251.0,CAPIZ,PANAY,camote,bilog,310.0,2,31.0,310.0,10.0,1,125.0,413.0
4586.0,CAPIZ,PILAR,fresh fish,pinutos / plastic,0.23,2,23.0,230.0,10.0,1,,
4588.0,CAPIZ,PILAR,fresh fish,pinutos / plastic,350.0,2,35.0,350.0,10.0,1,,
7463.0,ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.5,3,50.0,500.0,10.0,0,60.0,173.0
7465.0,ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.45,3,45.0,450.0,10.0,0,60.0,173.0
6840.0,ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.65,3,65.0,650.0,10.0,0,60.0,173.0
6841.0,ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.55,3,55.0,550.0,10.0,0,60.0,173.0
6842.0,ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.5,3,50.0,500.0,10.0,0,60.0,173.0
11127.0,NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.45,3,45.0,450.0,10.0,0,100.0,271.0
11125.0,NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,400.0,2,40.0,400.0,10.0,1,100.0,271.0
7611.0,ILOILO,LAMBUNAO,"crackers, cookies, buiscuits, chips/curls",putos,600.0,2,60.0,600.0,10.0,0,250.0,377.0
7632.0,ILOILO,LAMBUNAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,350.0,2,35.0,350.0,10.0,1,100.0,271.0
7633.0,ILOILO,LAMBUNAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,400.0,2,40.0,400.0,10.0,1,100.0,271.0
7724.0,ILOILO,LEGANES,"crackers, cookies, buiscuits, chips/curls",putos,550.0,2,55.0,550.0,10.0,0,250.0,377.0
7729.0,ILOILO,LEGANES,"crackers, cookies, buiscuits, chips/curls",putos,420.0,2,42.0,420.0,10.0,1,250.0,377.0
7736.0,ILOILO,LEGANES,fresh fish,pieces or units,920.0,2,92.0,920.0,10.0,1,375.0,590.0
6041.0,ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.85,3,85.0,850.0,10.0,0,60.0,173.0
4292.0,CAPIZ,PANAY,"crackers, cookies, buiscuits, chips/curls",putos,450.0,2,45.0,450.0,10.0,1,250.0,377.0
4656.0,CAPIZ,PONTEVEDRA,camote,bilog,830.0,2,83.0,830.0,10.0,0,125.0,413.0
4658.0,CAPIZ,PONTEVEDRA,camote,bilog,1.02,1,102.0,1020.0,10.0,0,125.0,413.0
4712.0,CAPIZ,PONTEVEDRA,"prawns, lobster, shrimp",tumpok,1.0,2,100.0,1000.0,10.0,0,257.5,140.0
5141.0,ILOILO,ALIMODIAN,carrot,pieces or units,0.35,2,35.0,350.0,10.0,1,135.0,1139.0
416.0,AKLAN,BURUANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,250.0,2,25.0,250.0,10.0,0,65.0,29.0
6772.0,ILOILO,DUEAS,camote,bilog,370.0,2,37.0,370.0,10.0,0,125.0,413.0
6804.0,ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",balde,1.1,1,110.0,1100.0,10.0,0,400.0,1.0
7026.0,ILOILO,ESTANCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.6,3,60.0,600.0,10.0,0,85.0,232.0
7071.0,ILOILO,ESTANCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
7212.0,ILOILO,IGBARAS,camote,bilog,280.0,2,28.0,280.0,10.0,1,125.0,413.0
7218.0,ILOILO,IGBARAS,carrot,pieces or units,340.0,2,34.0,340.0,10.0,1,135.0,1139.0
7252.0,ILOILO,IGBARAS,fresh fish,pieces or units,1400.0,1,140.0,1400.0,10.0,0,375.0,590.0
7332.0,ILOILO,IGBARAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.2,1,120.0,1200.0,10.0,0,250.0,432.0
7455.0,ILOILO,JANIUAY,fresh fish,pieces or units,1100.0,2,110.0,1100.0,10.0,1,375.0,590.0
4547.0,CAPIZ,PILAR,"crackers, cookies, buiscuits, chips/curls",pieces or units,100.0,2,10.0,100.0,10.0,1,31.0,453.0
87.0,AKLAN,BANGA,camote tops,bundle,0.79,2,79.0,790.0,10.0,1,290.0,72.0
5076.0,ILOILO,AJUY,fresh fish,tumpok,350.0,2,35.0,350.0,10.0,1,,
6838.0,ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.4,3,40.0,400.0,10.0,0,85.0,232.0
6839.0,ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.35,2,35.0,350.0,10.0,0,60.0,173.0
10115.0,ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,0.95,3,95.0,950.0,10.0,1,515.0,2.0
10116.0,ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,0.95,3,95.0,950.0,10.0,1,515.0,2.0
10179.0,ILOILO,TUBUNGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
10185.0,ILOILO,TUBUNGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
469.0,AKLAN,IBAJAY,chicken,pieces or units,650.0,2,65.0,650.0,10.0,1,315.0,91.0
6843.0,ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.55,3,55.0,550.0,10.0,0,60.0,173.0
6846.0,ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.35,3,35.0,350.0,10.0,1,100.0,271.0
6984.0,ILOILO,ESTANCIA,camote tops,bugkos,500.0,2,50.0,500.0,10.0,1,195.0,408.0
7025.0,ILOILO,ESTANCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.6,3,60.0,600.0,10.0,0,85.0,232.0
4612.0,CAPIZ,PILAR,mango,"papaya, mango, banana",1290.0,2,129.0,1290.0,10.0,1,660.0,3.0
